compound,nib,quine,vir,similarity,meansim,nas
KW-2449,0.4418,0.6249,0.4177,-0.3327,0.4948,0
Foretinib,0.441,0.7068,0.4435,-0.3509,0.5304333333333333,0
CHEMBL1705313,0.4361,NA,0.3501,-0.3358,0.3931,1
Crizotinib,0.4353,0.5409,0.5066,-0.3734,0.4942666666666667,0
Tremulacin,0.4311,NA,0.3623,-0.3581,0.3967,1
"Betamethasone 17,21-dipropionate",0.4296,0.3864,NA,-0.3777,0.40800000000000003,1
BRD-A24396574-001-01-5,0.4288,0.4899,0.5978,-0.361,0.5055000000000001,0
UNC0638,0.4285,0.6251,0.3779,-0.3437,0.4771666666666667,0
331771-20-1,0.4264,0.6527,0.3958,-0.3518,0.4916333333333333,0
AKT Inhibitor VIII,0.4253,0.6183,0.4905,-0.4253,0.5113666666666666,0
BRD-A25736793,0.4226,0.6896,0.4472,-0.3229,0.5198,0
BRD-K63423329,0.4214,0.3574,0.4625,-0.3235,0.41376666666666667,0
CID 75037095,0.4101,0.3742,0.4233,-0.344,0.40253333333333335,0
ENMD-2076,0.4099,0.5506,NA,-0.3246,0.48024999999999995,1
PRIMA 1,0.4097,0.4371,0.4699,-0.329,0.4389,0
CHEMBL2139291,0.408,NA,0.3368,-0.4419,0.37239999999999995,1
BRD-K67090983,0.4057,NA,0.4135,-0.4527,0.40959999999999996,1
CHEMBL1698064,0.404,0.4934,0.3473,-0.354,0.4149,0
NVP-AUY922,0.4035,0.7509,0.3863,-0.3411,0.5135666666666667,0
C21H27N7O3,0.4019,0.7791,0.486,-0.3433,0.5556666666666666,0
AZD4547,0.4007,0.5192,0.5354,-0.3341,0.4851,0
CHEMBL2136858,0.3996,NA,0.4494,-0.4135,0.4245,1
CHEMBL2140299,0.3977,0.4345,0.3721,-0.3309,0.4014333333333333,0
CHEMBL2135649,0.3969,NA,0.3299,-0.4122,0.3634,1
Spironolactone,0.3962,0.3651,0.349,-0.3532,0.3701,0
BRD-K55827386,0.393,0.4138,NA,-0.3219,0.4034,1
Lasalocid,0.3924,0.3596,0.3769,-0.3609,0.3763,0
Prochlorperazine,0.3922,0.5142,0.4432,-0.3255,0.44986666666666664,0
IN1549,0.391,0.4726,0.4727,-0.3378,0.44543333333333335,0
Cladribine,0.3903,0.6496,0.4787,-0.3234,0.5062,0
BRD-K60067222,0.39,0.4047,NA,-0.4333,0.39735,1
Iguratimod,0.3898,0.6186,NA,-0.3815,0.5042,1
Y-134,0.3894,0.4014,NA,-0.3331,0.3954,1
BRD-A10420615-001-02-8,0.3872,0.3502,0.55,-0.4232,0.42913333333333337,0
Masitinib,0.3857,0.7272,0.4646,-0.3582,0.5258333333333334,0
Pimasertib,0.3844,0.673,0.4191,-0.3482,0.4921666666666667,0
CHEMBL2361177,0.3828,0.3554,NA,-0.4009,0.3691,1
Valsartan,0.382,0.4153,0.3336,-0.3572,0.37696666666666667,0
PP 2,0.3819,0.5776,0.3427,-0.3246,0.43406666666666666,0
SPECTRUM_001645,0.3813,0.4832,NA,-0.3619,0.43225,1
NVP-BHG712,0.38,0.5408,0.4019,-0.3222,0.44089999999999996,0
Luteolin,0.3783,0.6934,0.3599,-0.3439,0.4772,0
SUDAHWBOROXANE-UHFFFAOYSA-N,0.3761,0.5972,NA,-0.3247,0.48664999999999997,1
Imatinib,0.3744,0.6609,0.4571,-0.3211,0.49746666666666667,0
BMS-754807,0.3728,0.5546,0.3309,-0.3343,0.4194333333333333,0
Mometasone Furoate,0.3715,0.3996,NA,-0.3551,0.38555,1
Amuvatinib,0.3714,0.6907,0.5714,-0.3218,0.5445,0
CHEMDIV3_005068,0.3709,0.3268,NA,-0.3318,0.34885,1
AZD-1775,0.3708,0.6453,0.5191,-0.3234,0.5117333333333334,0
Kolestevan,0.3658,0.4514,NA,-0.3372,0.4086,1
Pralatrexate,0.3656,0.3665,0.3646,-0.3326,0.36556666666666665,0
Ursolic acid,0.3595,0.3757,0.4801,-0.3484,0.4051,0
BMS-536924,0.3591,0.7482,0.5055,-0.3821,0.5376,0
"2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one",0.3548,0.5744,0.4085,-0.3333,0.4459,0
Cobicistat (GS-9350),0.3532,0.3921,NA,-0.3307,0.37265000000000004,1
OSI-906 (Linsitinib),0.3531,0.4032,0.3359,-0.3746,0.36406666666666665,0
Mosapride,0.3505,0.4978,0.4803,-0.3511,0.4428666666666667,0
NSC95397,0.3501,0.577,0.494,-0.4538,0.4737,0
"Temsirolimus (CCI-779, NSC 683864)",0.3496,0.475,0.3924,-0.4826,0.4056666666666667,0
SCHEMBL16226502,0.3484,0.6845,0.4245,-0.3455,0.4858,0
MLS002607797,0.3476,NA,0.4239,-0.3226,0.38575000000000004,1
Sufentanil,0.345,0.5323,0.3915,-0.3257,0.42293333333333333,0
Alisertib,0.3412,0.5997,NA,-0.3399,0.47045000000000003,1
Lidoflazine,0.3409,0.5638,0.4406,-0.3311,0.4484333333333333,0
Flunisolide,0.3376,0.416,0.3332,-0.3345,0.3622666666666667,0
Ticagrelor,0.3376,0.3683,NA,-0.4662,0.35295,1
SCHEMBL15556278,0.3372,0.5429,0.4661,-0.3282,0.4487333333333334,0
LE-135,0.3367,0.6462,0.4732,-0.3216,0.48536666666666667,0
sirolimus,0.3364,0.4436,0.4141,-0.3296,0.39803333333333335,0
Metaproterenol,0.3353,0.3549,0.3906,-0.3354,0.3602666666666667,0
BRD-K72539944,0.3348,0.4034,0.337,-0.3619,0.3584,0
Altrenogest,0.3341,0.3519,0.4318,-0.381,0.3726,0
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.334,0.474,0.3695,-0.3377,0.3925,0
Lavendustin C,0.3323,NA,0.3378,-0.345,0.33504999999999996,1
LGX818,0.3316,0.4007,NA,-0.3422,0.36615,1
Ofloxacin,0.328,0.5052,NA,-0.3371,0.41659999999999997,1
Fluticasone Propionate,0.3255,0.5469,0.3451,-0.3452,0.4058333333333334,0
Budesonide,0.3252,0.491,0.4241,-0.324,0.4134333333333333,0
Lintitript,0.3238,0.4481,0.4961,-0.3719,0.42266666666666663,0
10-DEBC,0.6752,0.536,0.3556,-0.4205,0.5222666666666667,0
761437-28-9,0.6493,0.4439,0.4009,-0.3233,0.49803333333333333,0
Olaparib,0.6305,0.5087,0.4468,-0.3233,0.5286666666666666,0
PF-03758309,0.629,0.3684,0.3974,-0.3215,0.4649333333333333,0
Scriptaid,0.6203,0.4621,NA,-0.3273,0.5412,1
BMS-509744,0.6143,0.5213,0.3481,-0.368,0.49456666666666665,0
Brefeldin A,0.6102,0.5218,0.5443,-0.4006,0.5587666666666666,0
SMR000075319,0.5957,NA,0.4632,-0.4078,0.52945,1
Mitoxantrone,0.5936,0.7382,0.4291,-0.3222,0.5869666666666666,0
Puromycin,0.5896,0.5349,0.3489,-0.3279,0.49113333333333337,0
Troglitazone,0.5819,0.6898,0.5267,-0.3398,0.5994666666666666,0
Selumetinib,0.5775,0.7421,0.5164,-0.3281,0.612,0
Tretinoin,0.577,0.7377,0.4602,-0.3232,0.5916333333333333,0
Resminostat,0.576,0.484,NA,-0.4659,0.53,1
MLN 2238,0.5752,0.5835,0.4862,-0.3634,0.5483,0
LY-294002,0.5746,0.4493,0.735,-0.3272,0.5863,0
"3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",0.5709,NA,0.4559,-0.3273,0.5134,1
Entinostat,0.5688,0.5456,0.669,-0.3455,0.5944666666666667,0
ZINC77024257,0.5685,0.525,0.4244,-0.3546,0.5059666666666667,0
LDN 193189,0.5589,0.6086,0.4596,-0.4436,0.5423666666666667,0
179324-69-7,0.5523,0.5689,0.3897,-0.3293,0.5036333333333334,0
SCHEMBL14379041,0.5508,0.5397,0.3566,-0.3426,0.4823666666666666,0
Erlotinib,0.5412,0.568,0.3895,-0.3258,0.49956666666666666,0
AMSACRINE,0.5386,0.4756,0.3558,-0.3221,0.45666666666666667,0
Sirolimus,0.5375,0.8209,0.5091,-0.3216,0.6224999999999999,0
5-Nitroso-8-cinnolinol,0.5371,0.3918,0.4457,-0.3477,0.4582,0
CBIOL_001848,0.5329,0.3297,0.4109,-0.3559,0.4245,0
Sepantronium,0.5328,0.4245,0.4759,-0.3683,0.47773333333333334,0
BS-181,0.5264,0.5992,0.3979,-0.3234,0.5078333333333334,0
4LY1,0.5264,0.3732,0.4679,-0.3909,0.4558333333333333,0
Anisomycin,0.5252,NA,0.3248,-0.3282,0.425,1
CHEMBL1868923,0.5252,0.6102,NA,-0.3389,0.5677,1
CHEMBL2359459,0.5236,0.3717,0.328,-0.3955,0.40776666666666667,0
vincristine,0.5236,0.4976,NA,-0.3947,0.5105999999999999,1
Toremifene,0.5225,0.5566,0.4013,-0.3629,0.49346666666666666,0
Avicin-G,0.5221,0.5504,0.5621,-0.3285,0.5448666666666667,0
AZD-8330,0.5198,0.631,0.5594,-0.3271,0.5700666666666667,0
Dorsomorphin,0.5197,0.384,0.4906,-0.3344,0.46476666666666666,0
PHA-767491,0.5176,0.6912,0.3949,-0.334,0.5345666666666666,0
Quizartinib,0.5152,0.7311,0.5534,-0.4554,0.5999,0
Aminopurvalanol,0.5132,0.5451,0.428,-0.3469,0.49543333333333334,0
Pioglitazone,0.5106,0.6085,0.401,-0.3611,0.5067,0
etoposide,0.5096,0.4066,0.3769,-0.3231,0.4310333333333334,0
SB-203580,0.5093,0.5753,0.5226,-0.356,0.5357333333333333,0
Trametinib,0.5075,0.5741,0.5263,-0.3414,0.5359666666666667,0
MLN-0128,0.5064,0.4573,0.4527,-0.3624,0.4721333333333333,0
AS-605240,0.5063,0.7909,0.3937,-0.3329,0.5636333333333333,0
SCHEMBL16892136,0.5042,0.5272,0.3322,-0.328,0.45453333333333334,0
Vemurafenib,0.5019,0.6299,0.4516,-0.3408,0.5278,0
UNII-MET7ZRB8Y7,0.4984,0.3628,0.3498,-0.3676,0.4036666666666667,0
PHA-793887,0.497,0.4685,0.4767,-0.3223,0.48073333333333335,0
SCHEMBL6874948,0.4969,0.5286,0.4514,-0.3355,0.4923,0
Megestrol Acetate,0.4947,0.3731,NA,-0.3323,0.43389999999999995,1
Cytochalasin B,0.4941,0.4845,0.4887,-0.3385,0.4891,0
PD-0325901,0.4939,0.688,0.5085,-0.3218,0.5634666666666667,0
BMS-299897,0.4935,0.6867,0.3603,-0.3239,0.5135,0
WZ 3146,0.4925,0.5897,0.4589,-0.3443,0.5137,0
Cymarin,0.4916,0.3931,0.3404,-0.3458,0.40836666666666666,0
(+)-SK&F 10047 hydrochloride,0.4914,0.7106,0.4485,-0.4106,0.5501666666666667,0
NUTLIN 3,0.4912,0.5971,0.3869,-0.3283,0.49173333333333336,0
Gefitinib,0.491,0.7086,0.4889,-0.3301,0.5628333333333333,0
Irinotecan,0.4902,0.3771,0.4815,-0.3212,0.4496,0
Tacedinaline,0.4897,0.5579,0.4251,-0.3289,0.4909,0
XAV 939,0.4891,0.542,0.3707,-0.3385,0.46726666666666666,0
GSK429286A,0.4877,0.6453,0.4648,-0.3435,0.5326,0
Oprozomib (ONX 0912),0.4853,0.4633,0.3829,-0.3283,0.44383333333333336,0
Ttnpb,0.4849,0.3525,0.3766,-0.3285,0.4046666666666667,0
Progesterone,0.4837,NA,0.3653,-0.3317,0.4245,1
SCHEMBL12187882,0.4835,0.5242,0.4352,-0.348,0.48096666666666665,0
CHEMBL1716096,0.4825,0.3768,0.385,-0.5637,0.4147666666666667,0
Sunitinib,0.4814,0.6753,0.587,-0.3427,0.5812333333333333,0
Sorafenib,0.4795,0.5491,0.4689,-0.3266,0.49916666666666665,0
AC1Q6JJ5,0.4793,0.5769,0.4549,-0.3369,0.5037,0
Avicin-D,0.4792,0.4173,0.4096,-0.3666,0.4353666666666667,0
CHEMBL2131973,0.4773,0.4247,NA,-0.3259,0.451,1
O-Demethylated Adapalene,0.4761,0.4075,0.4517,-0.3238,0.4451,0
COL-3,0.476,0.4349,0.4295,-0.3356,0.4468,0
Momelotinib,0.4752,0.717,0.5892,-0.4102,0.5938,0
Devazepide,0.4751,0.3378,0.4109,-0.3501,0.4079333333333333,0
BX-795,0.4736,0.6082,0.4508,-0.3297,0.5108666666666667,0
Danusertib,0.4733,0.5915,0.416,-0.3228,0.4936,0
KPT-330,0.472,0.3508,0.3642,-0.3354,0.39566666666666667,0
Gallocatechin Gallate,0.4717,0.7118,0.3523,-0.3377,0.5119333333333334,0
CHEMBL2143628,0.4715,0.3843,0.3806,-0.3711,0.4121333333333333,0
AB01274770-01,0.4713,0.4695,NA,-0.3595,0.4704,1
Floxuridine,0.4696,0.49370000000000003,0.3812,-0.3773,0.44816666666666666,0
Riluzole,0.4695,0.5743,0.4536,-0.373,0.4991333333333333,0
SMER28,0.4691,0.6451,0.3535,-0.3327,0.48923333333333335,0
VX-11E,0.4686,0.6232,0.3372,-0.3277,0.47633333333333333,0
"Apitolisib (gdc-0980, rg7422)",0.4681,0.4266,0.4034,-0.3234,0.4327,0
MLS002703102,0.4678,0.4119,NA,-0.3513,0.43984999999999996,1
PF-562271,0.4642,0.6933,0.5012,-0.35,0.5529,0
SMP2_000249,0.4633,NA,0.3649,-0.3392,0.4141,1
AC1OCDAW,0.4625,0.4399,0.4344,-0.3215,0.4456,0
AZD-5438,0.4621,0.5933,0.4998,-0.3427,0.5184,0
CHEMBL3188661,0.4617,0.5116,0.5467,-0.3602,0.5066666666666667,0
C24H25CLFN5O3,0.4606,0.5715,0.3835,-0.368,0.47186666666666666,0
Inolitazone (dihydrochloride),0.4605,0.7255,0.4108,-0.3414,0.5322666666666667,0
Palbociclib,0.4603,0.6062,0.463,-0.321,0.5098333333333334,0
MLS-0258268.0001,0.4595,0.3732,NA,-0.4383,0.41635,1
Desoxymetasone,0.4594,0.4739,0.3929,-0.3672,0.44206666666666666,0
C23H24CLN3O5,0.4593,NA,0.4545,-0.3369,0.4569,1
PDK1 Inhibitor,0.4585,0.596,0.5073,-0.3408,0.5206,0
Dovitinib,0.4567,0.5311,0.4338,-0.3332,0.47386666666666666,0
Gemcitabine,0.4552,0.6491,0.5174,-0.3216,0.5405666666666666,0
Calpain Inhibitor I,0.4552,0.4121,0.3418,-0.3427,0.40303333333333335,0
AC1O9EM7,0.4551,0.5715,0.4199,-0.4066,0.4821666666666667,0
HSCI1_000314,0.4549,0.6202,0.3896,-0.3303,0.48823333333333335,0
Minoxidil,0.4547,0.5348,0.3947,-0.3221,0.46140000000000003,0
SPOX1_000823,0.4536,0.4261,0.4713,-0.4254,0.4503333333333333,0
Tunicamycin From Streptomyces Sp.,0.4533,0.3544,0.4212,-0.3775,0.40963333333333335,0
MAYBRIDGE4_003028,0.4528,0.3943,0.3296,-0.4426,0.3922333333333333,0
AZ628,0.4528,0.5912,0.4174,-0.3338,0.4871333333333333,0
Cytarabine,0.4521,0.5545,0.4271,-0.3805,0.4779,0
Tosedostat,0.4519,0.5118,0.409,-0.3328,0.4575666666666667,0
MLS001065845,0.4472,0.3351,NA,-0.3443,0.39115,1
Phorbol Myristate Acetate,0.4462,0.5217,0.4138,-0.3308,0.4605666666666667,0
PIK-93,0.4461,0.4856,0.4272,-0.3988,0.4529666666666667,0
Oxetane,0.4458,0.3763,0.3244,-0.3629,0.38216666666666665,0
Infigratinib,0.4456,0.53,0.4094,-0.3269,0.46166666666666667,0
Genz-644282,0.4451,0.5142,NA,-0.3292,0.47965,1
AC1NWALC,0.4445,0.3907,NA,-0.3429,0.41759999999999997,1
(+)-Camptothecin,0.4443,NA,0.3645,-0.4361,0.4044,1
Zileuton,0.444,0.48,NA,-0.3342,0.46199999999999997,1
Colchicine,0.4436,0.6255,NA,-0.3218,0.53455,1
Glyburide,0.4429,0.5901,0.3643,-0.3628,0.46576666666666666,0
Osimertinib,0.4427,0.3822,0.3448,-0.3582,0.38989999999999997,0
Teniposide,0.442,0.5883,0.5092,-0.3277,0.5131666666666667,0
Raloxifene,0.4402,0.6791,0.5194,-0.3282,0.5462333333333333,0
SAN1_003817,0.44,0.4345,NA,-0.3225,0.43725,1
KX2-391,0.4393,0.7194,NA,-0.3322,0.57935,1
AC1L2X6Z,0.4393,0.4728,0.3695,-0.342,0.4272,0
Bazedoxifene HCl,0.4389,0.5786,0.5329,-0.3623,0.5168,0
Tyrphostin AG-1478,0.4372,0.5773,0.3957,-0.3486,0.4700666666666667,0
Ingenol Mebutate,0.4366,0.7036,0.4649,-0.3308,0.5350333333333334,0
NSC25485,0.4364,NA,0.4125,-0.3464,0.42445,1
Bendroflumethiazide,0.4349,0.4943,0.4169,-0.3826,0.4487,0
NSC141540,0.4348,NA,0.4664,-0.3278,0.4506,1
AT-9283,0.4345,0.6479,0.398,-0.3293,0.49346666666666666,0
GSK-3 Inhibitor IX,0.4344,0.5944,0.4662,-0.322,0.49833333333333335,0
Valrubicin,0.4344,0.4735,0.56,-0.3235,0.4893,0
CI-1040,0.4343,0.6251,0.5374,-0.338,0.5322666666666667,0
AZ20,0.434,0.4475,0.3939,-0.3264,0.4251333333333333,0
STK219801,0.4338,0.5881,0.447,-0.3419,0.4896333333333333,0
Aurora A Inhibitor I,0.4337,0.4608,0.5376,-0.3672,0.47736666666666666,0
Mbcq,0.4336,0.3476,NA,-0.3596,0.3906,1
AP26113,0.4334,0.3864,0.3298,-0.3391,0.3832,0
RG2833 (RGFP109),0.4324,0.3988,NA,-0.4001,0.41559999999999997,1
SAN1_000751,0.4319,0.4593,NA,-0.3408,0.4456,1
Niclosamide,0.43120000000000003,0.439,0.4821,-0.3242,0.45076666666666665,0
AGK 2,0.4294,0.5762,0.3435,-0.3486,0.44970000000000004,0
MLN-8054,0.429,0.5025,0.5554,-0.3466,0.4956333333333333,0
1166227-08-2,0.4275,0.4973,0.3832,-0.332,0.436,0
COT-10B,0.4274,0.512,0.4315,-0.427,0.4569666666666667,0
AZD-1152-HQPA,0.4245,0.6821,0.4649,-0.3222,0.5238333333333334,0
AC1MJ3VH,0.4242,0.4741,0.4261,-0.3219,0.4414666666666667,0
SPECTRUM2_001084,0.4235,0.398,0.355,-0.3242,0.39216666666666666,0
TGX 221,0.4234,0.5935,0.3881,-0.3328,0.4683333333333333,0
MLS-0435555.0001,0.4231,0.4527,NA,-0.3316,0.43789999999999996,1
CHEMBL2057940,0.4225,0.4183,0.3362,-0.4083,0.3923333333333333,0
WZ 4002,0.4219,0.6752,0.5169,-0.3447,0.538,0
Indirubin-3'monoxime,0.4216,0.4625,0.3652,-0.4029,0.4164333333333333,0
GW620972X,0.4211,0.5284,0.3921,-0.3462,0.4472,0
Decitabine,0.4205,0.6961,0.472,-0.3221,0.5295333333333333,0
pyrvinium-pamoate,0.42,0.4401,0.4352,-0.3231,0.43176666666666663,0
16Beta-bromoandrosterone,0.42,0.453,0.4252,-0.3392,0.43273333333333336,0
Chlorambucil,0.4197,0.6621,0.4366,-0.3701,0.5061333333333333,0
CHEMBL2360495,0.4192,0.5357,0.3589,-0.4911,0.43793333333333334,0
AC1O9BJ3,0.4188,0.6028,NA,-0.3618,0.5108,1
BIIB 021,0.4187,0.5723,NA,-0.3384,0.49550000000000005,1
CGK733,0.4178,0.51,0.4157,-0.3523,0.44783333333333336,0
Elliptecine,0.4177,0.374,0.4026,-0.3369,0.3981,0
TL Aurora 09,0.4175,0.3541,0.3689,-0.407,0.38016666666666665,0
Pifithrin,0.4175,0.4351,0.3873,-0.3225,0.4133,0
BRD-A43331270-001-01-6,0.4149,0.6241,0.3278,-0.3931,0.4556,0
SPECTRUM_000403,0.4147,0.634,0.4413,-0.3436,0.4966666666666667,0
Dacomitinib,0.4145,0.4941,0.4688,-0.3337,0.45913333333333334,0
VRT752271,0.4134,0.607,0.349,-0.3254,0.45646666666666663,0
Y-39983,0.4127,0.7567,0.4409,-0.3251,0.5367666666666667,0
AC1NWALF,0.4126,NA,0.4486,-0.3276,0.4306,1
PIK 75,0.4126,0.4965,0.4251,-0.4145,0.4447333333333333,0
BRD-K01335708,0.4116,0.7217,NA,-0.3399,0.56665,1
Dabrafenib,0.4114,0.541,0.508,-0.3247,0.4868,0
L-690488,0.4099,0.5201,0.3476,-0.4795,0.42586666666666667,0
BRD-K01621458,0.4086,0.5168,0.3966,-0.3356,0.4406666666666667,0
Rebastinib,0.4074,0.6574,NA,-0.3243,0.5324,1
Maprotiline,0.407,0.4262,0.3262,-0.3998,0.3864666666666667,0
BRD-K03651937,0.4046,0.3283,NA,-0.3695,0.36645,1
"Ingenol 3,20-dibenzoate",0.4044,0.3649,0.4976,-0.3382,0.4223,0
Phorbol 12-myristate-13-acetate,0.404,0.4828,NA,-0.3297,0.4434,1
25-Hydroxycholecalciferol,0.4035,0.4884,NA,-0.4022,0.44595,1
