compound,azt,los,nib,quine,vir,similarity,meansim,nas
Valproic acid,0.5854,NA,0.4036,0.4087,0.6815,-0.4255,0.5198,1
TAE-684,0.5846,0.4167,0.4911,0.4694,0.4368,-0.3223,0.47972,0
GSK-461364,0.5842,0.396,0.3898,0.3789,0.4422,-0.3321,0.43822,0
GF-109203,0.582,0.3462,0.462,0.6273,0.3216,-0.3366,0.46782,0
CHEMBL2358401,0.5795,NA,NA,0.3916,NA,-0.4296,0.48555000000000004,3
CI-1040,0.5766,0.3859,0.4233,0.5202,0.502,-0.3426,0.48160000000000003,0
CBIOL_001848,0.5736,0.4323,0.468,0.3675,NA,-0.5858,0.46035000000000004,1
Broad-Sai-045,0.5715,NA,0.4202,0.5038,0.4095,-0.326,0.47625,1
STK178014,0.5701,0.361,0.4397,0.43120000000000003,0.3543,-0.3479,0.43126000000000003,0
Elesclomol,0.5674,0.3532,NA,0.4106,0.3599,-0.5984,0.422775,1
GMX1778,0.5649,NA,NA,NA,0.4068,-0.4197,0.48585,3
Phentolamine,0.5578,0.389,NA,NA,NA,-0.4598,0.4734,3
SPOX1_000651,0.5548,0.365,0.4127,NA,NA,-0.3219,0.44416666666666665,2
Phenytoin,0.5533,NA,NA,0.3365,0.3749,-0.4326,0.4215666666666667,2
Navitoclax,0.553,NA,0.3629,0.3704,0.7054,-0.4273,0.497925,1
Pinacidil,0.5522,NA,0.322,0.3907,0.3573,-0.5332,0.40555,1
Moxonidine,0.5456,0.3486,NA,NA,0.357,-0.3261,0.41706666666666664,2
SPECTRUM_001579,0.5431,NA,0.3377,0.3831,0.5578,-0.401,0.45542499999999997,1
AZD-1152-HQPA,0.5431,NA,0.4547,0.8628,0.4974,-0.3375,0.5895,1
BRD-K64106162,0.5425,NA,NA,NA,0.3258,-0.4252,0.43415,3
TL_HRAS26,0.5419,0.3691,0.4571,0.7781,0.553,-0.3745,0.53984,0
CI-218872,0.5418,0.3528,0.3426,0.3846,NA,-0.3465,0.40545,1
SCHEMBL570779,0.5413,NA,0.3914,0.4872,0.5973,-0.4219,0.5043,1
BRD-K23021002,0.5335,NA,NA,0.4446,0.433,-0.5707,0.47036666666666666,2
Pictilisib,0.5328,0.3958,0.491,0.4885,0.6216,-0.3213,0.5059400000000001,0
SCHEMBL6874948,0.5312,NA,0.3219,0.4547,0.4217,-0.3336,0.432375,1
SCHEMBL1564574,0.526,0.3453,0.3836,0.6722,0.499,-0.3228,0.48522,0
Nicardipine,0.5245,0.4412,0.3294,0.4707,0.429,-0.3579,0.43896,0
HMN-214,0.5242,0.3859,0.5915,0.6764,0.6705,-0.4346,0.5697,0
BDBM50127227,0.5242,0.3772,NA,0.4558,0.468,-0.3238,0.4563,1
CHEMBL1434137,0.524,NA,0.3804,0.524,0.3522,-0.3219,0.44515000000000005,1
KU0060648,0.5218,0.3535,0.3591,0.4569,0.43,-0.428,0.42425999999999997,0
SCHEMBL15422533,0.5215,0.3883,0.4109,0.5004,NA,-0.3779,0.455275,1
Palbociclib,0.5212,0.3381,0.4184,0.4625,0.5439,-0.321,0.45682,0
LY-294002,0.5207,0.4902,0.6446,0.517,0.5364,-0.3237,0.54178,0
BRD-A69951442-001-01-3,0.5201,NA,0.3606,0.438,0.3786,-0.4212,0.424325,1
Withaferin A,0.5194,0.3552,0.4739,0.7403,0.6025,-0.3218,0.53826,0
"3-{3-[(1,3-Benzothiazol-2-ylsulfanyl)methyl]-4-hydroxy-5-methoxyphenyl}-2-cyanoprop-2-enamide",0.5188,NA,0.3892,0.3897,NA,-0.6621,0.43256666666666665,2
AKT Inhibitor VIII,0.5159,0.3409,0.4079,0.5053,0.5484,-0.3575,0.46368,0
BSPBIO_000981,0.5147,0.3857,0.4501,0.4562,0.3322,-0.335,0.42778,0
Selumetinib,0.514,0.4407,0.5145,0.5513,0.5068,-0.329,0.50546,0
GSK J4,0.5128,NA,0.3426,0.3981,0.3448,-0.3363,0.399575,1
QS-11,0.5126,NA,0.4639,0.6416,0.4962,-0.3393,0.528575,1
AC1O9BJ3,0.5121,NA,0.3218,NA,0.3404,-0.3421,0.3914333333333333,2
SCHEMBL13991002,0.5106,0.3824,NA,0.4537,0.3231,-0.4195,0.41745,1
Alpelisib,0.5096,0.3576,0.4791,0.4208,0.4999,-0.3319,0.4534,0
Tamoxifen,0.5077,0.3815,0.462,0.6796,0.5765,-0.3607,0.52146,0
AC1NX97Q,0.5076,NA,0.3583,0.4519,NA,-0.412,0.4392666666666667,2
Dovitinib,0.5071,0.4186,0.4393,0.6968,0.4578,-0.3325,0.50392,0
Arctigenin,0.5068,NA,NA,0.4392,0.3261,-0.3296,0.4240333333333333,2
SCHEMBL16226502,0.5066,NA,0.3706,0.561,0.4851,-0.3362,0.480825,1
LY 2183240,0.5059,0.3982,0.4139,0.5659,0.4869,-0.4232,0.47415999999999997,0
PJ34,0.5052,0.4349,NA,0.4944,0.3973,-0.4575,0.45794999999999997,1
Oleoylethanolamide,0.504,NA,0.4209,NA,0.3397,-0.4301,0.4215333333333333,2
83002-04-4,0.5021,NA,NA,0.414,0.4421,-0.478,0.4527333333333333,2
rifampicin,0.5015,NA,0.4352,0.6374,0.5763,-0.3346,0.5376,1
CAY10618,0.5014,0.4024,NA,0.415,0.4455,-0.3581,0.441075,1
CHEMBL399379,0.5012,NA,0.3365,0.5875,0.5388,-0.3264,0.491,1
Erlotinib,0.5005,NA,0.5429,0.4186,0.3962,-0.3339,0.46455,1
Decitabine,0.4991,0.3616,0.5032,0.4957,0.3988,-0.4007,0.45167999999999997,0
BRN 1087718,0.4988,NA,0.3949,0.5371,NA,-0.3221,0.4769333333333333,2
Linifanib,0.4984,0.4421,0.4371,0.5251,0.4174,-0.3596,0.46402,0
MLS000709026,0.4964,0.5075,0.509,0.5062,NA,-0.3333,0.504775,1
Neratinib,0.4953,0.4114,0.3544,0.4821,0.6035,-0.3294,0.46934,0
SCHEMBL3958507,0.4946,0.3787,0.3772,0.3818,0.5406,-0.343,0.43457999999999997,0
AS601245,0.4926,NA,0.475,0.4313,0.4738,-0.339,0.468175,1
MLS002703076,0.4922,NA,0.3261,0.3852,0.6592,-0.3351,0.465675,1
GW620972X,0.4922,0.4346,0.4599,0.6134,0.4413,-0.3248,0.48828,0
LRRK2-IN-1,0.4877,0.3367,0.3958,0.486,0.5952,-0.3665,0.46027999999999997,0
AZD-6482,0.487,0.375,0.5049,0.3914,0.3804,-0.3433,0.42774,0
Foretinib,0.485,NA,0.4305,0.7438,0.6077,-0.3313,0.56675,1
MLS002264451,0.4849,0.3769,NA,0.4218,NA,-0.3236,0.4278666666666667,2
AZ20,0.4842,NA,0.3929,0.7117,0.5473,-0.3367,0.534025,1
Nelfinavir,0.4838,NA,NA,0.3483,NA,-0.3401,0.41605000000000003,3
NU-7441,0.4789,NA,0.3563,0.4383,0.449,-0.3353,0.43062500000000004,1
IN1541,0.4783,0.3661,0.4025,0.6665,0.7815,-0.5747,0.53898,0
WH-4-025,0.478,NA,0.4743,0.4016,0.4743,-0.3283,0.45705,1
BRD-A24396574-001-01-5,0.4779,0.4806,0.4167,0.625,0.47,-0.3766,0.49404,0
SCHEMBL16980224,0.4776,NA,0.4892,0.7233,0.4037,-0.3547,0.52345,1
BRD-K54247306,0.4774,NA,NA,0.4726,NA,-0.6309,0.475,3
Tacalcitol,0.4768,NA,0.3992,0.457,NA,-0.4147,0.44433333333333336,2
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.4766,NA,0.3776,0.4867,0.3959,-0.4847,0.43420000000000003,1
PLX-4720,0.476,0.4188,0.4945,0.6905,0.6178,-0.3511,0.53952,0
CCG-214295,0.4752,0.4158,NA,0.3616,0.3296,-0.3625,0.39555,1
BRD-K36134449,0.475,NA,NA,0.4504,NA,-0.4862,0.4627,3
Tivantinib,0.4749,0.3714,0.5112,0.8015,0.4504,-0.3369,0.52188,0
UNC 669,0.474,0.3581,0.4703,0.3387,0.3504,-0.4152,0.3983,0
Buparlisib,0.4739,NA,0.3993,0.463,0.4067,-0.3613,0.43572500000000003,1
SMR000082310,0.4728,NA,0.3662,0.3809,0.3322,-0.5595,0.388025,1
CGS-15943,0.4727,0.4131,0.6039,0.506,NA,-0.321,0.498925,1
AZD-8055,0.4725,0.328,0.5038,0.5175,0.4695,-0.3265,0.45826,0
Quiflapon,0.4723,0.3863,0.3249,0.432,0.4804,-0.3572,0.41918,0
Buspirone,0.4714,NA,NA,NA,0.5444,-0.466,0.5079,3
179324-69-7,0.4703,NA,0.4377,0.4749,0.4357,-0.321,0.45465,1
AC1L2X6Z,0.4696,NA,0.4028,NA,NA,-0.412,0.43620000000000003,3
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",0.4694,NA,NA,0.4229,NA,-0.3391,0.44615,3
Sorafenib,0.4688,NA,0.4528,0.4724,0.502,-0.3216,0.474,1
TL Aurora 09,0.4687,NA,0.405,NA,NA,-0.4547,0.43685,3
GSK-J2,0.4683,0.3954,NA,0.3376,NA,-0.4861,0.4004333333333333,2
Fluspirilene,0.4679,0.4459,NA,0.4186,0.4713,-0.4562,0.450925,1
Puromycin Hydrochloride,0.4668,0.3238,NA,NA,0.4749,-0.3399,0.42183333333333334,2
Pazopanib,0.4658,0.4247,0.3398,0.5878,0.4704,-0.3225,0.4577,0
Azaperone,0.4639,NA,NA,0.444,NA,-0.3772,0.45394999999999996,3
Devazepide,0.4636,0.321,0.4415,0.5885,NA,-0.3704,0.45365,1
BIIB 021,0.4634,0.3325,0.394,0.5884,0.418,-0.4159,0.43926,0
Apatinib Hydrochloride,0.4629,0.3692,NA,0.5066,NA,-0.3252,0.4462333333333333,2
Chlorthalidone,0.4627,0.3329,NA,0.4056,0.339,-0.4318,0.38505,1
Tozasertib,0.4607,0.5886,0.3956,0.7866,0.6715,-0.3333,0.5806,0
Vemurafenib,0.4607,0.3833,0.455,0.4979,0.6274,-0.3256,0.48486,0
Fedratinib,0.4607,0.4989,0.5227,0.5083,0.5249,-0.3242,0.5031,0
AEE788 (NVP-AEE788),0.4603,0.3869,0.3426,0.4953,NA,-0.3217,0.421275,1
TGX-115,0.4601,0.4204,0.3612,0.6575,NA,-0.3298,0.4748,1
BX 912,0.4598,0.4376,0.3268,0.7404,0.4237,-0.3403,0.47766,0
Dienestrol,0.4593,NA,0.3398,0.3785,0.376,-0.4104,0.38839999999999997,1
Disulfiram,0.4584,NA,NA,0.4564,NA,-0.3387,0.4574,3
Perampanel,0.4566,NA,0.3883,0.4487,NA,-0.4538,0.43119999999999997,2
Arachidonyl Trifluoromethylketone,0.4566,0.3718,0.3681,0.5869,0.4629,-0.3312,0.44926,0
4L7B,0.4564,0.3304,NA,0.3556,NA,-0.321,0.3808,2
Genistein,0.4564,0.3324,0.3854,0.7832,0.4715,-0.3576,0.48578,0
MLS003126519,0.4564,NA,NA,0.3841,NA,-0.4126,0.42025,3
BRN 1088757,0.4555,NA,NA,0.5969,NA,-0.4352,0.5262,3
SGI-1776,0.4555,0.4103,0.3695,0.4804,0.4112,-0.3485,0.42538,0
Olaparib,0.455,0.3645,0.5407,0.8408,0.5263,-0.3217,0.54546,0
Dexrazoxane,0.4544,NA,NA,0.7962,NA,-0.4899,0.6253,3
Indolophenanthridine,0.4543,0.4797,0.3813,0.7632,0.4916,-0.3346,0.51402,0
Pifithrin MU,0.4542,0.3963,0.4684,0.5286,0.4503,-0.3812,0.45955999999999997,0
LDN 193189,0.4541,0.4455,0.4823,0.4763,0.4727,-0.373,0.46618,0
SPOX1_002925,0.4537,NA,0.3388,0.4112,NA,-0.3516,0.40123333333333333,2
GR 113808,0.4524,NA,0.4384,0.413,NA,-0.3374,0.4346,2
ST056792,0.4521,NA,0.459,0.4516,0.5645,-0.3255,0.4818,1
Skiii,0.4521,NA,0.3831,0.4443,0.7272,-0.3212,0.501675,1
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.4514,0.3322,0.3478,0.5011,0.4167,-0.3406,0.40984,0
Formoterol,0.4509,0.445,NA,0.3896,0.3532,-0.6227,0.409675,1
RO-281675,0.4503,0.3297,0.4604,0.4758,0.6768,-0.3527,0.47859999999999997,0
MLS003587251,0.4501,0.3317,0.3624,0.3487,NA,-0.4123,0.37322500000000003,1
PF-562271,0.4495,0.3709,0.6643,0.6786,0.5067,-0.3218,0.534,0
Lapatinib,0.4495,0.3947,0.517,0.7758,0.6042,-0.4204,0.5482400000000001,0
MLS000038113,0.449,0.3422,0.326,0.4981,0.3843,-0.3277,0.39992,0
Pentobarbital,0.449,NA,0.3639,0.4612,NA,-0.3382,0.4247,2
Kinetin Riboside,0.4489,0.3281,0.3765,0.4108,0.5692,-0.3822,0.4267,0
GSK 1059615,0.4483,0.4129,0.4768,0.5015,0.49370000000000003,-0.3224,0.46664,0
MG-132,0.4478,0.3249,0.3901,0.496,0.3857,-0.3211,0.4089,0
Brazilin,0.4475,NA,NA,0.4324,0.335,-0.3313,0.4049666666666667,2
Mifepristone,0.4473,NA,0.3905,0.3531,NA,-0.3223,0.3969666666666667,2
Tanespimycin,0.4458,NA,0.434,0.431,0.5548,-0.4308,0.4664,1
3-Chloro-l-alanine,0.4458,0.4483,0.4596,0.5292,0.5402,-0.4365,0.48462,0
Morin,0.4454,NA,0.4072,0.4128,0.3334,-0.4214,0.3997,1
WYE 125132,0.4449,0.4691,0.3814,0.5495,0.69,-0.3278,0.50698,0
MLS-0258268.0001,0.4439,NA,NA,NA,0.6209,-0.5126,0.5324,3
MK-2206,0.4427,0.4033,0.4595,0.473,0.5657,-0.3257,0.46884,0
Nitrendipine,0.4419,NA,0.3616,0.3833,0.4711,-0.5233,0.414475,1
761437-28-9,0.4417,0.494,0.4904,0.6003,0.336,-0.3365,0.47248,0
Etravirine (TMC125),0.4417,NA,0.4026,0.4638,0.4518,-0.3573,0.439975,1
Puromycin,0.4409,0.4164,NA,NA,0.4406,-0.3821,0.4326333333333333,2
CX-5461,0.4408,0.4045,0.4101,0.8282,0.4603,-0.3668,0.50878,0
Rilmenidine,0.4407,0.3265,0.4257,0.4332,0.4726,-0.4221,0.41974,0
Amiloride,0.4405,NA,NA,0.3292,0.5851,-0.6259,0.4516,2
Quinacrine,0.4401,0.3302,0.4161,0.6965,0.3418,-0.3362,0.44494,0
XAV 939,0.4388,NA,0.379,0.5488,0.4969,-0.3278,0.465875,1
Linsitinib,0.4384,0.3425,0.3468,0.5341,0.4703,-0.4165,0.42642,0
Trifluoperazine,0.4381,0.4004,0.4374,0.5417,0.669,-0.3219,0.49732,0
apigenin,0.438,0.3561,0.4695,0.69,0.4365,-0.3244,0.47802,0
GW-5074,0.4376,0.3918,0.4138,0.6125,0.399,-0.4135,0.45094,0
Trametinib,0.4373,0.353,0.3336,0.5187,0.4376,-0.3293,0.41604,0
Pyrrolidine Dithiocarbamate,0.437,NA,NA,NA,0.4264,-0.3375,0.4317,3
CHEMBL2355513,0.4364,NA,NA,0.3842,0.3253,-0.409,0.3819666666666667,2
GW9508,0.4361,0.4155,NA,0.3615,0.3695,-0.428,0.39565,1
MLS000583957,0.4358,NA,0.3252,0.4105,0.3584,-0.3253,0.382475,1
Metronidazole,0.4353,NA,0.3505,0.4402,NA,-0.4252,0.4086666666666667,2
ST50764508,0.4352,NA,NA,0.4862,0.3677,-0.5407,0.4297,2
CHEMBL520231,0.4349,NA,0.3449,0.7141,0.4952,-0.3471,0.49727499999999997,1
DASA-58,0.4342,NA,NA,NA,0.4067,-0.4583,0.42045,3
SMR001317659,0.434,0.3683,0.4094,0.4798,0.3527,-0.6101,0.40884,0
SB225002,0.433,0.3314,NA,0.4579,0.6337,-0.4096,0.46399999999999997,1
Enzastaurin,0.4329,0.3565,0.4694,0.492,0.4952,-0.4511,0.4492,0
AC1O9CBL,0.4324,0.4127,0.3224,0.3638,NA,-0.4232,0.382825,1
"16,16-Dimethyl prostaglandin e2",0.4319,0.342,0.4176,0.3641,0.4834,-0.4574,0.4078,0
sn-Glycero-3-phosphocholine,0.4302,NA,NA,0.333,NA,-0.4171,0.38160000000000005,3
ML100,0.4302,NA,0.3491,0.3624,0.459,-0.5268,0.400175,1
CHEMBL1474387,0.4301,0.4429,NA,0.3932,NA,-0.3365,0.42206666666666665,2
AC1O9EM7,0.4299,NA,NA,0.3447,0.3961,-0.3326,0.3902333333333333,2
SU 1498,0.4297,NA,NA,NA,0.3714,-0.3493,0.40055,3
SA-1921617,0.4295,NA,NA,NA,0.5343,-0.5114,0.4819,3
"(Z,E)-Diethylstilbestrol",0.4294,NA,0.4984,NA,NA,-0.4461,0.4639,3
CHEMBL585951,0.4293,NA,0.3665,0.5263,NA,-0.418,0.4407,2
Anastrozole,0.429,0.5645,0.3704,0.4411,NA,-0.6542,0.45125,1
MLS004683634,0.4287,NA,NA,0.3841,0.4194,-0.4486,0.41073333333333334,2
BX-795,0.4284,0.4187,0.5041,0.555,0.6194,-0.3375,0.50512,0
CHEMBL1533074,0.4282,NA,NA,NA,0.3262,-0.4503,0.3772,3
Mibefradil,0.4277,NA,0.3755,0.5464,NA,-0.3619,0.4498666666666667,2
MLS002576689,0.4272,NA,NA,0.3807,NA,-0.4803,0.40395000000000003,3
HG-14-10-04,0.4269,0.4655,0.377,0.4741,0.334,-0.4129,0.41550000000000004,0
Everolimus,0.4267,NA,0.4205,0.5247,NA,-0.4282,0.45730000000000004,2
YM 201636,0.4258,0.3893,NA,0.4296,0.3962,-0.3385,0.410225,1
NS1619,0.4254,NA,0.4544,NA,0.4142,-0.4197,0.43133333333333335,2
BRD-K65971331,0.425,NA,NA,0.4416,0.3279,-0.3298,0.39816666666666667,2
KUC103424N,0.4244,NA,NA,0.6547,0.4102,-0.4326,0.49643333333333334,2
QL47,0.4242,0.3864,0.3992,0.4715,0.3858,-0.3516,0.41342,0
Cucurbitacin-I,0.4242,0.3512,0.3995,0.4709,0.5144,-0.3325,0.43204,0
Seocalcitol,0.4232,0.4169,0.3503,0.4257,NA,-0.4415,0.404025,1
Alectinib,0.4226,0.3724,0.3418,0.3545,0.4035,-0.321,0.37896,0
MGCD-265,0.4224,0.3982,0.3818,0.3659,0.4208,-0.3684,0.39782,0
SCHEMBL17052537,0.4221,0.4106,0.3524,0.5003,0.3573,-0.3227,0.40854,0
Momelotinib,0.4214,0.4673,0.3585,0.508,0.4721,-0.3284,0.44546,0
HSCI1_000314,0.4207,NA,0.3357,0.3589,0.3455,-0.3267,0.36519999999999997,1
Lacidipine,0.4204,NA,0.3275,0.3881,0.6959,-0.4582,0.457975,1
PKC Beta Inhibitor,0.4203,NA,NA,0.3443,0.3627,-0.4222,0.3757666666666667,2
Pilaralisib,0.4198,NA,0.3911,0.4353,0.3661,-0.3546,0.403075,1
sorafenib,0.4192,0.3792,NA,0.4258,NA,-0.3269,0.4080666666666667,2
D-64131,0.4191,0.3957,0.4635,0.4642,0.3533,-0.5722,0.41916,0
CHEMBL3184547,0.4189,NA,NA,0.4885,0.3679,-0.3333,0.4251,2
CHEMBL1673039,0.4185,0.3753,0.3681,0.4486,0.3406,-0.3254,0.39022,0
Benzbromarone,0.4183,NA,0.3274,0.3585,0.388,-0.5122,0.37305,1
BRD-K42573370-001-01-1,0.418,NA,NA,0.4173,0.4713,-0.5975,0.43553333333333333,2
SCHEMBL3954849,0.4171,NA,0.5297,0.5242,0.5713,-0.3308,0.510575,1
Maxacalcitol-D6,0.4165,NA,NA,0.4236,NA,-0.6095,0.42005,3
ML162,0.4162,0.3823,0.4104,0.4842,0.3808,-0.3575,0.41478,0
PF477736,0.4158,0.359,0.4094,0.7603,0.487,-0.3389,0.4863,0
Evodiamine,0.4155,0.3323,NA,0.4892,0.3981,-0.4912,0.408775,1
BRD-K01621458,0.4152,0.343,NA,0.5123,0.4408,-0.3567,0.427825,1
Promazine,0.415,NA,NA,0.4306,0.371,-0.3391,0.4055333333333333,2
SB-216763,0.4147,0.397,0.6215,0.4386,0.6973,-0.3259,0.51382,0
JNJ-38877605,0.4136,0.3917,NA,0.5022,0.3221,-0.3456,0.4074,1
ALDA 1,0.4134,NA,0.3342,NA,0.4344,-0.4657,0.394,2
CHEMBL3188244,0.4132,NA,NA,0.3732,NA,-0.3319,0.3932,3
STK064652,0.4118,NA,NA,0.4547,NA,-0.4675,0.43325,3
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.4115,0.4396,NA,0.378,0.327,-0.3315,0.389025,1
ASN 05257430,0.4115,0.3789,0.334,0.388,0.5379,-0.4962,0.41006000000000004,0
C21H27N7O3,0.4114,NA,0.467,0.4198,0.4682,-0.3268,0.4416,1
LY2874455,0.4114,NA,0.3214,0.8995,0.3851,-0.3369,0.50435,1
SMR000060796,0.4112,0.3261,NA,0.3922,NA,-0.3429,0.3765,2
Gallocatechin Gallate,0.4112,NA,0.3737,0.6742,0.4586,-0.3842,0.479425,1
MLS001065891,0.4112,NA,NA,0.5494,NA,-0.447,0.4803,3
STK151112,0.4109,NA,NA,NA,0.3474,-0.414,0.37915,3
KW-2449,0.4108,0.3378,0.3503,0.8219,0.4614,-0.323,0.47644,0
MLN-8054,0.4103,0.3418,0.4275,0.8263,0.6573,-0.336,0.53264,0
Cidoxepin,0.41,NA,NA,0.4106,0.456,-0.4103,0.4255333333333333,2
KI8751,0.41,NA,NA,0.6536,0.3624,-0.4363,0.47533333333333333,2
848193-68-0,0.4098,0.5174,0.3897,0.3866,0.5165,-0.4111,0.444,0
Nilotinib,0.4096,NA,0.3684,0.4381,0.3976,-0.3498,0.40342500000000003,1
Temozolomide,0.4093,0.3493,NA,0.4809,0.3959,-0.4193,0.40885,1
C24H25CLFN5O3,0.4092,NA,0.5094,0.4835,0.5589,-0.3249,0.49024999999999996,1
7Beta-forskolin,0.4088,NA,0.5131,NA,0.5025,-0.3256,0.4748,2
GSK429286A,0.4086,0.4373,0.4071,0.5124,0.3661,-0.3718,0.4263,0
noscapine,0.408,NA,0.4254,0.4812,0.4431,-0.3256,0.439425,1
Duloxetine,0.4075,NA,NA,0.3542,0.5016,-0.3829,0.42110000000000003,2
PD-0325901,0.4072,0.3627,0.4133,0.5389,0.5967,-0.3216,0.46376,0
Skatole,0.4062,NA,NA,0.3614,0.3664,-0.624,0.378,2
BRD-K01425431,0.4058,0.3393,0.3808,0.469,0.4822,-0.3213,0.41542,0
Piplartine,0.4047,0.4183,0.3388,0.4913,0.6662,-0.4469,0.46386,0
UNC1215,0.4045,NA,NA,0.3869,0.5416,-0.4351,0.44433333333333336,2
BRD-K73517272,0.4044,NA,NA,0.343,NA,-0.4505,0.37370000000000003,3
MLS000589843,0.4041,NA,0.3972,0.5735,0.3657,-0.3656,0.435125,1
VX-745,0.4032,0.4336,0.473,0.4146,0.3818,-0.4182,0.42124,0
SMR000651449,0.4032,NA,0.4572,0.6823,0.4122,-0.4118,0.488725,1
VX-809 (Lumacaftor),0.4027,NA,0.3368,0.4138,NA,-0.3258,0.38443333333333335,2
RG 13022,0.4027,NA,0.3824,NA,0.4413,-0.3598,0.4088,2
TAK-242,0.4022,0.4339,0.3846,0.4114,NA,-0.4406,0.40802499999999997,1
"2,2'-Azobis(2-amidinopropane)",0.4022,NA,NA,NA,0.5177,-0.4089,0.45995,3
MLS003448149,0.4013,0.3608,NA,0.3903,0.5167,-0.3414,0.417275,1
PFI-1,0.401,NA,0.419,0.4719,0.3847,-0.333,0.41915,1
SCHEMBL618594,0.401,0.3601,0.4194,0.4264,0.4564,-0.3226,0.41265999999999997,0
Dacomitinib,0.4007,0.5022,0.3934,0.5645,0.4292,-0.3343,0.458,0
Phenylbutazone,0.4005,0.3395,NA,0.3477,NA,-0.4871,0.3625666666666667,2
SCHEMBL14379041,0.4004,0.3604,0.3582,0.3861,NA,-0.3225,0.376275,1
L-690330,0.4004,0.3804,NA,0.3701,0.4764,-0.5795,0.406825,1
F1061-0166,0.4003,NA,0.3612,0.4342,0.3349,-0.321,0.38265,1
PHA-793887,0.4001,NA,0.389,0.5277,0.4272,-0.3216,0.436,1
CDK9 Inhibitor,0.4,0.344,0.4197,0.368,0.5889,-0.4118,0.42412,0
BI-2536,0.399,0.4034,0.4057,0.5447,0.3296,-0.4109,0.41648,0
HG-9-91-01,0.3989,0.3863,0.4326,0.4648,0.5043,-0.4041,0.43738,0
