compound,azt,los,nib,quine,vir,similarity,meansim,nas
Emetine,0.3285,NA,0.4555,0.4031,NA,-0.3395,0.3957,2
BRD-K30393343,0.3281,NA,0.3343,NA,0.4429,-0.411,0.36843333333333333,2
Seliciclib,0.3279,0.4228,0.4003,0.4259,0.6735,-0.3211,0.45008,0
"L-161,982",0.3272,NA,NA,0.4272,NA,-0.4321,0.3772,3
SB590885,0.3267,0.4372,0.3835,0.5161,0.798,-0.3523,0.4923,0
Motesanib,0.3265,0.3455,0.4065,0.4668,0.701,-0.3301,0.44926,0
100599-27-7,0.3261,0.3494,0.4118,0.3944,0.725,-0.4233,0.44134,0
REV-5901,0.3258,0.4383,0.3461,0.3269,0.4982,-0.4117,0.38706,0
SMR000304369,0.3253,0.3359,NA,NA,0.7371,-0.4561,0.46609999999999996,2
179324-69-7,0.3252,0.7453,0.3986,0.4086,0.7023,-0.321,0.516,0
C21H27N7O3,0.3249,0.345,0.3397,0.4974,0.7105,-0.3268,0.4435,0
MW-STK33-100,0.3246,NA,NA,0.3479,0.4736,-0.4426,0.38203333333333334,2
MDL-28170,0.3244,NA,0.3443,0.5484,0.4548,-0.3371,0.417975,1
VU0402604-1,0.324,0.3232,0.3837,NA,0.4933,-0.3396,0.38105,1
Avicin-D,0.3238,0.3452,0.3434,0.3303,0.5834,-0.3245,0.38522,0
AC1MEVG9,0.3237,0.3782,NA,0.6278,0.473,-0.563,0.450675,1
F2704-0009,0.3235,NA,NA,0.3404,0.5314,-0.4444,0.3984333333333333,2
CHEMBL520231,0.3232,0.5146,0.4872,0.4922,0.5305,-0.3471,0.46954,0
NU-7441,0.323,0.3861,0.4119,0.554,0.6538,-0.3353,0.46576,0
Vitinoin,0.3227,NA,0.3623,0.3451,0.4525,-0.4796,0.37065000000000003,1
AC1Q6JJ5,0.3223,0.4932,0.3841,0.4467,0.7956,-0.3245,0.48838,0
Verrucarin A,0.3222,NA,0.3942,0.3528,NA,-0.4096,0.3564,2
BRD-K08663380,0.3222,NA,NA,0.4615,0.4885,-0.5648,0.42406666666666665,2
Triamcinolone Diacetate,0.3215,0.4677,0.4679,NA,0.515,-0.3228,0.443025,1
Regorafenib,0.3213,0.4772,0.508,0.435,0.7733,-0.3271,0.50296,0
JZL-184,0.7218,0.6788,NA,0.4166,0.4619,-0.4856,0.569775,1
Diazoxide,0.6808,NA,0.3581,0.4106,0.6051,-0.5195,0.5136499999999999,1
AKT Inhibitor VIII,0.6376,0.3831,NA,0.6255,0.7716,-0.3575,0.6044499999999999,1
CHEMBL2132289,0.631,0.362,NA,0.3986,0.6336,-0.3345,0.5063,1
Enzalutamide,0.5859,0.3747,NA,NA,0.5599,-0.4132,0.5068333333333332,2
UNC0638,0.5754,0.3614,0.3217,NA,0.6231,-0.4373,0.4704,1
MLN 2238,0.5693,0.6518,0.4155,0.403,0.5714,-0.3224,0.5222,0
TH02453-036-P1,0.5642,NA,0.3296,0.5053,0.4688,-0.572,0.46697500000000003,1
AC1LWZG4,0.5581,NA,0.5213,0.3388,NA,-0.3411,0.47273333333333334,2
Chaetocin,0.5498,0.585,0.5147,0.4998,0.57,-0.3566,0.54386,0
BRD-K45230579,0.5412,NA,NA,NA,0.5939,-0.4753,0.56755,3
L-Sulforaphane,0.5309,0.6756,0.413,0.4704,0.6467,-0.4433,0.54732,0
Nemonapride,0.5228,NA,0.4464,0.4448,0.5402,-0.4227,0.48855000000000004,1
Venlafaxine,0.5171,NA,NA,0.4254,0.4706,-0.4499,0.47103333333333336,2
CHEMBL1950303,0.5084,0.3306,NA,0.3583,0.6882,-0.4473,0.471375,1
KU-55933,0.506,0.4147,0.4092,0.3777,0.8063,-0.3275,0.50278,0
Tyrphostin 1,0.502,0.3604,NA,0.4542,0.6051,-0.4201,0.480425,1
BRD-K77750380,0.5015,NA,NA,0.373,NA,-0.4166,0.43724999999999997,3
Propofol,0.497,NA,NA,NA,0.544,-0.6198,0.5205,3
Rucaparib,0.4959,0.3402,NA,0.3803,0.6231,-0.3374,0.45987500000000003,1
"AKT Inhibitor V, Triciribine",0.49370000000000003,0.4232,NA,0.4599,0.6513,-0.3566,0.5070250000000001,1
Tosedostat,0.4917,0.5287,0.3531,0.4118,0.7373,-0.332,0.50452,0
MLS002699145,0.4895,NA,NA,NA,0.5557,-0.5137,0.5226,3
83002-04-4,0.4874,0.4443,0.3554,NA,0.5058,-0.478,0.448225,1
CHEMBL1374544,0.4862,0.3782,NA,0.3651,0.5599,-0.4917,0.44734999999999997,1
GDC-0152,0.4859,NA,NA,0.4,0.4896,-0.3289,0.4585,2
BRD-K08829932,0.4857,NA,NA,0.3493,0.5997,-0.5042,0.47823333333333334,2
Etomoxir,0.4853,0.3926,NA,0.4705,0.5398,-0.5719,0.47204999999999997,1
Foretinib,0.4831,0.3971,NA,0.4565,0.6946,-0.3313,0.507825,1
CP466722,0.4828,0.3428,NA,0.4799,0.7463,-0.3458,0.51295,1
PI-103,0.4822,0.3288,NA,0.5234,0.8313,-0.3229,0.541425,1
Mebendazole,0.4802,0.3759,0.4016,0.3302,0.7184,-0.4143,0.46126,0
PJ34,0.4779,0.4053,NA,0.3469,0.7047,-0.4575,0.4837,1
UNC-0321,0.4774,0.4281,NA,0.3667,0.4532,-0.6619,0.43135,1
KSC-16-144,0.475,NA,0.3232,NA,0.4939,-0.4236,0.43069999999999997,2
CHEMBL168972,0.4716,0.3926,NA,0.3777,NA,-0.5587,0.41396666666666665,2
Tenoxicam,0.4702,0.4354,NA,0.3878,NA,-0.4239,0.4311333333333333,2
Meadacid,0.4673,NA,NA,NA,0.6779,-0.5259,0.5726,3
Enzastaurin,0.4649,0.4833,0.352,0.4677,0.6057,-0.4511,0.47472,0
BRD-K48724570,0.4614,NA,NA,0.4104,0.546,-0.4715,0.4726,2
SCHEMBL17378613,0.4533,0.3948,0.3665,0.4038,0.7773,-0.3945,0.47914,0
Quinoclamine,0.4506,0.427,0.5383,0.3478,0.5605,-0.3429,0.46484,0
BRD-K69040870-001-01-4,0.4505,NA,NA,0.421,NA,-0.4772,0.43574999999999997,3
E319,0.449,0.3421,0.328,0.4345,0.6997,-0.3718,0.45066,0
BRD-K61045941,0.4487,NA,NA,0.3745,NA,-0.4558,0.41159999999999997,3
Withaferin A,0.4478,0.7333,0.5206,0.6094,0.6668,-0.3218,0.59558,0
MLS003129913,0.4455,NA,NA,0.6337,0.4328,-0.3579,0.504,2
Y-39983,0.4446,0.4845,NA,0.5621,0.6233,-0.4129,0.528625,1
Lamotrigine,0.4442,0.4048,NA,NA,0.6026,-0.4532,0.48386666666666667,2
Salermide,0.4435,0.7833,0.3965,0.3973,0.5329,-0.3521,0.5107,0
CHEMBL1083527,0.4427,0.3323,NA,0.6035,0.5802,-0.4109,0.489675,1
BX471,0.4427,NA,NA,0.3693,0.7222,-0.4835,0.5114,2
pyrvinium-pamoate,0.4417,0.5137,NA,0.484,0.5955,-0.3247,0.508725,1
Lamivudine,0.4412,NA,NA,NA,0.5089,-0.444,0.47505,3
Methyltestosterone,0.4408,0.382,0.3368,0.6327,NA,-0.4273,0.448075,1
Evodiamine,0.4399,0.4156,0.4306,NA,0.5108,-0.4912,0.449225,1
Radezolid,0.4391,NA,NA,0.3343,NA,-0.5159,0.3867,3
Menadione,0.4373,0.6942,0.5643,0.4169,0.7183,-0.3254,0.5662,0
Aminoglutethimide,0.4358,0.3331,NA,NA,0.5666,-0.4281,0.44516666666666665,2
BRD-K75035820,0.433,0.4525,NA,0.5243,0.4729,-0.438,0.470675,1
Ischemin,0.4326,NA,NA,0.532,0.623,-0.4247,0.5292,2
Bisacodyl,0.4321,NA,0.3541,0.331,0.6282,-0.4119,0.43635,1
CHEMBL2356652,0.4306,NA,NA,0.3219,NA,-0.4255,0.37625,3
Teniposide,0.4293,NA,0.4588,0.3935,0.535,-0.323,0.45415,1
GSK-461364,0.4279,0.462,0.3962,0.6988,0.6915,-0.3321,0.53528,0
Podofilox,0.4277,0.332,NA,NA,0.6404,-0.3366,0.4667,2
SA-1939007,0.4263,0.3745,NA,NA,0.6079,-0.3632,0.4695666666666667,2
IN1434,0.4254,NA,NA,0.3981,0.6417,-0.4345,0.4884,2
Acyclovir,0.4233,NA,0.3567,0.3489,0.5051,-0.4127,0.4085,1
PD-407824,0.4232,0.3703,NA,0.3761,0.5165,-0.3288,0.421525,1
PD-173074,0.4231,0.4331,0.3365,0.4824,0.6483,-0.3222,0.46468,0
SMER28,0.4224,NA,NA,NA,0.5645,-0.3688,0.49345,3
Maxacalcitol-D6,0.422,0.3543,0.3225,0.3878,0.4711,-0.6095,0.39154,0
BRD-K92441219,0.4211,NA,NA,0.3873,0.6243,-0.4274,0.47756666666666664,2
GSK 1059615,0.4208,0.3848,NA,0.5765,0.8893,-0.3224,0.56785,1
BMS-536924,0.4173,0.5466,NA,0.4945,0.6078,-0.3392,0.51655,1
L(-)Sorbose,0.4143,NA,NA,0.3321,0.5769,-0.3869,0.4411,2
AC1LUIBL,0.4124,0.4471,0.4167,NA,NA,-0.3809,0.4254,2
EX527,0.4092,0.3816,NA,NA,0.6281,-0.8211,0.47296666666666665,2
Momelotinib,0.4088,0.4059,0.3851,0.3264,0.6676,-0.3284,0.43876,0
Pentamidine,0.4087,0.6005,0.3469,NA,0.4952,-0.3493,0.462825,1
DPO-1,0.4062,NA,NA,0.4087,0.5583,-0.4999,0.4577333333333333,2
Fluoxetine,0.406,0.4023,NA,0.4042,0.6683,-0.4267,0.4702,1
YL-54,0.4056,NA,NA,0.6533,0.7117,-0.4553,0.5902000000000001,2
Saquinavir,0.4055,0.3583,NA,0.4631,0.6688,-0.331,0.473925,1
Alpelisib,0.4046,0.4908,NA,0.4539,0.6284,-0.3319,0.494425,1
Alprostadil,0.4033,0.3871,NA,0.4495,0.4768,-0.4519,0.429175,1
RO-316233,0.4018,0.4698,NA,NA,NA,-0.3637,0.43579999999999997,3
Canertinib,0.4013,0.6263,0.528,0.6396,0.845,-0.3273,0.60804,0
NCGC00012588,0.4008,NA,NA,0.503,0.52,-0.3915,0.4746,2
BRD-K61001510,0.4005,NA,NA,0.3954,NA,-0.5344,0.39795,3
Metolazone,0.399,0.4115,0.4342,0.4821,NA,-0.5001,0.4317,1
Danusertib,0.3982,0.48,0.49370000000000003,0.4055,0.5666,-0.324,0.4688,0
Mafenide,0.3981,NA,NA,0.3833,0.5268,-0.5313,0.43606666666666666,2
GF-109203,0.3979,0.5918,0.342,0.5433,0.7075,-0.3366,0.5165,0
Panobinostat,0.3972,0.416,0.3585,0.5532,0.832,-0.3221,0.51138,0
THZ-2-98-01,0.3964,0.3658,0.3995,0.6528,0.5771,-0.3266,0.47832,0
4-Deoxyuridine,0.3959,NA,NA,0.3478,0.4404,-0.3266,0.3947,2
TAK-242,0.3957,0.6139,0.4159,NA,0.6841,-0.4406,0.5274,1
PF477736,0.3936,0.3796,0.4195,0.4296,0.5475,-0.3389,0.43396,0
Bemegride,0.3932,NA,0.3912,0.4279,0.4765,-0.4495,0.4222,1
