compound,azt,los,nib,quine,vir,similarity,meansim,nas
Ricolinostat,0.4973,0.5043,0.3557,NA,0.4697,-0.4198,0.45675,1
Macitentan,0.4936,0.4633,0.4155,0.4885,0.3256,-0.3845,0.43729999999999997,0
PD-0325901,0.4889,0.5972,0.6375,0.4829,0.4665,-0.4324,0.5346,0
BRD-K74842589,0.4883,0.3698,0.5889,0.3422,NA,-0.3817,0.44730000000000003,1
Ibrutinib (PCI-32765),0.4882,NA,0.4599,0.3926,NA,-0.3307,0.4469,2
Pimobendan,0.4819,NA,NA,0.39,0.3323,-0.3876,0.4014,2
AZD-1775,0.4643,0.6939,0.5954,0.5172,0.4179,-0.354,0.53774,0
Nelarabine,0.4614,0.4339,NA,0.3266,0.3502,-0.4076,0.393025,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.4579,0.4527,0.6144,0.4075,0.3406,-0.3269,0.45461999999999997,0
Levetiracetam,0.4556,NA,NA,0.3361,NA,-0.3863,0.39585000000000004,3
Mocetinostat,0.4556,0.5552,0.5312,0.4028,0.4661,-0.3384,0.48218,0
Alvocidib,0.4513,0.6883,0.5178,0.4593,0.3936,-0.3217,0.50206,0
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.4506,0.3422,NA,NA,NA,-0.3267,0.3964,3
SU-11652,0.4498,0.6329,0.6449,0.4884,0.3515,-0.3509,0.5135,0
Vandetanib,0.4492,0.4777,0.7534,0.5254,0.437,-0.3331,0.52854,0
"SIN-1, Hydrochloride",0.4451,0.5552,NA,0.5082,NA,-0.335,0.5028333333333334,2
SCHEMBL15556278,0.4446,0.4332,0.3692,0.4368,0.3335,-0.3261,0.40346,0
GAP-134 (Hydrochloride),0.444,0.3745,NA,NA,NA,-0.3285,0.40925,3
SCHEMBL17378613,0.4398,0.5034,0.7283,0.364,0.4552,-0.3534,0.49813999999999997,0
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.4304,0.5871,0.5229,0.4945,0.4189,-0.3879,0.49076,0
"ICI-199,441",0.4298,0.3664,0.7141,NA,NA,-0.326,0.5034333333333333,2
Amuvatinib,0.4271,0.3984,0.6324,0.6937,0.4778,-0.324,0.52588,0
Dilazep,0.4254,0.4133,0.7931,0.4772,0.3297,-0.341,0.48774,0
TPCA-1,0.4162,0.6097,0.4162,0.4576,0.4481,-0.3432,0.46956000000000003,0
PG 490,0.4158,0.665,0.3734,0.4612,0.4844,-0.3306,0.47996,0
PIK 75,0.4131,0.5755,0.4333,0.5575,0.486,-0.3575,0.49308,0
Rebastinib,0.4128,0.5828,0.4941,0.3831,0.4492,-0.3924,0.4644,0
Telatinib,0.4042,NA,0.4091,0.3785,0.4242,-0.3273,0.404,1
BRD-A75471153,0.3895,0.3641,NA,NA,NA,-0.342,0.3768,3
CI-1040,0.389,0.6289,0.468,0.3798,0.376,-0.323,0.44834,0
Procainamide,0.3806,0.5148,NA,0.375,NA,-0.3516,0.42346666666666666,2
Lonafarnib,0.3797,0.4642,0.3329,0.4114,NA,-0.3411,0.39705,1
Sorafenib,0.3794,0.5183,0.3976,0.4888,0.4738,-0.3516,0.45158,0
RS-127445,0.3785,0.454,NA,0.3425,NA,-0.372,0.39166666666666666,2
Mitoxantrone,0.3771,0.628,0.668,0.5168,0.5161,-0.3323,0.5412,0
Pyrazolanthrone,0.3745,0.5478,0.3997,0.3519,0.3287,-0.3365,0.40052,0
2-Fluoropalmitic acid,0.3709,0.4119,NA,0.38,NA,-0.3435,0.3876,2
SCHEMBL10583556,0.3697,0.5931,0.3691,0.3458,0.4056,-0.3363,0.41666,0
AC1MJ3VH,0.3686,0.5944,0.4574,0.3842,NA,-0.3504,0.45115,1
BRD-A99911370,0.3668,NA,NA,NA,0.3307,-0.3309,0.34875,3
E319,0.3653,0.4282,0.4891,0.4244,0.438,-0.3469,0.429,0
LGX818,0.362,0.6758,0.351,NA,NA,-0.3383,0.4629333333333333,2
Enzastaurin,0.3617,0.5759,0.6519,0.4336,0.4405,-0.424,0.49272,0
Y-26763,0.3571,0.5185,NA,0.4416,0.3786,-0.3285,0.42395,1
Quinacrine,0.355,0.7258,0.6958,0.4927,0.4372,-0.323,0.5413,0
Tauroursodeoxy cholic acid dihydrate,0.3503,0.4562,NA,NA,NA,-0.3211,0.40325,3
CHEMBL3347630,0.3498,0.5477,0.3846,0.4896,0.4162,-0.321,0.43757999999999997,0
Desoximetasone,0.3444,NA,0.5224,NA,NA,-0.3275,0.4334,3
BRD-K67433929,0.3381,NA,NA,0.3829,NA,-0.33,0.36050000000000004,3
MLS003128612,0.3346,0.5804,NA,0.3442,0.3388,-0.3221,0.3995,1
Azithromycin,1,0.4919,0.5645,0.5268,NA,-0.3823,0.6458,1
SB590885,0.7917,0.5656,0.6838,0.5372,0.3644,-0.3234,0.58854,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.7116,0.5591,0.5983,0.6271,0.462,-0.3213,0.59162,0
Wortmannin,0.7072,0.6816,0.7819,0.4976,0.5597,-0.3228,0.6456,0
SMP2_000081,0.7018,0.4747,0.4149,0.566,NA,-0.3889,0.53935,1
Vorinostat,0.6973,0.5548,0.604,0.4149,0.5194,-0.3584,0.55808,0
Cyclosporine,0.6964,0.5441,0.6051,NA,0.432,-0.4502,0.5694,1
MLS003672589,0.6874,0.5737,0.4172,NA,0.4205,-0.3286,0.5246999999999999,1
Radicicol,0.6767,0.599,0.5939,0.364,0.6132,-0.3261,0.56936,0
AN-465/42886295,0.6754,0.4474,NA,NA,NA,-0.3752,0.5614,3
STK249718,0.6607,0.4285,0.4562,NA,0.3746,-0.3361,0.48,1
Maprotiline,0.6566,0.3859,0.7639,0.3574,0.3398,-0.356,0.50072,0
Arecaidine Propargyl Ester,0.6542,NA,NA,0.3777,NA,-0.3231,0.51595,3
Diflunisal,0.65,0.3544,NA,0.3375,NA,-0.326,0.44730000000000003,2
XAV 939,0.6382,0.663,0.4262,0.374,NA,-0.3548,0.52535,1
Oxetane,0.6367,0.5925,0.5662,0.3605,0.4125,-0.3302,0.51368,0
AKT Inhibitor IV,0.636,0.5859,0.4626,0.521,0.4456,-0.3242,0.53022,0
VX-745,0.6215,0.445,NA,0.6915,0.3731,-0.3423,0.532775,1
CHEMBL2355513,0.6063,0.3315,0.5961,NA,0.3444,-0.3331,0.46957499999999996,1
HMS1476K01,0.6045,0.4078,0.3953,0.3501,0.3253,-0.3968,0.4166,0
Tyrphostin AG-1478,0.5945,0.5386,0.499,0.714,0.4084,-0.3291,0.5509,0
Piplartine,0.5924,0.5796,0.4431,0.5648,0.3902,-0.3277,0.51402,0
"Triazolothiadiazine, 35",0.585,NA,NA,0.3616,0.3222,-0.3632,0.42293333333333333,2
Foretinib,0.5813,0.5142,0.5858,0.6029,0.3898,-0.3319,0.5347999999999999,0
Gallocatechin Gallate,0.5785,0.4272,0.5422,0.3622,0.3333,-0.3917,0.44868,0
BX-795,0.569,0.507,0.4533,0.3908,0.4752,-0.3296,0.47906,0
HLI-373,0.5632,0.7027,NA,0.4326,0.4071,-0.3312,0.5264,1
Vemurafenib,0.5587,0.6064,0.4274,0.3588,0.4396,-0.3581,0.47818,0
Promazine,0.5575,0.3871,0.7708,0.4024,0.3493,-0.3754,0.49342,0
BRD-K40225343,0.5482,NA,NA,0.3673,NA,-0.3236,0.45775,3
Thalidomide,0.5422,NA,0.3722,0.4685,0.3468,-0.3641,0.432425,1
CHEMBL2355399,0.5406,NA,0.564,NA,0.3751,-0.4516,0.4932333333333333,2
SMR000043226,0.5369,0.368,NA,NA,NA,-0.3394,0.45245,3
BRD-A24396574-001-01-5,0.5366,0.5408,0.4635,0.4189,0.4799,-0.4825,0.48794,0
Patupilone,0.5297,0.3594,0.5222,NA,NA,-0.329,0.4704333333333333,2
Canertinib,0.5237,0.5894,0.5821,0.3282,0.4252,-0.3755,0.48972,0
CHEMBL3188661,0.5189,0.5584,0.4593,0.4053,0.327,-0.4149,0.45378,0
Glipizide,0.5176,0.486,NA,0.329,0.3717,-0.3557,0.426075,1
AC1OCDAW,0.5105,0.6109,0.4092,0.4005,NA,-0.334,0.482775,1
Amitriptyline,0.5075,0.3377,0.8051,0.4668,0.3733,-0.3711,0.49808,0
Deoxy Cholate,0.5069,0.6149,0.4941,0.3439,NA,-0.3478,0.48995,1
Ticlopidine,0.5066,0.5017,0.3432,NA,0.3993,-0.34,0.43770000000000003,1
CT-200783,0.5065,0.5627,NA,NA,NA,-0.3893,0.5346,3
BRD-K75514176,0.5036,0.384,0.3236,NA,NA,-0.3361,0.40373333333333333,2
WZ 4002,0.4966,0.4335,0.6126,0.3983,0.4297,-0.596,0.47414,0
Withaferin A,0.4958,0.5533,0.6807,0.493,0.3805,-0.3319,0.52066,0
Y-39983,0.4958,0.5341,0.4576,0.7595,0.5033,-0.4017,0.55006,0
SB-216763,0.4951,0.3883,0.5443,0.5516,0.3953,-0.4296,0.47492,0
SCHEMBL1564574,0.4881,0.5653,0.5139,0.3474,0.3992,-0.3543,0.46278,0
Ellagic acid,0.4877,0.3663,0.433,NA,0.4205,-0.3493,0.426875,1
Tigecycline,0.4869,0.3872,0.4726,0.4233,0.4457,-0.3577,0.44314,0
Lapatinib,0.4853,0.5062,0.7173,0.4939,0.4014,-0.323,0.5208200000000001,0
Glyburide,0.4847,0.3414,0.3626,NA,0.4072,-0.3577,0.39897499999999997,1
C30H33N3O5S,0.4823,0.6833,0.7036,0.4696,0.3374,-0.34,0.53524,0
AC1Q6JJ5,0.4805,0.5867,0.7464,0.5583,0.3624,-0.3312,0.54686,0
BRD-K45843042,0.4776,0.5111,0.3528,NA,0.3427,-0.3586,0.42105000000000004,1
Parthenolide,0.4738,0.4015,0.5293,0.4224,0.3973,-0.3252,0.44486,0
AZ628,0.4731,0.6357,0.4018,0.4055,0.4421,-0.3412,0.47164,0
amcinonide,0.4695,0.4956,0.6542,0.4,0.3753,-0.3532,0.47892,0
Cabozantinib,0.4672,0.5262,0.6591,0.5498,0.506,-0.3231,0.54166,0
AS-605240,0.4663,0.6533,0.535,0.5303,0.5997,-0.3338,0.55692,0
Simvastatin,0.4642,0.3776,0.7076,NA,0.3536,-0.3343,0.47575,1
MLS002222336,0.462,0.4857,NA,NA,0.4508,-0.4799,0.4661666666666667,2
AZD-5438,0.4613,0.7441,0.5711,0.3902,0.3716,-0.3269,0.50766,0
Apigenin,0.4597,0.322,0.4487,0.3657,NA,-0.3515,0.399025,1
ZSTK 474,0.4522,0.6534,0.5333,0.455,0.4237,-0.3333,0.50352,0
BRD32048,0.4444,0.6112,NA,0.5673,0.3309,-0.3379,0.48845,1
8-Epi-15-d2c-isop,0.4377,0.3788,NA,NA,0.3512,-0.4361,0.3892333333333333,2
FOXY-5,0.4367,0.621,NA,NA,NA,-0.3336,0.52885,3
Linifanib,0.4349,0.5457,NA,0.5589,0.3937,-0.3517,0.48329999999999995,1
Phenytoin,0.4305,0.4561,0.4902,0.3378,0.3892,-0.4222,0.42076,0
869288-64-2,0.428,0.5643,0.4387,0.453,0.4552,-0.35,0.46784,0
Mesoridazine,0.4277,0.3964,0.4721,0.3738,0.333,-0.403,0.4006,0
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,0.423,0.4432,0.562,0.3252,NA,-0.3849,0.43835,1
Flufenamic acid,0.422,0.3372,NA,0.5265,0.3782,-0.3973,0.415975,1
TL_HRAS26,0.4197,0.4342,0.6333,0.5311,0.3952,-0.3448,0.4827,0
XL-147,0.417,0.3572,NA,NA,0.3581,-0.3488,0.37743333333333334,2
BRD-K01497355,0.4169,NA,0.5002,NA,0.4778,-0.3663,0.46496666666666664,2
BAY 61-3606,0.4151,0.5213,0.4307,0.5273,0.3593,-0.3213,0.45074000000000003,0
Nortriptyline,0.4122,0.4215,0.8478,0.3593,NA,-0.3213,0.5102,1
Phentolamine,0.4075,NA,0.4236,0.4928,NA,-0.4844,0.44129999999999997,2
Refametinib,0.4062,0.5027,0.3327,0.345,NA,-0.3521,0.39665,1
Broad-Sai-370,0.4013,NA,NA,0.4204,NA,-0.3557,0.41085,3
BRD-K24133356,0.4002,0.3561,NA,NA,NA,-0.3214,0.37815,3
Aristolochic acid,0.3988,0.3785,0.334,NA,0.4126,-0.3223,0.380975,1
362-74-3,0.3985,0.4545,NA,0.3939,0.3307,-0.4216,0.3944,1
GSK-3 Inhibitor II,0.3971,0.3394,0.5452,0.4184,NA,-0.3424,0.425025,1
A-443654,0.3969,0.6888,0.4039,0.4548,0.5002,-0.3231,0.48891999999999997,0
BRD-K28431278,0.3949,0.5709,0.3722,0.3823,NA,-0.4769,0.430075,1
Alprostadil,0.3918,0.4548,0.3778,0.4607,0.3215,-0.3432,0.40132,0
Avicin-D,0.3902,0.4863,0.4874,NA,0.5003,-0.3342,0.46604999999999996,1
Sasapyrine,0.3881,NA,NA,NA,0.4033,-0.4408,0.3957,3
NU-7026,0.3865,0.4057,0.3526,0.3925,0.395,-0.3426,0.38646,0
WZ3105,0.3845,0.6745,0.5668,0.4409,0.3874,-0.327,0.49082,0
Dactinomycin,0.382,0.6141,0.3482,0.4189,NA,-0.3929,0.44079999999999997,1
IN1451,0.3808,0.6251,0.3557,0.3372,NA,-0.3332,0.4247,1
Chelerythrine,0.3789,0.532,0.3764,0.4248,0.3662,-0.3347,0.41566000000000003,0
AZD 1480,0.3758,0.5351,0.3844,0.4611,0.3504,-0.4406,0.42136,0
UNC 669,0.3739,0.4173,0.4333,0.3323,NA,-0.321,0.3892,1
Isorotenone,0.373,NA,NA,0.3211,0.3787,-0.3307,0.3576,2
AT-7519,0.3726,0.6475,0.5777,0.5557,0.3977,-0.3311,0.51024,0
Aliskiren,0.3682,0.4223,0.3555,0.4118,NA,-0.3653,0.38945,1
CGP 60474,0.3676,0.6782,0.516,0.605,0.4603,-0.3228,0.52542,0
BIO2_000413,0.3674,0.6503,0.4609,0.356,NA,-0.3258,0.45865,1
BMS-345541,0.3658,0.6527,0.3847,0.5517,0.3844,-0.3717,0.46786,0
CHEMBL2356537,0.3621,NA,0.4381,0.327,0.4975,-0.3493,0.406175,1
BRD-K12916986,0.3607,0.3676,NA,0.3485,NA,-0.4657,0.3589333333333333,2
GSK-3 Inhibitor IX,0.3588,0.4784,0.604,0.5843,0.4017,-0.3305,0.48544,0
Fenretinide,0.3588,0.5379,0.4603,0.5674,0.5128,-0.3942,0.48744000000000004,0
Hoechst 33258,0.358,0.3713,NA,NA,0.3799,-0.3507,0.36973333333333336,2
CHEMDIV2_001418,0.3575,NA,0.4121,0.4001,0.5217,-0.4135,0.42285,1
Aminopurvalanol,0.357,0.6593,0.7129,0.3753,0.3712,-0.3407,0.49513999999999997,0
Htfmt,0.3552,0.4295,NA,NA,0.3657,-0.3414,0.3834666666666667,2
Aggc,0.3536,0.4246,NA,NA,NA,-0.4337,0.3891,3
BRD-K20510412,0.3506,NA,NA,0.3542,NA,-0.4285,0.35240000000000005,3
SC-514,0.3503,0.3909,NA,0.4459,NA,-0.4081,0.3957,2
PF 3845,0.3477,0.4037,NA,0.4039,0.3299,-0.3306,0.3713,1
Daminozide,0.3457,0.4789,NA,0.4851,NA,-0.3265,0.43656666666666666,2
MLS003179190,0.3406,NA,0.546,NA,NA,-0.4098,0.4433,3
L 168049,0.3403,NA,0.4102,NA,NA,-0.3285,0.37525,3
HG-9-91-01,0.3396,0.4765,0.5473,NA,0.3486,-0.3266,0.428,1
JNJ-7706621,0.3386,0.5494,0.5916,0.3551,NA,-0.3621,0.458675,1
Lenalidomide,0.3374,0.7005,0.3617,0.4869,NA,-0.3356,0.471625,1
"Pfmrk inhibitor, wr 216174",0.3365,0.3466,0.4794,0.4106,0.3801,-0.3325,0.39064,0
Auranofin,0.3353,0.4056,0.4182,0.4153,0.3339,-0.3333,0.38166,0
Daunorubicin,0.3331,0.5619,0.5842,0.3296,NA,-0.3385,0.4522,1
AB00540134,0.3317,0.4673,NA,NA,0.3372,-0.3546,0.3787333333333333,2
Osimertinib,0.3299,0.3782,0.6442,0.7488,0.327,-0.395,0.48562,0
BRD-K24890551,0.3294,0.3491,0.3298,NA,0.3399,-0.3582,0.33705,1
PS-1145,0.3261,0.4452,NA,0.4066,0.3254,-0.4433,0.375825,1
SA-1921617,0.3227,0.5106,NA,NA,NA,-0.3218,0.41665,3
Hydroxyl,0.3225,0.4104,0.3393,0.5856,0.46,-0.3543,0.42356,0
Narciclasine,0.3224,0.407,0.4115,0.6356,0.4329,-0.3352,0.44188,0
ML162,NA,0.5755,0.5805,0.3542,NA,-0.329,0.5034000000000001,2
BRD-K42573370-001-01-1,NA,0.3751,0.4057,0.3598,NA,-0.3443,0.3802,2
U-0126,NA,0.3634,0.4415,0.389,0.3766,-0.3417,0.392625,1
Ivabradine HCl,NA,0.3219,NA,NA,0.3501,-0.3472,0.336,3
Staurosporine,NA,0.6721,0.4943,0.3602,0.3676,-0.3321,0.47355,1
Elliptecine,NA,0.6479,0.7508,0.3938,0.4448,-0.4025,0.559325,1
CHEMBL2361177,NA,0.6395,0.3871,NA,0.3841,-0.3312,0.47023333333333334,2
BMS-387032,NA,0.6166,0.4404,0.3589,0.4424,-0.3254,0.464575,1
AS601245,NA,0.6141,0.5578,0.5193,0.4122,-0.3349,0.5258499999999999,1
Trametinib,NA,0.6017,0.5113,0.3985,0.4212,-0.3235,0.483175,1
C24H25CLFN5O3,NA,0.6007,0.5607,0.5304,0.3877,-0.3992,0.519875,1
LDN 193189,NA,0.5985,0.6315,0.3966,0.4137,-0.3289,0.5100750000000001,1
MLS003329222,NA,0.5729,NA,0.343,NA,-0.3226,0.45794999999999997,3
Avicin-G,NA,0.5638,0.5169,0.471,0.4917,-0.3672,0.51085,1
AC1O52XK,NA,0.5226,NA,0.4034,0.3275,-0.428,0.41783333333333333,2
CHEMBL2358136,NA,0.5163,0.5263,NA,NA,-0.3448,0.5213,3
BRD-K68319707,NA,0.5007,0.4017,NA,NA,-0.3216,0.45120000000000005,3
PCI-34051,NA,0.4912,0.365,0.5573,NA,-0.3437,0.4711666666666667,2
BRD-K75322905,NA,0.4863,0.3772,NA,NA,-0.3303,0.43174999999999997,3
Lestaurtinib,NA,0.4848,0.4494,NA,0.3886,-0.3383,0.44093333333333334,2
TAK-285,NA,0.4791,0.7288,NA,0.3638,-0.3356,0.5239,2
STK581349,NA,0.4775,NA,0.3633,NA,-0.3254,0.4204,3
MLS000089581,NA,0.4659,0.3897,NA,0.3821,-0.352,0.41256666666666664,2
CHEMBL1270312,NA,0.4473,NA,0.3377,0.3435,-0.3215,0.37616666666666665,2
BRD-K70875408,NA,0.4372,NA,0.3218,NA,-0.3535,0.37949999999999995,3
MLS001173269,NA,0.4283,0.6023,NA,NA,-0.3244,0.5153,3
CHEMBL3400874,NA,0.4215,0.3717,NA,0.3426,-0.3348,0.3786,2
Benzbromarone,NA,0.4142,0.3685,0.4914,NA,-0.3272,0.4247,2
NSC126859,NA,0.4005,NA,0.3907,NA,-0.3223,0.3956,3
Acebutolol,NA,0.3955,0.3513,NA,0.4417,-0.3494,0.39616666666666667,2
Naringenin,NA,0.3898,NA,NA,0.4254,-0.3673,0.40759999999999996,3
BRD-K33936059,NA,0.3879,0.3842,NA,NA,-0.4404,0.38605,3
Stavudine,NA,0.3841,NA,0.6176,NA,-0.3229,0.50085,3
Emapunil,NA,0.3773,NA,0.3772,0.3575,-0.3713,0.37066666666666664,2
Vincamine,NA,0.3767,NA,NA,0.3403,-0.4339,0.3585,3
ST51005413,NA,0.3739,NA,0.5448,NA,-0.3252,0.45935,3
BRD-U86222656,NA,0.367,0.7119,NA,NA,-0.3457,0.53945,3
C29H35NO2,NA,0.3611,0.5869,NA,0.342,-0.3406,0.43,2
Olomoucine,NA,0.3508,NA,0.3853,NA,-0.3263,0.36805,3
SR-2640,NA,0.35,0.5263,0.3577,NA,-0.3958,0.41133333333333333,2
Norfloxacin,NA,0.3455,NA,0.4433,NA,-0.4594,0.3944,3
SCHEMBL16226068,NA,0.3433,NA,NA,0.3401,-0.3257,0.3417,3
SA-426029,NA,0.3327,NA,NA,0.3874,-0.3227,0.36005,3
BRD-A59808129-001-01-7,NA,NA,0.4935,0.426,NA,-0.4047,0.45975,3
BRD-K85694079,NA,NA,0.4217,NA,0.3843,-0.5174,0.403,3
BRD-K53359044,NA,NA,0.3977,0.4236,NA,-0.3617,0.41064999999999996,3
BRD-K58784778,NA,NA,NA,0.3622,0.4323,-0.3456,0.39725,3
