compound,azt,los,nib,quine,vir,similarity,meansim,nas
331771-20-1,0.3741,0.4427,0.441,0.5548,0.3885,-0.3388,0.44022,0
"MEK162 (ARRY-162, ARRY-438162)",0.3724,0.544,0.357,0.3673,0.3562,-0.3335,0.39938,0
BX 912,0.3536,0.4281,0.7136,0.6012,0.5319,-0.3669,0.52568,0
ZK-93423,0.3458,0.3286,0.3852,0.7263,0.4203,-0.334,0.44123999999999997,0
Pazopanib,0.3412,0.4712,0.3423,0.6887,0.4272,-0.3244,0.45412,0
Indigo Red,0.3326,0.3776,0.5171,0.5604,NA,-0.3309,0.446925,1
CP-724714,0.3311,0.5641,0.4225,0.6538,0.4857,-0.3331,0.49144000000000004,0
Kinetin Riboside,0.3264,0.3913,0.6368,0.4695,0.5162,-0.3215,0.46804,0
cortisone-acetate,0.5054,NA,0.4963,0.3628,NA,-0.3389,0.4548333333333333,2
CHEMBL2359886,0.4992,0.4296,0.3831,0.5317,0.359,-0.3315,0.44051999999999997,0
NMS-1286937,0.478,0.5609,0.5298,0.5425,NA,-0.3307,0.5278,1
PD-0325901,0.4719,0.6266,0.4496,0.8083,0.4071,-0.326,0.5527,0
GSK-461364,0.4666,0.5311,0.5452,0.7782,0.4904,-0.3272,0.5623,0
Volasertib (BI 6727),0.4626,0.3294,0.4924,0.4711,0.3412,-0.3349,0.41934,0
Volasertib (BI 6727),0.4626,0.3294,0.4924,0.4711,0.3412,-0.3349,0.41934,0
Albendazole,0.4584,0.5417,0.4597,0.5401,0.3749,-0.3375,0.47496,0
KX2-391,0.4428,NA,0.4695,NA,0.5161,-0.323,0.47613333333333335,2
SB743921,0.434,NA,0.4392,0.4784,0.3603,-0.3542,0.427975,1
Podofilox,0.4322,0.3481,0.3834,0.6051,0.4935,-0.3493,0.45246,0
Fenbendazole,0.4289,NA,0.4525,0.4781,NA,-0.3382,0.45316666666666666,2
pyrvinium-pamoate,0.4199,0.4467,0.6496,0.4113,0.4534,-0.3375,0.47618,0
BRD-K00541818,0.4086,NA,0.3312,0.6121,0.4003,-0.3291,0.43805,1
KF 38789,0.4075,NA,0.5,0.5564,0.3848,-0.3413,0.462175,1
GW620972X,0.3975,0.5213,0.5054,0.641,0.5828,-0.3379,0.5296,0
Tivantinib,0.3863,0.4018,0.5751,0.6429,0.4843,-0.3553,0.49807999999999997,0
Dolastatin 10,0.3797,NA,0.372,NA,0.4652,-0.3225,0.40563333333333335,2
MLS002264457,0.3743,0.3394,0.4363,NA,0.3827,-0.3524,0.383175,1
TH-302,0.3672,NA,0.4608,NA,0.519,-0.3319,0.449,2
CC-401,0.3636,0.6649,0.417,0.686,0.4803,-0.3694,0.52236,0
Plinabulin,0.35,0.3432,0.4599,0.4548,0.4633,-0.341,0.41424,0
A-443654,0.3365,0.4644,0.3825,0.6324,0.4259,-0.3416,0.44834,0
SCHEMBL618594,0.3288,0.3357,0.5042,0.6236,0.3972,-0.3405,0.4379,0
RO4987655,NA,0.6554,0.4671,0.5012,0.3711,-0.3361,0.4987,1
TPCA-1,NA,0.5467,0.4789,0.6084,0.4789,-0.3265,0.528225,1
VRT752271,NA,0.5198,0.3711,NA,NA,-0.3257,0.44545,3
AZ20,NA,0.4668,0.4986,0.6634,0.5107,-0.329,0.534875,1
O-Demethylated Adapalene,NA,0.4534,0.6626,0.7241,0.3861,-0.3263,0.55655,1
LY2090314,NA,0.4189,0.4025,0.5547,NA,-0.3379,0.4587,2
Otilonium Bromide,NA,0.3724,0.3393,NA,0.4644,-0.3297,0.39203333333333334,2
STK468807,NA,0.3671,NA,0.3739,NA,-0.3685,0.3705,3
LY2874455,NA,0.3793,0.519,0.5116,0.4124,-0.3221,0.455575,1
Thioguanine,NA,0.3506,0.3578,0.4208,0.5321,-0.3344,0.415325,1
BRD-K08982647,NA,0.3334,0.3394,NA,NA,-0.324,0.3364,3
BRD-K16934333,NA,0.3239,NA,0.4445,NA,-0.3497,0.3842,3
CHEMBL2361739,NA,NA,0.3352,0.4423,0.451,-0.3538,0.40950000000000003,2
Sulpiride,NA,NA,NA,0.6093,0.5872,-0.3412,0.59825,3
BRD-K46232974,NA,NA,NA,0.4563,0.3579,-0.3542,0.4071,3
