compound,azt,los,nib,quine,vir,similarity,meansim,nas
Fast Scarlet,0.6402,NA,NA,0.5355,0.5878,-0.4177,0.5878333333333333,2
Cytosporone B,0.6391,0.3596,0.4873,0.4236,0.7402,-0.4516,0.52996,0
BRD-K73945663,0.6364,NA,0.4839,0.4287,0.641,-0.4296,0.5475,1
Fluvastatin,0.6361,0.7075,0.6439,0.5834,0.836,-0.5181,0.68138,0
Raloxifene,0.6356,0.5509,0.5523,0.5752,0.7065,-0.3289,0.6041,0
KUC104236N,0.6348,0.4069,NA,NA,NA,-0.5918,0.52085,3
T 98475,0.634,0.4842,0.7373,0.3981,0.6875,-0.427,0.58822,0
Amlodipine,0.6335,0.5786,0.6367,0.4285,0.7777,-0.3657,0.611,0
FTI276,0.6326,0.527,0.3219,0.4278,0.74,-0.4355,0.52986,0
Ampalex,0.6315,0.343,0.336,0.3509,0.5801,-0.42,0.4483,0
"Trichostatin A, Streptomyces Sp.",0.6314,0.6548,0.6488,0.478,0.8436,-0.3215,0.65132,0
Wiskostatin,0.6293,0.5181,0.5433,0.4233,0.6697,-0.4446,0.55674,0
AZD4547,0.6289,0.6747,0.629,0.5097,0.5806,-0.3227,0.60458,0
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.6276,0.4589,NA,0.7898,0.6602,-0.3315,0.634125,1
KU-55933,0.6272,0.5485,0.7157,0.38,0.7792,-0.3275,0.61012,0
BRD-K19668893,0.6239,NA,0.3798,NA,NA,-0.5318,0.50185,3
BIX01294,0.6223,0.8018,0.7422,0.4621,0.8236,-0.4309,0.6904,0
SPECTRUM2_000920,0.6208,0.677,0.5819,0.5563,0.6492,-0.4142,0.61704,0
Lasalocid,0.6206,0.4521,0.584,0.4907,0.6848,-0.3845,0.56644,0
BRD-K00144236,0.6198,NA,0.4182,0.3737,0.7962,-0.5087,0.551975,1
Aurora A Inhibitor I,0.6198,0.6826,0.416,0.4663,0.8094,-0.4369,0.59882,0
Ozagrel,0.6193,0.332,0.4047,0.787,0.755,-0.4605,0.5796,0
SMR000651449,0.6189,0.4655,0.3494,0.5088,0.6987,-0.4118,0.52826,0
Toremifene,0.6181,0.5975,0.3728,0.5379,0.8524,-0.4399,0.59574,0
amcinonide,0.6178,0.5424,0.4749,0.7041,0.6619,-0.3477,0.60022,0
Trametinib,0.6172,0.572,0.4675,0.4709,0.6934,-0.3293,0.5642,0
Cerulenin,0.6168,0.5606,0.5728,0.6603,0.8701,-0.342,0.65612,0
"ICI-199,441",0.6167,0.5136,0.4714,NA,0.7125,-0.3816,0.57855,1
"9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole",0.616,0.3886,0.5563,0.3898,NA,-0.3624,0.48767499999999997,1
Apilimod,0.6148,0.8045,0.5423,0.4326,0.6255,-0.4088,0.60394,0
Niguldipine,0.6146,0.4728,0.5628,0.6156,0.6524,-0.3218,0.58364,0
SMR000163306,0.6145,NA,NA,0.3632,0.5398,-0.4203,0.5058333333333334,2
GANT-61,0.6133,0.5987,0.5242,0.3647,0.6826,-0.3316,0.5567,0
BRD-K59488055,0.6123,NA,0.3732,NA,0.5459,-0.4252,0.5104666666666666,2
MK-2206,0.6101,0.5359,0.655,0.4332,0.769,-0.3257,0.6006400000000001,0
CYTO7H11,0.6096,0.4236,0.5783,0.5972,0.8178,-0.4825,0.6053,0
XMD-1527,0.6085,NA,0.4749,0.3999,NA,-0.3375,0.49443333333333334,2
AC1OAATK,0.607,0.4291,0.4457,NA,0.5497,-0.3693,0.507875,1
METERGOLINE,0.6041,0.5844,0.6656,0.4078,0.7996,-0.4175,0.6123,0
Tozasertib,0.6035,0.6303,0.4004,0.6463,0.9013,-0.3333,0.63636,0
rifampicin,0.6021,0.428,0.5206,0.3492,0.7075,-0.3346,0.5214799999999999,0
Mibefradil,0.6021,0.4848,0.6073,0.5236,0.7744,-0.3619,0.59844,0
SB590885,0.6016,0.6351,0.4788,0.3911,0.7178,-0.3523,0.56488,0
WH-4-025,0.6011,0.5612,0.4516,0.5952,0.7294,-0.3283,0.5877,0
Carvedilol,0.6002,0.6587,0.5817,0.4613,0.7209,-0.3262,0.60456,0
Tetrahydropalmatine,0.5996,NA,NA,NA,0.3725,-0.3427,0.48605,3
Canertinib,0.5977,0.4332,0.6678,0.4945,0.8058,-0.3273,0.5998,0
C30H33N3O5S,0.5971,0.62,0.4684,0.4019,0.7663,-0.3545,0.57074,0
BRD-K00541818,0.5967,NA,NA,NA,0.5755,-0.3328,0.5861000000000001,3
BRD32048,0.5962,0.5101,NA,0.4639,0.5473,-0.4131,0.5293749999999999,1
CHEMBL2140299,0.5955,0.4316,0.6204,0.457,0.6405,-0.4271,0.5489999999999999,0
Tolnaftate,0.5927,0.5747,NA,0.6678,0.5167,-0.8361,0.587975,1
AC1Q6JJ5,0.5897,0.6138,0.4083,0.4423,0.8413,-0.3245,0.57908,0
Crizotinib,0.589,0.676,0.5102,0.608,0.8894,-0.3215,0.65452,0
Suloctidil,0.5888,NA,0.4245,0.4926,0.6529,-0.3394,0.5397,1
PD-173074,0.5887,0.5478,0.6659,0.7125,0.6687,-0.3222,0.63672,0
HG-14-10-04,0.5885,0.7413,0.5625,0.5832,0.6479,-0.4129,0.62468,0
Nortriptyline,0.5878,0.5437,0.5243,0.4111,0.7956,-0.3791,0.5725,0
Gallocatechin Gallate,0.5868,0.4994,0.3463,0.4774,0.7328,-0.3842,0.52854,0
Thiothixene,0.5863,0.5634,0.7771,0.4616,0.8227,-0.3329,0.64222,0
Niclosamide,0.5863,0.6345,0.6231,0.6443,0.8562,-0.3234,0.66888,0
Amitriptyline,0.5858,0.5579,0.5458,0.3884,0.7626,-0.4316,0.5680999999999999,0
CHEMBL2356381,0.5846,0.442,0.441,0.4068,NA,-0.3812,0.4686,1
BRD-K01425431,0.5832,0.649,0.4625,0.545,0.7621,-0.3213,0.60036,0
testosterone,0.5828,0.3758,0.3363,0.4046,0.6746,-0.3775,0.47482,0
Nicotin-Amide,0.5827,0.6244,0.3354,0.361,0.6377,-0.4123,0.50824,0
AC1O9ZP5,0.5811,0.3925,0.6555,0.43120000000000003,0.8507,-0.3392,0.5822,0
YM 201636,0.5791,0.6173,0.5831,0.4525,0.7868,-0.3385,0.60376,0
Thioridazine,0.5789,0.7868,0.6693,0.5523,0.7958,-0.3781,0.67662,0
BRD-K96396151,0.5778,0.4247,0.6999,0.3321,0.4061,-0.3335,0.48812,0
SMR000178575,0.5772,0.5142,NA,0.4008,0.6241,-0.5218,0.529075,1
Loperamide,0.577,0.571,0.5673,0.5471,0.8517,-0.3278,0.62282,0
Quinacrine,0.5768,0.4692,0.653,0.4852,0.7279,-0.3362,0.58242,0
BRD-K10779199,0.5765,NA,0.4786,NA,NA,-0.5627,0.52755,3
XMD-1185H,0.5753,0.3869,0.6777,NA,0.7783,-0.422,0.60455,1
Apatinib Hydrochloride,0.5735,0.4301,0.5588,0.3855,0.6136,-0.3252,0.5123,0
Pimozide,0.5734,0.425,0.5171,0.7199,0.8409,-0.3336,0.61526,0
BRD-A41986761,0.5732,0.6385,NA,0.5342,0.548,-0.3289,0.573475,1
ZINC77024257,0.573,0.7665,0.5164,0.4443,0.8501,-0.3241,0.63006,0
CHEMBL299879,0.5729,0.3951,0.636,0.3335,0.6295,-0.3443,0.5134,0
AT-9283,0.5722,0.5291,0.4046,0.5224,0.5861,-0.3428,0.52288,0
SA-1921085,0.571,0.5509,0.6113,0.3543,NA,-0.5235,0.521875,1
BRD-K10211010,0.5706,0.4543,0.6663,0.5377,NA,-0.3578,0.557225,1
Lapatinib,0.5701,0.7533,0.4659,0.4633,0.7034,-0.4204,0.5912,0
Salermide,0.5691,0.6846,0.501,0.5868,0.7072,-0.3521,0.6097400000000001,0
Dorsomorphin,0.5678,0.3861,0.5005,0.5363,0.6637,-0.3367,0.53088,0
MLS002276498,0.5648,0.448,NA,0.4733,0.5411,-0.7341,0.5068,1
10-DEBC,0.5647,0.6461,0.4128,0.3983,0.5712,-0.4703,0.51862,0
MEGXM0_000149,0.5636,0.3739,0.4148,0.4119,0.5007,-0.4223,0.45298,0
BRD-K72539944,0.5635,0.4202,NA,NA,0.5212,-0.4234,0.5016333333333334,2
Reserpine,0.5631,0.6976,0.5195,0.4748,0.7511,-0.4123,0.60122,0
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.5628,0.4525,0.3513,0.7776,0.8698,-0.3289,0.6028,0
Cediranib,0.5609,0.6579,0.5644,0.5279,0.8531,-0.3221,0.63284,0
BRD-K17530818,0.5607,0.3743,0.3464,NA,NA,-0.326,0.4271333333333333,2
"(R,S)-Indatraline",0.5604,0.3352,0.6936,NA,NA,-0.4593,0.5297333333333334,2
Pimavanserin,0.5602,0.6736,0.6249,0.345,0.6615,-0.4566,0.57304,0
Fentanyl Isothiocyanate,0.5595,0.3324,0.6528,0.3291,0.6728,-0.4616,0.50932,0
T5715535,0.5585,0.5478,0.3235,NA,0.5894,-0.4299,0.5048,1
Fluspirilene,0.5579,0.6042,0.6337,0.4266,0.7308,-0.4562,0.5906399999999999,0
Triflupromazine,0.5575,0.6045,0.649,0.408,0.7105,-0.4225,0.5859,0
Tyrphostin AG-1478,0.5569,0.5754,0.4049,0.6788,0.6661,-0.3476,0.5764199999999999,0
Nitazoxanide,0.5563,0.5,0.5951,0.4457,0.5486,-0.3878,0.5291399999999999,0
Dacinostat,0.5561,0.4106,0.5463,0.4098,0.5715,-0.41,0.49886,0
Alisertib,0.5559,0.6461,NA,0.4333,0.6829,-0.3256,0.57955,1
IMD-0354,0.5557,0.5049,0.585,0.6983,0.7628,-0.3226,0.62134,0
CCG-207980,0.5555,NA,NA,NA,0.5082,-0.4939,0.5318499999999999,3
Saracatinib,0.5537,0.6441,0.5386,0.47,0.7826,-0.3392,0.5978,0
COT Inhibitor-2,0.5532,0.4292,0.4831,0.5665,0.6853,-0.331,0.54346,0
Gefitinib,0.5528,0.7008,0.4841,0.5664,0.8267,-0.331,0.6261599999999999,0
Bazedoxifene HCl,0.5524,0.4794,0.5983,NA,0.7009,-0.3473,0.58275,1
PU-H-71,0.5519,0.355,NA,0.4489,0.8173,-0.3591,0.543275,1
CHEMBL2143784,0.5513,NA,0.393,NA,0.4529,-0.5733,0.46573333333333333,2
CHEMBL2361748,0.551,0.34,NA,0.3739,0.5672,-0.4678,0.458025,1
BRD-K82340687,0.5504,NA,0.4336,NA,0.5013,-0.8274,0.4951,2
NCGC00346967-01,0.5504,0.5505,0.7351,0.3316,0.6428,-0.3315,0.56208,0
BML-259,0.5502,NA,0.3277,0.394,0.8193,-0.3324,0.5228,1
UNII-MET7ZRB8Y7,0.5501,0.5138,0.5363,0.473,0.7427,-0.396,0.56318,0
TW 37,0.5496,0.5261,0.786,0.4411,0.5885,-0.3267,0.57826,0
CHEMBL2144686,0.5496,NA,0.4858,NA,0.5403,-0.7227,0.5252333333333333,2
BRD-A82197375,0.5493,0.7938,0.3892,0.341,0.6853,-0.375,0.55172,0
Strychnine,0.5486,NA,NA,0.3582,0.4593,-0.5167,0.45536666666666664,2
Dantrolene-13C3,0.5481,0.3381,NA,0.3954,0.4864,-0.4149,0.442,1
AMSACRINE,0.5475,0.3801,NA,0.3562,0.5678,-0.3233,0.4629,1
DROSPIRENONE,0.5475,0.6969,NA,NA,0.6429,-0.3318,0.6291,2
IOX2,0.5474,0.6494,0.6642,0.4266,0.8137,-0.4207,0.62026,0
SCHEMBL618594,0.5472,0.5261,0.4182,0.4417,0.6108,-0.3226,0.5088,0
BRD-K00600835,0.5465,NA,NA,NA,0.7077,-0.4748,0.6271,3
CHEMBL1394624,0.5461,0.4702,0.6141,0.5184,0.7821,-0.3452,0.58618,0
Thalidomide,0.5453,0.4811,0.3422,0.7799,0.6771,-0.4131,0.5651200000000001,0
PCL2_000057,0.5441,0.5676,0.7183,0.5359,0.783,-0.3254,0.62978,0
Nicotine,0.5439,0.3938,NA,0.3837,0.7191,-0.4204,0.5101249999999999,1
MLS003129913,0.5424,0.3567,0.5235,0.567,0.6117,-0.3579,0.52026,0
Valproic acid,0.5422,0.4424,0.3293,0.3532,0.5889,-0.4255,0.4512,0
MLS003672589,0.5419,0.5853,NA,0.4,0.7143,-0.4386,0.5603750000000001,1
MLS003568130,0.541,0.358,NA,0.5418,0.6101,-0.325,0.512725,1
RS-17053,0.5404,0.4708,0.4867,0.5939,0.711,-0.3675,0.56056,0
BRD-K95976153,0.5399,0.5633,0.3408,0.3671,0.6935,-0.4553,0.50092,0
Ritonavir,0.5398,0.3686,0.4114,NA,0.5778,-0.427,0.4744,1
Valrubicin,0.5397,0.5164,0.3258,0.3896,0.5673,-0.3524,0.46776,0
BRD-K04733502,0.5396,NA,0.4654,0.4404,0.4283,-0.4679,0.468425,1
CHEMBL179288,0.5391,0.5192,0.6748,0.7265,0.8146,-0.3407,0.65484,0
UNC0638,0.5389,0.5636,0.6081,0.412,0.8132,-0.4373,0.58716,0
ALD1-H_000967,0.5374,NA,0.4152,0.4112,NA,-0.4206,0.4546,2
MST-312,0.5367,0.5141,0.6169,0.4056,0.7121,-0.3291,0.55708,0
GSK-1904529A,0.5363,0.6603,0.4533,0.5192,0.861,-0.3964,0.60602,0
Halcinonide,0.5358,0.3728,NA,0.7087,0.37,-0.4213,0.496825,1
CP-724714,0.535,0.5377,0.4238,0.4464,0.796,-0.3216,0.54778,0
Fluphenazine,0.535,0.5129,0.6082,0.4907,0.7831,-0.3658,0.5859800000000001,0
atorvastatin,0.5341,0.6655,0.4492,0.6256,0.8387,-0.4674,0.62262,0
GSK429286A,0.5338,0.488,0.4084,0.4439,0.7571,-0.3718,0.52624,0
Paroxetine,0.5321,0.4418,0.5539,0.6519,0.7106,-0.3275,0.57806,0
PF477736,0.532,0.6093,0.4426,0.6274,0.7352,-0.3389,0.5892999999999999,0
Salmeterol,0.5317,0.5084,0.6709,0.4181,0.6699,-0.4649,0.5598,0
Chlorpromazine,0.5313,0.581,0.5713,0.4425,0.7407,-0.413,0.57336,0
Panobinostat,0.5308,0.5018,0.4865,0.4383,0.7219,-0.3221,0.53586,0
CHEMBL1436973,0.5305,0.417,0.5649,0.6132,NA,-0.3688,0.5314,1
BRD-K41335306,0.5298,0.4195,0.6203,0.4447,NA,-0.3211,0.503575,1
UNC 669,0.5293,0.4602,0.3357,NA,0.7439,-0.4152,0.517275,1
CID 27806705,0.5285,0.4217,NA,NA,0.399,-0.3486,0.4497333333333333,2
RS-39604,0.5284,NA,0.5519,NA,0.5877,-0.579,0.5559999999999999,2
SCHEMBL17378613,0.5283,0.5566,0.4156,0.416,0.6423,-0.3945,0.51176,0
KW-2449,0.5272,0.6378,0.3742,0.56,0.6838,-0.323,0.5566,0
BMN 673,0.5243,0.5486,0.4801,0.4085,0.6527,-0.3234,0.52284,0
E 2012,0.5228,0.3997,0.4992,0.7171,0.6152,-0.3502,0.5508,0
Pioglitazone,0.5223,NA,0.3658,0.3998,0.5248,-0.4135,0.453175,1
BRD-K88722443,0.5213,0.3717,NA,NA,NA,-0.359,0.4465,3
SGI-1776,0.5207,0.6845,0.5092,0.3649,0.7265,-0.3485,0.56116,0
SA-1921456,0.5194,0.7265,0.649,0.4476,0.6781,-0.3211,0.60412,0
WAY-170523,0.5193,0.4339,0.6536,0.451,0.618,-0.3477,0.53516,0
SA-1920453,0.5189,0.4077,NA,NA,0.5249,-0.4827,0.48383333333333334,2
YM 976,0.518,0.8143,NA,NA,0.5014,-0.5285,0.6112333333333333,2
SAN1_003817,0.5177,0.3985,0.3431,0.395,NA,-0.4182,0.413575,1
SA-1458163,0.5163,0.3919,0.3787,0.3997,NA,-0.3406,0.42164999999999997,1
Epirubicin HCl,0.5156,0.6539,0.3445,0.4694,0.5179,-0.3706,0.50026,0
Clopenthixol,0.5148,0.3749,NA,0.3682,0.6142,-0.425,0.468025,1
Conivaptan HCl,0.5146,0.5607,0.4575,NA,0.548,-0.487,0.5202,1
Duloxetine,0.5145,0.5212,0.5281,0.5431,0.6114,-0.3829,0.54366,0
Amoxapine,0.5145,0.7556,0.53,0.335,0.6942,-0.352,0.56586,0
PF-04217903,0.5142,0.5086,0.4266,0.5101,0.7368,-0.4166,0.53926,0
T091317,0.5141,0.572,0.3373,0.6184,0.7431,-0.5355,0.55698,0
AC1Q5RFA,0.5141,0.823,NA,NA,0.6682,-0.4462,0.6684333333333333,2
MLS003271342,0.5138,NA,0.3841,0.337,NA,-0.409,0.41163333333333335,2
SPECTRUM_001028,0.5134,0.5506,0.5679,0.5786,NA,-0.469,0.5526249999999999,1
BRD-K78524708,0.5133,NA,NA,0.4998,NA,-0.4396,0.5065500000000001,3
Romidepsin,0.5133,0.4195,0.4498,0.3721,0.3716,-0.3258,0.42525999999999997,0
CHEMBL2138962,0.5132,0.3679,0.4214,0.48,0.4201,-0.3266,0.44051999999999997,0
BMS-509744,0.5131,0.5432,0.6413,0.3952,0.5987,-0.3431,0.5383,0
Pictilisib,0.512,0.636,0.5226,0.562,0.8738,-0.3213,0.62128,0
Pracinostat,0.5119,0.4797,0.5517,0.3849,0.5444,-0.3235,0.49452,0
AC1MEVG9,0.5118,NA,0.3348,NA,0.5466,-0.563,0.4644,2
AC1OAV9H,0.5118,0.428,0.6352,0.6251,0.8361,-0.3297,0.60724,0
BAS 00631343,0.5115,0.5811,0.5882,0.4106,0.5105,-0.5046,0.52038,0
BRD-K47551852,0.5115,NA,0.5161,0.3962,NA,-0.3893,0.47459999999999997,2
Heliomycin,0.5114,0.3459,0.444,0.6745,0.3667,-0.3382,0.46849999999999997,0
ZK-93423,0.5111,0.4474,0.5359,0.4573,0.8206,-0.3408,0.55446,0
WZ-4-145,0.5108,0.4026,0.4099,0.4735,0.6672,-0.3328,0.4928,0
BRD-K32581454-001-01-5,0.51,0.3576,0.3332,0.4646,NA,-0.3953,0.41635,1
SU 11274,0.5099,0.6053,0.4617,0.4722,0.8042,-0.3343,0.57066,0
PA-824,0.5097,NA,NA,0.3684,0.3753,-0.4583,0.4178,2
Motesanib,0.509,0.4594,0.5289,0.5825,0.7625,-0.3301,0.56846,0
BRD-K45842176,0.5086,0.4239,0.3651,0.5852,NA,-0.3839,0.4707,1
KF 38789,0.5086,0.36,0.5242,0.3548,0.6234,-0.5516,0.4742,0
BRD-K36451640,0.5086,NA,0.3709,NA,NA,-0.3254,0.43975000000000003,3
PHA-767491,0.5083,0.474,0.4396,0.4261,0.6175,-0.3553,0.4931,0
Fedratinib,0.5083,0.6797,0.7995,0.656,0.7107,-0.3242,0.67084,0
sorafenib,0.5082,0.4901,0.5837,0.5113,NA,-0.3269,0.523325,1
CHEMBL2357805,0.508,NA,0.3736,NA,NA,-0.3496,0.44079999999999997,3
ITRACONAZOLE HYDROCHLORIDE,0.5077,0.4442,0.4656,0.3492,0.505,-0.5366,0.45434,0
Vemurafenib,0.5074,0.8367,0.4764,0.6527,0.7087,-0.3256,0.63638,0
"Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride",0.507,NA,0.5714,NA,0.5303,-0.453,0.5362333333333333,2
Nefopam,0.5068,0.3552,NA,NA,0.6355,-0.3825,0.49916666666666665,2
Doxorubicin,0.5068,0.5891,0.5217,0.6932,0.6116,-0.3219,0.58448,0
Sulconazole,0.5067,0.4032,NA,0.5891,0.3433,-0.4171,0.460575,1
Cyclobenzaprine,0.5063,0.6214,0.4313,0.4991,0.6146,-0.4275,0.53454,0
SCHEMBL16980224,0.506,0.6381,0.6278,0.4052,0.7084,-0.3547,0.5771000000000001,0
Protriptyline,0.5059,0.7054,0.4344,0.4494,0.8302,-0.555,0.58506,0
Lovastatin,0.5056,0.7379,0.3584,0.668,0.7441,-0.3275,0.6028,0
MLS002703112,0.505,NA,NA,0.7546,0.6521,-0.3652,0.6372333333333333,2
KN93,0.5048,0.5702,0.6475,0.4949,0.7902,-0.3262,0.60152,0
Moxonidine,0.5042,0.7056,0.397,0.44,0.6493,-0.3261,0.53922,0
Sertaconazole,0.5038,0.5448,0.3391,0.5105,0.4982,-0.4464,0.47928,0
BRD-K65567503,0.5024,NA,0.5273,NA,0.5427,-0.3992,0.5241333333333333,2
Dofequidar (fumarate),0.5023,0.5396,NA,0.4979,0.7487,-0.4138,0.572125,1
apigenin,0.5015,0.5492,0.3803,0.556,0.8334,-0.3244,0.56408,0
Enclomiphene,0.5013,0.51,0.4572,0.4903,0.762,-0.3229,0.54416,0
Danusertib,0.5011,0.6208,0.3528,0.4201,0.7518,-0.324,0.52932,0
galantamine,0.501,0.6107,0.3318,0.4443,0.6095,-0.4322,0.49946,0
PAC-1,0.5005,0.5726,0.6823,0.4913,0.7006,-0.3252,0.58946,0
Tamoxifen,0.5005,0.6865,0.5545,0.6152,0.7542,-0.3607,0.62218,0
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.5003,0.6282,0.3433,0.3243,0.6031,-0.3698,0.47984,0
EMF-sumo1-1,0.5002,0.5845,0.411,0.6953,0.7009,-0.3419,0.57838,0
Clofazimine,0.4992,0.3345,0.4297,0.4214,0.3925,-0.3834,0.41546,0
Flupentixol,0.4992,0.4629,0.4515,0.3575,0.5853,-0.4179,0.47128,0
CHEMBL2131444,0.4992,0.3375,0.3504,0.5789,NA,-0.4138,0.4415,1
CHEMBL3185347,0.4984,NA,NA,NA,0.3558,-0.4767,0.42710000000000004,3
Bendamustine HCl,0.4976,0.3233,NA,NA,0.5507,-0.4126,0.4572,2
BRD-K73008154,0.497,0.4329,0.5298,0.582,NA,-0.3586,0.510425,1
"L741,626",0.4969,0.6207,0.4416,NA,0.535,-0.4031,0.52355,1
AC480 (BMS-599626),0.4961,0.4816,0.5331,NA,0.7952,-0.3852,0.5765,1
Chlorambucil,0.496,0.8458,0.4003,0.4435,0.6394,-0.3356,0.565,0
CHEMBL1515144,0.4955,0.3551,NA,0.4956,0.379,-0.5408,0.4313,1
Cobicistat (GS-9350),0.4942,0.3967,0.3343,0.4665,0.5672,-0.5243,0.45178,0
SMR000217164,0.494,0.443,0.3273,0.6223,0.7355,-0.324,0.52442,0
Famciclovir,0.4932,0.4583,0.4064,0.3559,0.6727,-0.4224,0.4773,0
ITK Inhibitor,0.4931,0.6335,0.5165,0.5858,0.6813,-0.3233,0.58204,0
"L-755,507",0.493,0.5089,0.5116,0.3273,NA,-0.4703,0.4602,1
AC1L1JM9,0.4928,NA,0.6653,0.4411,0.6173,-0.3681,0.554125,1
AS601245,0.4928,0.4709,0.4454,0.5251,0.7222,-0.339,0.53128,0
Glyburide,0.4919,0.5634,0.4402,0.4723,0.7722,-0.4,0.548,0
BRD-K23657553,0.4919,NA,0.4762,NA,0.4719,-0.3354,0.48,2
NINDS_000152,0.4911,NA,0.4239,0.4816,NA,-0.41,0.4655333333333333,2
Fluticasone Propionate,0.491,0.6567,NA,0.8005,0.6905,-0.4154,0.659675,1
BRD-K41017712,0.4902,NA,0.3434,0.433,NA,-0.3615,0.4222,2
Promazine,0.4901,0.5575,0.4828,0.6776,0.5971,-0.3391,0.56102,0
CHEMBL3188986,0.4891,NA,0.5386,NA,0.3568,-0.3566,0.46149999999999997,2
