compound,azt,los,nib,quine,vir,similarity,meansim,nas
Lexibulin,0.5194,0.4834,0.3884,0.3271,0.4565,-0.3245,0.43496,0
Erlotinib,0.5132,0.5684,0.609,0.4974,0.3678,-0.3258,0.5111600000000001,0
Pinacidil,0.5097,0.4455,NA,0.3579,0.483,-0.322,0.449025,1
Budesonide,0.5094,NA,0.4118,NA,0.4457,-0.324,0.45563333333333333,2
AZ20,0.509,0.5497,0.3766,0.4733,0.4042,-0.3264,0.46255999999999997,0
CHEMBL2139291,0.5038,0.3814,NA,NA,NA,-0.4419,0.4426,3
Dovitinib,0.4997,0.6079,0.6887,0.4998,0.4643,-0.3332,0.55208,0
Tremulacin,0.4912,0.5253,0.4415,0.3793,NA,-0.3581,0.459325,1
Palovarotene,0.4892,0.3527,0.5073,NA,0.3437,-0.343,0.423225,1
PD-0325901,0.4889,0.5972,0.6375,0.4829,0.4665,-0.3218,0.5346,0
Gemcitabine,0.4884,0.504,0.7619,0.4851,0.3425,-0.3216,0.5163800000000001,0
Metaproterenol,0.4862,0.3636,0.3875,NA,NA,-0.3354,0.4124333333333333,2
SCHEMBL16226502,0.4854,0.5405,0.5383,0.5088,0.386,-0.3455,0.4918,0
Pralatrexate,0.4837,0.5272,0.4346,NA,NA,-0.3326,0.48183333333333334,2
Pimobendan,0.4819,NA,NA,0.39,0.3323,-0.3243,0.4014,2
Pracinostat,0.4808,0.7075,0.4567,NA,0.4219,-0.3457,0.516725,1
Cytarabine,0.4796,0.6903,0.5055,NA,0.3337,-0.3805,0.502275,1
761437-28-9,0.4751,0.601,0.4927,0.3417,0.4031,-0.3233,0.46272,0
Raltitrexed,0.4709,NA,0.4852,0.3704,0.3269,-0.3331,0.41335,1
Olaparib,0.4679,0.4636,0.4677,0.4668,0.452,-0.3233,0.4636,0
331771-20-1,0.4676,0.5013,0.6396,0.4704,0.4518,-0.3518,0.50614,0
CX-5461,0.4665,0.4934,0.4132,0.4759,0.3559,-0.3339,0.44098,0
Famciclovir,0.4652,0.3849,NA,0.3274,0.3344,-0.372,0.377975,1
apigenin,0.4649,0.4308,0.4805,0.326,0.3278,-0.3324,0.40599999999999997,0
AZD-1775,0.4643,0.6939,0.5954,0.5172,0.4179,-0.3234,0.53774,0
Saracatinib,0.462,0.4586,0.7734,0.4797,0.4745,-0.3664,0.52964,0
QS-11,0.4603,0.4141,0.3434,0.4899,NA,-0.4637,0.426925,1
vincristine,0.4595,0.3568,0.431,0.3266,0.452,-0.3947,0.40518,0
BRD-K13839830,0.4586,NA,0.5627,NA,NA,-0.3444,0.51065,3
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.4579,0.4527,0.6144,0.4075,0.3406,-0.3277,0.45461999999999997,0
1268524-70-4,0.4549,0.5704,0.4871,0.3419,0.3406,-0.3216,0.43898,0
Primaquine,0.4485,0.4383,0.3288,0.3319,0.3394,-0.4113,0.37738,0
AT 7867,0.4483,0.4634,0.6575,0.4701,0.3747,-0.4757,0.4828,0
SU 11274,0.4454,0.4363,0.6732,0.6282,0.487,-0.3249,0.53402,0
SCHEMBL15556278,0.4446,0.4332,0.3692,0.4368,0.3335,-0.3282,0.40346,0
Sufentanil,0.4409,0.5475,NA,0.4298,NA,-0.3257,0.47273333333333334,2
Palbociclib,0.4365,0.6009,0.7199,0.5385,0.5879,-0.321,0.57674,0
PFI-1,0.4341,0.6922,0.5709,0.464,0.6831,-0.3772,0.56886,0
Mosapride,0.4321,0.4433,0.373,0.438,NA,-0.3511,0.4216,1
CHEMBL1083527,0.4296,0.5902,0.7475,0.6545,0.3846,-0.3661,0.56128,0
SPECTRUM_000403,0.428,0.3457,0.5459,0.3577,NA,-0.3436,0.419325,1
Amuvatinib,0.4271,0.3984,0.6324,0.6937,0.4778,-0.3218,0.52588,0
PHA-793887,0.426,0.6072,0.7789,0.4497,0.3562,-0.3223,0.5236,0
Nandrolone,0.425,0.5208,0.44,0.3982,0.3231,-0.3393,0.42142,0
CHEMBL2360506,0.4238,NA,0.3626,0.4594,0.3845,-0.3742,0.407575,1
TAE-684,0.4216,0.4864,0.7119,0.3985,0.4049,-0.3235,0.48466,0
Toremifene,0.4209,0.4612,0.7291,0.7516,NA,-0.3629,0.5907,1
Thiothixene,0.4205,0.4011,0.8059,0.3771,NA,-0.3314,0.50115,1
SB743921,0.418,NA,0.523,NA,NA,-0.33,0.47050000000000003,3
Valrubicin,0.4143,0.3844,0.4262,0.3731,NA,-0.3235,0.3995,1
SCHEMBL12187882,0.4142,0.6273,NA,0.3599,NA,-0.348,0.46713333333333334,2
PIK 75,0.4131,0.5755,0.4333,0.5575,0.486,-0.4145,0.49308,0
Rebastinib,0.4128,0.5828,0.4941,0.3831,0.4492,-0.3243,0.4644,0
BRD-K60297835,0.4088,0.3677,0.4435,NA,NA,-0.3765,0.4066666666666667,2
RG7388,0.4034,0.4502,0.4316,NA,0.4201,-0.3285,0.42632499999999995,1
Emend,0.4013,NA,0.3683,0.3981,NA,-0.3211,0.3892333333333333,2
Phenoxazine,0.3996,0.396,0.4067,0.3901,0.3303,-0.3262,0.38454,0
Floxuridine,0.3976,0.5592,0.6705,0.3302,0.3514,-0.3773,0.46178,0
CHEMBL3183436,0.3968,0.3624,0.4251,0.4587,0.5206,-0.3238,0.43272,0
Alisertib,0.3953,0.4429,0.5897,0.4633,0.4546,-0.3399,0.46916,0
NCGC00166323-01,0.3938,0.3435,NA,0.4815,NA,-0.332,0.40626666666666666,2
Dinoprost,0.393,0.4265,0.4749,NA,NA,-0.3315,0.43146666666666667,2
Pimasertib,0.3899,0.5861,0.5355,NA,NA,-0.3482,0.5038333333333334,2
CI-1040,0.389,0.6289,0.468,0.3798,0.376,-0.338,0.44834,0
BRD-A31180007,0.3889,NA,NA,0.334,0.3742,-0.3348,0.3657,2
JZL-184,0.3877,0.5611,NA,0.4023,NA,-0.4086,0.4503666666666667,2
Apocynin,0.3863,NA,NA,NA,0.3408,-0.4378,0.36355,3
GSK 525762A,0.3845,0.7826,0.5546,0.4685,0.3452,-0.3306,0.50708,0
PI828,0.3812,0.7437,0.4201,0.3297,0.4173,-0.3426,0.4584,0
pyrvinium-pamoate,0.3811,0.5598,0.7239,0.6336,0.4082,-0.3231,0.54132,0
Sorafenib,0.3794,0.5183,0.3976,0.4888,0.4738,-0.3266,0.45158,0
Mitoxantrone,0.3771,0.628,0.668,0.5168,0.5161,-0.3222,0.5412,0
MLS-0435541.0001,0.3762,NA,0.3213,NA,0.3586,-0.3862,0.3520333333333333,2
"Betamethasone 17,21-dipropionate",0.3726,0.4711,0.4781,0.4616,NA,-0.3777,0.44585,1
AC1MJ3VH,0.3686,0.5944,0.4574,0.3842,NA,-0.3219,0.45115,1
PIK-93,0.3682,NA,0.4482,0.3368,0.4386,-0.3988,0.39795,1
Pilaralisib,0.3679,0.489,0.5683,0.3567,0.3743,-0.4145,0.43124,0
KPT-330,0.365,0.3869,0.446,0.3451,0.357,-0.3354,0.38,0
ZINC28755859,0.363,NA,0.4511,0.3883,NA,-0.3573,0.4008,2
SPECTRUM_001522,0.3621,0.405,0.3955,0.3401,0.3249,-0.3277,0.36552,0
LGX818,0.362,0.6758,0.351,NA,NA,-0.3422,0.4629333333333333,2
Efavirenz,0.3587,0.5315,NA,0.4683,0.3623,-0.3327,0.4302,1
Fluticasone Propionate,0.3576,0.3915,0.466,0.3744,0.3964,-0.3452,0.39718,0
Crizotinib,0.3571,0.4962,0.7153,0.3823,0.3667,-0.3734,0.46352,0
PF-562271,0.3559,0.6629,0.4619,0.4292,0.3959,-0.35,0.46116,0
Quinacrine,0.355,0.7258,0.6958,0.4927,0.4372,-0.3432,0.5413,0
Riluzole,0.3537,0.4075,0.3614,0.3871,NA,-0.373,0.377425,1
BMS-754807,0.3521,0.5351,0.357,0.3801,0.3809,-0.3343,0.40104,0
AZD-8330,0.3504,0.6065,0.5775,0.3475,0.4949,-0.3271,0.47536,0
Amonafide,0.347,0.4375,0.6348,NA,0.4491,-0.3288,0.4671,1
I-BET151,0.3443,0.6167,0.525,0.3909,0.3361,-0.3297,0.4426,0
Pitavastatin Calcium,0.3394,0.4599,0.7364,0.3953,0.3589,-0.329,0.45798,0
Trequinsin,0.3376,NA,0.3754,NA,0.3603,-0.3346,0.3577666666666667,2
CHEMBL2333343,0.3371,NA,0.4013,0.3544,NA,-0.3408,0.3642666666666667,2
Bitopertin,0.3357,NA,NA,0.3814,NA,-0.3982,0.35855000000000004,3
Flunisolide,0.3355,0.4904,0.425,0.4554,0.4436,-0.3345,0.42998000000000003,0
LRRK2-IN-1,0.3353,0.652,0.5957,0.481,0.4314,-0.3411,0.49908,0
PRE-084,0.3349,0.3821,0.3343,NA,0.3919,-0.4459,0.3608,1
Ischemin,0.332,0.4471,NA,0.4134,0.3571,-0.3211,0.38739999999999997,1
Triacsin C,0.3295,0.4173,0.3354,0.4197,NA,-0.339,0.375475,1
CHEMBL2143628,0.3273,0.3415,0.4069,0.4697,0.3622,-0.3711,0.38152,0
NVP-BHG712,0.3253,0.527,0.4354,0.3879,NA,-0.3222,0.4189,1
Resminostat,0.3252,NA,0.3828,NA,NA,-0.4659,0.354,3
Sulmazole,0.3221,0.519,NA,0.3486,0.33,-0.3834,0.379925,1
MLS002729074,0.3217,NA,0.3472,NA,0.3488,-0.3335,0.33923333333333333,2
Carvedilol,0.3214,0.4506,0.6629,0.3619,NA,-0.4437,0.44920000000000004,1
Atorvastatin,0.321,0.4632,0.7531,0.3906,NA,-0.3215,0.481975,1
Minoxidil,0.7924,0.4494,0.3907,0.3717,0.3354,-0.3221,0.46792,0
Indigo Red,0.7538,NA,0.5465,NA,NA,-0.4039,0.65015,3
Ruxolitinib,0.721,0.5338,0.7127,0.3899,0.5923,-0.3308,0.58994,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.7116,0.5591,0.5983,0.6271,0.462,-0.3258,0.59162,0
Wortmannin,0.7072,0.6816,0.7819,0.4976,0.5597,-0.3222,0.6456,0
Vorinostat,0.6973,0.5548,0.604,0.4149,0.5194,-0.3224,0.55808,0
MAYBRIDGE4_003028,0.6956,NA,0.8164,0.3889,NA,-0.4426,0.6336333333333334,2
sirolimus,0.6917,0.472,0.3937,0.3697,0.4105,-0.3296,0.46752,0
Masitinib,0.6904,0.5331,0.7834,0.4744,0.5133,-0.3582,0.59892,0
Triamterene,0.6819,0.4403,0.3655,0.4094,0.3448,-0.3293,0.44838,0
TSU-68,0.6768,0.5838,0.4347,0.4814,0.4303,-0.3414,0.5214,0
Radicicol,0.6767,0.599,0.5939,0.364,0.6132,-0.3459,0.56936,0
NMS-1286937,0.671,NA,0.411,0.3513,0.3313,-0.3216,0.44115,1
STK219801,0.6585,0.674,0.5471,0.4449,0.3707,-0.3419,0.53904,0
TORIN1,0.6576,0.6504,0.3815,0.4426,0.5042,-0.321,0.52726,0
Maprotiline,0.6566,0.3859,0.7639,0.3574,0.3398,-0.3998,0.50072,0
"Ingenol 3,20-dibenzoate",0.6534,0.4487,0.4697,0.4423,0.4583,-0.3382,0.49448,0
SCHEMBL6851809,0.6516,0.4865,NA,0.4461,0.5118,-0.5603,0.524,1
Dactolisib,0.6473,0.6544,0.4377,0.4322,0.6926,-0.3307,0.57284,0
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.6471,0.4444,NA,0.4027,0.3625,-0.3326,0.464175,1
BRD-K65366129-001-02-4,0.6446,0.5281,NA,NA,NA,-0.3507,0.5863499999999999,3
BRD-A43331270-001-01-6,0.6439,0.4167,0.7481,0.5131,0.4083,-0.3931,0.54602,0
XAV 939,0.6382,0.663,0.4262,0.374,NA,-0.3385,0.52535,1
BIIB 021,0.6369,0.5388,0.3947,0.3702,0.3771,-0.3384,0.46354,0
Oxetane,0.6367,0.5925,0.5662,0.3605,0.4125,-0.3629,0.51368,0
3-Methyladenine,0.6322,0.4075,NA,0.5696,NA,-0.3721,0.5364333333333333,2
BRD-A25736793,0.6293,0.7053,NA,0.5928,0.4207,-0.3229,0.587025,1
GSK-2334470,0.6249,0.4981,0.5181,0.4475,0.4344,-0.3344,0.5046,0
Panobinostat,0.6205,0.5273,0.6076,0.6208,0.3431,-0.3233,0.54386,0
F1061-0166,0.615,0.3663,0.598,0.3874,NA,-0.3545,0.491675,1
PX 12,0.6132,0.4148,0.4406,0.4448,NA,-0.3839,0.47835,1
Resveratrol,0.6062,0.5712,0.6155,0.3597,0.4838,-0.3493,0.52728,0
Raloxifene,0.602,0.5161,0.8485,0.454,0.3907,-0.3282,0.56226,0
Calcitriol,0.5999,0.4962,0.4386,0.3407,0.5386,-0.3364,0.4828,0
Tyrphostin AG-1478,0.5945,0.5386,0.499,0.714,0.4084,-0.3486,0.5509,0
AZD-1152-HQPA,0.5891,0.4729,0.501,0.5828,0.4276,-0.3222,0.51468,0
Phorbol 12-myristate-13-acetate,0.5858,0.3642,0.485,0.3426,0.3768,-0.3297,0.43088,0
SUDAHWBOROXANE-UHFFFAOYSA-N,0.5843,0.4232,NA,0.4182,NA,-0.3247,0.47523333333333334,2
"Trichostatin A, Streptomyces Sp.",0.5839,0.6403,0.6576,0.3358,0.5213,-0.3253,0.5477799999999999,0
Foretinib,0.5813,0.5142,0.5858,0.6029,0.3898,-0.3509,0.5347999999999999,0
Gallocatechin Gallate,0.5785,0.4272,0.5422,0.3622,0.3333,-0.3377,0.44868,0
Troglitazone,0.5768,0.4883,0.563,0.6227,0.4511,-0.3398,0.54038,0
Naproxol,0.5756,NA,0.7127,NA,0.3402,-0.4631,0.5428333333333333,2
GSK-1904529A,0.5755,0.5986,0.6661,0.6025,0.3722,-0.3496,0.56298,0
MLN 2238,0.5747,0.4023,0.6461,0.5247,0.4856,-0.3634,0.52668,0
Androstenedone,0.5726,0.4176,0.3537,0.3215,NA,-0.3673,0.41635,1
Ttnpb,0.5721,0.4001,0.3531,0.3838,0.3791,-0.3285,0.41764,0
ASN 05257430,0.5708,0.4246,0.4096,0.3887,NA,-0.3752,0.44842499999999996,1
BX-795,0.569,0.507,0.4533,0.3908,0.4752,-0.3297,0.47906,0
SCHEMBL10061624,0.5667,NA,NA,NA,0.3746,-0.3452,0.47065,3
Vemurafenib,0.5587,0.6064,0.4274,0.3588,0.4396,-0.3408,0.47818,0
UNII-MET7ZRB8Y7,0.5543,0.5435,0.6452,0.4133,0.3227,-0.3676,0.4958,0
Tunicamycin From Streptomyces Sp.,0.5518,0.3359,0.5149,NA,0.45,-0.3775,0.46315,1
Linsitinib,0.551,0.5607,0.4012,0.5233,0.3968,-0.4243,0.4866,0
Tubastatin A,0.5481,0.4109,0.4414,0.3465,NA,-0.3338,0.43672500000000003,1
Doxorubicin,0.5451,0.5472,0.5016,0.5066,0.3223,-0.3216,0.48456000000000005,0
Niclosamide,0.5435,0.596,0.6434,0.5745,0.5378,-0.3242,0.57904,0
Rottlerin,0.5409,0.5727,0.7173,0.3698,0.4579,-0.327,0.53172,0
Sepantronium,0.5401,0.4743,0.6699,0.4881,0.4947,-0.3683,0.53342,0
Tamibarotene,0.5399,0.5064,0.3863,0.4586,0.438,-0.3702,0.46584,0
Brefeldin A,0.5395,NA,0.537,0.3763,0.3801,-0.4006,0.458225,1
Cisapride,0.5393,0.4184,NA,NA,NA,-0.3512,0.47885,3
Cpccoet,0.5372,0.3916,NA,0.542,NA,-0.3936,0.4902666666666667,2
BRD-A24396574-001-01-5,0.5366,0.5408,0.4635,0.4189,0.4799,-0.361,0.48794,0
Pictilisib,0.536,0.653,0.7058,0.3705,0.4137,-0.3434,0.5358,0
CHEMBL2140299,0.5343,0.3704,0.6834,0.3968,NA,-0.3309,0.496225,1
GW843682X,0.5316,0.369,0.448,0.5924,0.4291,-0.3971,0.47402,0
SAN1_003817,0.5312,0.3546,0.4366,NA,NA,-0.3225,0.4408,2
Progesterone,0.5302,0.5083,0.6178,0.4114,0.3504,-0.3317,0.48362,0
BRD-K74316684,0.5298,0.4435,0.4129,NA,NA,-0.3678,0.4620666666666667,2
Diphenyleneiodonium,0.5289,0.3888,NA,NA,0.4729,-0.3684,0.46353333333333335,2
DY131,0.5285,0.3717,0.4747,NA,NA,-0.3616,0.4583,2
SUGA1_016079,0.5275,0.71,0.4138,NA,NA,-0.3499,0.5504333333333333,2
Methotrexate,0.5269,0.523,0.611,NA,0.362,-0.3404,0.505725,1
STK178014,0.5266,0.6012,0.5006,0.5218,0.3846,-0.3247,0.50696,0
STK178014,0.5266,0.6012,0.5006,0.5218,0.3846,-0.3247,0.50696,0
Canertinib,0.5237,0.5894,0.5821,0.3282,0.4252,-0.3397,0.48972,0
Nifedipine,0.5227,0.3335,NA,0.3604,0.4028,-0.3683,0.40485000000000004,1
NUTLIN 3,0.5225,0.3789,0.6027,0.5092,0.3422,-0.3283,0.4711,0
Tosedostat,0.5222,0.45,0.4728,0.494,0.3693,-0.3328,0.46166,0
CHEMBL3188661,0.5189,0.5584,0.4593,0.4053,0.327,-0.3602,0.45378,0
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.5186,0.3802,0.692,0.4451,0.3615,-0.3249,0.47947999999999996,0
Cytochalasin B,0.518,0.3803,0.5021,0.4565,0.4187,-0.3385,0.45512,0
"Methyl-6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",0.517,0.3528,0.3625,0.5776,NA,-0.3426,0.452475,1
Bendroflumethiazide,0.5168,NA,0.6209,0.3721,NA,-0.3826,0.5032666666666666,2
Pevonedistat,0.5152,0.5091,0.6649,0.4303,0.4706,-0.3249,0.51802,0
Busulfan,0.5139,0.4441,NA,0.3546,NA,-0.3632,0.43753333333333333,2
Tozasertib,0.5138,0.5367,0.8335,0.6348,0.6859,-0.3287,0.64094,0
AV-412 (free base),0.5122,0.3385,0.4076,NA,NA,-0.3252,0.4194333333333333,2
CHEMBL2132289,0.5113,0.4057,0.5555,0.519,0.3452,-0.3363,0.46734,0
AC1OCDAW,0.5105,0.6109,0.4092,0.4005,NA,-0.3215,0.482775,1
SMR000075319,0.5091,0.4992,0.788,0.4688,0.3609,-0.4078,0.5252,0
Amitriptyline,0.5075,0.3377,0.8051,0.4668,0.3733,-0.3878,0.49808,0
Danusertib,0.5047,0.4545,0.4861,0.4605,0.3817,-0.3228,0.4575,0
WZ-4-145,0.5033,NA,0.7994,NA,NA,-0.4189,0.65135,3
CCG-208137,0.5025,NA,0.5862,NA,NA,-0.3256,0.54435,3
Syrosingopine,0.5014,0.4092,0.3691,0.4007,NA,-0.372,0.4201,1
SCHEMBL2608041,0.5011,0.4593,0.3699,NA,0.3782,-0.4645,0.427125,1
SPECTRUM2_001084,0.5002,0.6677,0.4691,0.6286,0.4638,-0.3242,0.54588,0
Imatinib,0.5001,0.5449,0.7819,0.4829,NA,-0.3211,0.57745,1
Berberine,0.4997,NA,0.3546,0.3847,NA,-0.4361,0.413,2
NSC95397,0.4984,0.5181,0.4427,0.3904,0.44,-0.4538,0.45792,0
Pyrimethamine,0.4976,0.5686,0.5794,0.4438,0.4017,-0.3314,0.49822,0
WZ 4002,0.4966,0.4335,0.6126,0.3983,0.4297,-0.3447,0.47414,0
Y-39983,0.4958,0.5341,0.4576,0.7595,0.5033,-0.3251,0.55006,0
LY2874455,0.4956,0.4286,0.5411,0.4278,0.4268,-0.374,0.46398,0
SB-216763,0.4951,0.3883,0.5443,0.5516,0.3953,-0.3349,0.47492,0
LY-294002,0.494,0.5361,0.5548,0.8574,0.4571,-0.3272,0.57988,0
Entinostat,0.494,0.5657,0.5541,0.5453,0.3702,-0.3455,0.50586,0
BG-51,0.4935,0.4471,0.5037,0.4064,0.4979,-0.3493,0.46972,0
ITK Inhibitor,0.4903,0.4683,0.7157,0.6228,0.368,-0.4398,0.53302,0
GW620972X,0.4901,0.4578,0.5943,0.3982,0.5082,-0.3462,0.48972,0
CHEMBL2130605,0.4891,0.4406,NA,NA,NA,-0.3219,0.46485,3
NVP-AUY922,0.487,0.7158,0.4216,0.4362,0.4585,-0.3411,0.5038199999999999,0
Tigecycline,0.4869,0.3872,0.4726,0.4233,0.4457,-0.3392,0.44314,0
Sunitinib,0.4867,0.4685,0.6733,0.3498,0.338,-0.3427,0.46326,0
BIX01294,0.486,0.432,0.7816,0.552,0.4237,-0.3338,0.53506,0
Glyburide,0.4847,0.3414,0.3626,NA,0.4072,-0.3628,0.39897499999999997,1
SB-203580,0.4844,0.4962,0.4441,0.3428,0.3911,-0.356,0.43172,0
CHEMBL2131973,0.4844,0.418,0.5445,NA,NA,-0.3259,0.4823,2
Somatostatin,0.4832,0.3445,0.5167,0.3588,0.3643,-0.3338,0.41350000000000003,0
Ursolic acid,0.4811,0.5183,0.7212,0.4645,0.516,-0.3484,0.54022,0
PF431396,0.481,0.6768,0.47,0.4161,0.5037,-0.3921,0.50952,0
AC1Q6JJ5,0.4805,0.5867,0.7464,0.5583,0.3624,-0.3369,0.54686,0
Xanthohumol,0.4792,NA,0.4029,NA,0.3636,-0.3664,0.41523333333333334,2
AC1LUIBL,0.4769,NA,0.3469,0.4585,NA,-0.494,0.42743333333333333,2
Tacedinaline,0.4765,0.5953,0.4508,0.3726,0.4509,-0.3289,0.46922,0
CHEMBL2131985,0.4765,NA,0.4075,0.3737,0.3622,-0.3938,0.404975,1
4LY1,0.4757,0.3739,0.3912,0.3854,NA,-0.3909,0.40655,1
Butein,0.4745,0.3683,NA,0.3757,0.5054,-0.3393,0.430975,1
GSK-1070916,0.4734,0.6193,0.7119,0.6044,0.3781,-0.3536,0.55742,0
AZ628,0.4731,0.6357,0.4018,0.4055,0.4421,-0.3338,0.47164,0
Danazol,0.4702,0.4438,NA,NA,0.345,-0.3491,0.41966666666666663,2
amcinonide,0.4695,0.4956,0.6542,0.4,0.3753,-0.3527,0.47892,0
Pifithrin,0.4669,0.4428,0.4499,0.4035,0.361,-0.3225,0.42482000000000003,0
AS-605240,0.4663,0.6533,0.535,0.5303,0.5997,-0.3329,0.55692,0
AZD4547,0.4662,0.4282,0.8158,0.3567,0.3581,-0.3341,0.485,0
Simvastatin,0.4642,0.3776,0.7076,NA,0.3536,-0.3371,0.47575,1
Moxifloxacin,0.462,NA,0.3392,0.3663,0.33,-0.321,0.374375,1
MLS002222336,0.462,0.4857,NA,NA,0.4508,-0.3349,0.4661666666666667,2
AZD-5438,0.4613,0.7441,0.5711,0.3902,0.3716,-0.3427,0.50766,0
Bosutinib,0.4609,0.4975,0.7404,0.3643,0.3683,-0.3231,0.48628,0
Altrenogest,0.46,0.5402,0.3792,NA,0.3283,-0.381,0.426925,1
313516-66-4,0.4592,NA,0.5446,NA,NA,-0.3459,0.5019,3
BRD-K95985487-001-01-3,0.4586,0.3457,NA,NA,0.3294,-0.3228,0.3779,2
