compound,azt,los,nib,quine,vir,similarity,meansim,nas
Canertinib,0.4013,0.6263,0.528,0.6396,0.845,-0.3397,0.60804,0
Danusertib,0.3982,0.48,0.49370000000000003,0.4055,0.5666,-0.3228,0.4688,0
Panobinostat,0.3972,0.416,0.3585,0.5532,0.832,-0.3233,0.51138,0
Dasatinib,0.3863,0.423,0.4123,0.5973,0.8208,-0.3213,0.52794,0
Fenretinide,0.385,0.629,NA,NA,0.5357,-0.3268,0.5165666666666666,2
Levonorgestrel,0.3841,0.3815,0.3919,0.5416,0.497,-0.3238,0.43922,0
Resveratrol,0.38,0.3436,0.3216,0.4066,0.4892,-0.3493,0.3882,0
AC1LNRY5,0.3769,NA,NA,0.4678,0.4795,-0.3332,0.4414,2
AZ628,0.3765,0.5698,0.3357,0.5784,0.8109,-0.3338,0.53426,0
Entinostat,0.3763,0.6064,0.3951,0.6246,0.7769,-0.3455,0.55586,0
CGP13501,0.3743,NA,NA,NA,0.582,-0.426,0.47814999999999996,3
SMR000075319,0.3741,0.6082,0.4293,0.423,0.6608,-0.4078,0.49908,0
Triacsin C,0.374,0.3903,0.4658,NA,0.5945,-0.339,0.45615,1
Cycloheximide,0.3737,0.3767,0.4416,0.5593,0.4576,-0.3302,0.44178,0
Sepantronium,0.3712,0.471,0.4629,0.4177,0.5372,-0.3683,0.452,0
BI-2536,0.3708,0.526,0.6011,0.3885,0.7139,-0.3241,0.52006,0
LDN 193189,0.3695,0.4284,0.4906,0.5286,0.6626,-0.4436,0.49594,0
Pioglitazone,0.3674,0.3324,NA,NA,0.5533,-0.3611,0.4177,2
BRD-K59805090,0.3662,NA,NA,0.3916,NA,-0.3791,0.3789,3
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.3662,0.3472,0.3378,0.4599,0.6005,-0.3249,0.42232000000000003,0
SPECTRUM2_001084,0.3649,0.4107,0.4926,0.3419,0.4201,-0.3242,0.40604,0
GSK-3 Inhibitor IX,0.3649,0.3843,0.5261,NA,0.5653,-0.322,0.46015,1
GW843682X,0.3633,0.4111,0.4058,0.5938,0.704,-0.3971,0.4956,0
Phorbol 12-myristate-13-acetate,0.363,0.454,0.3429,0.4105,0.6052,-0.3297,0.43512,0
Elliptecine,0.3613,0.4121,NA,NA,0.4535,-0.3369,0.4089666666666667,2
Alectinib,0.3606,0.4403,NA,0.4224,0.7363,-0.3539,0.4899,1
STK178014,0.3601,0.4651,0.4875,0.3382,0.5133,-0.3247,0.43284,0
CHEMBL1673039,0.3594,0.5272,0.507,0.5371,0.7444,-0.3507,0.53502,0
TAE-684,0.3592,0.5001,0.4206,0.5476,0.7517,-0.3235,0.51584,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.3587,0.8911,0.5335,0.7588,0.9261,-0.3258,0.69364,0
Primaquine,0.3576,0.5076,0.4298,NA,0.4932,-0.4113,0.44705,1
Colchicine,0.3556,NA,0.3344,NA,0.4936,-0.3218,0.39453333333333335,2
N-Cyclooctyl-4-methylbenzenesulfonamide,0.3556,NA,NA,0.3322,0.4538,-0.3581,0.38053333333333333,2
F0014-0057,0.3547,NA,NA,0.33,NA,-0.3456,0.34235000000000004,3
CHEMBL2136735,0.3545,0.4145,0.3558,0.4474,0.7816,-0.3315,0.47076,0
SCHEMBL570779,0.3542,0.3417,NA,0.3219,0.5274,-0.3307,0.3863,1
MLN-8054,0.3523,0.4045,0.5225,0.396,0.8743,-0.3466,0.50992,0
HMS2093P09,0.3515,0.3789,NA,0.6073,0.5134,-0.3551,0.462775,1
GW620972X,0.3508,0.3318,0.3274,0.4385,0.794,-0.3462,0.4485,0
Olaparib,0.3506,0.444,0.4704,0.5411,0.6957,-0.3233,0.50036,0
Troglitazone,0.3502,0.4818,NA,0.4856,0.622,-0.3398,0.4849,1
BRD-K93112400,0.3495,NA,NA,0.3534,NA,-0.3561,0.35145,3
CHEMBL2143628,0.3493,0.4331,NA,0.4036,0.4468,-0.3711,0.4082,1
PLX-4720,0.3489,NA,0.3422,0.4621,0.6609,-0.3367,0.453525,1
Decitabine,0.3483,0.3683,NA,0.4424,0.6627,-0.3221,0.45542499999999997,1
AZD-8330,0.3479,0.4117,0.3951,0.4921,0.7256,-0.3271,0.47448,0
Remoxipride,0.3473,0.4768,NA,0.4406,0.5817,-0.4434,0.4616,1
(-)-Tramadol,0.3465,NA,NA,0.4708,0.4791,-0.3223,0.4321333333333333,2
SPECTRUM3_001992,0.3433,0.3251,NA,0.4914,0.5758,-0.3312,0.4339,1
AZD-8055,0.3428,0.3743,0.322,0.509,0.6804,-0.3457,0.4457,0
SCHEMBL3958507,0.3421,0.3559,NA,0.4072,0.6742,-0.3624,0.44485,1
Cpccoet,0.3399,NA,NA,0.3436,NA,-0.3936,0.34175,3
Thiothixene,0.3392,0.3887,0.3302,0.4436,0.6413,-0.3314,0.4286,0
Dorsomorphin,0.3379,NA,0.4061,0.5834,0.5605,-0.3344,0.47197500000000003,1
Carvedilol,0.3378,0.3374,0.3465,0.4615,0.6062,-0.4437,0.41788,0
Estradiol,0.3374,0.3523,0.4722,0.5021,0.5506,-0.3448,0.44292,0
17-DMAG (Alvespimycin) HCl,0.337,0.7474,NA,0.4245,0.5937,-0.3388,0.52565,1
DY131,0.3369,NA,0.4033,0.4668,0.5468,-0.3616,0.43845,1
AMSACRINE,0.3368,NA,0.4011,0.3659,0.4972,-0.3221,0.40025,1
CHEMBL3183436,0.3361,NA,0.5103,0.4466,0.6975,-0.3238,0.497625,1
SCHEMBL13991002,0.3351,0.4654,NA,0.5481,0.649,-0.3313,0.4994,1
Mycophenolate Mofetil,0.3332,NA,NA,0.4606,0.3869,-0.3338,0.3935666666666667,2
Nilotinib,0.3331,0.4066,0.3552,0.4416,0.7514,-0.3442,0.45758,0
Alisertib,0.3322,0.3367,0.3936,0.4446,0.497,-0.3399,0.40082,0
AGK 2,0.3311,0.4147,NA,0.4207,0.5349,-0.3486,0.42535,1
AZD-1152-HQPA,0.3308,0.3668,0.3393,0.5863,0.6667,-0.3222,0.45798,0
"Trichostatin A, Streptomyces Sp.",0.3301,0.6976,0.5121,0.6747,0.8416,-0.3253,0.61122,0
Altrenogest,0.33,0.369,0.4212,0.4883,0.4612,-0.381,0.41394000000000003,0
ITK Inhibitor,0.3296,0.3849,0.348,0.491,0.718,-0.4398,0.4543,0
TSU-68,0.3285,0.4375,0.3236,0.4187,0.5716,-0.3414,0.41598,0
SCHEMBL16226502,0.3284,0.8578,0.545,0.5373,0.5444,-0.3455,0.56258,0
Dovitinib,0.3282,0.4377,0.3493,0.4896,0.6402,-0.3332,0.449,0
COL-3,0.328,NA,0.3263,0.3839,0.5416,-0.3356,0.39495,1
Floxuridine,0.3278,0.4335,NA,0.467,0.6822,-0.3773,0.477625,1
Amuvatinib,0.3266,0.5959,0.4228,0.4224,0.7573,-0.3218,0.505,0
PD-0325901,0.3263,0.5105,0.3981,0.7545,0.8336,-0.3218,0.5646,0
Pictilisib,0.3256,0.3815,NA,0.5658,0.7368,-0.3434,0.502425,1
CHEMBL1612677,0.325,NA,0.3266,NA,NA,-0.3625,0.3258,3
Crizotinib,0.3244,0.5274,0.3948,0.4812,0.6817,-0.3734,0.4819,0
GSK 525762A,0.323,0.541,0.5244,0.5581,0.7207,-0.3306,0.53344,0
Ruxolitinib,0.323,0.356,0.6567,0.4412,0.6864,-0.3308,0.49266,0
AZD-1775,0.3229,0.6127,0.5401,0.6466,0.8283,-0.3234,0.59012,0
17-Hydroxyandrost-4-en-3-one,0.3229,0.4217,0.3223,0.4525,0.5064,-0.329,0.40516,0
BIIB 021,NA,0.8845,NA,0.6006,0.8101,-0.3384,0.7650666666666667,2
AC1O9EM7,NA,0.8635,NA,0.354,NA,-0.4066,0.60875,3
STK219801,NA,0.8342,0.4013,0.4767,0.7208,-0.3419,0.60825,1
Radicicol,NA,0.8056,0.5596,0.4414,0.8309,-0.3459,0.659375,1
Auranofin,NA,0.8014,0.4189,0.4243,NA,-0.4134,0.5482,2
AC1O9BJ3,NA,0.7969,NA,0.4187,0.4283,-0.3618,0.5479666666666667,2
MLS-0435555.0001,NA,0.7845,NA,0.4913,0.82,-0.3316,0.6986,2
Glyburide,NA,0.779,NA,0.6605,NA,-0.3628,0.71975,3
Puromycin,NA,0.752,NA,0.443,NA,-0.3279,0.5975,3
BRD-A24396574-001-01-5,NA,0.7344,0.4253,0.4072,0.771,-0.361,0.5844750000000001,1
CHEMBL2360495,NA,0.7072,NA,0.4215,0.6064,-0.4911,0.5783666666666667,2
Xanthohumol,NA,0.6875,0.4773,0.3703,0.5234,-0.3664,0.514625,1
NCGC00170405-01,NA,0.6785,NA,NA,0.4532,-0.3949,0.56585,3
ST072947,NA,0.6768,0.3743,0.3414,NA,-0.3841,0.46416666666666667,2
AT-7519,NA,0.6571,0.3774,0.4128,0.5702,-0.3362,0.504375,1
NSC95397,NA,0.644,0.5434,0.3634,0.6289,-0.4538,0.544925,1
Pevonedistat,NA,0.6429,NA,0.4109,0.409,-0.3249,0.4876,2
AC1NSOND,NA,0.6415,0.3567,NA,0.4894,-0.3309,0.4958666666666667,2
CCT036477,NA,0.6157,0.3688,NA,NA,-0.3565,0.49225,3
NCGC00170397-01,NA,0.6079,0.4488,NA,NA,-0.3329,0.52835,3
AC1L2X6Z,NA,0.6054,0.3387,NA,0.7983,-0.342,0.5808,2
SCHEMBL6874948,NA,0.5968,0.4034,0.55,0.7026,-0.3355,0.5632,1
F1061-0166,NA,0.586,NA,0.4207,0.4637,-0.3545,0.4901333333333333,2
Cucurbitacin I,NA,0.5838,0.4071,NA,NA,-0.3354,0.49545,3
PF-03758309,NA,0.5785,0.4921,0.6473,0.7463,-0.3215,0.61605,1
SCHEMBL14379041,NA,0.5724,0.3644,NA,0.7266,-0.3426,0.5544666666666667,2
Scoulerine,NA,0.5692,0.4505,NA,NA,-0.3313,0.50985,3
Y-134,NA,0.5669,NA,NA,0.537,-0.3331,0.5519499999999999,3
CBIOL_001848,NA,0.5657,NA,0.407,0.5149,-0.3559,0.4958666666666667,2
ABT-751,NA,0.562,NA,0.4914,0.6751,-0.3296,0.5761666666666667,2
CHEMBL2359798,NA,0.5337,NA,0.3518,0.7235,-0.4024,0.5363333333333333,2
CHEMBL2130568,NA,0.5322,0.4853,0.3476,NA,-0.3234,0.45503333333333335,2
MLS001250347,NA,0.5285,NA,0.3904,0.5021,-0.3325,0.4736666666666667,2
Scriptaid,NA,0.5278,0.387,0.4566,0.588,-0.3273,0.48985,1
TORIN1,NA,0.5276,NA,0.572,0.679,-0.321,0.5928666666666667,2
CHEMBL2141722,NA,0.5237,0.5273,0.3722,NA,-0.323,0.4744,2
16Beta-bromoandrosterone,NA,0.52,NA,0.6066,0.4386,-0.3392,0.5217333333333334,2
MDM2 Inhibitor,NA,0.5148,0.3547,0.3485,NA,-0.399,0.406,2
C24H25CLFN5O3,NA,0.5147,0.5452,0.6388,0.6358,-0.368,0.5836250000000001,1
BRD-K95985487-001-01-3,NA,0.5132,0.33,0.442,0.4765,-0.3228,0.440425,1
"Apitolisib (gdc-0980, rg7422)",NA,0.5044,NA,0.5591,0.7707,-0.3234,0.6114,2
Oprozomib (ONX 0912),NA,0.5001,NA,NA,0.6915,-0.3283,0.5958,3
PHA-767491,NA,0.4984,0.3398,0.3521,0.8751,-0.334,0.51635,1
Diphenyleneiodonium,NA,0.4946,0.3752,0.3716,0.5805,-0.3684,0.45547499999999996,1
R547,NA,0.4899,0.3246,0.3956,0.4524,-0.3223,0.415625,1
BRD-K74316684,NA,0.4897,0.4099,NA,NA,-0.3678,0.4498,3
SU 11274,NA,0.486,0.4081,0.3473,0.6785,-0.3249,0.479975,1
Sunitinib,NA,0.484,0.3444,0.4893,0.7929,-0.3427,0.52765,1
MRE-269,NA,0.4828,0.4191,0.4296,0.4552,-0.3436,0.446675,1
PF-562271,NA,0.4792,0.3464,0.4333,0.7251,-0.35,0.496,1
AC1NWALF,NA,0.478,0.5367,0.3473,0.5716,-0.3276,0.4834,1
VX-11E,NA,0.4766,0.3917,0.406,0.4643,-0.3277,0.43465,1
CGK733,NA,0.4765,NA,0.3532,0.6741,-0.3523,0.5012666666666666,2
Pilaralisib,NA,0.4752,0.3881,0.4563,0.5158,-0.4145,0.45885,1
Butein,NA,0.4749,NA,0.4948,0.4696,-0.3393,0.4797666666666667,2
5-Nitroso-8-cinnolinol,NA,0.4741,0.5035,NA,NA,-0.3477,0.4888,3
"3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",NA,0.4714,0.3699,0.4038,0.5441,-0.3273,0.44730000000000003,1
KUC111774N,NA,0.4699,0.322,0.4375,NA,-0.328,0.4098,2
SCHEMBL15556278,NA,0.4672,0.3292,0.3981,0.6834,-0.3282,0.469475,1
Calmidazolium,NA,0.4661,0.4009,NA,0.4789,-0.3601,0.44863333333333333,2
ML228,NA,0.4656,0.492,NA,NA,-0.4044,0.4788,3
apigenin,NA,0.4644,0.5077,0.3747,0.6304,-0.3324,0.49429999999999996,1
NUTLIN 3,NA,0.4639,0.528,0.4061,NA,-0.3283,0.466,2
PHA-793887,NA,0.4619,0.5372,0.4729,0.6663,-0.3223,0.534575,1
GSK-1904529A,NA,0.4582,0.4519,0.4688,0.8163,-0.3496,0.5488,1
CI-1040,NA,0.4573,0.3688,0.5467,0.5703,-0.338,0.485775,1
Amonafide,NA,0.4572,0.4145,0.6326,0.3969,-0.3288,0.4753,1
Pracinostat,NA,0.4558,0.4303,0.5978,0.7157,-0.3457,0.54990000000000006,1
BRD-K53638321,NA,0.4554,0.3577,0.4526,0.5219,-0.3786,0.4469,1
Devazepide,NA,0.4544,0.3964,0.395,NA,-0.3501,0.4152666666666667,2
Tubastatin A,NA,0.4539,0.4017,0.5509,0.5593,-0.3338,0.49145,1
BRD-A43331270-001-01-6,NA,0.4515,NA,0.5352,0.5964,-0.3931,0.5277000000000001,2
Abexinostat,NA,0.4498,0.3992,0.4493,0.5403,-0.3221,0.45965,1
Bithionol,NA,0.4494,0.4121,0.3723,0.6003,-0.3781,0.458525,1
SCHEMBL2608041,NA,0.4476,0.421,0.4345,0.4992,-0.4645,0.450575,1
Rottlerin,NA,0.4426,0.446,0.5784,0.6447,-0.327,0.527925,1
Memantine,NA,0.4417,0.4548,0.3897,NA,-0.3283,0.4287333333333333,2
Zuclomiphene,NA,0.4362,NA,0.4382,0.6219,-0.3761,0.49876666666666664,2
ZINC28755859,NA,0.4359,NA,0.3695,NA,-0.3573,0.4027,3
Ttnpb,NA,0.4348,0.3413,0.4184,0.5053,-0.3285,0.42495,1
4LY1,NA,0.4318,NA,0.333,0.4876,-0.3909,0.41746666666666665,2
WZ-4-145,NA,0.4304,0.3748,0.4745,0.6559,-0.4189,0.4839,1
PF431396,NA,0.4292,0.4018,0.3888,0.564,-0.3921,0.44594999999999996,1
Isocycloheximide,NA,0.4283,0.4694,0.5647,NA,-0.3482,0.48746666666666666,2
MLS002703102,NA,0.428,0.465,NA,NA,-0.3513,0.4465,3
Camostat Mesilate,NA,0.4276,NA,NA,0.6208,-0.3862,0.5242,3
DOCETAXEL,NA,0.4246,0.4676,NA,NA,-0.3801,0.4461,3
CHEMDIV3_005068,NA,0.4231,NA,NA,0.4463,-0.3318,0.4347,3
Taranabant,NA,0.4229,NA,0.4652,0.5249,-0.4481,0.47100000000000003,2
Osimertinib,NA,0.4171,0.3825,0.3239,0.5965,-0.3582,0.43000000000000005,1
Ethacrynic acid,NA,0.416,0.3378,0.3629,0.4499,-0.342,0.39165,1
CHEMBL2139070,NA,0.4156,0.3703,0.5224,0.5819,-0.4537,0.47255,1
Dabrafenib,NA,0.415,NA,0.5355,0.5926,-0.3247,0.5143666666666666,2
Ammonium Glycyrrhizinate,NA,0.4149,NA,0.5202,NA,-0.3477,0.46755,3
MLS002729057,NA,0.4146,0.4053,0.391,NA,-0.3518,0.40363333333333334,2
Vemurafenib,NA,0.412,0.3737,0.485,0.7686,-0.3408,0.509825,1
L-690330,NA,0.4111,0.378,0.4993,0.5563,-0.3392,0.461175,1
CHEMBL3188661,NA,0.4111,0.3279,0.4424,0.6029,-0.3602,0.446075,1
NCGC00346967-01,NA,0.4086,0.4182,0.3576,0.7232,-0.3245,0.4769,1
AS-605240,NA,0.4073,NA,0.4801,0.7583,-0.3329,0.5485666666666666,2
O-Demethylated Adapalene,NA,0.4064,0.4168,0.6349,0.6335,-0.3238,0.5229,1
BMS-509744,NA,0.4047,0.4786,0.389,0.8121,-0.368,0.5211,1
CHEMBL1716096,NA,0.4024,0.3935,NA,0.46,-0.5637,0.41863333333333336,2
Kolestevan,NA,0.4011,0.3357,NA,0.477,-0.3372,0.4046,2
331771-20-1,NA,0.3988,0.4056,0.5004,0.699,-0.3518,0.50095,1
Mizolastine,NA,0.398,NA,0.325,NA,-0.41,0.36150000000000004,3
MBX-2982,NA,0.3977,NA,0.4533,0.3958,-0.4211,0.41559999999999997,2
Tigecycline,NA,0.3966,NA,0.4134,0.4887,-0.3392,0.4329,2
3-Aminobenzamide,NA,0.3964,NA,0.5208,0.6632,-0.4166,0.5268,2
Quiflapon,NA,0.3942,0.3783,0.5117,0.4979,-0.3244,0.445525,1
Bufalin,NA,0.3939,0.5447,NA,NA,-0.3237,0.46929999999999994,3
BRD-K55827386,NA,0.3933,NA,0.462,0.6107,-0.3219,0.4886666666666667,2
Masitinib,NA,0.3932,0.3753,0.4274,0.8089,-0.3582,0.5012,1
PDK1 Inhibitor,NA,0.3931,NA,0.4561,0.8198,-0.3408,0.5563333333333333,2
PD-198306,NA,0.3913,NA,0.4534,0.6496,-0.3295,0.4981,2
Adapalene,NA,0.39,NA,0.323,NA,-0.3472,0.35650000000000004,3
Doxorubicin,NA,0.3889,0.375,0.4615,0.5114,-0.3216,0.43420000000000003,1
Felodipine,NA,0.3883,NA,0.482,0.4988,-0.3449,0.45636666666666664,2
Oxetane,NA,0.3861,NA,0.3412,0.6608,-0.3629,0.4627,2
Palovarotene,NA,0.3858,NA,0.4315,0.5393,-0.343,0.4522,2
SMP2_000249,NA,0.3842,0.5891,0.3429,0.6271,-0.3392,0.48582499999999995,1
TCB2,NA,0.3823,NA,NA,0.5575,-0.353,0.4699,3
Rhodomyrtoxin B,NA,0.3822,0.3584,NA,0.5945,-0.4461,0.44503333333333334,2
WZ 4002,NA,0.3816,0.3799,0.4938,0.894,-0.3447,0.537325,1
NU-7026,NA,0.3815,NA,0.4952,0.7069,-0.3403,0.5278666666666667,2
CID 27806705,NA,0.3794,NA,0.466,0.5203,-0.3335,0.4552333333333333,2
SPECTRUM_000403,NA,0.379,0.3964,0.4647,0.6429,-0.3436,0.47075,1
Pifithrin,NA,0.3762,0.3972,0.6284,0.6174,-0.3225,0.5047999999999999,1
CHEMBL2057940,NA,0.3743,NA,NA,0.4781,-0.4083,0.4262,3
