compound,avg,sdev,slog10,slog2
U-0126,0.460528125,0.049246319445402725,1.3076262221061148,4.343840284825725
UNC 669,0.4589260416666667,0.0558038730801371,1.2533356577119126,4.163490933677333
Vandetanib,0.5102741666666667,0.07750133074638346,1.11069084032144,3.6896351071978444
Vemurafenib,0.543334375,0.06086903208866322,1.2156036041430764,4.038147764849222
Vorinostat,0.593263125,0.06619967592375896,1.1791441366157034,3.9170320353454073
VX-745,0.5227085416666667,0.045962012501677564,1.3376009634642108,4.443414220280165
Withaferin A,0.5664339583333333,0.03464506872921431,1.4603585727722257,4.851206171501667
Wortmannin,0.607270625,0.056569611632641244,1.2474168028112935,4.143828923293405
WZ 4002,0.53987,0.05852915885021998,1.2326277172890812,4.094700644599476
WZ3105,0.48258520833333335,0.0708126115372691,1.1498893887327593,3.8198498664442084
XAV 939,0.48896229166666666,0.04071456213434778,1.390250231475568,4.618311302862349
Y-26763,0.4374558333333333,0.043361607286953006,1.3628946281551562,4.5274379556396775
Y-39983,0.5401297916666666,0.017463938410097163,1.7578578089183692,5.839477242263071
ZSTK 474,0.52387125,0.04651018857273562,1.332451899664306,4.426309400580895
