compound,azt,los,nib,quine,vir,similarity,meansim,nas
Picotamide,0.6037,0.5666,NA,0.36870000000000003,NA,-0.4257,0.513,2
testosterone,0.6,NA,NA,0.383,NA,-0.3775,0.4915,3
Xaliproden,0.5999,0.3816,NA,NA,0.3491,-0.4147,0.44353333333333333,2
FLUDARABINE PHOSPHATE,0.5992,NA,NA,0.3377,NA,-0.4972,0.46845,3
Evodiamine,0.5986,0.3632,0.4183,0.5019,0.3872,-0.4912,0.45384,0
CHEMBL585951,0.5973,0.6402,0.4386,0.4965,0.3665,-0.418,0.50782,0
Parbendazole,0.5968,0.4187,0.4534,0.5469,NA,-0.4222,0.50395,1
Dasatinib,0.5965,0.6219,0.6079,0.499,0.4774,-0.3219,0.56054,0
AZD3514,0.5958,0.5085,0.3477,0.3855,0.3468,-0.3268,0.43685999999999997,0
Purmorphamine,0.5933,0.4461,NA,0.3512,NA,-0.5238,0.46353333333333335,2
Luliconazole,0.592,NA,0.5931,NA,NA,-0.4644,0.5925499999999999,3
NS1619,0.5908,NA,NA,NA,0.3637,-0.4197,0.47725,3
Nemonapride,0.5894,0.4277,NA,0.5021,NA,-0.4227,0.5064,2
Elesclomol,0.5884,0.5002,0.4032,0.3403,0.5251,-0.5984,0.47144,0
Ulipristal,0.5877,0.4351,0.348,NA,NA,-0.5307,0.4569333333333333,2
OSI-906 (Linsitinib),0.5856,0.3459,NA,NA,0.3821,-0.3247,0.4378666666666667,2
CAY10618,0.5855,0.3564,0.663,0.7021,NA,-0.3581,0.57675,1
T 98475,0.5839,0.3907,0.8301,NA,NA,-0.427,0.6015666666666666,2
AGK 2,0.5823,0.4684,0.3444,0.5425,0.3822,-0.4132,0.46396,0
FK888,0.5778,0.391,0.7837,0.3362,0.4259,-0.5201,0.50292,0
Pindolol,0.573,0.4228,0.3224,0.404,0.3373,-0.4649,0.4119,0
SCHEMBL16980224,0.5729,0.5143,0.6014,0.709,0.4049,-0.3547,0.5605,0
Tandutinib,0.5723,0.4264,0.7782,NA,0.4059,-0.4956,0.5457,1
Decitabine,0.5704,0.609,0.3525,0.4215,0.4018,-0.4007,0.47104,0
MY 5445,0.5682,0.515,0.3587,0.3819,NA,-0.4256,0.45595,1
L-Sulforaphane,0.5609,0.4599,0.6744,0.4456,0.4046,-0.4433,0.50908,0
Pifithrin MU,0.5604,0.3448,0.3721,0.4075,NA,-0.3812,0.4212,1
BRD-K00144236,0.5598,NA,0.6129,NA,0.3278,-0.5087,0.5001666666666666,2
CDK9 Inhibitor,0.5596,0.4842,0.3931,0.3841,0.3838,-0.4118,0.44096,0
Gefitinib,0.559,0.6054,0.7367,0.5293,0.4194,-0.331,0.56996,0
Quizartinib,0.5588,0.5668,0.6319,0.4758,0.3584,-0.4031,0.51834,0
GSK 1059615,0.5583,0.6248,0.4333,0.5747,0.5498,-0.3224,0.54818,0
Regorafenib,0.5571,0.5967,0.462,0.4504,0.385,-0.3271,0.49024,0
Tetrahydrouridine,0.5537,0.3955,NA,0.5292,0.3876,-0.4286,0.4665,1
GSK-461364,0.5523,0.4156,0.7627,0.5035,0.3651,-0.3321,0.51984,0
KW-2449,0.5508,0.5914,0.5525,0.5188,0.3358,-0.323,0.50986,0
Thioridazine,0.5483,0.4788,0.8069,0.4405,0.3588,-0.3781,0.52666,0
Pimecrolimus,0.5463,0.5001,0.3278,NA,0.4434,-0.4503,0.4544,1
Cinaciguat,0.5453,0.3906,0.3802,NA,0.3399,-0.485,0.414,1
TWS 119,0.5444,0.5737,0.5887,0.4345,0.4319,-0.4093,0.51464,0
Azacitidine,0.5436,0.4616,0.4856,0.5699,0.4016,-0.3218,0.49246,0
3-Deazaadenosine,0.5434,NA,NA,0.5391,NA,-0.4099,0.54125,3
Merbarone,0.543,NA,NA,0.3978,NA,-0.462,0.47040000000000004,3
N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,0.5409,0.4417,NA,0.3403,NA,-0.4599,0.4409666666666667,2
Ethacrynic acid,0.5403,0.5508,0.3716,0.4936,0.3759,-0.3425,0.46643999999999997,0
AO-081/15245014,0.5387,NA,0.5549,NA,NA,-0.5511,0.5468,3
Menadione,0.5385,0.3843,0.5665,0.5011,0.4143,-0.3254,0.48094,0
Infigratinib,0.5382,0.5362,0.4834,0.4938,0.5097,-0.3479,0.51226,0
Nimodipine,0.5381,0.4865,0.4923,0.7214,NA,-0.4127,0.559575,1
CEPHARANTHINE,0.5376,0.4095,0.7641,NA,NA,-0.4555,0.5704,2
Ibudilast,0.5354,0.5839,NA,NA,0.3396,-0.3543,0.4863,2
ML7,0.5351,0.4252,0.6359,NA,NA,-0.4507,0.5320666666666667,2
Sertraline HCl,0.5345,0.4628,0.8151,NA,NA,-0.4361,0.6041333333333333,2
3-(4-Pyridyl)indole,0.5345,0.3347,0.3637,0.4137,0.3837,-0.3922,0.40606,0
Novobiocin,0.5323,0.4856,NA,0.7254,NA,-0.4152,0.5811,2
Avagacestat (BMS-708163),0.5318,0.4244,NA,0.3699,NA,-0.4226,0.44203333333333333,2
AT-9283,0.5311,0.5185,0.4682,0.435,0.3349,-0.3428,0.45754,0
Austricin,0.5304,NA,0.3722,0.3955,NA,-0.4819,0.4327,2
AZD2014,0.5301,0.5443,0.424,NA,0.5314,-0.333,0.50745,1
BRD-K18059480,0.5288,0.4445,NA,NA,NA,-0.4923,0.48665,3
XL335,0.5285,0.3306,NA,NA,NA,-0.4379,0.42955,3
Fluperlapine,0.5266,0.4392,0.381,NA,NA,-0.521,0.4489333333333333,2
BRD-K23657553,0.5212,NA,0.7382,0.3881,0.3343,-0.3354,0.49545,1
Dorsomorphin,0.5206,0.6055,0.508,0.624,0.3422,-0.3367,0.52006,0
BRD-A68202111,0.5199,0.3962,0.5659,NA,NA,-0.4373,0.494,2
Lexibulin,0.5194,0.4834,0.3884,0.3271,0.4565,-0.3346,0.43496,0
KUC104227,0.5191,0.336,NA,0.3986,NA,-0.3294,0.4179,2
SCHEMBL17497626,0.5191,0.4179,0.3987,0.6719,NA,-0.3251,0.5019,1
Tolbutamide,0.5189,0.3409,NA,NA,NA,-0.4484,0.4299,3
Gatifloxacin,0.5171,0.5233,NA,0.4079,0.348,-0.4559,0.449075,1
Gatifloxacin,0.5171,0.5233,NA,0.4079,0.348,-0.4559,0.449075,1
Quisinostat,0.5141,0.3857,0.603,0.5519,NA,-0.3321,0.513675,1
Erlotinib,0.5132,0.5684,0.609,0.4974,0.3678,-0.3339,0.5111600000000001,0
BAS 00631343,0.5131,0.5863,0.773,0.4357,NA,-0.5046,0.577025,1
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.5129,0.3686,0.5324,0.4256,0.4106,-0.3315,0.45002,0
Tyrphostin 1,0.5102,0.4837,NA,0.4647,0.3497,-0.4201,0.452075,1
Pinacidil,0.5097,0.4455,NA,0.3579,0.483,-0.5332,0.449025,1
Budesonide,0.5094,NA,0.4118,NA,0.4457,-0.5277,0.45563333333333333,2
AZ20,0.509,0.5497,0.3766,0.4733,0.4042,-0.3367,0.46255999999999997,0
Irsogladine,0.5077,0.379,NA,0.3256,NA,-0.6002,0.4041,2
PF-04457845,0.5042,NA,0.3565,NA,0.5195,-0.3384,0.4600666666666666,2
CHEMBL2139291,0.5038,0.3814,NA,NA,NA,-0.36870000000000003,0.4426,3
KN 62,0.5037,0.4632,0.7667,NA,NA,-0.5561,0.5778666666666668,2
Selamectin,0.5034,0.449,0.4597,0.47,0.4072,-0.3332,0.45786,0
Dienestrol,0.5015,0.4034,NA,NA,0.4176,-0.4104,0.4408333333333333,2
Dovitinib,0.4997,0.6079,0.6887,0.4998,0.4643,-0.3325,0.55208,0
Mebendazole,0.4981,0.4725,0.5518,0.6337,0.3501,-0.4143,0.50124,0
Carbamazepine,0.4974,0.4271,0.4193,0.7494,0.3298,-0.3693,0.4846,0
Ricolinostat,0.4973,0.5043,0.3557,NA,0.4697,-0.3224,0.45675,1
Cytisine,0.4942,0.485,NA,0.3859,NA,-0.4823,0.45503333333333335,2
GANT58,0.4939,0.4483,0.3767,NA,NA,-0.4128,0.4396333333333333,2
Macitentan,0.4936,0.4633,0.4155,0.4885,0.3256,-0.4099,0.43729999999999997,0
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.4932,0.4159,0.3867,NA,NA,-0.4107,0.43193333333333334,2
Tremulacin,0.4912,0.5253,0.4415,0.3793,NA,-0.3951,0.459325,1
INOSITOL,0.4894,0.5196,NA,0.411,NA,-0.4769,0.47333333333333333,2
BSPBIO_001592,0.4891,0.396,NA,0.4138,NA,-0.5104,0.43296666666666667,2
APIXABAN,0.489,NA,0.3503,NA,NA,-0.7545,0.41964999999999997,3
PD-0325901,0.4889,0.5972,0.6375,0.4829,0.4665,-0.3216,0.5346,0
Gemcitabine,0.4884,0.504,0.7619,0.4851,0.3425,-0.3305,0.5163800000000001,0
BRD-K74842589,0.4883,0.3698,0.5889,0.3422,NA,-0.5111,0.44730000000000003,1
CHEMBL3400875,0.488,0.3573,NA,0.5642,NA,-0.4694,0.4698333333333333,2
CHEMBL3188944,0.4879,0.4248,0.3602,NA,NA,-0.4344,0.4243,2
Metaproterenol,0.4862,0.3636,0.3875,NA,NA,-0.3299,0.4124333333333333,2
SCHEMBL17498001,0.4861,NA,0.3479,NA,0.3902,-0.434,0.40806666666666663,2
SCHEMBL16226502,0.4854,0.5405,0.5383,0.5088,0.386,-0.3362,0.4918,0
Pralatrexate,0.4837,0.5272,0.4346,NA,NA,-0.3255,0.48183333333333334,2
SU14813,0.4831,0.3386,0.3656,0.3243,NA,-0.3422,0.3779,1
Erythromycin Ethylsuccinate,0.4825,0.4172,0.396,0.4374,0.3952,-0.4098,0.42566,0
atorvastatin,0.482,0.5185,0.7288,0.3691,NA,-0.4674,0.5246,1
Pimobendan,0.4819,NA,NA,0.39,0.3323,-0.442,0.4014,2
Teicoplanin,0.4809,NA,0.4487,NA,NA,-0.4669,0.4648,3
Pracinostat,0.4808,0.7075,0.4567,NA,0.4219,-0.3235,0.516725,1
PSI-7977,0.4805,NA,0.4497,NA,0.3386,-0.4551,0.42293333333333333,2
sn-Glycero-3-phosphocholine,0.4801,0.3813,0.366,0.386,NA,-0.4171,0.40335,1
Podofilox,0.4797,0.4727,0.4358,0.3714,NA,-0.3366,0.4399,1
Cytarabine,0.4796,0.6903,0.5055,NA,0.3337,-0.4513,0.502275,1
Tizanidine,0.4778,0.459,0.3824,NA,0.352,-0.4095,0.4178,1
CI-966,0.4774,0.3686,NA,NA,NA,-0.4524,0.423,3
IN1541,0.4761,0.3477,NA,0.6767,NA,-0.5747,0.5001666666666666,2
GSK1292263,0.476,0.3619,0.6514,NA,NA,-0.543,0.49643333333333334,2
Linoleoylethanolamide,0.4758,NA,0.3599,0.3502,NA,-0.4475,0.3953,2
CHEMBL2361430,0.4755,0.3985,NA,0.3791,0.3464,-0.5549,0.399875,1
761437-28-9,0.4751,0.601,0.4927,0.3417,0.4031,-0.3365,0.46272,0
AC1NXRFO,0.4738,0.5158,0.4598,0.534,0.3333,-0.3392,0.46334000000000003,0
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.4725,0.6491,0.3936,0.5873,0.328,-0.3506,0.48610000000000003,0
BRD-A69951442-001-01-3,0.472,0.5332,0.4083,0.3546,0.3931,-0.4212,0.43224,0
SCHEMBL6468298,0.4719,0.336,NA,NA,NA,-0.4512,0.40395000000000003,3
Raltitrexed,0.4709,NA,0.4852,0.3704,0.3269,-0.333,0.41335,1
Felbamate,0.4701,NA,NA,0.4713,NA,-0.4252,0.4707,3
AC1MSUFC,0.4685,0.4407,0.7524,NA,NA,-0.6245,0.5538666666666666,2
Enzalutamide,0.4685,0.3353,0.3515,0.7046,NA,-0.4132,0.464975,1
Olaparib,0.4679,0.4636,0.4677,0.4668,0.452,-0.3217,0.4636,0
331771-20-1,0.4676,0.5013,0.6396,0.4704,0.4518,-0.3414,0.50614,0
SRT-1720,0.4674,0.4105,0.6423,0.3726,NA,-0.4603,0.47319999999999995,1
CX-5461,0.4665,0.4934,0.4132,0.4759,0.3559,-0.3668,0.44098,0
Famciclovir,0.4652,0.3849,NA,0.3274,0.3344,-0.4224,0.377975,1
apigenin,0.4649,0.4308,0.4805,0.326,0.3278,-0.3244,0.40599999999999997,0
AZD-1775,0.4643,0.6939,0.5954,0.5172,0.4179,-0.3213,0.53774,0
Terbinafine,0.4626,0.3897,0.4256,0.3214,NA,-0.4091,0.399825,1
Saracatinib,0.462,0.4586,0.7734,0.4797,0.4745,-0.3392,0.52964,0
Nelarabine,0.4614,0.4339,NA,0.3266,0.3502,-0.3913,0.393025,1
METERGOLINE,0.4613,0.5021,0.8278,0.4516,NA,-0.4175,0.5607,1
QS-11,0.4603,0.4141,0.3434,0.4899,NA,-0.3393,0.426925,1
vincristine,0.4595,0.3568,0.431,0.3266,0.452,-0.4854,0.40518,0
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.4579,0.4527,0.6144,0.4075,0.3406,-0.3408,0.45461999999999997,0
Medroxyprogesterone,0.4578,0.4281,0.3957,NA,0.3235,-0.36870000000000003,0.401275,1
Diclofensine (hydrochloride),0.4575,NA,0.6882,NA,NA,-0.3674,0.5728500000000001,3
MLS003221407,0.4565,0.4455,0.6469,NA,NA,-0.4302,0.5163,2
CGS 20625,0.4562,0.4251,NA,0.3979,0.4211,-0.3507,0.425075,1
Levetiracetam,0.4556,NA,NA,0.3361,NA,-0.4308,0.39585000000000004,3
Mocetinostat,0.4556,0.5552,0.5312,0.4028,0.4661,-0.3375,0.48218,0
CHEMBL179288,0.4549,0.4789,0.6404,0.3563,0.3749,-0.3407,0.46108,0
1268524-70-4,0.4549,0.5704,0.4871,0.3419,0.3406,-0.3327,0.43898,0
BIO2_000029,0.4546,0.3882,0.713,0.3732,NA,-0.3961,0.48224999999999996,1
Venlafaxine,0.4543,0.4121,NA,0.4865,0.3533,-0.4499,0.42655,1
BRD-K94544211,0.4522,0.4432,0.3213,NA,0.3257,-0.4114,0.3856,1
CP466722,0.4516,0.6182,0.4066,0.4644,0.437,-0.3458,0.47556,0
Alvocidib,0.4513,0.6883,0.5178,0.4593,0.3936,-0.3251,0.50206,0
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.4512,0.394,0.7098,0.4195,NA,-0.3292,0.493625,1
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.4506,0.3422,NA,NA,NA,-0.4597,0.3964,3
SU-11652,0.4498,0.6329,0.6449,0.4884,0.3515,-0.3253,0.5135,0
Pelitinib,0.4497,0.5348,0.6221,0.3338,0.4109,-0.3266,0.47026,0
CHEMBL1242477,0.4497,0.7248,0.3988,0.5026,0.3553,-0.3307,0.48624,0
Vandetanib,0.4492,0.4777,0.7534,0.5254,0.437,-0.3338,0.52854,0
Primaquine,0.4485,0.4383,0.3288,0.3319,0.3394,-0.3353,0.37738,0
SKF-83959,0.4483,0.5535,NA,0.4377,NA,-0.7335,0.47983333333333333,2
AT 7867,0.4483,0.4634,0.6575,0.4701,0.3747,-0.3218,0.4828,0
"1-(2,6-Dichlorobenzylideneamino)guanidine",0.4475,0.4107,0.491,0.5102,NA,-0.3589,0.46485,1
Prosteride,0.4471,0.4452,NA,0.3514,NA,-0.5442,0.41456666666666664,2
MLS002699913,0.4458,0.3937,0.3774,0.3387,NA,-0.4847,0.3889,1
SU 11274,0.4454,0.4363,0.6732,0.6282,0.487,-0.3343,0.53402,0
"SIN-1, Hydrochloride",0.4451,0.5552,NA,0.5082,NA,-0.4243,0.5028333333333334,2
SCHEMBL15556278,0.4446,0.4332,0.3692,0.4368,0.3335,-0.4237,0.40346,0
Dapsone,0.4444,0.487,NA,NA,NA,-0.4384,0.4657,3
4L7B,0.4443,0.4783,0.3619,NA,NA,-0.321,0.42816666666666664,2
Olmesartan Medoxomil,0.4442,0.4817,0.5756,0.4947,NA,-0.4697,0.49905,1
GAP-134 (Hydrochloride),0.444,0.3745,NA,NA,NA,-0.5079,0.40925,3
YM 201636,0.4438,0.4986,0.7509,0.4557,0.3615,-0.3385,0.5021,0
Lisinopril,0.4437,0.6038,NA,0.3458,NA,-0.4287,0.4644333333333333,2
Sufentanil,0.4409,0.5475,NA,0.4298,NA,-0.4144,0.47273333333333334,2
852475-26-4,0.4409,0.408,0.4471,0.3439,NA,-0.4136,0.409975,1
BTS 54-505 hydrochloride,0.4401,NA,0.4005,NA,NA,-0.4867,0.4203,3
SCHEMBL17378613,0.4398,0.5034,0.7283,0.364,0.4552,-0.3945,0.49813999999999997,0
N-Methyltropan-3-yl 2-(4-bromophenyl)propionate,0.4383,0.346,NA,NA,NA,-0.5208,0.39215,3
SPECTRUM_001319,0.4371,0.4036,NA,0.3675,NA,-0.5054,0.40273333333333333,2
Beta CCP,0.4368,0.412,NA,NA,NA,-0.5161,0.4244,3
Palbociclib,0.4365,0.6009,0.7199,0.5385,0.5879,-0.321,0.57674,0
Econazole,0.4362,0.4279,0.5939,NA,NA,-0.4879,0.486,2
Clenbuterol,0.4352,0.3358,NA,0.3316,NA,-0.4768,0.3675333333333333,2
Fluphenazine,0.4344,0.4168,0.7958,0.3276,NA,-0.3658,0.49365,1
PFI-1,0.4341,0.6922,0.5709,0.464,0.6831,-0.333,0.56886,0
Mosapride,0.4321,0.4433,0.373,0.438,NA,-0.3339,0.4216,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.4304,0.5871,0.5229,0.4945,0.4189,-0.3548,0.49076,0
"ICI-199,441",0.4298,0.3664,0.7141,NA,NA,-0.3816,0.5034333333333333,2
CHEMBL1083527,0.4296,0.5902,0.7475,0.6545,0.3846,-0.4109,0.56128,0
PD 102807,0.4295,0.5297,0.6698,NA,0.441,-0.3362,0.5175,1
SCHEMBL11184005,0.4294,NA,NA,0.3343,NA,-0.5761,0.38185,3
TGX-115,0.4293,0.4321,0.499,NA,0.3976,-0.3298,0.4395,1
SPECTRUM_000403,0.428,0.3457,0.5459,0.3577,NA,-0.3939,0.419325,1
Apigenin Triacetate,0.4278,0.4659,NA,NA,NA,-0.445,0.44684999999999997,3
BRD-K65404805-001-01-6,0.4273,0.3894,NA,NA,NA,-0.5215,0.40835,3
Amuvatinib,0.4271,0.3984,0.6324,0.6937,0.4778,-0.3301,0.52588,0
Neratinib,0.4262,0.6172,0.7488,0.5054,0.369,-0.3294,0.53332,0
PHA-793887,0.426,0.6072,0.7789,0.4497,0.3562,-0.3216,0.5236,0
Flumatinib (mesylate),0.4256,0.4633,0.7343,NA,NA,-0.4213,0.5410666666666666,2
Dilazep,0.4254,0.4133,0.7931,0.4772,0.3297,-0.3293,0.48774,0
triptolide,0.4252,NA,0.4785,0.3445,0.3596,-0.3434,0.40195,1
Nandrolone,0.425,0.5208,0.44,0.3982,0.3231,-0.3815,0.42142,0
Cabergoline,0.4241,NA,NA,0.4105,NA,-0.3611,0.4173,3
CHEMBL2360506,0.4238,NA,0.3626,0.4594,0.3845,-0.3593,0.407575,1
