compound,azt,los,nib,quine,vir,similarity,meansim,nas
Vemurafenib,0.5841,0.6189,0.5161,0.5964,0.4434,-0.3408,0.55178,0
Raloxifene,0.5772,0.4276,0.5219,0.6093,0.4085,-0.3282,0.5089,0
SCHEMBL570779,0.5767,0.4456,0.7241,0.6255,0.4902,-0.3307,0.5724199999999999,0
Gemcitabine,0.5757,0.5379,0.5624,0.5334,0.4233,-0.3216,0.52654,0
Diphenidol,0.5721,0.3458,NA,0.6842,0.4811,-0.3586,0.5208,1
CHEMBL2132289,0.5696,0.5465,NA,0.6535,0.5735,-0.3363,0.5857749999999999,1
SCHEMBL14379041,0.5674,0.3863,NA,0.5148,0.4364,-0.3426,0.476225,1
Ammonium Glycyrrhizinate,0.5635,NA,0.5297,0.5338,0.5366,-0.3477,0.5408999999999999,1
Tozasertib,0.5631,0.4909,0.6,0.7502,0.476,-0.3287,0.57604,0
Nebivolol,0.5534,0.5137,0.3854,NA,0.3625,-0.3593,0.45375,1
179324-69-7,0.5489,0.4545,0.6216,0.5886,0.6286,-0.3293,0.5684400000000001,0
Erlotinib,0.5488,0.579,0.4509,0.695,0.5583,-0.3258,0.5664,0
CI-1040,0.5449,0.429,0.4906,0.6388,0.3968,-0.338,0.50002,0
AC1L2X6Z,0.5429,NA,0.3578,0.5857,0.4141,-0.342,0.475125,1
GSK-1070916,0.5426,0.5175,0.5624,0.7505,0.4944,-0.3536,0.57348,0
Canertinib,0.5377,0.3962,0.5469,0.6661,0.4984,-0.3397,0.52906,0
Sorafenib,0.5367,0.4801,0.5174,0.6423,0.5381,-0.3266,0.54292,0
BIX01294,0.5337,0.3822,0.4434,0.5153,0.4871,-0.3338,0.47234,0
Pracinostat,0.5332,0.442,0.3491,0.576,0.4166,-0.3457,0.46338,0
WZ 4002,0.5319,0.4099,0.4628,0.8379,0.5039,-0.3447,0.54928,0
BRD-A43331270-001-01-6,0.531,0.3492,0.4336,0.4322,NA,-0.3931,0.4365,1
Dacomitinib,0.5285,0.4672,0.3436,0.5696,0.4868,-0.3337,0.47914,0
BRD-K01335708,0.5232,0.3335,0.4203,0.42,0.3987,-0.3399,0.41914,0
AV-412 (free base),0.5206,0.34,0.3704,0.5876,0.5292,-0.3252,0.46956,0
Floxuridine,0.5203,NA,0.5769,0.4215,0.5311,-0.3773,0.51245,1
Infigratinib,0.5177,0.4661,0.433,0.8302,0.542,-0.3269,0.5578000000000001,0
Berberine,0.514,NA,0.679,0.454,0.4437,-0.4361,0.522675,1
Fenretinide,0.5139,0.4522,0.3741,0.4638,0.3944,-0.3268,0.43968,0
Toremifene,0.5129,0.3358,0.6252,0.5586,0.4548,-0.3629,0.49746,0
Alprostadil,0.5122,0.3791,0.5901,0.49370000000000003,0.4968,-0.4306,0.49438,0
Pictilisib,0.5101,0.4886,0.4432,0.6245,0.3931,-0.3434,0.4919,0
CHEMBL2133926,0.5056,NA,0.366,NA,0.4442,-0.4011,0.4386,2
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5056,0.592,0.6381,0.7391,0.5588,-0.3258,0.60672,0
Bazedoxifene HCl,0.5025,0.5705,0.4827,0.46,0.4658,-0.3623,0.4963,0
Troglitazone,0.5018,0.431,0.3488,0.553,0.4933,-0.3398,0.46558,0
Abexinostat,0.4993,0.3397,NA,0.4945,NA,-0.3221,0.4445,2
Aurora A Inhibitor I,0.4988,0.6239,0.392,0.5944,0.5638,-0.3672,0.53458,0
"Trichostatin A, Streptomyces Sp.",0.4969,0.5391,0.4574,0.4603,0.4159,-0.3253,0.47392,0
BRD-K01425431,0.4938,0.4968,0.4653,0.5389,0.5747,-0.3382,0.5139,0
Y-134,0.4924,0.3918,NA,NA,NA,-0.3331,0.4421,3
Devazepide,0.4921,NA,NA,NA,0.3689,-0.3501,0.4305,3
UNC0638,0.4916,0.4289,0.4399,0.5974,0.4474,-0.3437,0.48104,0
Selumetinib,0.4906,0.6056,0.4838,0.645,0.4336,-0.3281,0.53172,0
Radicicol,0.489,0.4603,0.6244,0.5685,0.4615,-0.3459,0.52074,0
Pevonedistat,0.4885,0.4177,0.4001,0.5206,0.6311,-0.3249,0.4916,0
Dabrafenib,0.4845,0.5359,0.5973,0.7514,0.4496,-0.3247,0.56374,0
"Forskolin, NKH477",0.4808,0.4204,0.5706,0.4685,0.4017,-0.3932,0.4684,0
Palbociclib,0.4804,0.6873,0.3919,0.7749,0.4398,-0.321,0.55486,0
Ornidazole,0.479,0.4393,0.6148,0.5851,0.6404,-0.4561,0.55172,0
TAE-684,0.4788,0.4219,0.5537,0.5708,0.5435,-0.3235,0.51374,0
TAE-684,0.4788,0.4219,0.5537,0.5708,0.5435,-0.3235,0.51374,0
AZD4547,0.4774,0.4206,0.4478,0.6887,0.4935,-0.3341,0.5055999999999999,0
MDM2 Inhibitor,0.4772,0.3793,NA,0.5412,0.5044,-0.399,0.475525,1
C21H27N7O3,0.4759,0.4636,0.4597,0.6392,0.5317,-0.3433,0.51402,0
CBIOL_001848,0.4751,NA,0.4982,NA,0.3877,-0.3559,0.45366666666666666,2
Butein,0.475,0.3247,0.5793,0.4489,0.3936,-0.3393,0.44430000000000003,0
SCHEMBL6874948,0.4726,0.3939,0.4545,0.7103,0.5875,-0.3355,0.52376,0
BRD-K74316684,0.4724,NA,NA,0.4459,0.3981,-0.3678,0.4388,2
AC1LUIBL,0.4721,0.396,0.4282,NA,NA,-0.494,0.43210000000000004,2
Thiothixene,0.4713,0.4081,0.3384,0.6463,0.4385,-0.3314,0.46052,0
Apocynin,0.4709,0.4162,0.3294,0.4999,NA,-0.4378,0.42910000000000004,1
UNII-MET7ZRB8Y7,0.4706,0.3507,0.3869,0.664,0.3931,-0.3676,0.45306,0
WH-4-025,0.4664,0.4664,0.5413,0.5618,0.3999,-0.3257,0.48716,0
BMS-299897,0.4658,0.5221,0.3549,0.5581,0.4873,-0.3239,0.47764,0
Dovitinib,0.4653,0.538,0.5171,0.532,0.528,-0.3332,0.51608,0
NCGC00172397-01,0.4648,NA,0.6828,NA,0.3612,-0.3327,0.5029333333333333,2
Crizotinib,0.4628,0.5747,0.6346,0.7802,0.5029,-0.3734,0.59104,0
BMS-509744,0.4615,0.3704,0.3956,0.6005,0.388,-0.368,0.44320000000000004,0
TGX 221,0.4604,0.3262,0.4554,0.6734,0.4239,-0.3328,0.46786,0
Resveratrol,0.4592,0.4374,0.3302,0.7926,0.4126,-0.3493,0.4864,0
Tosedostat,0.4592,0.4007,0.5509,0.5546,0.4462,-0.3328,0.48231999999999997,0
Ursolic acid,0.4573,0.4834,0.6335,0.5321,0.5119,-0.3484,0.52364,0
GW843682X,0.456,0.5508,0.52,0.7066,0.4857,-0.3971,0.54382,0
CHEMBL2139070,0.4559,NA,0.471,0.431,NA,-0.4537,0.45263333333333333,2
Primaquine,0.4553,0.5576,0.4344,0.544,0.5375,-0.4113,0.50576,0
Cediranib,0.4545,0.4544,0.5222,0.511,0.3903,-0.3242,0.46648,0
MLN-8054,0.4542,0.6576,0.4885,0.8161,0.5332,-0.3466,0.58992,0
Entinostat,0.4541,0.4418,0.4804,0.8585,0.5691,-0.3455,0.5607800000000001,0
CHEMBL3188661,0.4525,0.4813,0.331,0.766,0.4581,-0.3602,0.49778,0
C24H25CLFN5O3,0.4509,0.398,0.4303,0.667,0.4642,-0.368,0.48208,0
CHEMBL3186554,0.4505,NA,NA,0.6011,0.3574,-0.3666,0.4696666666666667,2
CGK733,0.449,0.5814,0.5297,0.5421,0.4064,-0.3523,0.5017199999999999,0
KPT-330,0.4458,NA,0.3938,0.3779,0.5461,-0.3354,0.4409,1
BRD-K60297835,0.4447,NA,0.3538,0.3759,NA,-0.3765,0.3914666666666667,2
amcinonide,0.4435,0.4717,0.4692,0.6964,0.4811,-0.3527,0.5123800000000001,0
BS-181,0.4434,0.5416,0.3901,0.6162,0.3676,-0.3234,0.47178,0
Bosutinib,0.4428,0.5675,0.5275,0.762,0.49370000000000003,-0.3231,0.5587,0
AZD-8055,0.4423,0.4884,0.3953,0.6936,0.5852,-0.3457,0.52096,0
AS-605240,0.4412,0.3716,0.5359,0.7733,0.5441,-0.3329,0.53322,0
LDN 193189,0.4405,0.4767,0.5599,0.7262,0.5724,-0.4436,0.55514,0
Auranofin,0.438,0.5173,0.4271,0.6938,0.4772,-0.4134,0.51068,0
Quizartinib,0.4365,0.4692,0.5808,0.7243,0.517,-0.4554,0.54556,0
Vorinostat,0.436,0.4587,0.5266,0.669,0.4771,-0.3224,0.51348,0
Zuclomiphene,0.4349,NA,0.5104,0.53,0.5758,-0.3761,0.512775,1
CHEMBL2135770,0.4346,0.3416,0.3707,0.6185,NA,-0.3689,0.44135,1
Ruxolitinib,0.4342,0.4193,0.8331,0.6108,0.4805,-0.3308,0.55558,0
Fludarabine,0.4303,0.3653,0.3506,0.5183,NA,-0.3311,0.416125,1
NCGC00166323-01,0.4296,0.5239,0.4437,0.4591,0.3815,-0.332,0.44756,0
F1061-0166,0.4284,0.4966,0.3649,0.3627,0.5937,-0.3545,0.44926,0
PHA-793887,0.4283,0.4699,0.6133,0.5281,0.4776,-0.3223,0.50344,0
BIIB 021,0.4275,0.3989,0.4715,0.4444,0.5497,-0.3384,0.4584,0
CHEMBL2136735,0.4271,0.5644,0.5204,0.506,0.3908,-0.3315,0.48174,0
Linsitinib,0.4267,0.5253,0.5078,0.7906,0.3867,-0.4243,0.52742,0
STK219801,0.4258,0.4111,0.4091,0.7101,0.5198,-0.3419,0.49518,0
(-)-Tramadol,0.4251,0.5598,0.4959,0.6292,0.5728,-0.3223,0.5365599999999999,0
Niclosamide,0.4245,0.4532,0.7083,0.6653,0.4514,-0.3242,0.54054,0
CGP-7930,0.4245,0.3976,NA,0.6285,NA,-0.45,0.4835333333333333,2
SCHEMBL16226502,0.4242,0.5611,0.5347,0.6282,0.464,-0.3455,0.52244,0
NVP-AUY922,0.42,0.6997,0.4988,0.8556,0.4975,-0.3411,0.59432,0
RG2833 (RGFP109),0.4188,NA,0.5415,0.5718,0.4215,-0.4001,0.4884,1
Thioridazine,0.4185,0.3457,0.4838,0.8391,0.4279,-0.3264,0.503,0
Calcitriol,0.4171,0.3863,0.3602,0.5369,0.4562,-0.3364,0.43134,0
CHEMBL2131985,0.416,NA,0.4689,0.5998,NA,-0.3938,0.4949,2
Pinacidil,0.4148,NA,0.3521,0.5284,0.4113,-0.322,0.42665,1
noscapine,0.4148,0.4844,0.3273,0.6033,0.4263,-0.3567,0.45122,0
CHEMBL1673039,0.4144,0.5299,0.4505,0.523,0.5737,-0.3507,0.4983,0
"O-(OCTAHYDRO-1H-4,7-METHANOINDEN-5-YL) HYDROGEN CARBONODITHIOATE",0.4142,NA,NA,0.4643,NA,-0.3914,0.43925000000000003,3
Androstenedone,0.413,NA,NA,0.5769,0.4448,-0.3673,0.4782333333333333,2
ITK Inhibitor,0.413,0.4665,0.5127,0.6603,0.4511,-0.4398,0.50072,0
7-Nitroindazole,0.4129,0.4334,0.5048,NA,0.5167,-0.3303,0.46695000000000003,1
KW-2449,0.4122,0.4085,0.4886,0.7984,0.4856,-0.3327,0.51866,0
Scriptaid,0.4115,0.341,NA,NA,NA,-0.3273,0.37625,3
NCGC00346967-01,0.4113,0.4579,0.3605,0.6499,0.4516,-0.3245,0.46624,0
Cladribine,0.4097,0.3783,0.6422,0.587,0.3766,-0.3234,0.47876,0
XAV 939,0.409,0.357,0.5717,0.8812,0.4868,-0.3385,0.54114,0
Amuvatinib,0.4088,0.4237,0.3642,0.6559,0.549,-0.3218,0.48032,0
Amitriptyline,0.4083,0.4298,0.3666,0.7216,0.4623,-0.3878,0.47772,0
BRD-K63423329,0.4072,NA,0.5185,NA,NA,-0.3235,0.46285,3
Maprotiline,0.4056,0.3277,0.4955,0.6523,0.3856,-0.3998,0.45334,0
CHEMBL3182395,0.4052,0.3309,0.4089,0.7016,0.3634,-0.3569,0.442,0
CHEMBL2358729,0.4049,NA,0.376,0.3396,0.4723,-0.3818,0.3982,1
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.4034,0.4726,NA,0.6345,0.5669,-0.3326,0.51935,1
Rottlerin,0.4026,0.4539,0.6646,0.5772,0.4625,-0.327,0.5121600000000001,0
Imatinib,0.402,0.5303,0.3974,0.5913,0.5268,-0.3211,0.48956,0
GSK-3 Inhibitor IX,0.4009,0.4971,0.617,0.7345,0.4982,-0.322,0.54954,0
PLX-4720,0.4008,0.5115,0.4586,0.618,0.3876,-0.3367,0.4753,0
5-Nitroso-8-cinnolinol,0.4007,0.5218,0.3617,0.3701,0.6569,-0.3477,0.46224000000000004,0
Y-39983,0.4007,0.578,0.6202,0.6257,0.4633,-0.3251,0.53758,0
Osimertinib,0.4005,0.4623,0.3802,0.7404,0.4521,-0.3582,0.4871,0
Nilotinib,0.3995,0.5326,0.5615,0.8084,0.4745,-0.3442,0.5553,0
BRD-K60067222,0.3983,NA,0.385,NA,0.388,-0.4333,0.39043333333333335,2
AMSACRINE,0.398,0.5774,0.3778,0.5032,NA,-0.3221,0.4641,1
Masitinib,0.3978,0.4843,0.3985,0.5589,0.4405,-0.3582,0.456,0
QS-11,0.3962,0.3695,0.5642,0.5454,0.5113,-0.4637,0.47732,0
NSC95397,0.3962,0.3626,0.6382,0.4713,0.4954,-0.4538,0.47274,0
Gliclazide,0.3934,0.525,NA,0.6081,0.4737,-0.361,0.50005,1
CHEMBL2360506,0.3928,0.3471,0.3854,NA,NA,-0.3742,0.3751,2
AZD-8330,0.3925,0.6133,0.5245,0.5831,0.4473,-0.3271,0.5121399999999999,0
Tivozanib,0.392,0.5223,0.4498,0.6934,0.364,-0.3733,0.4843,0
SCHEMBL10061624,0.3918,0.3422,0.3669,NA,0.3235,-0.3452,0.35609999999999997,1
Phorbol 12-myristate-13-acetate,0.3895,0.4639,0.614,0.7246,0.4924,-0.3297,0.53688,0
SAN1_003817,0.389,NA,0.764,NA,NA,-0.3225,0.5765,3
Panobinostat,0.3881,0.4354,0.3695,0.6108,0.3995,-0.3233,0.44066,0
Ingenol Mebutate,0.3861,0.493,0.5573,0.5331,0.4674,-0.3308,0.48738,0
BRD-K55827386,0.3851,NA,0.4632,NA,0.3587,-0.3219,0.4023333333333333,2
Triacsin C,0.3821,0.549,0.3842,0.5272,NA,-0.339,0.460625,1
Arglabin,0.381,NA,NA,0.4765,0.4687,-0.3263,0.44206666666666666,2
Clofarabine,0.3799,NA,0.5703,0.4142,NA,-0.3752,0.45480000000000004,2
PIK-93,0.3793,0.4287,0.4478,0.7265,0.3645,-0.3988,0.46936,0
NVP-BHG712,0.379,0.5566,0.3974,0.6016,0.5085,-0.3222,0.48862,0
Bitopertin,0.3778,NA,0.4529,NA,0.4204,-0.3982,0.41703333333333337,2
BRD-K67090983,0.3768,NA,0.5527,NA,NA,-0.4527,0.46475,3
Luteolin,0.3763,0.3218,NA,0.4476,0.4045,-0.3439,0.38755,1
CHEMBL1083527,0.3761,0.4647,0.431,0.6364,0.5247,-0.3661,0.48658,0
331771-20-1,0.3741,0.4427,0.441,0.5548,0.3885,-0.3518,0.44022,0
AGK 2,0.3741,0.4609,0.4674,0.5434,0.5071,-0.3486,0.47058,0
Dronedarone HCl,0.3741,0.3378,0.3817,NA,0.4092,-0.393,0.3757,1
Trametinib,0.3734,0.5824,0.5221,0.8872,0.4002,-0.3414,0.55306,0
Calmidazolium,0.373,NA,0.5993,0.5152,0.4106,-0.3601,0.47452500000000003,1
Resminostat,0.3725,0.3812,NA,0.3638,NA,-0.4659,0.3725,2
"MEK162 (ARRY-162, ARRY-438162)",0.3724,0.544,0.357,0.3673,0.3562,-0.3243,0.39938,0
ST072947,0.3723,0.3449,0.4157,0.5583,0.5909,-0.3841,0.45642,0
BRD-K53638321,0.3699,0.3748,0.4237,NA,0.4096,-0.3786,0.3945,1
Dapivirine (TMC120),0.3695,NA,0.4611,NA,0.4198,-0.3407,0.4168,2
Theophylline,0.3689,0.555,NA,0.4376,NA,-0.3833,0.45383333333333337,2
PK04_096316,0.36870000000000003,0.3262,NA,NA,NA,-0.3816,0.34745000000000004,3
Xanthohumol,0.3667,NA,0.549,NA,NA,-0.3664,0.45785000000000003,3
Rhodomyrtoxin B,0.3664,NA,0.6868,0.404,NA,-0.4461,0.48573333333333335,2
CHEMBL2361177,0.3655,NA,0.435,0.3469,NA,-0.4009,0.3824666666666667,2
"3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",0.3645,NA,NA,0.371,NA,-0.3273,0.36775,3
CHEMBL2135649,0.3643,NA,0.3692,NA,NA,-0.4122,0.36675,3
Danazol,0.3642,0.3832,0.4298,0.6176,NA,-0.3491,0.4487,1
CHEMBL2359459,0.3607,NA,0.3511,NA,NA,-0.3955,0.3559,3
Dacinostat,0.3605,0.3806,0.3636,0.4079,0.4349,-0.3659,0.3895,0
PF431396,0.3602,0.3613,0.4446,0.665,0.4538,-0.3921,0.45698,0
Triciribine,0.3592,NA,0.4044,0.5149,NA,-0.3224,0.4261666666666667,2
AKT Inhibitor VIII,0.3589,0.5409,0.4074,0.7296,0.5091,-0.4253,0.50918,0
CX-5461,0.3585,0.3574,0.4025,0.5939,0.4329,-0.3339,0.42904,0
STK178014,0.3582,0.3267,0.4707,0.4888,NA,-0.3247,0.4111,1
Quinacrine,0.3569,0.384,0.3494,0.4562,0.3711,-0.3432,0.38351999999999997,0
Tretinoin,0.3567,0.3945,0.4246,0.5609,0.58,-0.3232,0.46334,0
Sufentanil,0.3564,NA,0.4762,0.6044,0.6338,-0.3257,0.5177,1
Puromycin,0.3558,0.3884,0.449,0.4274,NA,-0.3279,0.40515,1
SN-38,0.3557,0.349,0.4568,0.4054,0.4249,-0.3237,0.39836,0
CHEMBL2359798,0.3551,0.3775,0.6078,0.6607,NA,-0.4024,0.500275,1
ZINC77024257,0.3544,0.5545,0.3692,0.6641,0.3988,-0.3546,0.4682,0
Levonorgestrel,0.3525,0.3989,0.439,0.5853,0.4413,-0.3238,0.4434,0
CHEMBL2131973,0.3514,0.3365,0.4019,0.5361,NA,-0.3259,0.40647500000000003,1
ZSTK 474,0.3496,0.588,0.3542,0.6126,0.5743,-0.3246,0.49574,0
CHEMBL2136858,0.3496,NA,0.4167,NA,NA,-0.4135,0.38315,3
Triamterene,0.349,0.3317,0.5693,0.6163,0.3984,-0.3293,0.45294,0
Mometasone Furoate,0.3487,NA,0.3701,NA,0.5103,-0.3551,0.4097,2
CCT036477,0.3474,NA,NA,0.417,NA,-0.3565,0.3822,3
SCHEMBL6851809,0.3472,0.4828,0.6917,0.6608,0.3461,-0.5603,0.5057200000000001,0
Varlitinib,0.3467,0.4449,0.5492,NA,NA,-0.3508,0.44693333333333335,2
PI-103,0.3464,0.427,0.4606,0.6718,0.53,-0.3323,0.48716,0
Alectinib,0.3462,0.3725,0.4392,0.6776,0.5966,-0.3539,0.48642,0
Camostat Mesilate,0.3459,0.3216,0.7296,0.5033,0.3354,-0.3862,0.44716,0
AT 7867,0.3439,0.5717,0.4647,0.7935,0.5185,-0.4757,0.5384599999999999,0
Cyproheptadine,0.3432,0.3932,0.5127,0.5443,0.5014,-0.3347,0.45896,0
DIMETHYL FUMARATE,0.3432,NA,NA,0.5642,NA,-0.33,0.4537,3
Atorvastatin,0.3423,0.3616,0.4516,0.4602,NA,-0.3215,0.403925,1
GR-55562,0.3414,0.3381,NA,NA,NA,-0.4549,0.33975,3
SU 11274,0.3409,0.4444,0.6784,0.7297,0.4148,-0.3249,0.52164,0
SB-203580,0.3397,0.4826,0.5509,0.7683,0.4122,-0.356,0.51074,0
Betahistine,0.3381,NA,0.3577,0.5524,0.4108,-0.3911,0.41475,1
16Beta-bromoandrosterone,0.3378,0.3666,0.4258,0.4849,0.3897,-0.3392,0.40096,0
AZD-1152-HQPA,0.3373,0.4152,0.4119,0.6988,0.5477,-0.3222,0.48218,0
AC1O9BJ3,0.3372,NA,0.4455,0.4189,0.5015,-0.3618,0.425775,1
AC1NSOND,0.3366,0.3436,0.4169,NA,0.4564,-0.3309,0.388375,1
Isotretinoin,0.3363,0.3262,NA,0.5258,0.4083,-0.3955,0.39915,1
Bithionol,0.3355,NA,0.5294,NA,0.5253,-0.3781,0.4634,2
BRD-K43623238,0.3348,NA,0.4959,NA,NA,-0.4292,0.41535,3
Ovasterol-beta,0.3347,0.3911,0.3644,0.7453,NA,-0.3707,0.458875,1
SCHEMBL2608041,0.3341,0.3238,0.4428,0.5356,0.3604,-0.4645,0.39934,0
Sepantronium,0.3332,0.4575,0.5335,0.4506,0.6234,-0.3683,0.47964,0
Indigo Red,0.3326,0.3776,0.5171,0.5604,NA,-0.4039,0.446925,1
BRD-A25736793,0.3324,0.3859,0.3561,0.6473,0.438,-0.3229,0.43194,0
Quiflapon,0.3322,0.4128,0.4186,0.4203,NA,-0.3244,0.395975,1
Carvedilol,0.3322,0.3823,NA,0.7147,0.392,-0.4437,0.4553,1
Fluorouracil,0.3316,0.362,0.4547,0.5114,NA,-0.3462,0.414925,1
GSK-1904529A,0.3315,0.4893,0.3958,0.6192,0.6186,-0.3496,0.49088,0
LY-294002,0.3311,0.5144,0.4131,0.6763,0.7133,-0.3272,0.52964,0
Bendroflumethiazide,0.3308,0.3844,NA,0.7281,NA,-0.3826,0.48109999999999997,2
Doxorubicin,0.3307,0.3351,0.399,0.5035,0.4411,-0.3216,0.40188,0
F1679-0128,0.33,NA,0.4709,0.6231,NA,-0.3416,0.4746666666666667,2
Dinoprostone,0.3289,NA,0.6043,0.4328,0.4299,-0.3805,0.448975,1
MLS002703118,0.3288,NA,NA,0.4875,NA,-0.4074,0.40815,3
"Apitolisib (gdc-0980, rg7422)",0.3286,0.5334,0.4541,0.6252,0.4058,-0.3234,0.46942,0
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.3277,0.4619,0.3983,0.6192,0.4654,-0.3249,0.45449999999999996,0
WZ-4-145,0.3274,0.3466,0.3651,NA,NA,-0.4189,0.34636666666666666,2
Altrenogest,0.3255,NA,0.3939,0.5158,0.4083,-0.381,0.410875,1
CHEMBL3183436,0.323,0.4531,0.3285,0.6529,0.4661,-0.3238,0.44472,0
Tamibarotene,0.3222,0.3995,0.3285,0.5904,0.3717,-0.3702,0.40246,0
313516-66-4,0.3221,NA,0.3453,0.6274,NA,-0.3459,0.4316,2
LE-135,0.3219,0.3856,0.4834,0.8552,0.5677,-0.3216,0.52276,0
Deguelin,0.3219,NA,NA,0.4633,0.3885,-0.3281,0.3912333333333333,2
Indole-3-carbinol,0.3216,0.3433,0.3858,0.6576,0.5524,-0.3382,0.45214,0
SMR000075319,0.3216,0.483,0.5755,0.6404,0.5605,-0.4078,0.5162,0
"ICI182, 780",0.3212,NA,NA,0.4633,NA,-0.3349,0.39225,3
BRD-K41087962,0.5232,0.4265,0.4533,0.6487,0.4093,-0.3414,0.4922,0
CHEMBL2143628,0.4799,0.4035,0.5191,0.4941,0.3512,-0.3711,0.44956,0
NMS-1286937,0.478,0.5609,0.5298,0.5425,NA,-0.3216,0.5278,1
AZD-1775,0.4732,0.5435,0.6227,0.7408,0.5293,-0.3234,0.5819,0
PD-0325901,0.4719,0.6266,0.4496,0.8083,0.4071,-0.3218,0.5527,0
Momelotinib,0.4464,0.4037,0.5451,0.617,0.3692,-0.4102,0.47628,0
KX2-391,0.4428,NA,0.4695,NA,0.5161,-0.3322,0.47613333333333335,2
SB743921,0.434,NA,0.4392,0.4784,0.3603,-0.33,0.427975,1
Purmorphamine,0.4329,0.4455,0.3512,0.6231,0.4838,-0.3533,0.4673,0
MLS000778276,0.4313,0.4423,0.4359,0.6243,0.5056,-0.3719,0.48788000000000004,0
PF-03758309,0.4288,0.4224,0.5776,0.5475,0.4214,-0.3215,0.47954,0
Cucurbitacin I,0.4246,0.3667,0.5665,0.4056,0.4902,-0.3354,0.45072,0
NSC141540,0.4212,NA,0.3909,NA,0.4705,-0.3278,0.4275333333333333,2
"Ingenol 3,20-dibenzoate",0.42,0.4315,0.6392,0.6631,0.6472,-0.3382,0.5602,0
pyrvinium-pamoate,0.4199,0.4467,0.6496,0.4113,0.4534,-0.3231,0.47618,0
Cytochalasin B,0.4175,0.36,0.4807,0.5267,0.4081,-0.3385,0.4386,0
COL-3,0.4119,0.6005,0.6479,0.6146,0.4447,-0.3356,0.54392,0
MLN-0128,0.4107,0.5153,0.429,0.6901,0.4843,-0.3624,0.50588,0
Wortmannin,0.4105,0.5729,0.528,0.7289,0.5552,-0.3222,0.5591,0
SB-216763,0.4099,0.6023,0.5379,0.7921,0.5249,-0.3349,0.57342,0
PFI-1,0.4079,0.5298,0.4466,0.6562,0.3483,-0.3772,0.47776,0
AC1Q6JJ5,0.3992,0.5824,0.4453,0.7634,0.4372,-0.3369,0.5255,0
I-BET151,0.399,0.5232,0.4795,0.5525,0.4697,-0.3297,0.48478,0
