compound,azt,los,nib,quine,vir,similarity,meansim,nas
TG 100801,0.6731,0.3216,0.4994,0.4606,0.6794,-0.4575,0.5268200000000001,0
10-DEBC,0.6717,0.3791,NA,0.4983,0.5255,-0.4703,0.51864999999999994,1
MLN9708,0.669,0.3324,0.4053,0.5685,0.5454,-0.3294,0.50412,0
Rilpivirine,0.6659,0.3357,NA,0.4622,0.4747,-0.3743,0.48462500000000003,1
R547,0.6637,0.3594,0.3527,0.4284,0.4481,-0.3223,0.45045999999999997,0
Danusertib,0.6611,0.374,0.6191,0.4436,0.3376,-0.324,0.48708,0
Ranolazine,0.661,0.4526,NA,0.6605,0.5058,-0.497,0.569975,1
SCHEMBL3958507,0.6582,0.4623,0.5082,0.6871,0.5173,-0.343,0.56662,0
Navitoclax,0.6562,0.4965,0.3736,0.6853,0.4164,-0.4273,0.5256,0
OTSSP167,0.6558,0.469,NA,0.7293,0.3917,-0.3378,0.56145,1
VILAZODONE HYDROCHLORIDE,0.653,0.4666,0.3661,0.42,0.405,-0.478,0.46214,0
Idelalisib,0.6515,0.538,0.4041,0.7448,0.4311,-0.3386,0.5539000000000001,0
metitepine,0.6502,0.4057,NA,0.7373,0.4499,-0.419,0.560775,1
Skiii,0.6455,0.3627,0.4086,0.475,0.4155,-0.3212,0.46146,0
Dasatinib,0.6447,0.5034,0.6319,0.7753,0.5275,-0.3219,0.61656,0
FR-180204,0.643,0.5656,0.4478,0.6804,0.4052,-0.339,0.5484,0
Lidoflazine,0.6408,NA,0.4227,0.4536,0.4645,-0.3449,0.4954,1
Sirolimus,0.6397,0.4916,0.5713,0.6706,0.5189,-0.3234,0.57842,0
Enoxolone,0.6392,NA,NA,0.6655,0.5811,-0.537,0.6285999999999999,2
Oxybenzone,0.6385,0.622,NA,0.683,0.4621,-0.5741,0.6014,1
AZ628,0.6385,0.4466,0.5253,0.7201,0.5442,-0.3297,0.57494,0
MLS000040279,0.6378,NA,0.3853,0.6837,0.4073,-0.43120000000000003,0.528525,1
3-Aminobenzamide,0.6355,0.6935,0.3884,0.4853,0.3507,-0.4223,0.51068,0
Tubastatin A,0.6346,0.4374,0.47,0.4207,0.3585,-0.3313,0.46424,0
Voriconazole,0.6303,NA,0.3703,0.4436,0.5397,-0.4481,0.495975,1
Palmitoyl Dopamine,0.6269,0.4104,0.4399,0.5456,0.3522,-0.3297,0.475,0
Ambroxol,0.6254,0.3316,NA,0.4107,0.5467,-0.3471,0.47859999999999997,1
BRD-A24396574-001-01-5,0.6231,0.3691,0.4056,0.5624,0.4693,-0.3766,0.4859,0
Elvitegravir,0.6194,0.429,0.356,0.6436,0.4112,-0.7113,0.49184,0
Flumatinib (mesylate),0.6176,0.4963,0.3466,0.4333,NA,-0.4213,0.47345000000000004,1
Fluphenazine,0.6155,0.4075,0.3518,0.4414,0.4603,-0.3658,0.4553,0
Praziquantel,0.6144,0.4901,0.4015,0.6044,0.6135,-0.4495,0.54478,0
Andrographolide,0.6135,0.3389,NA,0.5182,0.3994,-0.3284,0.4675,1
COT Inhibitor-2,0.6121,0.446,NA,0.6547,0.4623,-0.331,0.543775,1
CC-930,0.6119,NA,NA,0.5399,0.6622,-0.4661,0.6046666666666667,2
AC1Q5RFA,0.6115,0.4033,NA,0.5048,0.3921,-0.4462,0.47792500000000004,1
(Z) Fluvoxamine,0.6108,0.4118,0.3714,0.4368,0.486,-0.4459,0.46336,0
Manumycin-A,0.6099,0.6186,0.5352,0.8203,0.6108,-0.4379,0.63896,0
Saracatinib,0.6095,0.4956,0.5952,0.5405,0.4574,-0.3392,0.53964,0
Tamoxifen,0.6093,0.4317,0.5502,0.7943,0.5191,-0.3607,0.58092,0
NCGC00170564-01,0.6085,NA,NA,0.4465,NA,-0.3909,0.5275000000000001,3
MK-0812,0.6077,NA,0.5256,0.3394,0.5484,-0.5478,0.505275,1
AGI-6780,0.6058,NA,0.3438,NA,0.6272,-0.4241,0.5256,2
Vortioxetine (Lu AA21004) HBr,0.6038,0.3982,0.3615,NA,0.4718,-0.3664,0.458825,1
omeprazole,0.6003,NA,NA,0.4267,0.6468,-0.4028,0.5579333333333334,2
Felodipine,0.6002,NA,0.4216,0.469,0.5353,-0.4159,0.506525,1
Sitagliptin,0.5984,0.4134,0.3271,0.6437,0.4238,-0.6558,0.48128000000000004,0
Esmolol,0.5975,0.3784,NA,NA,0.453,-0.444,0.4763,2
Guggulsterone,0.5954,0.4187,NA,0.3821,0.3673,-0.5096,0.440875,1
CHEMBL2142877,0.5932,NA,0.5016,0.4922,0.4834,-0.4524,0.5176000000000001,1
Lonidamine,0.5924,0.4577,0.3361,0.4782,0.6502,-0.3312,0.50292,0
Fluoxetine,0.5916,0.4678,0.5226,0.5706,0.409,-0.4267,0.51232,0
Pomalidomide,0.5914,0.3808,0.4723,0.3681,0.4757,-0.4516,0.45766,0
Loperamide,0.5893,0.4155,0.371,0.7044,0.4298,-0.3278,0.502,0
Desoxypeganine,0.5891,0.3668,NA,0.4373,0.6441,-0.4573,0.509325,1
CHEMBL1950303,0.589,0.3264,0.5811,0.5736,0.3543,-0.4473,0.48488,0
CHEMBL179288,0.5871,0.4041,0.4386,0.5447,0.5821,-0.3407,0.51132,0
Pyrrolidine Dithiocarbamate,0.5869,NA,NA,0.3902,NA,-0.3375,0.48855,3
Ethacrynic acid,0.5843,NA,NA,0.4047,0.5017,-0.3425,0.4969,2
Vemurafenib,0.5841,0.6189,0.5161,0.5964,0.4434,-0.3256,0.55178,0
Veliparib (ABT-888),0.5841,0.3445,0.3748,0.3983,0.4758,-0.5446,0.4355,0
CEPHARANTHINE,0.5793,0.4634,NA,0.5226,0.4974,-0.4555,0.515675,1
ASC-J9,0.579,0.3715,NA,0.5727,0.4335,-0.3252,0.48917499999999997,1
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.5786,0.4209,0.5015,0.5914,0.5006,-0.3506,0.5186,0
Raloxifene,0.5772,0.4276,0.5219,0.6093,0.4085,-0.3289,0.5089,0
Rilmenidine,0.5771,0.6191,0.3877,0.6386,0.5835,-0.4221,0.5611999999999999,0
SCHEMBL570779,0.5767,0.4456,0.7241,0.6255,0.4902,-0.4219,0.5724199999999999,0
Gemcitabine,0.5757,0.5379,0.5624,0.5334,0.4233,-0.3305,0.52654,0
"Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride",0.5749,NA,0.3864,NA,0.3948,-0.453,0.45203333333333334,2
(R)-(-)-Jq1 enantiomer,0.5725,0.4328,0.4327,0.7288,0.4131,-0.4542,0.51598,0
Diphenidol,0.5721,0.3458,NA,0.6842,0.4811,-0.4839,0.5208,1
Cholic acid,0.5707,0.4065,NA,0.5015,0.5216,-0.4126,0.5000749999999999,1
Benzohydroxamate,0.5705,0.4167,NA,0.6949,0.5219,-0.4185,0.551,1
BRD-A36275421,0.5704,0.5963,NA,NA,0.3952,-0.458,0.5206333333333334,2
CHEMBL2132289,0.5696,0.5465,NA,0.6535,0.5735,-0.3345,0.5857749999999999,1
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.569,0.5532,0.5662,0.5656,0.6465,-0.3406,0.5801,0
Bevirimat,0.5682,NA,NA,0.7083,0.5031,-0.4762,0.5932000000000001,2
SCHEMBL14379041,0.5674,0.3863,NA,0.5148,0.4364,-0.3225,0.476225,1
Fentanyl Isothiocyanate,0.5663,NA,0.3813,NA,0.3663,-0.4616,0.43796666666666667,2
Ammonium Glycyrrhizinate,0.5635,NA,0.5297,0.5338,0.5366,-0.5306,0.5408999999999999,1
Tozasertib,0.5631,0.4909,0.6,0.7502,0.476,-0.3333,0.57604,0
Amlodipine,0.5608,0.4622,0.5142,0.5138,NA,-0.3657,0.51275,1
SB-216641,0.5607,0.3797,NA,0.3498,NA,-0.416,0.43006666666666665,2
NBI 27914,0.5601,NA,0.3237,NA,0.3657,-0.4088,0.41650000000000004,2
Pimozide,0.559,0.3559,NA,0.4902,0.6403,-0.3336,0.51135,1
MG-132,0.5589,0.3442,0.5484,0.5274,0.6381,-0.3211,0.5234,0
GW 405833,0.5576,0.3462,0.5287,0.6362,NA,-0.3393,0.5171749999999999,1
Pelitinib,0.5542,0.3558,0.483,0.6799,0.3434,-0.3266,0.48325999999999997,0
Nebivolol,0.5534,0.5137,0.3854,NA,0.3625,-0.5386,0.45375,1
Maxacalcitol-D6,0.5493,0.5772,0.3666,0.4932,0.4564,-0.6095,0.48854000000000003,0
179324-69-7,0.5489,0.4545,0.6216,0.5886,0.6286,-0.321,0.5684400000000001,0
Erlotinib,0.5488,0.579,0.4509,0.695,0.5583,-0.3339,0.5664,0
RG 108,0.5483,0.3761,0.4543,0.7035,0.41,-0.4129,0.49844,0
Fluspirilene,0.5464,0.4955,0.487,0.5484,0.4415,-0.4562,0.50376,0
Trimipramine,0.5457,0.4482,NA,0.4135,0.431,-0.5093,0.4596,1
CI-1040,0.5449,0.429,0.4906,0.6388,0.3968,-0.3426,0.50002,0
Piceatannol,0.544,NA,NA,0.4503,0.3903,-0.3445,0.46153333333333335,2
AC1L2X6Z,0.5429,NA,0.3578,0.5857,0.4141,-0.412,0.475125,1
Tyrphostin AG 879,0.5428,0.3483,0.521,0.6087,0.3795,-0.3351,0.48006,0
Doxazosin,0.5427,NA,NA,0.538,0.5839,-0.4393,0.5548666666666666,2
GSK-1070916,0.5426,0.5175,0.5624,0.7505,0.4944,-0.3429,0.57348,0
Bardoxolone Methyl,0.5414,0.3342,0.3298,0.6992,0.4109,-0.458,0.4631,0
Acifran,0.5401,0.3745,NA,0.4763,0.4896,-0.7229,0.470125,1
Enzastaurin,0.5397,0.5849,0.5651,0.5167,0.5432,-0.4511,0.54992,0
Canertinib,0.5377,0.3962,0.5469,0.6661,0.4984,-0.3273,0.52906,0
Rotenone,0.5376,0.5071,0.5082,0.5034,0.4127,-0.3806,0.49379999999999996,0
Sorafenib,0.5367,0.4801,0.5174,0.6423,0.5381,-0.3216,0.54292,0
PF-04691502,0.5364,0.3645,0.4012,NA,0.4288,-0.4727,0.432725,1
Dofequidar (fumarate),0.5362,0.4165,0.3796,0.4495,0.5896,-0.4138,0.47428,0
Niguldipine,0.5361,NA,0.4507,NA,NA,-0.3218,0.4934,3
Amodiaquine,0.5344,NA,0.3943,0.5277,0.5075,-0.4182,0.49097499999999994,1
BIX01294,0.5337,0.3822,0.4434,0.5153,0.4871,-0.4309,0.47234,0
Pracinostat,0.5332,0.442,0.3491,0.576,0.4166,-0.3235,0.46338,0
Rizatriptan,0.5332,0.4825,NA,0.4923,0.4195,-0.3408,0.481875,1
WZ 4002,0.5319,0.4099,0.4628,0.8379,0.5039,-0.3719,0.54928,0
BRD-A43331270-001-01-6,0.531,0.3492,0.4336,0.4322,NA,-0.3282,0.4365,1
Dacomitinib,0.5285,0.4672,0.3436,0.5696,0.4868,-0.3343,0.47914,0
BRD-K01335708,0.5232,0.3335,0.4203,0.42,0.3987,-0.4108,0.41914,0
15D-PGJ2,0.5207,0.3372,0.3435,0.3741,0.4722,-0.3524,0.40954,0
"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",0.5207,0.4253,0.3382,0.5051,0.3737,-0.4122,0.4326,0
AV-412 (free base),0.5206,0.34,0.3704,0.5876,0.5292,-0.3884,0.46956,0
Floxuridine,0.5203,NA,0.5769,0.4215,0.5311,-0.3217,0.51245,1
Mebendazole,0.5183,0.3992,0.4961,0.5074,0.5721,-0.4143,0.49862,0
Cerulenin,0.518,0.5175,0.3527,0.6534,0.4955,-0.342,0.50742,0
Infigratinib,0.5177,0.4661,0.433,0.8302,0.542,-0.3479,0.5578000000000001,0
CEP-18770 (Delanzomib),0.517,NA,NA,0.4351,0.576,-0.3259,0.5093666666666666,2
brivanib,0.5151,NA,0.4069,NA,0.4615,-0.4504,0.46116666666666667,2
Phenoxybenzamine,0.515,0.3306,0.3354,0.361,0.3676,-0.4265,0.38192,0
Berberine,0.514,NA,0.679,0.454,0.4437,-0.43,0.522675,1
Fenretinide,0.5139,0.4522,0.3741,0.4638,0.3944,-0.583,0.43968,0
Toremifene,0.5129,0.3358,0.6252,0.5586,0.4548,-0.4399,0.49746,0
Spiperone,0.5127,NA,0.3314,0.4989,NA,-0.4131,0.44766666666666666,2
"ICI 192,605",0.5125,0.5608,0.3624,0.5661,0.4681,-0.4124,0.49398,0
Alprostadil,0.5122,0.3791,0.5901,0.49370000000000003,0.4968,-0.4519,0.49438,0
MLS000536845,0.5113,NA,NA,0.5199,NA,-0.4745,0.5156000000000001,3
Capsazepine,0.5107,NA,0.4034,NA,NA,-0.3398,0.45705,3
Clonidine,0.5104,NA,0.4172,0.623,NA,-0.4122,0.5168666666666667,2
Pictilisib,0.5101,0.4886,0.4432,0.6245,0.3931,-0.3213,0.4919,0
TL_HRAS26,0.5096,0.5062,0.7234,0.5943,0.5303,-0.3745,0.57276,0
SMR000068650,0.5092,0.4373,NA,0.4047,0.3512,-0.6238,0.4256,1
Neratinib,0.5076,0.6526,0.4872,0.7238,0.5292,-0.3294,0.58008,0
BMS-345541,0.5068,0.6087,0.4576,0.6659,0.5159,-0.3229,0.55098,0
Rifabutin,0.5065,0.4267,0.4265,0.4277,0.5964,-0.4153,0.47676,0
CHEMBL2133926,0.5056,NA,0.366,NA,0.4442,-0.4454,0.4386,2
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5056,0.592,0.6381,0.7391,0.5588,-0.3232,0.60672,0
SMR000798335,0.5055,NA,0.3449,0.416,NA,-0.3324,0.4221333333333333,2
Withaferin A,0.5049,0.486,0.5925,0.6928,0.5323,-0.3218,0.5617,0
Seliciclib,0.5048,0.3754,0.3497,0.5808,0.43,-0.3211,0.44814,0
Econazole,0.5026,NA,0.4618,0.4173,0.4621,-0.4879,0.46095,1
BRD-K23582869-001-01-3,0.5026,NA,0.3228,0.3985,NA,-0.3469,0.4079666666666667,2
Bazedoxifene HCl,0.5025,0.5705,0.4827,0.46,0.4658,-0.3473,0.4963,0
Curcumin,0.5022,0.4499,0.508,0.5952,0.5417,-0.3261,0.5194,0
AC1OAATK,0.502,0.4003,NA,0.8215,NA,-0.3693,0.5746,2
Troglitazone,0.5018,0.431,0.3488,0.553,0.4933,-0.324,0.46558,0
Cilengitide,0.5012,0.3722,0.4744,0.4916,0.4583,-0.3439,0.45954,0
Wiskostatin,0.5011,NA,0.486,0.49370000000000003,0.3761,-0.4446,0.464225,1
CHEMBL416418,0.5007,0.4395,0.3943,0.5876,0.4432,-0.3269,0.47306,0
E319,0.5006,0.4191,NA,0.7202,0.5,-0.3718,0.534975,1
BRD-K31856043,0.5005,NA,0.4616,NA,NA,-0.5178,0.48105,3
Halofantrine,0.5003,0.4107,0.3481,0.4074,0.572,-0.3334,0.4477,0
BRD-K87387614,0.4999,NA,0.4282,0.3368,NA,-0.3274,0.42163333333333336,2
MK-2206,0.4997,0.5819,0.5246,0.719,0.5373,-0.3257,0.5725,0
Amiodarone,0.4994,NA,0.4999,0.5896,0.5775,-0.3262,0.5416,1
Abexinostat,0.4993,0.3397,NA,0.4945,NA,-0.3227,0.4445,2
Aurora A Inhibitor I,0.4988,0.6239,0.392,0.5944,0.5638,-0.4369,0.53458,0
Pterostilbene,0.4987,0.3883,NA,0.4949,0.4229,-0.3899,0.4512,1
Allitinib,0.498,0.4892,0.339,0.576,0.5329,-0.4307,0.48702,0
Temoporfin,0.4976,0.4089,0.3445,0.614,0.4284,-0.452,0.45868,0
METERGOLINE,0.4972,0.4687,NA,0.429,NA,-0.4175,0.46496666666666664,2
"Trichostatin A, Streptomyces Sp.",0.4969,0.5391,0.4574,0.4603,0.4159,-0.3215,0.47392,0
BRD-K00248354,0.4944,NA,0.4391,0.4157,0.5122,-0.4311,0.46535,1
NONOXYNOL 9,0.4944,0.4354,NA,0.493,NA,-0.3551,0.47426666666666667,2
BRD-K01425431,0.4938,0.4968,0.4653,0.5389,0.5747,-0.3213,0.5139,0
Idebenone,0.4934,NA,NA,0.5065,0.4527,-0.4366,0.48419999999999996,2
BIBR-1532,0.4933,0.5586,NA,0.7564,0.4907,-0.3304,0.57475,1
RS-17053,0.4932,NA,0.3389,0.3671,NA,-0.3675,0.39973333333333333,2
CHEMBL520231,0.4932,0.3664,0.4025,NA,0.512,-0.3471,0.443525,1
Y-134,0.4924,0.3918,NA,NA,NA,-0.3878,0.4421,3
Devazepide,0.4921,NA,NA,NA,0.3689,-0.3704,0.4305,3
UNC0638,0.4916,0.4289,0.4399,0.5974,0.4474,-0.4373,0.48104,0
Selumetinib,0.4906,0.6056,0.4838,0.645,0.4336,-0.329,0.53172,0
Elesclomol,0.4891,0.626,0.5282,0.7859,0.4251,-0.5984,0.57086,0
Radicicol,0.489,0.4603,0.6244,0.5685,0.4615,-0.3232,0.52074,0
PF477736,0.4889,0.57,0.5465,0.6523,0.495,-0.3389,0.55054,0
Pimavanserin,0.4886,0.4102,0.3831,0.6961,0.4674,-0.4566,0.48908,0
Pevonedistat,0.4885,0.4177,0.4001,0.5206,0.6311,-0.3212,0.4916,0
"16,16-Dimethyl prostaglandin e2",0.4884,0.5205,0.4,0.6326,0.6196,-0.4574,0.53222,0
AC1L1IKY,0.4877,NA,0.3508,0.5482,0.441,-0.5027,0.456925,1
ETOPOSIDE,0.4877,0.3357,0.3443,0.4602,0.5766,-0.3229,0.4409,0
MK2A Inhibitor,0.487,NA,0.523,0.3761,NA,-0.3831,0.46203333333333335,2
paroxetine,0.486,0.5814,0.3391,0.5221,0.3607,-0.4093,0.45786,0
MLS001033149,0.4856,0.539,0.7185,0.4251,0.4876,-0.3412,0.53116,0
Ifenprodil,0.4856,NA,NA,0.4647,0.5208,-0.4841,0.4903666666666667,2
Quercetin,0.4855,0.4433,0.5072,0.5133,NA,-0.369,0.487325,1
Droxinostat,0.485,NA,0.3751,NA,NA,-0.3306,0.43005,3
Dabrafenib,0.4845,0.5359,0.5973,0.7514,0.4496,-0.3236,0.56374,0
Reserpine,0.4841,0.7438,NA,NA,0.4785,-0.4123,0.5688,2
MLS001176107,0.4836,0.3231,0.4376,NA,NA,-0.5114,0.4147666666666667,2
Lapatinib,0.4816,0.3667,0.5062,0.7301,0.4539,-0.4204,0.5077,0
"Forskolin, NKH477",0.4808,0.4204,0.5706,0.4685,0.4017,-0.3932,0.4684,0
Palbociclib,0.4804,0.6873,0.3919,0.7749,0.4398,-0.321,0.55486,0
AC1LEPRU,0.4801,0.448,NA,NA,0.5107,-0.3311,0.4796,2
Ornidazole,0.479,0.4393,0.6148,0.5851,0.6404,-0.4105,0.55172,0
TAE-684,0.4788,0.4219,0.5537,0.5708,0.5435,-0.3223,0.51374,0
TAE-684,0.4788,0.4219,0.5537,0.5708,0.5435,-0.3223,0.51374,0
Mibefradil,0.4778,0.4019,0.5329,0.5743,NA,-0.3619,0.496725,1
AZD4547,0.4774,0.4206,0.4478,0.6887,0.4935,-0.3227,0.5055999999999999,0
CHEMBL299879,0.4761,0.3945,0.421,0.5444,0.3874,-0.3443,0.44468,0
C21H27N7O3,0.4759,0.4636,0.4597,0.6392,0.5317,-0.3268,0.51402,0
MLS001172197,0.4756,0.345,0.685,0.3257,0.5155,-0.526,0.46936,0
Birinapant,0.4754,0.5839,0.4478,0.537,0.3457,-0.5811,0.47796,0
CBIOL_001848,0.4751,NA,0.4982,NA,0.3877,-0.5858,0.45366666666666666,2
SCHEMBL2557158,0.4749,NA,0.335,NA,NA,-0.3276,0.40495000000000003,3
BRD-K17890048,0.4745,0.3357,0.3353,0.4292,NA,-0.4969,0.393675,1
PD-173074,0.473,0.4369,0.6247,0.6353,0.4593,-0.3222,0.52584,0
SCHEMBL6874948,0.4726,0.3939,0.4545,0.7103,0.5875,-0.3336,0.52376,0
"(R,S)-Indatraline",0.4725,NA,NA,0.4451,0.4668,-0.4593,0.46146666666666664,2
BRD-K74316684,0.4724,NA,NA,0.4459,0.3981,-0.3482,0.4388,2
AC1LUIBL,0.4721,0.396,0.4282,NA,NA,-0.3809,0.43210000000000004,2
Trimethoprim,0.4718,0.3633,NA,0.5054,0.6496,-0.4866,0.497525,1
Thiothixene,0.4713,0.4081,0.3384,0.6463,0.4385,-0.3329,0.46052,0
Fidaxomicin,0.4712,0.3891,0.357,0.3769,0.4008,-0.3334,0.399,0
Norethindrone,0.471,0.3954,0.5766,NA,NA,-0.4188,0.481,2
MLS000859112,0.4709,NA,0.4148,0.4167,0.3955,-0.412,0.424475,1
UNII-MET7ZRB8Y7,0.4706,0.3507,0.3869,0.664,0.3931,-0.396,0.45306,0
SCHEMBL3655059,0.4693,0.4003,0.3679,0.5564,NA,-0.4288,0.448475,1
M3M3FBS,0.4692,0.4722,0.3674,0.6819,0.5797,-0.3459,0.51408,0
Suloctidil,0.4692,0.3591,0.462,NA,0.4732,-0.3394,0.440875,1
UK 383367,0.4689,0.5118,NA,NA,0.4039,-0.5375,0.46153333333333335,2
Pentamidine,0.4687,0.448,0.4944,0.6164,0.4933,-0.3493,0.5041599999999999,0
BDBM50127227,0.4675,0.5095,0.4146,0.5009,0.5193,-0.3238,0.48236,0
Defactinib,0.4671,NA,0.4016,0.5466,0.479,-0.3282,0.47357499999999997,1
BRD-K94544211,0.4671,0.4641,0.3384,0.3745,NA,-0.4114,0.411025,1
NNC 05-2090,0.4669,NA,NA,0.459,0.3318,-0.3773,0.41923333333333335,2
WH-4-025,0.4664,0.4664,0.5413,0.5618,0.3999,-0.3283,0.48716,0
BMS-299897,0.4658,0.5221,0.3549,0.5581,0.4873,-0.3479,0.47764,0
Tamatinib,0.4657,0.5233,0.5739,0.6502,0.5021,-0.3377,0.54304,0
Butoconazole,0.4653,0.3305,NA,0.442,NA,-0.3289,0.4126,2
Dovitinib,0.4653,0.538,0.5171,0.532,0.528,-0.3325,0.51608,0
BRN 1087718,0.465,NA,0.3417,0.4974,0.4357,-0.3221,0.43495,1
BRD-K43226598,0.4648,NA,0.4137,0.48,NA,-0.3754,0.4528333333333333,2
TIE2 Kinase Inhibitor,0.4648,0.421,0.3878,0.6788,0.3968,-0.4461,0.46984,0
NCGC00172397-01,0.4648,NA,0.6828,NA,0.3612,-0.3672,0.5029333333333333,2
NSC653260,0.4644,NA,0.5209,0.3766,NA,-0.3297,0.4539666666666667,2
CID-2858522,0.4641,0.3754,0.5387,0.5581,NA,-0.3577,0.48407500000000003,1
AZELAIC ACID,0.4638,NA,0.365,0.4726,0.4182,-0.4904,0.4299,1
Crizotinib,0.4628,0.5747,0.6346,0.7802,0.5029,-0.3215,0.59104,0
Protriptyline,0.4624,0.3803,NA,0.3866,0.4453,-0.555,0.41864999999999997,1
CI-218872,0.4624,NA,0.33,0.3915,0.4204,-0.3465,0.401075,1
BMS-509744,0.4615,0.3704,0.3956,0.6005,0.388,-0.3431,0.44320000000000004,0
CGS-15943,0.4615,0.4151,0.4895,0.4855,0.4989,-0.321,0.4701,0
Oxibendazole,0.4614,0.3365,0.3669,0.5188,0.5637,-0.4125,0.44946,0
XL335,0.4609,0.3905,NA,NA,0.5132,-0.4379,0.45486666666666664,2
TGX 221,0.4604,0.3262,0.4554,0.6734,0.4239,-0.4099,0.46786,0
Aminoglutethimide,0.46,0.3788,0.41,0.6261,0.5073,-0.4281,0.47644,0
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.4593,0.3899,0.4011,0.7292,0.4796,-0.3292,0.49182,0
Resveratrol,0.4592,0.4374,0.3302,0.7926,0.4126,-0.3317,0.4864,0
Tosedostat,0.4592,0.4007,0.5509,0.5546,0.4462,-0.332,0.48231999999999997,0
Arachidonyl Trifluoromethylketone,0.4587,0.5558,0.5337,0.6843,0.5517,-0.3312,0.55684,0
Golvatinib (E7050),0.4586,0.4607,NA,NA,NA,-0.4306,0.45965,3
RS-39604,0.4583,0.3512,NA,0.6867,NA,-0.579,0.4987333333333333,2
"9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole",0.4578,0.3819,0.4463,0.4252,NA,-0.3624,0.4278,1
Nortriptyline,0.4573,0.5204,0.4222,0.523,NA,-0.3791,0.480725,1
CCG-214295,0.4573,NA,0.5449,NA,0.5717,-0.3625,0.5246333333333333,2
Ursolic acid,0.4573,0.4834,0.6335,0.5321,0.5119,-0.4242,0.52364,0
ZINC04171744,0.4571,NA,NA,0.5605,0.4402,-0.5181,0.48593333333333333,2
BRD-A69421747,0.4563,0.3411,0.4588,NA,0.5023,-0.4412,0.439625,1
GW843682X,0.456,0.5508,0.52,0.7066,0.4857,-0.3211,0.54382,0
CHEMBL2139070,0.4559,NA,0.471,0.431,NA,-0.3661,0.45263333333333333,2
AC1MEVG9,0.4556,NA,NA,0.5301,0.4465,-0.563,0.4774,2
Primaquine,0.4553,0.5576,0.4344,0.544,0.5375,-0.3353,0.50576,0
BMS-777607,0.455,0.442,0.4458,0.8795,0.5947,-0.4153,0.5634,0
TNP 470,0.4548,NA,NA,0.4899,0.4769,-0.4539,0.47386666666666666,2
Cediranib,0.4545,0.4544,0.5222,0.511,0.3903,-0.3221,0.46648,0
