compound,azt,los,nib,quine,vir,similarity,meansim,nas
Parthenolide,0.4397,0.3446,0.3573,0.4977,0.509,-0.3252,0.42966,0
Auranofin,0.438,0.5173,0.4271,0.6938,0.4772,-0.3333,0.51068,0
SB590885,0.4371,0.5271,0.4997,0.669,0.5034,-0.3234,0.52726,0
Quizartinib,0.4365,0.4692,0.5808,0.7243,0.517,-0.3296,0.54556,0
Vorinostat,0.436,0.4587,0.5266,0.669,0.4771,-0.3584,0.51348,0
ML162,0.4307,0.4232,0.6307,0.5968,0.4199,-0.329,0.50026,0
"ICI-199,441",0.4265,NA,0.3263,0.3664,0.3969,-0.326,0.379025,1
8-Epi-15-d2c-isop,0.4255,NA,0.3892,NA,NA,-0.4361,0.40735,3
Ricolinostat,0.423,0.5047,0.3223,0.4938,0.6495,-0.4198,0.47866,0
Piplartine,0.4202,0.4634,0.44,0.5628,0.4687,-0.3277,0.47102,0
Thioridazine,0.4185,0.3457,0.4838,0.8391,0.4279,-0.3437,0.503,0
Pinacidil,0.4148,NA,0.3521,0.5284,0.4113,-0.4666,0.42665,1
Promazine,0.4141,0.4722,0.3958,0.7321,0.505,-0.3754,0.50384,0
Rivaroxaban,0.414,0.5763,NA,0.6182,0.4377,-0.3557,0.51155,1
KW-2449,0.4122,0.4085,0.4886,0.7984,0.4856,-0.3648,0.51866,0
2-Fluoropalmitic acid,0.4095,NA,0.379,0.4387,NA,-0.3435,0.40906666666666663,2
XAV 939,0.409,0.357,0.5717,0.8812,0.4868,-0.3548,0.54114,0
Amuvatinib,0.4088,0.4237,0.3642,0.6559,0.549,-0.324,0.48032,0
BRD-U86222656,0.4085,NA,0.4688,0.4175,NA,-0.3457,0.4316,2
Amitriptyline,0.4083,0.4298,0.3666,0.7216,0.4623,-0.3711,0.47772,0
Maprotiline,0.4056,0.3277,0.4955,0.6523,0.3856,-0.356,0.45334,0
Linifanib,0.4044,0.4822,0.6499,0.7602,0.6402,-0.3517,0.58738,0
GSK-3 Inhibitor IX,0.4009,0.4971,0.617,0.7345,0.4982,-0.3305,0.54954,0
Y-39983,0.4007,0.578,0.6202,0.6257,0.4633,-0.4017,0.53758,0
CT-200783,0.4007,NA,0.3534,0.473,0.3569,-0.3893,0.396,1
Osimertinib,0.4005,0.4623,0.3802,0.7404,0.4521,-0.395,0.4871,0
KUC103882,0.4002,NA,NA,NA,0.4095,-0.332,0.40485,3
AMSACRINE,0.398,0.5774,0.3778,0.5032,NA,-0.3228,0.4641,1
Nordihydroguaiaretic acid,0.3937,0.4452,0.3238,NA,0.6499,-0.3615,0.45315,1
"Pfmrk inhibitor, wr 216174",0.3936,0.3726,0.4102,0.5721,NA,-0.3325,0.437125,1
Chelerythrine,0.3872,0.3358,0.3547,0.5569,0.39,-0.3347,0.40492,0
Vandetanib,0.3862,0.3626,0.4071,0.496,0.4983,-0.3331,0.43004,0
869288-64-2,0.3824,0.5822,0.4183,0.685,0.4389,-0.35,0.50136,0
Falnidamol,0.376,0.5044,0.4148,0.5266,0.4049,-0.3284,0.44533999999999996,0
AGK 2,0.3741,0.4609,0.4674,0.5434,0.5071,-0.3282,0.47058,0
CHEMBL2355513,0.3738,0.3934,0.4591,0.3475,0.365,-0.3331,0.38776,0
Trametinib,0.3734,0.5824,0.5221,0.8872,0.4002,-0.3235,0.55306,0
Alvocidib,0.3676,0.4424,0.3903,0.5649,0.4448,-0.3217,0.442,0
CHEMBL2361177,0.3655,NA,0.435,0.3469,NA,-0.3312,0.3824666666666667,2
Regorafenib,0.3647,0.4362,0.4209,0.7172,NA,-0.3334,0.48475,1
BRD-A59808129-001-01-7,0.3606,NA,NA,0.5838,NA,-0.4047,0.47219999999999995,3
BMS-387032,0.3606,0.5454,0.5922,0.4464,0.5936,-0.3254,0.50764,0
Quinacrine,0.3569,0.384,0.3494,0.4562,0.3711,-0.323,0.38351999999999997,0
Naringenin,0.3537,0.4783,0.3277,0.6328,0.4709,-0.3673,0.45268,0
ZSTK 474,0.3496,0.588,0.3542,0.6126,0.5743,-0.3333,0.49574,0
HMS1476K01,0.3483,NA,0.3864,NA,0.3612,-0.3968,0.3653,2
Chaetocin,0.3419,0.6237,0.4999,0.7673,0.578,-0.3462,0.56216,0
Dilazep,0.3383,0.4248,0.3531,0.6637,0.4646,-0.341,0.4489,0
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.3379,0.4685,0.3847,0.5361,0.5301,-0.3267,0.45146000000000003,0
VX-745,0.3367,0.3305,0.4874,0.8852,0.6623,-0.3423,0.54042,0
SCHEMBL1564574,0.3345,0.5167,0.4744,0.6083,0.4771,-0.3543,0.4822,0
Cyclosporine,0.33,NA,NA,0.5512,0.5231,-0.4502,0.4681,2
BRD-K68319707,0.3289,0.5856,NA,0.3604,0.3812,-0.3216,0.414025,1
PCI-34051,0.3283,0.4029,0.3947,0.542,0.424,-0.3437,0.41838,0
EDOXUDINE,0.3278,0.3617,NA,0.4873,NA,-0.4223,0.39226666666666665,2
L 168049,0.3233,NA,NA,0.4123,NA,-0.3285,0.3678,3
SCHEMBL17497626,0.3224,0.5761,0.3895,0.4424,0.3844,-0.3213,0.42296,0
AS601245,0.3221,0.4446,0.3771,0.5712,0.4723,-0.3349,0.43746,0
Pyrazolanthrone,0.3211,0.5146,NA,0.7187,0.501,-0.3365,0.51385,1
Azithromycin,1,0.5498,0.3901,0.656,0.4806,-0.3823,0.6153,0
Patupilone,0.5126,NA,NA,0.3695,NA,-0.329,0.44104999999999994,3
Telatinib,0.4904,0.4249,0.3694,NA,0.4052,-0.3273,0.422475,1
AZD-1775,0.4732,0.5435,0.6227,0.7408,0.5293,-0.354,0.5819,0
PD-0325901,0.4719,0.6266,0.4496,0.8083,0.4071,-0.4324,0.5527,0
GSK-461364,0.4666,0.5311,0.5452,0.7782,0.4904,-0.3244,0.5623,0
AZD 1480,0.4479,0.4567,0.4826,0.5227,0.4341,-0.4406,0.4688,0
Lonafarnib,0.4284,0.5205,NA,0.5011,0.364,-0.3411,0.4535,1
Wortmannin,0.4105,0.5729,0.528,0.7289,0.5552,-0.3228,0.5591,0
SB-216763,0.4099,0.6023,0.5379,0.7921,0.5249,-0.4296,0.57342,0
HG-9-91-01,0.4092,0.4481,0.6686,0.6941,0.4451,-0.3266,0.53302,0
BRD-K70875408,0.4032,0.4003,NA,0.6649,NA,-0.3535,0.48946666666666666,2
AC1Q6JJ5,0.3992,0.5824,0.4453,0.7634,0.4372,-0.3312,0.5255,0
Aminopurvalanol,0.3892,0.3293,0.3301,0.4978,NA,-0.3407,0.3866,1
BRD-K42573370-001-01-1,0.3874,0.4401,NA,0.5046,0.3693,-0.3443,0.42535,1
Oxetane,0.3823,0.44,0.6697,0.5482,0.4622,-0.3302,0.50048,0
Rebastinib,0.3685,0.4395,0.4139,0.5288,0.5069,-0.3924,0.45152000000000003,0
Mitoxantrone,0.3652,0.5052,0.5422,0.6106,0.5562,-0.3323,0.51588,0
TAK-285,0.3626,0.6585,0.3275,0.5979,NA,-0.3356,0.486625,1
Avicin-G,0.3616,0.5191,0.5899,0.345,0.4813,-0.3672,0.45938,0
BAY 61-3606,0.3498,0.5622,0.5091,0.8398,NA,-0.3213,0.565225,1
AZD-5438,0.3471,0.4702,0.3506,0.4038,0.4395,-0.3269,0.40224,0
SMP2_000081,0.337,0.3624,0.3588,0.5978,0.4127,-0.3889,0.41374,0
A-443654,0.3365,0.4644,0.3825,0.6324,0.4259,-0.3231,0.44834,0
AT-7519,0.329,0.4928,0.5581,0.3594,0.6168,-0.3311,0.47122000000000003,0
Daunorubicin,0.3264,0.3539,NA,NA,0.4114,-0.3385,0.3639,2
Hoechst 33258,0.3214,0.3411,0.4255,0.4219,0.6015,-0.3507,0.42228,0
848193-68-0,NA,0.728,0.5336,0.5172,0.447,-0.3472,0.55645,1
Desoximetasone,NA,0.6681,NA,0.6967,NA,-0.3275,0.6824,3
BRD-K74842589,NA,0.6269,NA,0.3301,0.3833,-0.3817,0.44676666666666665,2
Bimatoprost,NA,0.602,NA,0.4955,0.35,-0.3631,0.4825,2
PF-04217903,NA,0.581,0.4396,0.6393,0.4561,-0.3384,0.529,1
Thalidomide,NA,0.5805,0.5448,0.6183,NA,-0.3641,0.5811999999999999,2
Foretinib,NA,0.5633,0.4408,0.6804,0.4956,-0.3319,0.545025,1
Hydroxyl,NA,0.5554,0.486,0.4699,0.3877,-0.3543,0.47475,1
501919-59-1,NA,0.5539,0.4109,0.5398,0.3975,-0.3896,0.475525,1
"SIN-1, Hydrochloride",NA,0.5531,NA,0.7894,0.5102,-0.335,0.6175666666666667,2
"3,7-Bis(dimethylamino)phenothiazin-5-ium",NA,0.5493,0.5409,0.6572,0.6428,-0.3879,0.59755,1
TPCA-1,NA,0.5467,0.4789,0.6084,0.4789,-0.3432,0.528225,1
Levetiracetam,NA,0.5342,0.4943,0.3746,0.4017,-0.3863,0.4512,1
Tyrphostin AG-1478,NA,0.5234,0.3762,0.676,0.4095,-0.3291,0.496275,1
PIK 75,NA,0.5208,0.3954,0.3842,0.364,-0.3575,0.4161,1
N6022,NA,0.5151,0.4583,0.5897,0.4778,-0.4051,0.510225,1
SCHEMBL15556278,NA,0.512,0.3329,0.6427,0.443,-0.3261,0.48265,1
CGP 60474,NA,0.5017,0.392,0.4482,0.3875,-0.3228,0.43235,1
MLS002607718,NA,0.5006,NA,NA,0.3791,-0.3633,0.43985,3
Lenalidomide,NA,0.4945,0.5312,0.6233,0.5066,-0.3356,0.5389,1
GSK-3 Inhibitor II,NA,0.4702,0.4492,0.679,0.4201,-0.3424,0.504625,1
PG 490,NA,0.4701,NA,0.3597,0.3741,-0.3306,0.4013,2
MLS000089581,NA,0.4656,NA,NA,0.542,-0.352,0.5038,3
CHEMBL3347630,NA,0.4599,0.326,0.7633,0.4412,-0.321,0.4976,1
Arecaidine Propargyl Ester,NA,0.4585,NA,0.4197,NA,-0.3231,0.43910000000000005,3
FK888,NA,0.457,0.3489,0.4642,0.4651,-0.3504,0.4338,1
Glipizide,NA,0.4559,0.6019,0.6895,0.6131,-0.3557,0.5901,1
Nelarabine,NA,0.4502,NA,0.4541,0.4003,-0.4076,0.4348666666666667,2
CHEMBL1410859,NA,0.4476,0.3556,0.646,NA,-0.3234,0.4830666666666667,2
AC1MJ3VH,NA,0.4456,NA,0.3686,0.4258,-0.3504,0.41333333333333333,2
BRD32048,NA,0.4432,0.3717,0.5754,NA,-0.3379,0.4634333333333333,2
BRD-K53359044,NA,0.4402,NA,0.6287,NA,-0.3617,0.53445,3
Daminozide,NA,0.4367,0.3827,0.5733,0.499,-0.3265,0.472925,1
Androstanol,NA,0.4359,NA,0.487,0.5531,-0.3271,0.492,2
Indomethacin,NA,0.4292,0.3559,0.4067,0.4445,-0.3307,0.409075,1
RS-127445,NA,0.4275,0.3232,0.4636,NA,-0.372,0.40476666666666666,2
NCGC00011767,NA,0.4256,0.3578,0.4728,NA,-0.3646,0.41873333333333335,2
Dactinomycin,NA,0.4254,NA,NA,0.3776,-0.3929,0.40149999999999997,3
Cabozantinib,NA,0.4221,0.573,0.7656,0.5008,-0.3231,0.565375,1
Avicin-D,NA,0.4204,0.6803,0.5092,0.4367,-0.3342,0.5116499999999999,1
Aristolochic acid,NA,0.4201,0.3298,0.3376,NA,-0.3223,0.3625,2
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",NA,0.4195,NA,0.5365,NA,-0.3485,0.478,3
Mesoridazine,NA,0.419,0.5853,0.5011,0.4831,-0.403,0.497125,1
PS-1145,NA,0.4151,0.3388,0.4605,0.5072,-0.4433,0.4304,1
Deoxy Cholate,NA,0.4107,0.3911,0.3991,0.5001,-0.3478,0.42525,1
XL-147,NA,0.4104,NA,0.523,NA,-0.3488,0.4667,3
MLS003672589,NA,0.4075,0.351,0.6847,0.4265,-0.3286,0.467425,1
Phentolamine,NA,0.4061,0.3597,0.5068,NA,-0.4844,0.4242,2
SCHEMBL10583556,NA,0.4052,0.3392,0.4923,0.508,-0.3363,0.436175,1
AC1OCDAW,NA,0.4033,NA,0.439,0.4423,-0.334,0.4282,2
BIO2_000413,NA,0.4025,NA,0.493,0.3735,-0.3258,0.423,2
LGX818,NA,0.4021,0.4129,0.5754,NA,-0.3383,0.4634666666666667,2
STK249718,NA,0.4003,0.5022,0.3936,0.5611,-0.3361,0.4643,1
CHEMBL2356537,NA,0.4002,0.3538,0.4333,0.3539,-0.3493,0.3853,1
BRD-K40225343,NA,0.3994,NA,0.512,NA,-0.3236,0.4557,3
BRD-K28431278,NA,0.3965,NA,0.4408,NA,-0.4769,0.41865,3
MLS002222336,NA,0.3961,NA,0.6847,0.4494,-0.4799,0.5100666666666667,2
SCHEMBL17378613,NA,0.3957,0.4241,0.7682,0.3837,-0.3534,0.492925,1
Macitentan,NA,0.3923,NA,0.633,0.5173,-0.3845,0.5142,2
Sasapyrine,NA,0.3864,NA,0.5031,0.3842,-0.4408,0.42456666666666665,2
Ticlopidine,NA,0.3857,NA,0.4928,0.4288,-0.34,0.4357666666666667,2
BRD-K79112806,NA,0.3827,NA,NA,0.3501,-0.3681,0.3664,3
Glyburide,NA,0.3788,0.3254,0.5145,0.5685,-0.3577,0.4468,1
Tigecycline,NA,0.3754,0.3998,0.3625,0.4157,-0.3577,0.38835,1
Staurosporine,NA,0.3742,NA,0.433,0.4299,-0.3321,0.41236666666666666,2
Ellagic acid,NA,0.3722,NA,0.5477,0.4367,-0.3493,0.4522,2
UNC 669,NA,0.3666,0.3234,0.4949,0.4733,-0.321,0.41455,1
BRD-K85694079,NA,0.364,NA,0.4852,NA,-0.5174,0.4246,3
C29H35NO2,NA,0.3636,NA,0.4643,NA,-0.3406,0.41395,3
BX-795,NA,0.3539,0.5833,0.5665,0.4094,-0.3296,0.478275,1
BRD-K24133356,NA,0.3535,0.5463,NA,0.3734,-0.3214,0.4244,2
UB-165,NA,0.35,NA,0.5604,0.3787,-0.3236,0.42969999999999997,2
ST51005413,NA,0.3498,0.3226,0.572,0.3549,-0.3252,0.399825,1
Y-26763,NA,0.3467,NA,NA,0.388,-0.3285,0.36735,3
MLS003329222,NA,0.3467,NA,NA,0.617,-0.3226,0.48185,3
BRD-K22261046,NA,0.3425,NA,0.5152,NA,-0.3424,0.42885,3
BRD-A99911370,NA,0.3418,0.3244,0.5912,0.3778,-0.3309,0.4088,1
Refametinib,NA,0.3417,0.4239,NA,0.4424,-0.3521,0.4026666666666667,2
Gly-Gly-Palo,NA,0.3376,NA,0.4747,NA,-0.3358,0.40615,3
PF 3845,NA,0.3352,0.3292,0.6534,0.3539,-0.3306,0.417925,1
MLS002276503,NA,0.3281,NA,0.4132,NA,-0.3931,0.37065000000000003,3
Pimobendan,NA,0.3265,0.3304,0.5074,NA,-0.3876,0.3881,2
Nimodipine,NA,0.6574,NA,0.5103,0.3394,-0.3392,0.5023666666666666,2
3-(4-Pyridyl)indole,NA,0.6325,0.566,0.7003,0.6268,-0.3236,0.6314,1
STK369842,NA,0.6301,NA,0.5043,0.5896,-0.3271,0.5746666666666667,2
BRD-A75471153,NA,0.6102,NA,NA,0.4222,-0.342,0.5162,3
HLI-373,NA,0.5862,NA,0.7821,0.447,-0.3312,0.6051,2
Phenytoin,NA,0.5692,0.3875,0.558,0.4021,-0.4222,0.4792,1
Benzbromarone,NA,0.5433,0.3369,0.5829,0.3597,-0.3272,0.4557,1
Decitabine,NA,0.5374,0.4427,0.7299,0.5816,-0.376,0.5729,1
NU-7026,NA,0.5362,0.3517,0.6258,0.6991,-0.3426,0.5532,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",NA,0.5011,0.4955,0.496,0.5208,-0.3269,0.50335,1
SU-11652,NA,0.489,0.4812,0.485,0.4357,-0.3509,0.472725,1
NEFIRACETAM,NA,0.4858,0.5171,NA,0.3896,-0.3469,0.46416666666666667,2
LCQ-908,NA,0.4568,0.7188,NA,0.5244,-0.3284,0.5666666666666667,2
Diflunisal,NA,0.4404,0.3368,0.6016,0.3599,-0.326,0.43467500000000003,1
WZ3105,NA,0.4382,0.359,0.5178,0.5175,-0.327,0.458125,1
Narciclasine,NA,0.4297,0.5219,0.4242,0.413,-0.3352,0.44720000000000004,1
CHEMBL585951,NA,0.4225,0.3956,0.7162,0.3778,-0.3624,0.478025,1
Nefazodone,NA,0.4146,NA,0.6038,0.4394,-0.3267,0.48593333333333333,2
Inolitazone (dihydrochloride),NA,0.3942,0.5003,0.6254,0.3891,-0.3258,0.47724999999999995,1
STK581349,NA,0.3919,0.4537,NA,0.3547,-0.3254,0.4001,2
Elliptecine,NA,0.3896,0.3598,0.5588,0.4175,-0.4025,0.431425,1
Gallocatechin Gallate,NA,0.3893,0.4553,0.7319,0.4847,-0.3917,0.5153,1
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,NA,0.3829,NA,0.6697,NA,-0.3849,0.5263,3
Htfmt,NA,0.3818,NA,0.417,0.3686,-0.3414,0.38913333333333333,2
Aliskiren,NA,0.3816,0.3247,NA,0.3678,-0.3653,0.3580333333333333,2
BRD-K58784778,NA,0.3813,NA,0.4794,NA,-0.3456,0.43035,3
MLS003179190,NA,0.379,NA,0.5084,NA,-0.4098,0.4437,3
U-0126,NA,0.3743,NA,0.3747,NA,-0.3417,0.3745,3
Apigenin,NA,0.3736,NA,0.3365,NA,-0.3515,0.35505,3
Olomoucine,NA,0.37,0.3924,NA,NA,-0.3263,0.3812,3
CHEMBL1270312,NA,0.3671,NA,0.4085,NA,-0.3215,0.3878,3
BRD-K82326223,NA,0.3567,0.4981,NA,NA,-0.3358,0.4274,3
AKT Inhibitor IV,NA,0.3513,0.5384,0.6771,0.4324,-0.3242,0.4998,1
Emapunil,NA,0.3513,NA,NA,0.4335,-0.3713,0.39239999999999997,3
BRD-K08982647,NA,0.3334,0.3394,NA,NA,-0.3248,0.3364,3
IN1451,NA,0.3303,NA,NA,0.3634,-0.3332,0.34685,3
362-74-3,NA,0.3245,0.3838,0.5635,NA,-0.4216,0.42393333333333333,2
Ivabradine HCl,NA,NA,0.4671,0.6115,NA,-0.3472,0.5393,3
Meptazinol,NA,NA,0.4338,0.5854,0.5236,-0.3401,0.5142666666666666,2
Procainamide,NA,NA,0.3994,NA,0.354,-0.3516,0.3767,3
Methyldopa,NA,NA,0.3798,0.3668,0.3495,-0.3604,0.3653666666666667,2
Skimmianine,NA,NA,0.3645,0.3526,NA,-0.3547,0.35855000000000004,3
Acetyl-Farnesyl-Cysteine,NA,NA,0.3495,0.4265,0.5326,-0.4428,0.4362,2
SA-1921617,NA,NA,0.3426,NA,0.3527,-0.3218,0.34765,3
Simvastatin,NA,NA,0.5292,0.5405,NA,-0.3343,0.53485,3
Hydroxyprogesterone Caproate,NA,NA,0.4212,0.5549,0.4231,-0.3766,0.4664,2
CHEMBL3400874,NA,NA,0.3959,NA,0.4005,-0.3348,0.3982,3
BRD-K01497355,NA,NA,0.3927,NA,0.3728,-0.3663,0.38275000000000003,3
Lestaurtinib,NA,NA,0.3878,0.4288,0.3464,-0.3383,0.38766666666666666,2
Flufenamic acid,NA,NA,0.3868,0.6539,0.3909,-0.3973,0.4772,2
Methysergide,NA,NA,0.3785,0.5291,0.3902,-0.3323,0.4326,2
STK222600,NA,NA,0.3335,0.6836,NA,-0.3365,0.5085500000000001,3
AB00540134,NA,NA,0.3249,0.4507,0.3605,-0.3546,0.3787,2
CHEMBL2355399,NA,NA,0.3247,0.4488,0.3667,-0.4516,0.38006666666666666,2
Androstenol,NA,NA,NA,0.5051,0.4138,-0.3428,0.45945,3
Tauroursodeoxy cholic acid dihydrate,NA,NA,NA,0.4818,0.5106,-0.3211,0.49620000000000003,3
Phenylbutazone,NA,NA,NA,0.421,0.3562,-0.3959,0.3886,3
SR-2640,NA,NA,NA,0.5191,0.472,-0.3958,0.49555,3
