compound,azt,los,nib,quine,vir,similarity,meansim,nas
Metoclopramide,0.3449,0.3397,NA,0.5185,0.7583,-0.475,0.49034999999999995,1
SA-427730,0.3448,0.3419,NA,NA,NA,-0.6533,0.34335,3
L-690488,0.3445,NA,0.3487,0.4088,0.6765,-0.5016,0.444625,1
Avicin-G,0.3444,0.4119,0.3346,0.513,0.5555,-0.5169,0.43188,0
CEP-701,0.3441,NA,0.3447,0.5079,0.504,-0.4846,0.425175,1
LY-294002,0.3441,0.5217,0.4182,0.5928,0.6662,-0.482,0.5086,0
175203-39-1,0.3437,NA,NA,0.3278,0.6522,-0.6518,0.4412333333333333,2
Mitoxantrone,0.3434,0.3656,0.415,0.5627,0.6443,-0.4858,0.4662,0
"8,10-Dimethyl-4-(2-methylphenyl)-3,4-dihydro-1H-pyrido[3',2':4,5]thieno[3,2-e][1,4]diazepine-2,5-dione",0.3428,0.36,NA,0.4033,0.4366,-0.6143,0.385675,1
Cyproheptadine,0.3427,0.4589,0.4071,0.393,0.493,-0.4861,0.41894,0
Dobutamine,0.3425,NA,NA,NA,0.5839,-0.6666,0.4632,3
GSK-2334470,0.3414,0.3882,0.3526,0.3634,0.783,-0.4926,0.44572,0
Atomoxetine,0.3413,0.4239,NA,0.4228,0.6979,-0.4749,0.471475,1
Rebastinib,0.341,0.4757,NA,0.4991,0.8894,-0.4861,0.5513,1
BCB03_000153,0.3402,0.4284,NA,0.4775,0.4732,-0.7029,0.429825,1
Raltitrexed,0.3402,NA,0.3347,NA,NA,-0.646,0.33745000000000003,3
Gossypol,0.3392,0.3707,NA,NA,0.6117,-0.6222,0.44053333333333333,2
Tamatinib,0.3392,0.4443,0.3695,0.4905,0.6489,-0.5386,0.45848,0
Buspirone,0.339,NA,NA,NA,0.4297,-0.6601,0.38435,3
Nicardipine,0.339,0.5082,0.3601,0.4761,0.635,-0.6038,0.46368,0
MLS000680027,0.3388,NA,NA,0.414,NA,-0.8627,0.37639999999999996,3
Gemfibrozil,0.3387,NA,NA,0.4944,0.4557,-0.5301,0.4296,2
Tretinoin,0.3381,0.4409,0.3326,0.5732,0.6415,-0.4748,0.46526,0
BMS-345541,0.3374,0.4735,0.3854,0.517,0.6134,-0.6144,0.46534,0
SA-432998,0.3371,NA,NA,NA,0.4682,-0.736,0.40265,3
PRESTWICK3_000652,0.3342,NA,NA,0.3657,0.4882,-0.6637,0.39603333333333335,2
SR-03000000931-1,0.3339,NA,NA,0.3442,NA,-0.7105,0.33904999999999996,3
Niclosamide,0.3334,0.3544,0.3773,NA,0.6807,-0.4755,0.43645,1
RO 90-7501,0.3326,NA,NA,NA,0.6424,-0.5251,0.4875,3
KCl,0.3316,NA,NA,NA,0.4673,-0.6849,0.39944999999999997,3
Pyrimethamine,0.3311,0.4744,NA,0.4913,0.5628,-0.4846,0.4649,1
BRD-K47881779,0.3311,NA,NA,NA,0.501,-0.7813,0.41605000000000003,3
SCHEMBL15444220,0.331,0.3728,NA,NA,NA,-0.6022,0.3519,3
CHEMBL1868923,0.33,NA,NA,0.4574,0.567,-0.5507,0.4514666666666666,2
AC1NWALX,0.3298,NA,0.474,0.4667,0.5009,-0.5767,0.44284999999999997,1
Fasudil,0.3297,NA,NA,0.5377,0.7348,-0.6028,0.5340666666666667,2
Curcumin,0.3287,0.5484,0.358,0.5682,0.5265,-0.4797,0.46596,0
CHEMBL2142684,0.3286,NA,NA,0.5838,0.4933,-0.6603,0.4685666666666667,2
BRD-K30393343,0.3281,NA,0.3343,NA,0.4429,-0.7025,0.36843333333333333,2
Seliciclib,0.3279,0.4228,0.4003,0.4259,0.6735,-0.5407,0.45008,0
"L-161,982",0.3272,NA,NA,0.4272,NA,-0.5591,0.3772,3
STK199030,0.3271,NA,NA,NA,0.8245,-0.4903,0.5758,3
SB590885,0.3267,0.4372,0.3835,0.5161,0.798,-0.4793,0.4923,0
SPBIO_002561,0.3266,NA,NA,0.3692,0.459,-0.605,0.38493333333333335,2
Motesanib,0.3265,0.3455,0.4065,0.4668,0.701,-0.5485,0.44926,0
REV-5901,0.3258,0.4383,0.3461,0.3269,0.4982,-0.6547,0.38706,0
SC_I_004,0.3254,0.416,0.3316,0.3796,0.8808,-0.6946,0.46668,0
179324-69-7,0.3252,0.7453,0.3986,0.4086,0.7023,-0.4747,0.516,0
C21H27N7O3,0.3249,0.345,0.3397,0.4974,0.7105,-0.4798,0.4435,0
MW-STK33-100,0.3246,NA,NA,0.3479,0.4736,-0.554,0.38203333333333334,2
MDL-28170,0.3244,NA,0.3443,0.5484,0.4548,-0.8967,0.417975,1
Avicin-D,0.3238,0.3452,0.3434,0.3303,0.5834,-0.6386,0.38522,0
AC1MEVG9,0.3237,0.3782,NA,0.6278,0.473,-0.6476,0.450675,1
MLS002725684,0.3233,NA,NA,0.4045,NA,-0.7064,0.3639,3
NU-7441,0.323,0.3861,0.4119,0.554,0.6538,-0.4762,0.46576,0
Vitinoin,0.3227,NA,0.3623,0.3451,0.4525,-0.6655,0.37065000000000003,1
AC1Q6JJ5,0.3223,0.4932,0.3841,0.4467,0.7956,-0.6337,0.48838,0
KBIO2_001961,0.3213,0.3502,0.337,NA,0.625,-0.6235,0.408375,1
Regorafenib,0.3213,0.4772,0.508,0.435,0.7733,-0.5167,0.50296,0
Azithromycin,1,0.41,NA,0.4551,0.7938,-0.6301,0.664725,1
JZL-184,0.7218,0.6788,NA,0.4166,0.4619,-0.65,0.569775,1
Diazoxide,0.6808,NA,0.3581,0.4106,0.6051,-0.482,0.5136499999999999,1
Tazarotene,0.6385,0.3475,NA,0.3634,0.5114,-0.6363,0.46519999999999995,1
AKT Inhibitor VIII,0.6376,0.3831,NA,0.6255,0.7716,-0.4793,0.6044499999999999,1
Amidate,0.6359,NA,NA,NA,0.3871,-0.6701,0.5115000000000001,3
CHEMBL2132289,0.631,0.362,NA,0.3986,0.6336,-0.5079,0.5063,1
Enzalutamide,0.5859,0.3747,NA,NA,0.5599,-0.4919,0.5068333333333332,2
UNC0638,0.5754,0.3614,0.3217,NA,0.6231,-0.4834,0.4704,1
MLN 2238,0.5693,0.6518,0.4155,0.403,0.5714,-0.4887,0.5222,0
TH02453-036-P1,0.5642,NA,0.3296,0.5053,0.4688,-0.6385,0.46697500000000003,1
AC1LWZG4,0.5581,NA,0.5213,0.3388,NA,-0.4763,0.47273333333333334,2
Chaetocin,0.5498,0.585,0.5147,0.4998,0.57,-0.617,0.54386,0
RS-23597-190,0.5378,NA,NA,0.4969,0.6279,-0.546,0.5542,2
L-Sulforaphane,0.5309,0.6756,0.413,0.4704,0.6467,-0.4897,0.54732,0
Nemonapride,0.5228,NA,0.4464,0.4448,0.5402,-0.6642,0.48855000000000004,1
Venlafaxine,0.5171,NA,NA,0.4254,0.4706,-0.7112,0.47103333333333336,2
CHEMBL1950303,0.5084,0.3306,NA,0.3583,0.6882,-0.5298,0.471375,1
KU-55933,0.506,0.4147,0.4092,0.3777,0.8063,-0.523,0.50278,0
Tyrphostin 1,0.502,0.3604,NA,0.4542,0.6051,-0.5133,0.480425,1
Rucaparib,0.4959,0.3402,NA,0.3803,0.6231,-0.6079,0.45987500000000003,1
"AKT Inhibitor V, Triciribine",0.49370000000000003,0.4232,NA,0.4599,0.6513,-0.6632,0.5070250000000001,1
Tosedostat,0.4917,0.5287,0.3531,0.4118,0.7373,-0.508,0.50452,0
83002-04-4,0.4874,0.4443,0.3554,NA,0.5058,-0.4908,0.448225,1
CHEMBL1374544,0.4862,0.3782,NA,0.3651,0.5599,-0.6597,0.44734999999999997,1
GDC-0152,0.4859,NA,NA,0.4,0.4896,-0.4828,0.4585,2
BRD-K08829932,0.4857,NA,NA,0.3493,0.5997,-0.6139,0.47823333333333334,2
Etomoxir,0.4853,0.3926,NA,0.4705,0.5398,-0.4832,0.47204999999999997,1
Foretinib,0.4831,0.3971,NA,0.4565,0.6946,-0.487,0.507825,1
CP466722,0.4828,0.3428,NA,0.4799,0.7463,-0.4801,0.51295,1
PI-103,0.4822,0.3288,NA,0.5234,0.8313,-0.4747,0.541425,1
Mebendazole,0.4802,0.3759,0.4016,0.3302,0.7184,-0.487,0.46126,0
Dexfenfluramine,0.4796,NA,NA,0.343,0.6327,-0.6163,0.48510000000000003,2
PJ34,0.4779,0.4053,NA,0.3469,0.7047,-0.544,0.4837,1
UNC-0321,0.4774,0.4281,NA,0.3667,0.4532,-0.6358,0.43135,1
Fluoropyruvate,0.4743,0.3322,NA,NA,0.4599,-0.7074,0.4221333333333333,2
Tyrphostin AG-494,0.4742,0.3255,NA,0.3691,0.6167,-0.5099,0.446375,1
CHEMBL168972,0.4716,0.3926,NA,0.3777,NA,-0.7178,0.41396666666666665,2
Tenoxicam,0.4702,0.4354,NA,0.3878,NA,-0.7367,0.4311333333333333,2
Meadacid,0.4673,NA,NA,NA,0.6779,-0.5503,0.5726,3
Enzastaurin,0.4649,0.4833,0.352,0.4677,0.6057,-0.519,0.47472,0
BRD-K48724570,0.4614,NA,NA,0.4104,0.546,-0.6483,0.4726,2
BRD-K20718732,0.4586,NA,NA,0.4058,0.6441,-0.4781,0.5028333333333334,2
Orphenadrine,0.4536,NA,0.3664,0.4134,0.5026,-0.6068,0.434,1
SCHEMBL17378613,0.4533,0.3948,0.3665,0.4038,0.7773,-0.4766,0.47914,0
BRD-K67519589,0.4525,NA,NA,0.3694,0.4679,-0.6977,0.42993333333333333,2
Quinoclamine,0.4506,0.427,0.5383,0.3478,0.5605,-0.539,0.46484,0
BRD-K69040870-001-01-4,0.4505,NA,NA,0.421,NA,-0.5889,0.43574999999999997,3
E319,0.449,0.3421,0.328,0.4345,0.6997,-0.6294,0.45066,0
Withaferin A,0.4478,0.7333,0.5206,0.6094,0.6668,-0.4748,0.59558,0
MLS003129913,0.4455,NA,NA,0.6337,0.4328,-0.9622,0.504,2
Y-39983,0.4446,0.4845,NA,0.5621,0.6233,-0.4785,0.528625,1
Salermide,0.4435,0.7833,0.3965,0.3973,0.5329,-0.4754,0.5107,0
CHEMBL1083527,0.4427,0.3323,NA,0.6035,0.5802,-0.475,0.489675,1
pyrvinium-pamoate,0.4417,0.5137,NA,0.484,0.5955,-0.479,0.508725,1
Lamivudine,0.4412,NA,NA,NA,0.5089,-0.6283,0.47505,3
SCHEMBL16980377,0.4409,NA,NA,0.362,0.5724,-0.4747,0.45843333333333336,2
Methyltestosterone,0.4408,0.382,0.3368,0.6327,NA,-0.4965,0.448075,1
Evodiamine,0.4399,0.4156,0.4306,NA,0.5108,-0.804,0.449225,1
Radezolid,0.4391,NA,NA,0.3343,NA,-0.639,0.3867,3
Menadione,0.4373,0.6942,0.5643,0.4169,0.7183,-0.4865,0.5662,0
Aminoglutethimide,0.4358,0.3331,NA,NA,0.5666,-0.6747,0.44516666666666665,2
KUC103885,0.434,NA,NA,0.4658,NA,-0.762,0.44989999999999997,3
CHEMBL2356076,0.4334,NA,NA,0.3471,NA,-0.6511,0.39025,3
BRD-K75035820,0.433,0.4525,NA,0.5243,0.4729,-0.4784,0.470675,1
Ischemin,0.4326,NA,NA,0.532,0.623,-0.6071,0.5292,2
Bisacodyl,0.4321,NA,0.3541,0.331,0.6282,-0.5045,0.43635,1
