compound,azt,los,nib,quine,vir,similarity,meansim,nas
Tozasertib,0.6035,0.6303,0.4004,0.6463,0.9013,-0.3287,0.63636,0
WH-4-025,0.6011,0.5612,0.4516,0.5952,0.7294,-0.3257,0.5877,0
Carvedilol,0.6002,0.6587,0.5817,0.4613,0.7209,-0.4437,0.60456,0
Canertinib,0.5977,0.4332,0.6678,0.4945,0.8058,-0.3397,0.5998,0
CHEMBL2140299,0.5955,0.4316,0.6204,0.457,0.6405,-0.3309,0.5489999999999999,0
AC1Q6JJ5,0.5897,0.6138,0.4083,0.4423,0.8413,-0.3369,0.57908,0
Crizotinib,0.589,0.676,0.5102,0.608,0.8894,-0.3734,0.65452,0
HG-14-10-04,0.5885,0.7413,0.5625,0.5832,0.6479,-0.3439,0.62468,0
Gallocatechin Gallate,0.5868,0.4994,0.3463,0.4774,0.7328,-0.3377,0.52854,0
Thiothixene,0.5863,0.5634,0.7771,0.4616,0.8227,-0.3314,0.64222,0
Niclosamide,0.5863,0.6345,0.6231,0.6443,0.8562,-0.3242,0.66888,0
Amitriptyline,0.5858,0.5579,0.5458,0.3884,0.7626,-0.3878,0.5680999999999999,0
BRD-K01425431,0.5832,0.649,0.4625,0.545,0.7621,-0.3382,0.60036,0
Thioridazine,0.5789,0.7868,0.6693,0.5523,0.7958,-0.3264,0.67662,0
Quinacrine,0.5768,0.4692,0.653,0.4852,0.7279,-0.3432,0.58242,0
ZINC77024257,0.573,0.7665,0.5164,0.4443,0.8501,-0.3546,0.63006,0
AT-9283,0.5722,0.5291,0.4046,0.5224,0.5861,-0.3293,0.52288,0
Dorsomorphin,0.5678,0.3861,0.5005,0.5363,0.6637,-0.3344,0.53088,0
10-DEBC,0.5647,0.6461,0.4128,0.3983,0.5712,-0.4205,0.51862,0
BRD-K72539944,0.5635,0.4202,NA,NA,0.5212,-0.3619,0.5016333333333334,2
Cediranib,0.5609,0.6579,0.5644,0.5279,0.8531,-0.3242,0.63284,0
Tyrphostin AG-1478,0.5569,0.5754,0.4049,0.6788,0.6661,-0.3486,0.5764199999999999,0
GR-55562,0.5566,0.3719,0.3427,NA,0.5972,-0.4549,0.46709999999999996,1
Nitazoxanide,0.5563,0.5,0.5951,0.4457,0.5486,-0.4272,0.5291399999999999,0
Dacinostat,0.5561,0.4106,0.5463,0.4098,0.5715,-0.3659,0.49886,0
Alisertib,0.5559,0.6461,NA,0.4333,0.6829,-0.3399,0.57955,1
Saracatinib,0.5537,0.6441,0.5386,0.47,0.7826,-0.3664,0.5978,0
Gefitinib,0.5528,0.7008,0.4841,0.5664,0.8267,-0.3301,0.6261599999999999,0
Bazedoxifene HCl,0.5524,0.4794,0.5983,NA,0.7009,-0.3623,0.58275,1
NCGC00346967-01,0.5504,0.5505,0.7351,0.3316,0.6428,-0.3245,0.56208,0
UNII-MET7ZRB8Y7,0.5501,0.5138,0.5363,0.473,0.7427,-0.3676,0.56318,0
AMSACRINE,0.5475,0.3801,NA,0.3562,0.5678,-0.3221,0.4629,1
Valrubicin,0.5397,0.5164,0.3258,0.3896,0.5673,-0.3235,0.46776,0
UNC0638,0.5389,0.5636,0.6081,0.412,0.8132,-0.3437,0.58716,0
GSK-1904529A,0.5363,0.6603,0.4533,0.5192,0.861,-0.3496,0.60602,0
GSK429286A,0.5338,0.488,0.4084,0.4439,0.7571,-0.3435,0.52624,0
Panobinostat,0.5308,0.5018,0.4865,0.4383,0.7219,-0.3233,0.53586,0
CID 27806705,0.5285,0.4217,NA,NA,0.399,-0.3335,0.4497333333333333,2
KW-2449,0.5272,0.6378,0.3742,0.56,0.6838,-0.3327,0.5566,0
BRD-K63423329,0.5226,0.4644,0.5998,NA,NA,-0.3235,0.5289333333333333,2
Pioglitazone,0.5223,NA,0.3658,0.3998,0.5248,-0.3611,0.453175,1
SAN1_003817,0.5177,0.3985,0.3431,0.395,NA,-0.3225,0.413575,1
Epirubicin HCl,0.5156,0.6539,0.3445,0.4694,0.5179,-0.3433,0.50026,0
PF-04217903,0.5142,0.5086,0.4266,0.5101,0.7368,-0.3734,0.53926,0
BMS-509744,0.5131,0.5432,0.6413,0.3952,0.5987,-0.368,0.5383,0
Pictilisib,0.512,0.636,0.5226,0.562,0.8738,-0.3434,0.62128,0
Pracinostat,0.5119,0.4797,0.5517,0.3849,0.5444,-0.3457,0.49452,0
WZ-4-145,0.5108,0.4026,0.4099,0.4735,0.6672,-0.4189,0.4928,0
SU 11274,0.5099,0.6053,0.4617,0.4722,0.8042,-0.3249,0.57066,0
PHA-767491,0.5083,0.474,0.4396,0.4261,0.6175,-0.334,0.4931,0
Fedratinib,0.5083,0.6797,0.7995,0.656,0.7107,-0.3222,0.67084,0
Vemurafenib,0.5074,0.8367,0.4764,0.6527,0.7087,-0.3408,0.63638,0
Doxorubicin,0.5068,0.5891,0.5217,0.6932,0.6116,-0.3216,0.58448,0
BRD-K65567503,0.5024,NA,0.5273,NA,0.5427,-0.3746,0.5241333333333333,2
apigenin,0.5015,0.5492,0.3803,0.556,0.8334,-0.3324,0.56408,0
Danusertib,0.5011,0.6208,0.3528,0.4201,0.7518,-0.3228,0.52932,0
"L741,626",0.4969,0.6207,0.4416,NA,0.535,-0.3909,0.52355,1
Chlorambucil,0.496,0.8458,0.4003,0.4435,0.6394,-0.3701,0.565,0
Cobicistat (GS-9350),0.4942,0.3967,0.3343,0.4665,0.5672,-0.3307,0.45178,0
SUGA1_016079,0.494,0.562,0.4083,NA,NA,-0.3499,0.48810000000000003,2
Famciclovir,0.4932,0.4583,0.4064,0.3559,0.6727,-0.372,0.4773,0
ITK Inhibitor,0.4931,0.6335,0.5165,0.5858,0.6813,-0.4398,0.58204,0
Glyburide,0.4919,0.5634,0.4402,0.4723,0.7722,-0.3628,0.548,0
Fluticasone Propionate,0.491,0.6567,NA,0.8005,0.6905,-0.3452,0.659675,1
Maprotiline,0.4889,0.6392,0.4867,0.4172,0.62,-0.3998,0.5304,0
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.4857,0.4406,NA,0.5026,0.818,-0.3326,0.561725,1
Resveratrol,0.4846,0.598,0.4528,0.528,0.6662,-0.3493,0.54592,0
BRD-K74316684,0.4845,0.505,NA,NA,0.4264,-0.3678,0.47196666666666665,2
Troglitazone,0.4836,0.6628,0.4768,0.5186,0.8849,-0.3398,0.60534,0
Mometasone Furoate,0.4834,0.3909,NA,0.6772,0.4167,-0.3551,0.49205,1
BRD-A43331270-001-01-6,0.4826,0.7832,0.5839,0.4989,0.868,-0.3931,0.64332,0
Afuresertib,0.4812,0.531,0.3547,0.4677,0.5201,-0.3504,0.47094,0
Prochlorperazine,0.4794,0.3646,0.4163,0.4385,0.7247,-0.3255,0.4847,0
"3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",0.4787,0.3411,0.4774,NA,0.7717,-0.3273,0.517225,1
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.4785,0.4824,0.5535,0.4715,0.6941,-0.3249,0.536,0
Masitinib,0.476,0.7309,0.5778,0.5245,0.785,-0.3582,0.61884,0
CX-5461,0.4744,0.8306,0.3905,0.4443,0.8022,-0.3339,0.5884,0
SCHEMBL15556278,0.4742,0.5909,0.3523,0.3992,0.6755,-0.3282,0.49842,0
Bithionol,0.4724,0.4645,0.6757,0.7053,NA,-0.3781,0.579475,1
Gemcitabine,0.4723,0.7289,0.4506,0.6092,0.7242,-0.3216,0.59704,0
Olaparib,0.4685,0.7167,0.4221,0.3595,0.7281,-0.3233,0.53898,0
Rhodomyrtoxin B,0.4683,0.3648,0.6945,0.4629,0.6243,-0.4461,0.52296,0
Tivozanib,0.4657,0.6021,0.4271,0.5253,0.9025,-0.3733,0.58454,0
MLS002703118,0.4652,0.4018,0.5956,NA,0.5673,-0.4074,0.507475,1
Benfluorex,0.4639,0.6187,NA,0.3762,0.5862,-0.3838,0.51125,1
Dronedarone HCl,0.4608,0.4635,0.5103,NA,0.6861,-0.393,0.5301750000000001,1
Cisapride,0.4566,0.3974,0.423,0.3503,NA,-0.3512,0.406825,1
CHEMBL1716096,0.4565,0.4802,0.454,0.4824,0.5217,-0.5637,0.47896,0
Adapalene,0.4561,0.4442,0.3218,0.4481,0.7938,-0.3472,0.49279999999999996,0
Deferiprone,0.456,0.3577,0.3374,NA,0.61240000000000006,-0.5338,0.440875,1
Osimertinib,0.4553,0.5551,0.508,0.7443,0.6245,-0.3582,0.57744,0
CHEMBL1673039,0.4526,0.4836,0.6168,0.3581,0.743,-0.3507,0.53082,0
Nebivolol,0.4518,0.8085,NA,0.3516,0.8241,-0.3593,0.609,1
XMD-1499,0.4508,0.4283,0.4349,NA,0.4938,-0.3584,0.45195,1
331771-20-1,0.4497,0.6139,0.4748,0.5429,0.7734,-0.3518,0.57094,0
CHEMBL3182395,0.4492,0.5569,0.6357,0.4837,0.8551,-0.3569,0.59612,0
Simvastatin,0.4486,0.6176,0.5095,0.7002,0.7962,-0.3371,0.61442,0
Clofarabine,0.447,0.6188,NA,0.4746,0.6268,-0.3752,0.5418000000000001,1
AZ20,0.4457,0.6015,0.3755,0.6231,0.6922,-0.3264,0.5476,0
Varlitinib,0.4455,0.5502,0.5752,NA,NA,-0.3508,0.5236333333333334,2
SCHEMBL16226502,0.4415,0.5487,0.4809,0.5204,0.777,-0.3455,0.5537,0
Indigo Red,0.4411,0.6012,0.4446,0.3843,0.7897,-0.4039,0.53218,0
Syrosingopine,0.4396,NA,0.4301,NA,0.5974,-0.372,0.4890333333333333,2
Irinotecan,0.4363,0.5505,NA,0.5265,0.6246,-0.3212,0.534475,1
16Beta-bromoandrosterone,0.4358,0.6612,0.3601,NA,0.6196,-0.3392,0.519175,1
KU0060648,0.4357,0.5147,0.6102,0.5365,0.7846,-0.3731,0.57634,0
WZ 3146,0.4355,0.7009,0.3715,0.3767,0.7534,-0.3443,0.5276,0
DC-45-A2,0.4345,0.4761,0.3718,NA,0.6424,-0.3526,0.4812,1
Mycophenolate Mofetil,0.434,0.4616,0.4987,0.563,0.8303,-0.3338,0.55752,0
CID 75060944,0.4332,NA,0.6539,0.3818,0.5608,-0.3527,0.507425,1
Scriptaid,0.4322,0.4273,0.508,0.3711,0.7369,-0.3273,0.4951,0
Dapivirine (TMC120),0.4301,0.344,0.4393,0.4188,0.5023,-0.3407,0.4269,0
CHEMBL1720543,0.4295,0.6484,0.4198,0.4875,0.578,-0.3745,0.51264,0
Altrenogest,0.4284,0.5828,0.3578,0.3556,0.6609,-0.381,0.4771,0
MLS002729074,0.4258,0.4018,0.4743,NA,0.7362,-0.3335,0.509525,1
Protionamide,0.4228,0.4353,NA,0.3683,NA,-0.3665,0.4088,2
GSK 525762A,0.4197,0.5728,0.5304,0.3932,0.5611,-0.3306,0.49544,0
GSK 525762A,0.4197,0.5728,0.5304,0.3932,0.5611,-0.3306,0.49544,0
NVP-BHG712,0.4195,0.6983,0.4295,0.4689,0.564,-0.3222,0.5160399999999999,0
(+)-Camptothecin,0.4182,0.4399,0.4116,0.4409,0.8508,-0.4361,0.5122800000000001,0
1268524-70-4,0.4172,0.6193,0.485,0.3813,0.5595,-0.3216,0.49246,0
Abexinostat,0.4155,0.6819,0.4727,0.4286,0.6871,-0.3221,0.53716,0
Berberine,0.413,0.5036,0.3413,NA,0.5909,-0.4361,0.4622,1
Kolestevan,0.4113,0.6448,0.4983,0.5789,0.5059,-0.3372,0.52784,0
17-Hydroxyandrost-4-en-3-one,0.4068,0.4729,NA,NA,0.61,-0.329,0.49656666666666666,2
Tretinoin,0.404,0.6435,0.4737,0.5094,0.773,-0.3232,0.56072,0
Atorvastatin,0.4027,0.7431,0.5903,0.7331,0.6003,-0.3215,0.6139,0
Ammonium Glycyrrhizinate,0.4003,0.3718,NA,0.4388,0.5409,-0.3477,0.43795,1
Inolitazone (dihydrochloride),0.3993,0.4356,0.4572,0.5405,0.4488,-0.3414,0.45627999999999996,0
Acetyl-Geranyl-Cysteine,0.3984,0.4207,0.3548,NA,0.7056,-0.3592,0.469875,1
LRRK2-IN-1,0.396,0.516,0.5897,0.4105,0.7077,-0.3411,0.52398,0
Bitopertin,0.3934,0.4361,NA,NA,0.6926,-0.3982,0.5073666666666666,2
OSI-027,0.3928,0.4649,0.4446,0.4122,0.7563,-0.3319,0.49416,0
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.3895,0.4152,0.4111,NA,0.6294,-0.3377,0.4613,1
I-BET151,0.3876,0.55,0.5155,0.334,0.6572,-0.3297,0.48886,0
Ganciclovir,0.3838,0.483,NA,0.5437,0.7392,-0.35,0.5374249999999999,1
PRIMA 1,0.3819,NA,NA,0.369,0.7126,-0.329,0.48783333333333334,2
Sunitinib,0.3818,0.5538,0.4957,0.4998,0.6522,-0.3427,0.51666,0
"O-(OCTAHYDRO-1H-4,7-METHANOINDEN-5-YL) HYDROGEN CARBONODITHIOATE",0.3813,NA,0.41,0.3639,0.8351,-0.3914,0.497575,1
GSK-J1,0.3809,0.4123,NA,NA,0.648,-0.3781,0.4804,2
Teriflunomide,0.3809,0.5424,0.3529,NA,0.532,-0.3959,0.45205,1
1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine,0.3804,NA,0.5375,NA,0.5485,-0.4203,0.4888,2
Nevirapine,0.3773,0.3872,NA,0.517,NA,-0.3232,0.4271666666666667,2
BRD-K53501402,0.3749,0.6268,NA,NA,0.3505,-0.3782,0.4507333333333333,2
Ovasterol-beta,0.3709,0.5482,NA,NA,NA,-0.3707,0.45955,3
BRD-K47512679,0.3696,0.4089,NA,0.4201,0.5094,-0.3633,0.427,1
SCHEMBL10026606,0.3692,0.3399,0.3537,0.3455,0.6541,-0.3337,0.41248,0
Zileuton,0.3676,0.4927,NA,0.4668,0.8015,-0.3342,0.53215,1
SPECTRUM3_001992,0.3647,0.4118,NA,0.4904,0.6544,-0.3312,0.480325,1
PFI-1,0.3615,0.5472,0.5456,0.6742,0.5492,-0.3772,0.53554,0
DIMETHYL FUMARATE,0.3597,0.3382,NA,NA,NA,-0.33,0.34895,3
CHEMBL1698064,0.3589,0.5075,0.4244,0.4344,0.4152,-0.354,0.42808,0
Cyproheptadine,0.3585,0.6086,0.4307,NA,0.7298,-0.3347,0.5319,1
PF-04620110,0.3584,0.6075,NA,NA,0.5869,-0.4357,0.5176000000000001,2
CHEMBL2333343,0.3582,NA,0.4993,0.3989,0.5884,-0.3408,0.4612,1
BDBM50377913,0.358,0.4285,0.6054,0.4091,0.4793,-0.3955,0.45606,0
Dehydroepiandrosterone Acetate,0.3549,0.435,NA,NA,0.5819,-0.3589,0.45726666666666665,2
Genz-644282,0.3513,0.5114,NA,0.3299,0.5566,-0.3292,0.4373,1
SCHEMBL2608041,0.3497,0.4859,0.4906,0.4141,0.4969,-0.4645,0.44744,0
Voriconazole,0.3459,NA,NA,NA,0.6241,-0.3559,0.485,3
BRD-K67090983,0.3428,NA,0.5425,0.4902,0.546,-0.4527,0.480375,1
TL Aurora 09,0.3376,0.769,0.4135,0.4538,0.5856,-0.407,0.5119,0
Chlorpheniramine,0.3349,0.461,0.3812,0.4246,0.6191,-0.3934,0.44416,0
3-Methyladenine,0.3348,0.4314,NA,0.4678,0.7232,-0.3721,0.48929999999999996,1
Spironolactone,0.3347,0.4925,NA,0.3478,0.3874,-0.3532,0.3906,1
NCGC00166323-01,0.3335,0.7432,0.3322,0.3359,0.7037,-0.332,0.48969999999999997,0
313516-66-4,0.3326,0.382,0.3393,NA,0.5797,-0.3459,0.4084,1
Taurocholate,0.3297,0.4074,NA,NA,0.7084,-0.4683,0.48183333333333334,2
HMS2093P09,0.3274,0.5949,NA,0.3855,0.7143,-0.3551,0.505525,1
Pomalidomide,0.326,0.6502,0.3738,NA,0.8477,-0.3268,0.549425,1
CHEMBL2057940,0.3253,0.4671,0.5069,0.6683,0.6593,-0.4083,0.52538,0
Tubastatin A,0.3241,0.5222,0.5169,0.5756,0.6229,-0.3338,0.51234,0
Phenoxazine,0.324,0.3474,0.3456,NA,0.8887,-0.3262,0.476425,1
RO4987655,0.3223,0.5164,0.3641,0.4676,0.5468,-0.3405,0.44344,0
GW620972X,0.8177,0.4843,0.408,0.5379,0.5807,-0.3462,0.56572,0
CHEMBL2359798,0.7606,0.3435,0.5455,0.3676,0.5074,-0.4024,0.50492,0
UNII-5J49Q6B70F,0.7211,0.4638,0.3463,0.5105,NA,-0.4827,0.510425,1
7-Nitroindazole,0.7063,0.3252,0.3292,NA,0.8855,-0.3303,0.56155,1
5-Nitroso-8-cinnolinol,0.6925,NA,0.4128,0.7146,0.6308,-0.3477,0.612675,1
Lidoflazine,0.69,0.3385,0.4991,0.4142,0.8635,-0.3311,0.56106,0
Brefeldin A,0.6888,0.6011,0.4782,0.5026,0.7429,-0.4006,0.60272,0
179324-69-7,0.6832,0.6729,0.4759,0.5254,0.7088,-0.3293,0.61324,0
Sorafenib,0.6821,0.5661,0.498,0.6403,0.5945,-0.3266,0.5962000000000001,0
Verapamil,0.6662,0.4332,0.3899,0.6292,0.6755,-0.3794,0.5588,0
Oxetane,0.6626,NA,NA,0.6982,0.7734,-0.3629,0.7114,2
TH-302,0.6602,0.5681,0.3494,NA,0.5652,-0.324,0.535725,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.658,0.5611,0.4971,0.6298,0.6995,-0.3277,0.6091,0
O-Demethylated Adapalene,0.6507,0.6223,0.4812,0.6757,0.8326,-0.3238,0.6525,0
Mozavaptan,0.6486,0.5241,NA,NA,0.6154,-0.3314,0.5960333333333333,2
PD-0325901,0.6457,0.598,0.5072,0.6023,0.8655,-0.3218,0.64374,0
COT-10B,0.6455,0.5695,0.5512,0.6199,0.7986,-0.427,0.63694,0
Betahistine,0.6447,0.4817,0.6742,NA,0.5479,-0.3911,0.587125,1
BRD-A24396574-001-01-5,0.6428,0.5252,0.4414,0.5564,0.751,-0.361,0.58336,0
PF431396,0.6394,0.5223,0.6184,0.5673,0.7537,-0.3921,0.62022,0
AGK 2,0.6315,0.467,0.4051,0.6853,0.6096,-0.3486,0.5597,0
CHEMBL2136735,0.6247,0.7004,0.598,0.4387,0.6467,-0.3315,0.6017,0
COL-3,0.6234,0.408,0.4059,0.7634,0.8026,-0.3356,0.60066,0
Rottlerin,0.6226,0.6361,0.6136,0.5234,0.9221,-0.327,0.66356,0
Sarafloxacin,0.6221,NA,0.3674,NA,0.5388,-0.3723,0.5094333333333333,2
Calpain Inhibitor I,0.6217,NA,NA,NA,0.5856,-0.3427,0.60365,3
Dasatinib,0.6201,0.7025,0.4368,0.5011,0.8941,-0.3213,0.63092,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.6198,0.6,0.4986,0.6806,0.8309,-0.3258,0.64598,0
Fenretinide,0.6198,0.3864,0.5273,0.392,0.7535,-0.3268,0.5358,0
NVP-AUY922,0.6172,0.5906,0.4576,0.5255,0.7482,-0.3411,0.58782,0
SCHEMBL6874948,0.6162,0.4897,0.4484,0.4998,0.7941,-0.3355,0.56964,0
Tosedostat,0.616,0.5692,0.3401,0.7559,0.5751,-0.3328,0.57126,0
AV-412 (free base),0.6139,0.431,0.4269,0.3843,0.3717,-0.3252,0.44556,0
Wortmannin,0.6071,0.6724,0.5815,0.6541,0.8754,-0.3222,0.6781,0
Avicin-D,0.6056,0.3241,0.4001,0.6386,0.8404,-0.3666,0.56176,0
Ursolic acid,0.6044,0.6337,NA,0.7608,0.7549,-0.3484,0.68845,1
Primaquine,0.6042,0.4619,0.4666,0.3391,0.7613,-0.4113,0.52662,0
WZ 4002,0.6028,0.6332,0.448,0.86,0.7713,-0.3447,0.66306,0
Cucurbitacin I,0.6023,0.4018,0.5431,0.683,0.8064,-0.3354,0.60732,0
Sirolimus,0.6015,0.5747,0.3838,0.788,0.8171,-0.3216,0.63302,0
Avicin-G,0.6001,0.4226,0.3635,0.6498,0.7427,-0.3285,0.55574,0
Bezafibrate,0.5991,0.432,0.361,0.353,0.6552,-0.3519,0.48006,0
AC1L2X6Z,0.5985,0.6106,0.4064,0.5781,NA,-0.342,0.5484,1
Infigratinib,0.5949,0.5023,0.3672,0.4918,0.8721,-0.3269,0.56566,0
Radicicol,0.5946,0.5167,0.4441,0.5208,0.5938,-0.3459,0.534,0
LDN 193189,0.5944,0.6246,0.4839,0.6442,0.9013,-0.4436,0.64968,0
LE-135,0.5944,0.4629,0.3877,0.5919,0.8168,-0.3216,0.57074,0
NUTLIN 3,0.5927,0.8468,0.4648,0.4845,0.5611,-0.3283,0.58998,0
NSC95397,0.5916,0.5467,NA,0.4986,0.7063,-0.4538,0.5858,1
Ischemin,0.59,0.3842,0.3914,0.3675,0.6093,-0.3211,0.46848,0
MLN 2238,0.5893,0.6265,0.475,0.6001,0.7311,-0.3634,0.6043999999999999,0
Colchicine,0.5858,0.7581,0.4139,0.4349,0.4297,-0.3218,0.5244800000000001,0
BMS-299897,0.5848,NA,0.4041,0.43120000000000003,0.7144,-0.3239,0.533625,1
Aminopurvalanol,0.5842,0.4003,0.3819,0.655,0.7623,-0.3469,0.55674,0
STK219801,0.5829,0.4309,0.4456,0.4788,0.7607,-0.3419,0.53978,0
MLS002729057,0.5827,NA,0.494,0.6,0.564,-0.3518,0.560175,1
Mitoxantrone,0.5826,0.828,0.5082,0.6088,0.7017,-0.3222,0.64586,0
Erlotinib,0.5821,0.5256,0.4266,0.5511,0.6609,-0.3258,0.54926,0
CHEMBL1083527,0.581,0.4402,0.639,0.5856,0.814,-0.3661,0.61196,0
BRD-K10143126,0.5792,NA,NA,0.3476,NA,-0.3499,0.46340000000000003,3
Sepantronium,0.5785,0.717,0.5515,0.5182,0.7479,-0.3683,0.62262,0
Palbociclib,0.5773,0.6152,0.4273,0.6855,0.532,-0.321,0.56746,0
Palbociclib,0.5773,0.6152,0.4273,0.6855,0.532,-0.321,0.56746,0
Ingenol Mebutate,0.5757,0.5734,0.4065,0.3275,0.652,-0.3308,0.50702,0
Oprozomib (ONX 0912),0.5756,0.4071,NA,0.4153,0.3471,-0.3283,0.436275,1
BX-795,0.5755,0.687,0.5117,0.638,0.8009,-0.3297,0.64262,0
CHEMBL2130568,0.574,0.5973,0.5769,0.5781,0.7485,-0.3234,0.61496,0
VRT752271,0.5694,0.533,0.3573,0.515,0.4983,-0.3254,0.49460000000000004,0
LY-294002,0.5675,0.6557,0.6257,0.4412,0.8093,-0.3272,0.61988,0
SAN1_000751,0.567,0.3974,0.3659,0.7203,NA,-0.3408,0.51265,1
N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide,0.567,0.4946,0.6047,0.5348,0.8909,-0.3343,0.6184000000000001,0
ST072947,0.5656,NA,0.5165,0.5698,0.3821,-0.3841,0.5085,1
ML228,0.5652,0.451,0.5707,0.6491,0.8049,-0.4044,0.6081799999999999,0
KX2-391,0.5633,0.6518,0.3472,0.4154,0.3924,-0.3322,0.47402,0
Fludarabine,0.5604,0.3746,NA,0.5966,0.676,-0.3311,0.5519000000000001,1
Tunicamycin From Streptomyces Sp.,0.5596,0.4578,NA,0.3833,0.543,-0.3775,0.485925,1
Busulfan,0.5571,0.3703,0.3478,0.4747,0.6355,-0.3632,0.47708,0
TORIN1,0.5569,0.6012,0.414,0.5007,0.8741,-0.321,0.58938,0
Tacedinaline,0.5548,0.4929,0.513,0.6147,0.7638,-0.3289,0.58784,0
ABT-751,0.5531,0.4677,0.4339,0.4056,0.6466,-0.3296,0.50138,0
Entinostat,0.5512,0.5208,0.5793,0.6308,0.8136,-0.3455,0.61914,0
vincristine,0.5498,0.5233,0.3771,0.3314,0.567,-0.3947,0.46971999999999997,0
CGK733,0.5487,0.5585,0.4711,0.64,0.6923,-0.3523,0.58212,0
Ruxolitinib,0.5474,0.5141,0.4429,0.7741,0.7924,-0.3308,0.61418,0
CHEMBL2142321,0.5465,NA,0.6058,0.6038,0.808,-0.3596,0.641025,1
LY2874455,0.5456,0.4953,0.3531,0.4867,0.8529,-0.374,0.54672,0
MLS000778276,0.5455,NA,NA,0.4448,0.6234,-0.3719,0.5378999999999999,2
Cladribine,0.544,0.524,0.3825,0.5567,0.7765,-0.3234,0.55674,0
Dacomitinib,0.5412,0.5445,0.4756,0.3845,0.8103,-0.3337,0.55122,0
Nilotinib,0.5407,0.5585,0.5715,0.5693,0.811,-0.3442,0.6102,0
RG7388,0.5403,0.6387,NA,NA,0.4887,-0.3285,0.5559000000000001,2
Phorbol 12-myristate-13-acetate,0.5402,0.838,0.44,0.3739,0.844,-0.3297,0.60722,0
DOCETAXEL,0.54,0.4658,0.3454,0.3433,0.3755,-0.3801,0.414,0
PI-103,0.5396,0.5724,0.4574,0.5765,0.8031,-0.3323,0.5898,0
