compound,azt,los,nib,quine,vir,similarity,meansim,nas
TWS 119,0.5444,0.5737,0.5887,0.4345,0.4319,-0.4995,0.51464,0
Azacitidine,0.5436,0.4616,0.4856,0.5699,0.4016,-0.4749,0.49246,0
Merbarone,0.543,NA,NA,0.3978,NA,-0.4946,0.47040000000000004,3
Methimazole,0.5425,0.4512,0.4336,NA,NA,-0.4788,0.47576666666666667,2
N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,0.5409,0.4417,NA,0.3403,NA,-0.6633,0.4409666666666667,2
Ethacrynic acid,0.5403,0.5508,0.3716,0.4936,0.3759,-0.5171,0.46643999999999997,0
AO-081/15245014,0.5387,NA,0.5549,NA,NA,-0.6089,0.5468,3
Menadione,0.5385,0.3843,0.5665,0.5011,0.4143,-0.4865,0.48094,0
Infigratinib,0.5382,0.5362,0.4834,0.4938,0.5097,-0.4738,0.51226,0
Nimodipine,0.5381,0.4865,0.4923,0.7214,NA,-0.6135,0.559575,1
CEPHARANTHINE,0.5376,0.4095,0.7641,NA,NA,-0.737,0.5704,2
Ibudilast,0.5354,0.5839,NA,NA,0.3396,-0.6966,0.4863,2
ML7,0.5351,0.4252,0.6359,NA,NA,-0.923,0.5320666666666667,2
Sertraline HCl,0.5345,0.4628,0.8151,NA,NA,-0.5141,0.6041333333333333,2
3-(4-Pyridyl)indole,0.5345,0.3347,0.3637,0.4137,0.3837,-0.6055,0.40606,0
Citalopram,0.5329,NA,0.3548,0.4631,NA,-0.6714,0.4502666666666667,2
Novobiocin,0.5323,0.4856,NA,0.7254,NA,-0.4776,0.5811,2
AT-9283,0.5311,0.5185,0.4682,0.435,0.3349,-0.6043,0.45754,0
Austricin,0.5304,NA,0.3722,0.3955,NA,-0.7548,0.4327,2
AZD2014,0.5301,0.5443,0.424,NA,0.5314,-0.4776,0.50745,1
BRD-K18059480,0.5288,0.4445,NA,NA,NA,-0.6968,0.48665,3
XL335,0.5285,0.3306,NA,NA,NA,-0.7142,0.42955,3
Fluperlapine,0.5266,0.4392,0.381,NA,NA,-0.6568,0.4489333333333333,2
TIBOLONE,0.5263,NA,NA,0.5715,NA,-0.6175,0.5488999999999999,3
Orphenadrine,0.5256,0.4934,0.4727,0.333,NA,-0.6068,0.456175,1
BRD-A02747686,0.5248,NA,0.3558,0.4799,NA,-0.6191,0.4535,2
Dorsomorphin,0.5206,0.6055,0.508,0.624,0.3422,-0.499,0.52006,0
BRD-A68202111,0.5199,0.3962,0.5659,NA,NA,-0.4916,0.494,2
Lexibulin,0.5194,0.4834,0.3884,0.3271,0.4565,-0.4956,0.43496,0
KUC104227,0.5191,0.336,NA,0.3986,NA,-0.474,0.4179,2
SCHEMBL17497626,0.5191,0.4179,0.3987,0.6719,NA,-0.6353,0.5019,1
Gatifloxacin,0.5171,0.5233,NA,0.4079,0.348,-0.6623,0.449075,1
Gatifloxacin,0.5171,0.5233,NA,0.4079,0.348,-0.6623,0.449075,1
Quisinostat,0.5141,0.3857,0.603,0.5519,NA,-0.5854,0.513675,1
Erlotinib,0.5132,0.5684,0.609,0.4974,0.3678,-0.4817,0.5111600000000001,0
BAS 00631343,0.5131,0.5863,0.773,0.4357,NA,-0.6667,0.577025,1
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.5129,0.3686,0.5324,0.4256,0.4106,-0.6295,0.45002,0
Triclabendazole,0.5127,NA,0.4543,NA,NA,-0.5497,0.48350000000000004,3
Betamethasone Acetate,0.5109,NA,0.5638,0.3615,NA,-0.6354,0.47873333333333334,2
Tyrphostin 1,0.5102,0.4837,NA,0.4647,0.3497,-0.5133,0.452075,1
Pinacidil,0.5097,0.4455,NA,0.3579,0.483,-0.4883,0.449025,1
Budesonide,0.5094,NA,0.4118,NA,0.4457,-0.5195,0.45563333333333333,2
PP 3,0.5092,NA,0.4062,NA,NA,-0.4926,0.4577,3
AZ20,0.509,0.5497,0.3766,0.4733,0.4042,-0.5001,0.46255999999999997,0
BL003-049-HDAC3,0.508,NA,0.4389,NA,0.4183,-0.5126,0.4550666666666667,2
Irsogladine,0.5077,0.379,NA,0.3256,NA,-0.7549,0.4041,2
PF-04457845,0.5042,NA,0.3565,NA,0.5195,-0.5052,0.4600666666666666,2
CHEMBL2139291,0.5038,0.3814,NA,NA,NA,-0.4749,0.4426,3
KN 62,0.5037,0.4632,0.7667,NA,NA,-0.6182,0.5778666666666668,2
Selamectin,0.5034,0.449,0.4597,0.47,0.4072,-0.4919,0.45786,0
Dienestrol,0.5015,0.4034,NA,NA,0.4176,-0.6677,0.4408333333333333,2
Hydroxyprogesterone Caproate,0.5011,0.4581,0.5156,0.3728,0.4637,-0.5844,0.46226,0
CHEMBL1718102,0.5006,0.3562,NA,0.3851,NA,-0.659,0.4139666666666667,2
Dovitinib,0.4997,0.6079,0.6887,0.4998,0.4643,-0.4893,0.55208,0
Mebendazole,0.4981,0.4725,0.5518,0.6337,0.3501,-0.487,0.50124,0
Carbamazepine,0.4974,0.4271,0.4193,0.7494,0.3298,-0.4919,0.4846,0
Ricolinostat,0.4973,0.5043,0.3557,NA,0.4697,-0.5139,0.45675,1
Equol,0.4966,0.3493,NA,0.367,NA,-0.7754,0.4043,2
GANT58,0.4939,0.4483,0.3767,NA,NA,-0.6805,0.4396333333333333,2
Ecopipam,0.4936,0.5886,NA,NA,NA,-0.7419,0.5411,3
Macitentan,0.4936,0.4633,0.4155,0.4885,0.3256,-0.4809,0.43729999999999997,0
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.4932,0.4159,0.3867,NA,NA,-0.4938,0.43193333333333334,2
INOSITOL,0.4894,0.5196,NA,0.411,NA,-0.5604,0.47333333333333333,2
Palovarotene,0.4892,0.3527,0.5073,NA,0.3437,-0.4893,0.423225,1
BSPBIO_001592,0.4891,0.396,NA,0.4138,NA,-0.504,0.43296666666666667,2
PD-0325901,0.4889,0.5972,0.6375,0.4829,0.4665,-0.504,0.5346,0
Gemcitabine,0.4884,0.504,0.7619,0.4851,0.3425,-0.488,0.5163800000000001,0
BRD-K74842589,0.4883,0.3698,0.5889,0.3422,NA,-0.5686,0.44730000000000003,1
Ibrutinib (PCI-32765),0.4882,NA,0.4599,0.3926,NA,-0.7578,0.4469,2
CHEMBL3188944,0.4879,0.4248,0.3602,NA,NA,-0.507,0.4243,2
Metaproterenol,0.4862,0.3636,0.3875,NA,NA,-0.6152,0.4124333333333333,2
SCHEMBL17498001,0.4861,NA,0.3479,NA,0.3902,-0.6942,0.40806666666666663,2
SCHEMBL16226502,0.4854,0.5405,0.5383,0.5088,0.386,-0.4789,0.4918,0
Pralatrexate,0.4837,0.5272,0.4346,NA,NA,-0.479,0.48183333333333334,2
SU14813,0.4831,0.3386,0.3656,0.3243,NA,-0.6191,0.3779,1
Erythromycin Ethylsuccinate,0.4825,0.4172,0.396,0.4374,0.3952,-0.6219,0.42566,0
atorvastatin,0.482,0.5185,0.7288,0.3691,NA,-0.7945,0.5246,1
Pimobendan,0.4819,NA,NA,0.39,0.3323,-0.5381,0.4014,2
Teicoplanin,0.4809,NA,0.4487,NA,NA,-0.5506,0.4648,3
Pracinostat,0.4808,0.7075,0.4567,NA,0.4219,-0.477,0.516725,1
PSI-7977,0.4805,NA,0.4497,NA,0.3386,-0.6422,0.42293333333333333,2
sn-Glycero-3-phosphocholine,0.4801,0.3813,0.366,0.386,NA,-0.6212,0.40335,1
Podofilox,0.4797,0.4727,0.4358,0.3714,NA,-0.4926,0.4399,1
Cytarabine,0.4796,0.6903,0.5055,NA,0.3337,-0.4951,0.502275,1
CG-930,0.4786,NA,NA,0.43,NA,-0.6201,0.45430000000000004,3
Tizanidine,0.4778,0.459,0.3824,NA,0.352,-0.5048,0.4178,1
CI-966,0.4774,0.3686,NA,NA,NA,-0.7318,0.423,3
Pentoxifylline,0.4768,0.3877,0.3292,0.6147,NA,-0.6105,0.4521,1
IN1541,0.4761,0.3477,NA,0.6767,NA,-0.6231,0.5001666666666666,2
GSK1292263,0.476,0.3619,0.6514,NA,NA,-0.5046,0.49643333333333334,2
Linoleoylethanolamide,0.4758,NA,0.3599,0.3502,NA,-0.6651,0.3953,2
761437-28-9,0.4751,0.601,0.4927,0.3417,0.4031,-0.6299,0.46272,0
AC1NXRFO,0.4738,0.5158,0.4598,0.534,0.3333,-0.5176,0.46334000000000003,0
"2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine",0.4735,0.4939,0.6969,0.3726,0.5366,-0.6293,0.5146999999999999,0
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.4725,0.6491,0.3936,0.5873,0.328,-0.6023,0.48610000000000003,0
BRD-A69951442-001-01-3,0.472,0.5332,0.4083,0.3546,0.3931,-0.6111,0.43224,0
SCHEMBL6468298,0.4719,0.336,NA,NA,NA,-0.7144,0.40395000000000003,3
Oligomycin A,0.471,0.3933,0.4884,0.4472,NA,-0.481,0.449975,1
Raltitrexed,0.4709,NA,0.4852,0.3704,0.3269,-0.646,0.41335,1
Felbamate,0.4701,NA,NA,0.4713,NA,-0.6484,0.4707,3
Dorzolamide HCL,0.4692,NA,NA,0.4434,NA,-0.5615,0.45630000000000004,3
AC1MSUFC,0.4685,0.4407,0.7524,NA,NA,-0.5987,0.5538666666666666,2
Enzalutamide,0.4685,0.3353,0.3515,0.7046,NA,-0.4919,0.464975,1
Olaparib,0.4679,0.4636,0.4677,0.4668,0.452,-0.4828,0.4636,0
331771-20-1,0.4676,0.5013,0.6396,0.4704,0.4518,-0.479,0.50614,0
SRT-1720,0.4674,0.4105,0.6423,0.3726,NA,-0.78,0.47319999999999995,1
CX-5461,0.4665,0.4934,0.4132,0.4759,0.3559,-0.5637,0.44098,0
Famciclovir,0.4652,0.3849,NA,0.3274,0.3344,-0.6273,0.377975,1
apigenin,0.4649,0.4308,0.4805,0.326,0.3278,-0.4797,0.40599999999999997,0
TAN-67,0.4645,0.357,NA,0.3302,0.3324,-0.6127,0.371025,1
AZD-1775,0.4643,0.6939,0.5954,0.5172,0.4179,-0.4793,0.53774,0
Terbinafine,0.4626,0.3897,0.4256,0.3214,NA,-0.603,0.399825,1
Saracatinib,0.462,0.4586,0.7734,0.4797,0.4745,-0.485,0.52964,0
Nelarabine,0.4614,0.4339,NA,0.3266,0.3502,-0.6213,0.393025,1
Tiagabine,0.4613,0.3316,NA,0.4141,NA,-0.4943,0.4023333333333333,2
METERGOLINE,0.4613,0.5021,0.8278,0.4516,NA,-0.7245,0.5607,1
QS-11,0.4603,0.4141,0.3434,0.4899,NA,-0.6384,0.426925,1
vincristine,0.4595,0.3568,0.431,0.3266,0.452,-0.6344,0.40518,0
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.4579,0.4527,0.6144,0.4075,0.3406,-0.6333,0.45461999999999997,0
Diclofensine (hydrochloride),0.4575,NA,0.6882,NA,NA,-0.637,0.5728500000000001,3
CGS 20625,0.4562,0.4251,NA,0.3979,0.4211,-0.6309,0.425075,1
Rabeprazole,0.4562,NA,0.4438,NA,NA,-0.6911,0.44999999999999996,3
Levetiracetam,0.4556,NA,NA,0.3361,NA,-0.4909,0.39585000000000004,3
Mocetinostat,0.4556,0.5552,0.5312,0.4028,0.4661,-0.4767,0.48218,0
CHEMBL12760,0.4556,NA,NA,0.5754,0.4526,-0.4959,0.4945333333333333,2
CHEMBL179288,0.4549,0.4789,0.6404,0.3563,0.3749,-0.4921,0.46108,0
1268524-70-4,0.4549,0.5704,0.4871,0.3419,0.3406,-0.582,0.43898,0
BIO2_000029,0.4546,0.3882,0.713,0.3732,NA,-0.512,0.48224999999999996,1
Venlafaxine,0.4543,0.4121,NA,0.4865,0.3533,-0.7112,0.42655,1
BRD-K94544211,0.4522,0.4432,0.3213,NA,0.3257,-0.5167,0.3856,1
CP466722,0.4516,0.6182,0.4066,0.4644,0.437,-0.4801,0.47556,0
Alvocidib,0.4513,0.6883,0.5178,0.4593,0.3936,-0.4799,0.50206,0
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.4512,0.394,0.7098,0.4195,NA,-0.5612,0.493625,1
SPECTRUM_000224,0.45,0.4256,0.4295,0.5285,NA,-0.6092,0.4584,1
SU-11652,0.4498,0.6329,0.6449,0.4884,0.3515,-0.4904,0.5135,0
Pelitinib,0.4497,0.5348,0.6221,0.3338,0.4109,-0.4804,0.47026,0
CHEMBL1242477,0.4497,0.7248,0.3988,0.5026,0.3553,-0.5071,0.48624,0
Vandetanib,0.4492,0.4777,0.7534,0.5254,0.437,-0.6082,0.52854,0
Primaquine,0.4485,0.4383,0.3288,0.3319,0.3394,-0.4898,0.37738,0
SKF-83959,0.4483,0.5535,NA,0.4377,NA,-0.4756,0.47983333333333333,2
AT 7867,0.4483,0.4634,0.6575,0.4701,0.3747,-0.5226,0.4828,0
"1-(2,6-Dichlorobenzylideneamino)guanidine",0.4475,0.4107,0.491,0.5102,NA,-0.7202,0.46485,1
Prosteride,0.4471,0.4452,NA,0.3514,NA,-0.6947,0.41456666666666664,2
CHEMBL2361743,0.4463,NA,0.6064,0.405,NA,-0.478,0.4859,2
MLS002699913,0.4458,0.3937,0.3774,0.3387,NA,-0.6708,0.3889,1
SU 11274,0.4454,0.4363,0.6732,0.6282,0.487,-0.5284,0.53402,0
"SIN-1, Hydrochloride",0.4451,0.5552,NA,0.5082,NA,-0.9132,0.5028333333333334,2
SCHEMBL15556278,0.4446,0.4332,0.3692,0.4368,0.3335,-0.5228,0.40346,0
4L7B,0.4443,0.4783,0.3619,NA,NA,-0.6295,0.42816666666666664,2
Olmesartan Medoxomil,0.4442,0.4817,0.5756,0.4947,NA,-0.5075,0.49905,1
GAP-134 (Hydrochloride),0.444,0.3745,NA,NA,NA,-0.7295,0.40925,3
YM 201636,0.4438,0.4986,0.7509,0.4557,0.3615,-0.5256,0.5021,0
Lisinopril,0.4437,0.6038,NA,0.3458,NA,-0.6415,0.4644333333333333,2
Sufentanil,0.4409,0.5475,NA,0.4298,NA,-0.5531,0.47273333333333334,2
852475-26-4,0.4409,0.408,0.4471,0.3439,NA,-0.606,0.409975,1
SCHEMBL17378613,0.4398,0.5034,0.7283,0.364,0.4552,-0.4766,0.49813999999999997,0
