compound,azt,los,nib,quine,vir,similarity,meansim,nas
BRD-K01448700-019-01-8,0.5993,NA,0.5652,NA,0.3626,-0.4909,0.5090333333333333,2
BRD-K65243627,0.5979,NA,0.4886,0.4259,NA,-0.6643,0.5041333333333333,2
Canertinib,0.5977,0.4332,0.6678,0.4945,0.8058,-0.5688,0.5998,0
C30H33N3O5S,0.5971,0.62,0.4684,0.4019,0.7663,-0.483,0.57074,0
BRD32048,0.5962,0.5101,NA,0.4639,0.5473,-0.5095,0.5293749999999999,1
CHEMBL2140299,0.5955,0.4316,0.6204,0.457,0.6405,-0.4983,0.5489999999999999,0
BRD-K27671514,0.595,NA,0.5179,NA,NA,-0.5586,0.55645,3
Tolnaftate,0.5927,0.5747,NA,0.6678,0.5167,-0.4925,0.587975,1
Ketoconazole,0.5906,0.4949,0.7222,0.3654,NA,-0.5517,0.543275,1
AC1Q6JJ5,0.5897,0.6138,0.4083,0.4423,0.8413,-0.6337,0.57908,0
Afatinib,0.5894,0.4223,0.4753,0.6075,0.6668,-0.7327,0.55226,0
Crizotinib,0.589,0.676,0.5102,0.608,0.8894,-0.4796,0.65452,0
Carpindolol,0.5889,NA,0.6345,NA,0.3465,-0.6235,0.5233,2
Suloctidil,0.5888,NA,0.4245,0.4926,0.6529,-0.4761,0.5397,1
PD-173074,0.5887,0.5478,0.6659,0.7125,0.6687,-0.4803,0.63672,0
HG-14-10-04,0.5885,0.7413,0.5625,0.5832,0.6479,-0.4762,0.62468,0
Nortriptyline,0.5878,0.5437,0.5243,0.4111,0.7956,-0.5567,0.5725,0
CID 46937231,0.5873,0.324,0.566,NA,NA,-0.5268,0.49243333333333333,2
Gallocatechin Gallate,0.5868,0.4994,0.3463,0.4774,0.7328,-0.5548,0.52854,0
Niclosamide,0.5863,0.6345,0.6231,0.6443,0.8562,-0.4755,0.66888,0
Amitriptyline,0.5858,0.5579,0.5458,0.3884,0.7626,-0.5,0.5680999999999999,0
CHEMBL2356381,0.5846,0.442,0.441,0.4068,NA,-0.6551,0.4686,1
"Cis-N,N-Dimethyl-9-(3-(1-Piperazinyl)Propylidene)Thioxanthene-2-Sulfonamide",0.5843,0.5073,0.5279,0.3875,0.7616,-0.4829,0.55372,0
BRD-K01425431,0.5832,0.649,0.4625,0.545,0.7621,-0.4837,0.60036,0
testosterone,0.5828,0.3758,0.3363,0.4046,0.6746,-0.4831,0.47482,0
Nicotin-Amide,0.5827,0.6244,0.3354,0.361,0.6377,-0.5463,0.50824,0
PHA-665752,0.5818,0.5315,0.6733,0.5573,0.7889,-0.5022,0.62656,0
AC1O9ZP5,0.5811,0.3925,0.6555,0.43120000000000003,0.8507,-0.5031,0.5822,0
BRD-K02290471,0.5794,NA,0.5632,NA,NA,-0.7491,0.5713,3
YM 201636,0.5791,0.6173,0.5831,0.4525,0.7868,-0.5256,0.60376,0
Thioridazine,0.5789,0.7868,0.6693,0.5523,0.7958,-0.4747,0.67662,0
BRD-K96396151,0.5778,0.4247,0.6999,0.3321,0.4061,-0.5019,0.48812,0
SMR000178575,0.5772,0.5142,NA,0.4008,0.6241,-0.7043,0.529075,1
Loperamide,0.577,0.571,0.5673,0.5471,0.8517,-0.6038,0.62282,0
Quinacrine,0.5768,0.4692,0.653,0.4852,0.7279,-0.5052,0.58242,0
Rosuvastatin,0.5763,0.5867,0.4714,0.6019,0.7617,-0.5509,0.5996,0
BRD-K05205967,0.5751,NA,NA,NA,0.5897,-0.6804,0.5824,3
Apatinib Hydrochloride,0.5735,0.4301,0.5588,0.3855,0.6136,-0.5039,0.5123,0
Pimozide,0.5734,0.425,0.5171,0.7199,0.8409,-0.5005,0.61526,0
BRD-A41986761,0.5732,0.6385,NA,0.5342,0.548,-0.5484,0.573475,1
ZINC77024257,0.573,0.7665,0.5164,0.4443,0.8501,-0.4858,0.63006,0
CHEMBL299879,0.5729,0.3951,0.636,0.3335,0.6295,-0.6676,0.5134,0
MLS002264469,0.5725,0.3723,NA,NA,NA,-0.6173,0.47240000000000004,3
AT-9283,0.5722,0.5291,0.4046,0.5224,0.5861,-0.6043,0.52288,0
BRD-K10211010,0.5706,0.4543,0.6663,0.5377,NA,-0.5074,0.557225,1
CHEMBL3188797,0.5703,0.5963,0.5082,0.3627,NA,-0.5085,0.509375,1
Lapatinib,0.5701,0.7533,0.4659,0.4633,0.7034,-0.4988,0.5912,0
RO 16-6941,0.5696,NA,0.4669,0.3615,NA,-0.7549,0.46599999999999997,2
Salermide,0.5691,0.6846,0.501,0.5868,0.7072,-0.4754,0.6097400000000001,0
Dorsomorphin,0.5678,0.3861,0.5005,0.5363,0.6637,-0.499,0.53088,0
CAY-10594,0.5667,0.416,0.6941,0.6069,0.7757,-0.4948,0.61188,0
MLS002276498,0.5648,0.448,NA,0.4733,0.5411,-0.7766,0.5068,1
10-DEBC,0.5647,0.6461,0.4128,0.3983,0.5712,-0.6388,0.51862,0
BRD-K72539944,0.5635,0.4202,NA,NA,0.5212,-0.7245,0.5016333333333334,2
Reserpine,0.5631,0.6976,0.5195,0.4748,0.7511,-0.4972,0.60122,0
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.5628,0.4525,0.3513,0.7776,0.8698,-0.6136,0.6028,0
BRD-K20099363,0.5624,0.3969,NA,NA,0.8551,-0.7053,0.6048,2
Cediranib,0.5609,0.6579,0.5644,0.5279,0.8531,-0.743,0.63284,0
BRN 1549781,0.5606,0.4636,0.6587,0.452,0.736,-0.5361,0.57418,0
Pimavanserin,0.5602,0.6736,0.6249,0.345,0.6615,-0.4939,0.57304,0
Fentanyl Isothiocyanate,0.5595,0.3324,0.6528,0.3291,0.6728,-0.6309,0.50932,0
T5715535,0.5585,0.5478,0.3235,NA,0.5894,-0.6353,0.5048,1
L-733060,0.5584,0.7214,0.3497,0.3587,0.6518,-0.6899,0.528,0
CHEMBL2360276,0.5581,0.3312,0.548,0.3902,0.6804,-0.5696,0.50158,0
Fluspirilene,0.5579,0.6042,0.6337,0.4266,0.7308,-0.4781,0.5906399999999999,0
Triflupromazine,0.5575,0.6045,0.649,0.408,0.7105,-0.543,0.5859,0
Citalopram,0.5572,0.3326,NA,NA,0.5398,-0.6714,0.4765333333333333,2
Tyrphostin AG-1478,0.5569,0.5754,0.4049,0.6788,0.6661,-0.4974,0.5764199999999999,0
Nitazoxanide,0.5563,0.5,0.5951,0.4457,0.5486,-0.4881,0.5291399999999999,0
MLS002703106,0.5561,NA,0.6401,0.3281,0.6789,-0.5422,0.5508,1
Dacinostat,0.5561,0.4106,0.5463,0.4098,0.5715,-0.5547,0.49886,0
Alisertib,0.5559,0.6461,NA,0.4333,0.6829,-0.5254,0.57955,1
IMD-0354,0.5557,0.5049,0.585,0.6983,0.7628,-0.4808,0.62134,0
Saracatinib,0.5537,0.6441,0.5386,0.47,0.7826,-0.485,0.5978,0
Metergoline,0.5535,NA,0.5345,0.3975,0.6827,-0.607,0.54205,1
COT Inhibitor-2,0.5532,0.4292,0.4831,0.5665,0.6853,-0.6106,0.54346,0
Gefitinib,0.5528,0.7008,0.4841,0.5664,0.8267,-0.5386,0.6261599999999999,0
Bazedoxifene HCl,0.5524,0.4794,0.5983,NA,0.7009,-0.6024,0.58275,1
PU-H-71,0.5519,0.355,NA,0.4489,0.8173,-0.4764,0.543275,1
Furosemide,0.5519,0.4738,0.3221,NA,0.773,-0.65,0.5302,1
CHEMBL2143784,0.5513,NA,0.393,NA,0.4529,-0.6113,0.46573333333333333,2
BRD-K22280018,0.551,0.4413,NA,0.3359,0.5482,-0.6248,0.4691,1
CHEMBL2361748,0.551,0.34,NA,0.3739,0.5672,-0.4781,0.458025,1
NCGC00346967-01,0.5504,0.5505,0.7351,0.3316,0.6428,-0.4936,0.56208,0
BML-259,0.5502,NA,0.3277,0.394,0.8193,-0.6093,0.5228,1
UNII-MET7ZRB8Y7,0.5501,0.5138,0.5363,0.473,0.7427,-0.4815,0.56318,0
TW 37,0.5496,0.5261,0.786,0.4411,0.5885,-0.6192,0.57826,0
CHEMBL2144686,0.5496,NA,0.4858,NA,0.5403,-0.7063,0.5252333333333333,2
VU0413807-2,0.5494,NA,0.4219,0.3616,0.5956,-0.6773,0.482125,1
BRD-A82197375,0.5493,0.7938,0.3892,0.341,0.6853,-0.5412,0.55172,0
Strychnine,0.5486,NA,NA,0.3582,0.4593,-0.6225,0.45536666666666664,2
Dantrolene-13C3,0.5481,0.3381,NA,0.3954,0.4864,-0.6163,0.442,1
AMSACRINE,0.5475,0.3801,NA,0.3562,0.5678,-0.4836,0.4629,1
DROSPIRENONE,0.5475,0.6969,NA,NA,0.6429,-0.6161,0.6291,2
IOX2,0.5474,0.6494,0.6642,0.4266,0.8137,-0.514,0.62026,0
GR-127935,0.5473,0.6432,0.5862,0.4488,0.5176,-0.4988,0.54862,0
SCHEMBL618594,0.5472,0.5261,0.4182,0.4417,0.6108,-0.5122,0.5088,0
BRD-K00600835,0.5465,NA,NA,NA,0.7077,-0.6738,0.6271,3
CHEMBL1394624,0.5461,0.4702,0.6141,0.5184,0.7821,-0.4832,0.58618,0
Thalidomide,0.5453,0.4811,0.3422,0.7799,0.6771,-0.613,0.5651200000000001,0
PCL2_000057,0.5441,0.5676,0.7183,0.5359,0.783,-0.5722,0.62978,0
Nicotine,0.5439,0.3938,NA,0.3837,0.7191,-0.6207,0.5101249999999999,1
MLS003129913,0.5424,0.3567,0.5235,0.567,0.6117,-0.9622,0.52026,0
Valproic acid,0.5422,0.4424,0.3293,0.3532,0.5889,-0.6142,0.4512,0
MLS003672589,0.5419,0.5853,NA,0.4,0.7143,-0.6282,0.5603750000000001,1
BRD-K21165668,0.541,NA,0.5537,0.488,0.7182,-0.5291,0.575225,1
RS-17053,0.5404,0.4708,0.4867,0.5939,0.711,-0.6531,0.56056,0
BRD-K95976153,0.5399,0.5633,0.3408,0.3671,0.6935,-0.4941,0.50092,0
Ritonavir,0.5398,0.3686,0.4114,NA,0.5778,-0.8098,0.4744,1
Valrubicin,0.5397,0.5164,0.3258,0.3896,0.5673,-0.4898,0.46776,0
BRD-K04733502,0.5396,NA,0.4654,0.4404,0.4283,-0.5365,0.468425,1
CHEMBL179288,0.5391,0.5192,0.6748,0.7265,0.8146,-0.4921,0.65484,0
UNC0638,0.5389,0.5636,0.6081,0.412,0.8132,-0.4834,0.58716,0
MST-312,0.5367,0.5141,0.6169,0.4056,0.7121,-0.4748,0.55708,0
BAS 00535043,0.5366,0.6782,0.4724,0.3813,0.7993,-0.6478,0.57356,0
GSK-1904529A,0.5363,0.6603,0.4533,0.5192,0.861,-0.6079,0.60602,0
Halcinonide,0.5358,0.3728,NA,0.7087,0.37,-0.5496,0.496825,1
CP-724714,0.535,0.5377,0.4238,0.4464,0.796,-0.5199,0.54778,0
Fluphenazine,0.535,0.5129,0.6082,0.4907,0.7831,-0.4906,0.5859800000000001,0
BRD-K55612480,0.5349,0.4676,0.4667,0.3758,0.5605,-0.6059,0.4811,0
Rhodomyrtoxin,0.5347,0.3402,0.6489,NA,NA,-0.5926,0.5079333333333333,2
atorvastatin,0.5341,0.6655,0.4492,0.6256,0.8387,-0.7945,0.62262,0
GSK429286A,0.5338,0.488,0.4084,0.4439,0.7571,-0.501,0.52624,0
ESTRAMUSTINE,0.5332,0.5533,0.4275,0.3302,0.5959,-0.4796,0.48802,0
Paroxetine,0.5321,0.4418,0.5539,0.6519,0.7106,-0.5371,0.57806,0
PF477736,0.532,0.6093,0.4426,0.6274,0.7352,-0.516,0.5892999999999999,0
Salmeterol,0.5317,0.5084,0.6709,0.4181,0.6699,-0.5106,0.5598,0
Chlorpromazine,0.5313,0.581,0.5713,0.4425,0.7407,-0.4919,0.57336,0
Panobinostat,0.5308,0.5018,0.4865,0.4383,0.7219,-0.5079,0.53586,0
CHEMBL1436973,0.5305,0.417,0.5649,0.6132,NA,-0.6748,0.5314,1
BRD-K41335306,0.5298,0.4195,0.6203,0.4447,NA,-0.6723,0.503575,1
UNC 669,0.5293,0.4602,0.3357,NA,0.7439,-0.5201,0.517275,1
CID 27806705,0.5285,0.4217,NA,NA,0.399,-0.4752,0.4497333333333333,2
RS-39604,0.5284,NA,0.5519,NA,0.5877,-0.5869,0.5559999999999999,2
SCHEMBL17378613,0.5283,0.5566,0.4156,0.416,0.6423,-0.4766,0.51176,0
KW-2449,0.5272,0.6378,0.3742,0.56,0.6838,-0.4784,0.5566,0
BRD-K90660470,0.5251,NA,0.358,NA,0.6878,-0.7855,0.5236333333333333,2
BMN 673,0.5243,0.5486,0.4801,0.4085,0.6527,-0.5755,0.52284,0
CHEMBL1456638,0.5242,NA,0.5618,0.5597,0.5457,-0.4836,0.54785,1
BRD-K38803221,0.5231,NA,0.403,NA,0.7957,-0.6099,0.5739333333333333,2
E 2012,0.5228,0.3997,0.4992,0.7171,0.6152,-0.6977,0.5508,0
Pioglitazone,0.5223,NA,0.3658,0.3998,0.5248,-0.7813,0.453175,1
SGI-1776,0.5207,0.6845,0.5092,0.3649,0.7265,-0.5434,0.56116,0
SA-1921456,0.5194,0.7265,0.649,0.4476,0.6781,-0.5019,0.60412,0
WAY-170523,0.5193,0.4339,0.6536,0.451,0.618,-0.5576,0.53516,0
YM 976,0.518,0.8143,NA,NA,0.5014,-0.6891,0.6112333333333333,2
SAN1_003817,0.5177,0.3985,0.3431,0.395,NA,-0.7858,0.413575,1
Benzoxiquine,0.5177,NA,0.4392,0.5745,0.7154,-0.5381,0.5617,1
BRD-K63158888,0.5177,0.3392,0.5324,0.3629,0.36870000000000003,-0.6805,0.42418,0
BRD-K64665684,0.5166,NA,0.3426,NA,NA,-0.6604,0.4296,3
SA-1458163,0.5163,0.3919,0.3787,0.3997,NA,-0.4849,0.42164999999999997,1
Epirubicin HCl,0.5156,0.6539,0.3445,0.4694,0.5179,-0.5207,0.50026,0
Clopenthixol,0.5148,0.3749,NA,0.3682,0.6142,-0.7462,0.468025,1
Conivaptan HCl,0.5146,0.5607,0.4575,NA,0.548,-0.4776,0.5202,1
Duloxetine,0.5145,0.5212,0.5281,0.5431,0.6114,-0.6687,0.54366,0
Amoxapine,0.5145,0.7556,0.53,0.335,0.6942,-0.6344,0.56586,0
SCHEMBL2394914,0.5144,0.5346,0.4243,0.3491,0.5752,-0.4742,0.47952,0
PF-04217903,0.5142,0.5086,0.4266,0.5101,0.7368,-0.504,0.53926,0
T091317,0.5141,0.572,0.3373,0.6184,0.7431,-0.4974,0.55698,0
AC1Q5RFA,0.5141,0.823,NA,NA,0.6682,-0.4892,0.6684333333333333,2
MLS003271342,0.5138,NA,0.3841,0.337,NA,-0.6934,0.41163333333333335,2
MLS002264511,0.5134,NA,NA,0.3474,NA,-0.6438,0.4304,3
SPECTRUM_001028,0.5134,0.5506,0.5679,0.5786,NA,-0.4795,0.5526249999999999,1
BRD-K78524708,0.5133,NA,NA,0.4998,NA,-0.6339,0.5065500000000001,3
CHEMBL2138962,0.5132,0.3679,0.4214,0.48,0.4201,-0.5605,0.44051999999999997,0
BMS-509744,0.5131,0.5432,0.6413,0.3952,0.5987,-0.5375,0.5383,0
Pictilisib,0.512,0.636,0.5226,0.562,0.8738,-0.4773,0.62128,0
Pracinostat,0.5119,0.4797,0.5517,0.3849,0.5444,-0.477,0.49452,0
AC1MEVG9,0.5118,NA,0.3348,NA,0.5466,-0.6476,0.4644,2
AC1OAV9H,0.5118,0.428,0.6352,0.6251,0.8361,-0.5985,0.60724,0
Astemizole,0.5116,0.3701,0.6571,0.4066,NA,-0.676,0.48635,1
BAS 00631343,0.5115,0.5811,0.5882,0.4106,0.5105,-0.6667,0.52038,0
BRD-K47551852,0.5115,NA,0.5161,0.3962,NA,-0.4838,0.47459999999999997,2
Heliomycin,0.5114,0.3459,0.444,0.6745,0.3667,-0.4797,0.46849999999999997,0
ZK-93423,0.5111,0.4474,0.5359,0.4573,0.8206,-0.4848,0.55446,0
BRD-K32581454-001-01-5,0.51,0.3576,0.3332,0.4646,NA,-0.5439,0.41635,1
MLS003179191,0.51,0.3983,NA,0.3691,0.6776,-0.5122,0.48875,1
SU 11274,0.5099,0.6053,0.4617,0.4722,0.8042,-0.5284,0.57066,0
PA-824,0.5097,NA,NA,0.3684,0.3753,-0.6176,0.4178,2
Motesanib,0.509,0.4594,0.5289,0.5825,0.7625,-0.5485,0.56846,0
BRD-K45842176,0.5086,0.4239,0.3651,0.5852,NA,-0.6009,0.4707,1
KF 38789,0.5086,0.36,0.5242,0.3548,0.6234,-0.5111,0.4742,0
BRD-K36451640,0.5086,NA,0.3709,NA,NA,-0.6972,0.43975000000000003,3
BRD-K69021489,0.5085,NA,0.4207,NA,0.5655,-0.606,0.4982333333333333,2
PHA-767491,0.5083,0.474,0.4396,0.4261,0.6175,-0.4866,0.4931,0
Fedratinib,0.5083,0.6797,0.7995,0.656,0.7107,-0.4751,0.67084,0
sorafenib,0.5082,0.4901,0.5837,0.5113,NA,-0.5444,0.523325,1
ITRACONAZOLE HYDROCHLORIDE,0.5077,0.4442,0.4656,0.3492,0.505,-0.4891,0.45434,0
Vemurafenib,0.5074,0.8367,0.4764,0.6527,0.7087,-0.481,0.63638,0
"Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride",0.507,NA,0.5714,NA,0.5303,-0.4977,0.5362333333333333,2
Nefopam,0.5068,0.3552,NA,NA,0.6355,-0.4813,0.49916666666666665,2
Doxorubicin,0.5068,0.5891,0.5217,0.6932,0.6116,-0.6109,0.58448,0
Sulconazole,0.5067,0.4032,NA,0.5891,0.3433,-0.4795,0.460575,1
Cyclobenzaprine,0.5063,0.6214,0.4313,0.4991,0.6146,-0.4858,0.53454,0
SCHEMBL16980224,0.506,0.6381,0.6278,0.4052,0.7084,-0.4785,0.5771000000000001,0
Protriptyline,0.5059,0.7054,0.4344,0.4494,0.8302,-0.4981,0.58506,0
Lovastatin,0.5056,0.7379,0.3584,0.668,0.7441,-0.5126,0.6028,0
MLS002703112,0.505,NA,NA,0.7546,0.6521,-0.6718,0.6372333333333333,2
CIANIDANOL,0.505,0.3843,0.3921,NA,0.5705,-0.6542,0.462975,1
KN93,0.5048,0.5702,0.6475,0.4949,0.7902,-0.6208,0.60152,0
Moxonidine,0.5042,0.7056,0.397,0.44,0.6493,-0.53,0.53922,0
BRD-K65567503,0.5024,NA,0.5273,NA,0.5427,-0.8425,0.5241333333333333,2
Dofequidar (fumarate),0.5023,0.5396,NA,0.4979,0.7487,-0.6622,0.572125,1
1446-61-3,0.5016,0.5886,0.716,NA,0.3721,-0.9199,0.544575,1
apigenin,0.5015,0.5492,0.3803,0.556,0.8334,-0.4797,0.56408,0
Enclomiphene,0.5013,0.51,0.4572,0.4903,0.762,-0.4821,0.54416,0
Danusertib,0.5011,0.6208,0.3528,0.4201,0.7518,-0.6092,0.52932,0
galantamine,0.501,0.6107,0.3318,0.4443,0.6095,-0.4906,0.49946,0
PAC-1,0.5005,0.5726,0.6823,0.4913,0.7006,-0.6498,0.58946,0
Propentofylline,0.5005,0.4479,0.3981,0.4087,0.7586,-0.6322,0.50276,0
Tamoxifen,0.5005,0.6865,0.5545,0.6152,0.7542,-0.475,0.62218,0
