compound,azt,los,nib,quine,vir,similarity,meansim,nas
Vincamine,0.3474,NA,NA,0.3832,0.4931,-0.4339,0.4079,2
Daminozide,0.3454,NA,NA,0.4321,0.6204,-0.3265,0.46596666666666664,2
UB-165,0.3427,NA,0.3228,NA,0.602,-0.3236,0.4225,2
GSK-3 Inhibitor II,0.3378,0.357,0.3213,NA,0.9064,-0.3424,0.48062499999999997,1
STK249718,0.3369,0.3878,0.3763,NA,0.615,-0.3361,0.429,1
AMSACRINE,0.3368,NA,0.4011,0.3659,0.4972,-0.3228,0.40025,1
Ellagic acid,0.3348,0.3585,NA,0.3577,0.5498,-0.3493,0.4002,1
Mocetinostat,0.3342,0.427,0.4207,0.529,0.5994,-0.3384,0.46206,0
CGP 60474,0.334,0.3659,0.4475,0.5566,0.7201,-0.3228,0.48482,0
SCHEMBL1564574,0.333,0.3715,0.3279,0.6051,0.595,-0.3543,0.4465,0
WZ3105,0.3328,0.3269,0.3846,0.4792,0.6103,-0.327,0.42676,0
Methysergide,0.3313,NA,NA,NA,0.43120000000000003,-0.3323,0.38125,3
AGK 2,0.3311,0.4147,NA,0.4207,0.5349,-0.3282,0.42535,1
Aliskiren,0.3298,0.3922,NA,0.3282,0.5146,-0.3653,0.3912,1
Hydroxyl,0.3298,NA,NA,0.4129,0.7068,-0.3543,0.48316666666666663,2
Narciclasine,0.3272,NA,0.5351,0.512,0.6218,-0.3352,0.499025,1
Amuvatinib,0.3266,0.5959,0.4228,0.4224,0.7573,-0.324,0.505,0
PD-0325901,0.3263,0.5105,0.3981,0.7545,0.8336,-0.4324,0.5646,0
TL_HRAS26,0.3253,0.6992,0.3692,0.4251,0.5671,-0.3448,0.47718,0
Alvocidib,0.3239,0.444,0.4001,0.4834,0.6641,-0.3217,0.4631,0
AZD-1775,0.3229,0.6127,0.5401,0.6466,0.8283,-0.354,0.59012,0
Glipizide,0.3214,0.4075,NA,0.5171,0.8067,-0.3557,0.5131749999999999,1
Radicicol,NA,0.8056,0.5596,0.4414,0.8309,-0.3261,0.659375,1
Auranofin,NA,0.8014,0.4189,0.4243,NA,-0.3333,0.5482,2
Glyburide,NA,0.779,NA,0.6605,NA,-0.3577,0.71975,3
SCHEMBL16226068,NA,0.7655,0.4178,0.41,0.5758,-0.3257,0.542275,1
ML162,NA,0.7611,0.4233,0.4509,0.5695,-0.329,0.5512,1
MLS001173269,NA,0.7453,0.3904,0.3298,0.5543,-0.3244,0.50495,1
BRD-A24396574-001-01-5,NA,0.7344,0.4253,0.4072,0.771,-0.4825,0.5844750000000001,1
Piplartine,NA,0.6975,0.5056,0.4838,0.587,-0.3277,0.5684750000000001,1
AT-7519,NA,0.6571,0.3774,0.4128,0.5702,-0.3311,0.504375,1
U-0126,NA,0.6186,0.3363,0.3884,0.5279,-0.3417,0.4678,1
Ricolinostat,NA,0.5917,0.4171,0.6648,0.6537,-0.4198,0.581825,1
Parthenolide,NA,0.5806,0.5443,0.545,0.5428,-0.3252,0.553175,1
BRD-K42573370-001-01-1,NA,0.5528,NA,0.3641,NA,-0.3443,0.45844999999999997,3
C24H25CLFN5O3,NA,0.5147,0.5452,0.6388,0.6358,-0.3992,0.5836250000000001,1
Chelerythrine,NA,0.4973,NA,0.4547,0.7397,-0.3347,0.5639000000000001,2
PG 490,NA,0.496,0.5067,0.5504,0.5965,-0.3306,0.5374,1
BMS-387032,NA,0.4941,0.4277,0.6469,0.6464,-0.3254,0.553775,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",NA,0.4933,0.4344,0.3525,0.6212,-0.3879,0.47535,1
SCHEMBL15556278,NA,0.4672,0.3292,0.3981,0.6834,-0.3261,0.469475,1
SA-426029,NA,0.467,NA,NA,0.5989,-0.3227,0.53295,3
SPECTRUM1505012,NA,0.4602,0.3291,0.6013,0.582,-0.3292,0.49315,1
CI-1040,NA,0.4573,0.3688,0.5467,0.5703,-0.323,0.485775,1
CHEMBL2355513,NA,0.441,NA,0.41,0.6923,-0.3331,0.5144333333333333,2
8-Epi-15-d2c-isop,NA,0.4355,0.4152,NA,NA,-0.4361,0.42535,3
Osimertinib,NA,0.4171,0.3825,0.3239,0.5965,-0.395,0.43000000000000005,1
Dabrafenib,NA,0.415,NA,0.5355,0.5926,-0.4026,0.5143666666666666,2
Vemurafenib,NA,0.412,0.3737,0.485,0.7686,-0.3581,0.509825,1
CHEMBL3188661,NA,0.4111,0.3279,0.4424,0.6029,-0.4149,0.446075,1
AS-605240,NA,0.4073,NA,0.4801,0.7583,-0.3338,0.5485666666666666,2
Phentolamine,NA,0.4069,NA,0.3284,0.4325,-0.4844,0.38926666666666665,2
EDOXUDINE,NA,0.3984,NA,NA,0.4951,-0.4223,0.44675,3
Tigecycline,NA,0.3966,NA,0.4134,0.4887,-0.3577,0.4329,2
F1304-0056,NA,0.3965,0.3495,NA,NA,-0.3345,0.373,3
FK888,NA,0.3957,0.4514,0.4734,0.7067,-0.3504,0.5068,1
Oxetane,NA,0.3861,NA,0.3412,0.6608,-0.3302,0.4627,2
WZ 4002,NA,0.3816,0.3799,0.4938,0.894,-0.596,0.537325,1
NU-7026,NA,0.3815,NA,0.4952,0.7069,-0.3426,0.5278666666666667,2
CHEMBL585951,NA,0.3789,0.3488,0.6346,0.6382,-0.3624,0.500125,1
Selumetinib,NA,0.3737,0.3346,0.561,0.6927,-0.3322,0.4905,1
Quizartinib,NA,0.3678,NA,0.3292,0.7777,-0.3296,0.49156666666666665,2
HG-9-91-01,NA,0.3655,NA,0.4405,0.6707,-0.3266,0.4922333333333333,2
Ibrutinib (PCI-32765),NA,0.3652,0.3417,0.4527,0.6622,-0.3307,0.45545,1
Amitriptyline,NA,0.3629,0.3286,0.3953,0.6906,-0.3711,0.44435,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",NA,0.3629,0.363,0.437,0.5663,-0.3269,0.4323,1
N6022,NA,0.3526,NA,0.3674,0.8183,-0.4051,0.5127666666666667,2
HMS1476K01,NA,0.3517,NA,0.5174,NA,-0.3968,0.43455,3
SU-11652,NA,0.3512,NA,0.3723,0.7532,-0.3509,0.49223333333333336,2
Apigenin,NA,0.3505,NA,0.3761,0.5213,-0.3515,0.41596666666666665,2
CHEMBL2361177,NA,0.3484,0.3429,0.3741,0.5057,-0.3312,0.392775,1
CHEMBL453376,NA,0.3421,NA,0.3617,0.4098,-0.3528,0.37120000000000003,2
Aminopurvalanol,NA,0.3353,0.383,0.4951,0.4746,-0.3407,0.422,1
Refametinib,NA,0.3295,NA,0.4484,0.4465,-0.3521,0.40813333333333335,2
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,NA,0.3241,NA,0.391,0.5029,-0.3849,0.406,2
MLS003128612,NA,0.3225,NA,0.3353,0.5895,-0.3221,0.4157666666666667,2
SC-514,NA,0.3224,NA,NA,0.4807,-0.4081,0.40155,3
Diflunisal,NA,0.6437,NA,0.4482,0.5994,-0.326,0.5637666666666667,2
VX-745,NA,0.6135,0.4506,0.4468,0.6559,-0.3423,0.5417000000000001,1
Vandetanib,NA,0.6104,0.458,0.6389,0.7248,-0.3331,0.608025,1
AZD 1480,NA,0.5784,NA,0.6181,0.707,-0.4406,0.6345,2
XL-147,NA,0.5502,NA,0.4265,0.5033,-0.3488,0.49333333333333335,2
BAY 61-3606,NA,0.5424,0.3739,0.5744,0.7983,-0.3213,0.57225,1
869288-64-2,NA,0.5211,NA,0.6151,0.7074,-0.35,0.6145333333333334,2
UNC 669,NA,0.4885,NA,0.3468,0.7843,-0.321,0.5398666666666667,2
amcinonide,NA,0.4726,0.39,0.4926,0.664,-0.3532,0.5048,1
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",NA,0.4409,0.4837,0.3217,0.5124,-0.3485,0.439675,1
Trametinib,NA,0.4388,0.3612,0.6298,0.6396,-0.3235,0.51735,1
BRD-K33936059,NA,0.4385,0.3595,0.5101,NA,-0.4404,0.43603333333333333,2
Maprotiline,NA,0.4326,NA,0.406,0.6878,-0.356,0.5088,2
Thioridazine,NA,0.4252,0.3319,0.4554,0.8176,-0.3437,0.507525,1
BX-795,NA,0.4157,0.3836,0.4747,0.7459,-0.3296,0.504975,1
Pimobendan,NA,0.4155,0.3484,NA,0.387,-0.3876,0.3836333333333333,2
Dilazep,NA,0.4119,0.4636,0.3698,0.6392,-0.341,0.471125,1
C30H33N3O5S,NA,0.4106,0.4149,0.5513,0.7275,-0.34,0.5260750000000001,1
Cabozantinib,NA,0.4093,NA,0.4114,0.7099,-0.3231,0.5102,2
Falnidamol,NA,0.4092,NA,0.4235,0.833,-0.3284,0.5552333333333334,2
CHEMBL3347630,NA,0.4069,0.4026,0.5129,0.756,-0.321,0.5196000000000001,1
SA-1921617,NA,0.4022,NA,0.3945,NA,-0.3218,0.39835,3
SMP2_000081,NA,0.3974,NA,0.3769,0.6217,-0.3889,0.4653333333333333,2
Gly-Gly-Palo,NA,0.3958,NA,NA,0.4364,-0.3358,0.4161,3
Iobenguane,NA,0.3955,NA,0.5526,NA,-0.3385,0.47404999999999997,3
TPCA-1,NA,0.3945,0.4617,0.44,0.7357,-0.3432,0.5079750000000001,1
Promazine,NA,0.3936,NA,NA,0.5606,-0.3754,0.47709999999999997,3
BRD-K18059480,NA,0.3932,NA,NA,0.5185,-0.3563,0.45585,3
Pyrazolanthrone,NA,0.3872,NA,0.456,0.6924,-0.3365,0.5118666666666667,2
Thalidomide,NA,0.3808,0.4113,0.3949,0.5795,-0.3641,0.441625,1
SCHEMBL10583556,NA,0.3796,0.3517,NA,0.5023,-0.3363,0.4112,2
2-Fluoropalmitic acid,NA,0.3789,NA,0.4313,0.4372,-0.3435,0.4158,2
Procainamide,NA,0.3775,NA,NA,0.4446,-0.3516,0.41105,3
Linifanib,NA,0.3765,0.3899,0.5624,0.7015,-0.3517,0.507575,1
CHEMBL1270312,NA,0.3745,NA,NA,0.6174,-0.3215,0.49595,3
Tyrphostin AG-1478,NA,0.3662,0.3384,0.5347,0.84,-0.3291,0.519825,1
BRD-K70399291,NA,0.3567,NA,0.3921,0.4371,-0.3618,0.3953,2
Simvastatin,NA,0.3537,0.3601,0.4209,0.5807,-0.3343,0.42885,1
MLS000089581,NA,0.3483,0.4447,0.3804,0.6415,-0.352,0.453725,1
AC1O52XK,NA,0.3474,NA,NA,0.5253,-0.428,0.43635,3
ZSTK 474,NA,0.345,NA,0.6488,0.7822,-0.3333,0.592,2
501919-59-1,NA,0.3437,0.3249,0.3918,NA,-0.3896,0.35346666666666665,2
L 168049,NA,0.3432,NA,NA,0.5083,-0.3285,0.42574999999999996,3
Nortriptyline,NA,0.3326,NA,0.4424,0.6972,-0.3213,0.49073333333333335,2
PS-1145,NA,0.3263,NA,0.3852,0.4378,-0.4433,0.3831,2
BRD-K68319707,NA,0.323,NA,0.3742,0.4391,-0.3216,0.37876666666666664,2
BRD-K75322905,NA,NA,0.5658,0.3923,0.4715,-0.3303,0.4765333333333333,2
BRD-A99911370,NA,NA,0.4861,0.3337,0.6716,-0.3309,0.4971333333333333,2
Pinacidil,NA,NA,0.4265,0.3831,NA,-0.4666,0.4048,3
AC1OCDAW,NA,NA,0.4264,0.3971,0.6036,-0.334,0.4757,2
AC1MJ3VH,NA,NA,0.425,0.4799,0.5278,-0.3504,0.4775666666666667,2
CHEMBL2356537,NA,NA,0.4209,0.4237,0.5647,-0.3493,0.46976666666666667,2
Benzbromarone,NA,NA,0.4017,0.4103,0.5334,-0.3272,0.4484666666666667,2
Arecaidine Propargyl Ester,NA,NA,0.3962,0.3546,0.4954,-0.3231,0.4154,2
SR-2640,NA,NA,0.3749,0.4041,0.4328,-0.3958,0.40393333333333337,2
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,NA,NA,0.358,0.3643,0.5076,-0.3267,0.4099666666666667,2
BRD-A75471153,NA,NA,0.3272,NA,0.6536,-0.342,0.49039999999999995,3
MLS002474519,NA,NA,0.4262,NA,0.5213,-0.3256,0.47375,3
PIK 75,NA,NA,0.4018,0.5787,0.6163,-0.3575,0.5322666666666667,2
AZD-5438,NA,NA,0.3766,0.6089,0.6332,-0.3269,0.5395666666666666,2
Nefazodone,NA,NA,0.3533,0.4223,0.4195,-0.3267,0.39836666666666665,2
Daunorubicin,NA,NA,0.3503,0.402,0.5755,-0.3385,0.4426,2
JNJ-7706621,NA,NA,0.3447,0.4175,NA,-0.3621,0.3811,3
BRD-K01497355,NA,NA,0.3238,0.3705,0.5893,-0.3663,0.4278666666666667,2
KUC103882,NA,NA,NA,0.5278,0.6132,-0.332,0.5705,3
"SIN-1, Hydrochloride",NA,NA,NA,0.4961,0.7525,-0.335,0.6243,3
Staurosporine,NA,NA,NA,0.4905,0.5943,-0.3321,0.5424,3
LGX818,NA,NA,NA,0.4877,0.4418,-0.3383,0.46475,3
Olomoucine,NA,NA,NA,0.4513,0.5854,-0.3263,0.51835,3
MLS002222336,NA,NA,NA,0.4271,0.5166,-0.4799,0.47185,3
Erlotinib,NA,NA,NA,0.4257,0.8262,-0.3484,0.62595,3
Lonafarnib,NA,NA,NA,0.4204,0.4606,-0.3411,0.4405,3
BRD-K40225343,NA,NA,NA,0.418,0.6157,-0.3236,0.51685,3
CHEMDIV2_001418,NA,NA,NA,0.4018,0.6313,-0.4135,0.51655,3
CHEMBL3400874,NA,NA,NA,0.3986,0.73740000000000006,-0.3348,0.5680000000000001,3
LCQ-908,NA,NA,NA,0.3854,0.4267,-0.3284,0.40605,3
MLS-0437135.0001,NA,NA,NA,0.3801,0.4212,-0.3246,0.40065,3
CHEMBL2355399,NA,NA,NA,0.3667,0.5513,-0.4516,0.459,3
A-443654,NA,NA,NA,0.5309,0.6296,-0.3231,0.58025,3
Dactinomycin,NA,NA,NA,0.4995,0.4601,-0.3929,0.4798,3
Deoxy Cholate,NA,NA,NA,0.4785,0.8914,-0.3478,0.68495,3
Lestaurtinib,NA,NA,NA,0.4713,0.5615,-0.3383,0.5164,3
BIO2_000413,NA,NA,NA,0.4594,0.4472,-0.3258,0.4533,3
SCHEMBL17497626,NA,NA,NA,0.3811,0.6856,-0.3213,0.53335,3
MLS003672589,NA,NA,NA,0.3754,0.5226,-0.3286,0.44899999999999995,3
Phenylbutazone,NA,NA,NA,0.3714,0.5556,-0.3959,0.4635,3
Y-26763,NA,NA,NA,0.3571,0.5579,-0.3285,0.45749999999999996,3
