compound,azt,los,nib,quine,vir,similarity,meansim,nas
BRD-K42573370-001-01-1,0.418,NA,NA,0.4173,0.4713,-0.3443,0.43553333333333333,2
ML162,0.4162,0.3823,0.4104,0.4842,0.3808,-0.329,0.41478,0
Promazine,0.415,NA,NA,0.4306,0.371,-0.3754,0.4055333333333333,2
SB-216763,0.4147,0.397,0.6215,0.4386,0.6973,-0.4296,0.51382,0
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.4115,0.4396,NA,0.378,0.327,-0.3485,0.389025,1
Gallocatechin Gallate,0.4112,NA,0.3737,0.6742,0.4586,-0.3917,0.479425,1
KW-2449,0.4108,0.3378,0.3503,0.8219,0.4614,-0.3648,0.47644,0
MLN-8054,0.4103,0.3418,0.4275,0.8263,0.6573,-0.4248,0.53264,0
848193-68-0,0.4098,0.5174,0.3897,0.3866,0.5165,-0.3472,0.444,0
C24H25CLFN5O3,0.4092,NA,0.5094,0.4835,0.5589,-0.3992,0.49024999999999996,1
PD-0325901,0.4072,0.3627,0.4133,0.5389,0.5967,-0.4324,0.46376,0
Piplartine,0.4047,0.4183,0.3388,0.4913,0.6662,-0.3277,0.46386,0
VX-745,0.4032,0.4336,0.473,0.4146,0.3818,-0.3423,0.42124,0
Phenylbutazone,0.4005,0.3395,NA,0.3477,NA,-0.3959,0.3625666666666667,2
HG-9-91-01,0.3989,0.3863,0.4326,0.4648,0.5043,-0.3266,0.43738,0
Gefitinib,0.3944,0.3657,0.4794,0.4072,0.5298,-0.3795,0.4353,0
SMP2_000081,0.3926,0.3853,0.3458,0.3731,0.3849,-0.3889,0.37634,0
CHEMBL1270312,0.3896,NA,NA,0.3913,NA,-0.3215,0.39044999999999996,3
AZD-1775,0.3895,0.4242,0.5544,0.7054,0.5654,-0.354,0.52778,0
F1304-0056,0.383,NA,NA,0.3358,NA,-0.3345,0.3594,3
SCHEMBL16226068,0.3827,0.3806,NA,0.3474,0.3231,-0.3257,0.35845,1
Fenretinide,0.3807,NA,0.4791,0.3689,0.3581,-0.3942,0.3967,1
E319,0.3799,0.3571,0.3266,NA,NA,-0.3469,0.3545333333333333,2
PF-04217903,0.3796,0.3591,0.3354,0.5173,0.7007,-0.3384,0.45842,0
FK888,0.3792,NA,0.3348,0.5711,0.3577,-0.3504,0.4107,1
Curcumin,0.3778,0.3882,0.3534,0.5739,0.3777,-0.3254,0.4142,0
SB590885,0.3757,0.3802,0.6068,0.4669,0.4327,-0.3234,0.45246,0
amcinonide,0.3744,NA,NA,0.4003,0.4082,-0.3532,0.3943,2
AC1Q6JJ5,0.3695,0.3857,0.4317,0.9371,0.5342,-0.3312,0.53164,0
MLS003672589,0.3683,0.3893,0.3596,0.5044,0.3405,-0.3286,0.39242,0
PCI-34051,0.3591,NA,0.3559,0.4896,0.5035,-0.3437,0.427025,1
CT-200783,0.3583,NA,0.4106,0.41,0.4436,-0.3893,0.405625,1
CHEMBL2355399,0.3577,NA,NA,0.4115,NA,-0.4516,0.3846,3
Regorafenib,0.3531,NA,0.374,0.3799,NA,-0.3334,0.369,2
Thalidomide,0.3521,NA,0.4862,0.5564,0.4324,-0.3641,0.45677500000000004,1
Lenalidomide,0.3515,NA,0.4371,0.4799,0.4896,-0.3356,0.439525,1
BRD-K22261046,0.3513,NA,NA,NA,0.3761,-0.3424,0.3637,3
Mesoridazine,0.3509,0.36,0.6022,0.5304,0.623,-0.403,0.49329999999999996,0
AMSACRINE,0.3504,NA,0.4259,0.739,0.5033,-0.3228,0.50465,1
ST51005413,0.3484,NA,0.3421,NA,0.3284,-0.3252,0.33963333333333334,2
HMS1476K01,0.3463,0.3367,0.3616,0.5606,0.5581,-0.3968,0.43266,0
CHEMBL453376,0.3448,NA,NA,0.4279,0.3523,-0.3528,0.375,2
Dabrafenib,0.3437,0.3793,0.6014,0.4952,0.4546,-0.4026,0.45484,0
MLS001173269,0.3436,NA,0.4412,0.4357,0.4038,-0.3244,0.40607499999999996,1
AC1O52XK,0.3408,NA,NA,0.432,NA,-0.428,0.38639999999999997,3
Androstanol,0.3402,NA,NA,0.4431,0.4087,-0.3271,0.3973333333333333,2
Cyclosporine,0.3357,0.3266,NA,0.3918,0.5636,-0.4502,0.404425,1
Pyrazolanthrone,0.3328,NA,0.3255,0.4873,0.488,-0.3365,0.4084,1
SCHEMBL15556278,0.3296,0.3708,0.3334,0.3576,0.3539,-0.3261,0.34906,0
AC1OCDAW,0.3266,NA,NA,0.4688,NA,-0.334,0.3977,3
Avicin-D,0.3241,0.3609,0.6962,0.4806,0.451,-0.3342,0.46256,0
Azithromycin,1,NA,0.425,0.4221,0.5955,-0.3823,0.61065,1
Mitoxantrone,0.5356,0.3367,0.6183,0.8529,0.468,-0.3323,0.5623,0
Wortmannin,0.5351,0.4633,0.5153,0.606,0.5782,-0.3228,0.53958,0
BMS-345541,0.5348,NA,0.3715,0.4378,0.4291,-0.3717,0.4433,1
Alvocidib,0.5077,NA,NA,0.5078,NA,-0.3217,0.50775,3
Tyrphostin AG-1478,0.5071,0.4245,0.4323,0.4903,0.4827,-0.3291,0.46738,0
Osimertinib,0.5069,NA,0.4007,0.4164,0.3446,-0.395,0.41715,1
Vorinostat,0.4952,0.483,0.4701,0.5712,0.4692,-0.3584,0.49774,0
3-(4-Pyridyl)indole,0.4948,NA,0.7142,0.377,0.4391,-0.3236,0.506275,1
STK369842,0.4888,NA,NA,0.3516,0.3566,-0.3271,0.399,2
TPCA-1,0.4749,0.4493,0.4678,0.5471,0.7515,-0.3432,0.5381199999999999,0
Dasatinib,0.4658,0.4362,0.5857,0.6801,0.5407,-0.3795,0.5417,0
Auranofin,0.4507,0.3289,0.3321,0.501,0.3994,-0.3333,0.40242,0
WZ 4002,0.4479,0.4534,0.3699,0.6524,0.4458,-0.596,0.47388,0
Amuvatinib,0.4405,0.3848,0.3259,0.5065,0.4435,-0.324,0.42024,0
Elliptecine,0.4398,0.3573,0.3621,0.5335,NA,-0.4025,0.42317499999999997,1
IN1451,0.4388,NA,NA,0.4146,NA,-0.3332,0.4267,3
GSK-3 Inhibitor II,0.4368,0.4096,NA,0.3948,0.3921,-0.3424,0.408325,1
CGP 60474,0.4345,NA,0.3667,0.5557,0.444,-0.3228,0.450225,1
WZ3105,0.4317,NA,0.334,0.4339,NA,-0.327,0.39986666666666665,2
Oxetane,0.4309,NA,0.662,0.5662,0.3951,-0.3302,0.5135500000000001,1
CHEMBL3347630,0.4269,NA,0.4358,0.6039,0.366,-0.321,0.45815,1
BMS-387032,0.4214,NA,NA,0.4865,0.4812,-0.3254,0.46303333333333335,2
AKT Inhibitor IV,0.4174,0.3256,NA,0.4275,0.5219,-0.3242,0.42310000000000003,1
BAY 61-3606,0.4173,0.3929,0.398,0.5441,0.5086,-0.3213,0.45218,0
HLI-373,0.4159,NA,0.3785,0.6528,0.3365,-0.3312,0.445925,1
AZD-5438,0.4148,NA,0.3635,0.51,0.3759,-0.3269,0.41605000000000003,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.4126,NA,NA,0.4967,0.4543,-0.3879,0.45453333333333334,2
N6022,0.4082,NA,0.3277,0.4357,0.3664,-0.4051,0.3845,1
Thioridazine,0.406,0.4001,NA,0.5074,0.5638,-0.3437,0.469325,1
GSK-3 Inhibitor IX,0.4043,0.349,0.6146,0.5242,0.5333,-0.3305,0.48508,0
Aminopurvalanol,0.4011,NA,NA,0.5722,NA,-0.3407,0.48665,3
Isorotenone,0.4008,NA,NA,NA,0.3954,-0.3307,0.3981,3
Nimodipine,0.3982,0.3465,NA,NA,0.3789,-0.3392,0.37453333333333333,2
Chaetocin,0.3916,0.3902,NA,0.4616,0.5216,-0.3462,0.44125,1
BIO2_000413,0.3897,NA,NA,0.4509,NA,-0.3258,0.4203,3
MLS000089581,0.386,NA,NA,0.4329,NA,-0.352,0.40945,3
SCHEMBL17378613,0.3844,0.3695,0.4153,0.4135,0.4985,-0.3534,0.41624,0
Flufenamic acid,0.384,NA,NA,0.4985,NA,-0.3973,0.44125000000000003,3
Daunorubicin,0.3815,NA,NA,0.5402,NA,-0.3385,0.46085,3
AT-7519,0.3813,NA,0.379,0.5432,0.3545,-0.3311,0.4145,1
Rebastinib,0.3798,0.426,0.3417,0.5028,0.3384,-0.3924,0.39774,0
Y-26763,0.3749,NA,NA,0.3909,NA,-0.3285,0.3829,3
BRD-U86222656,0.371,NA,NA,0.4949,NA,-0.3457,0.43295,3
STK222600,0.3695,NA,NA,0.4342,0.6847,-0.3365,0.4961333333333333,2
ZSTK 474,0.3692,0.3609,0.4768,0.5734,0.5247,-0.3333,0.461,0
LGX818,0.3676,NA,NA,0.4867,NA,-0.3383,0.42715000000000003,3
MLS000107144,0.3581,NA,0.4324,NA,NA,-0.3259,0.39525,3
Tigecycline,0.3564,0.3413,NA,0.5829,0.3414,-0.3577,0.40549999999999997,1
Nortriptyline,0.3557,0.4147,0.3699,0.4202,0.6739,-0.3213,0.44688,0
SCHEMBL17497626,0.3548,NA,0.3898,0.4523,NA,-0.3213,0.39896666666666664,2
STK581349,0.3543,NA,NA,0.4601,NA,-0.3254,0.4072,3
Mocetinostat,0.3543,0.384,0.3854,0.5165,0.5055,-0.3384,0.42913999999999997,0
A-443654,0.354,NA,0.4067,0.5467,0.3409,-0.3231,0.41207499999999997,1
"SIN-1, Hydrochloride",0.3537,NA,NA,0.3439,NA,-0.335,0.3488,3
4-(Pyridin-3-yloxy)-phthalonitrile,0.3521,NA,NA,0.396,NA,-0.3699,0.37405,3
Inolitazone (dihydrochloride),0.3505,NA,0.4272,0.3857,0.396,-0.3258,0.38985000000000003,1
AGK 2,0.3486,0.4228,0.4979,0.4918,0.389,-0.3282,0.43002,0
BRD-K68319707,0.3415,NA,NA,0.3563,NA,-0.3216,0.3489,3
UB-165,0.3414,NA,NA,0.3814,0.3818,-0.3236,0.36819999999999997,2
Hydroxyl,0.3407,NA,0.3571,0.4581,NA,-0.3543,0.3853,2
C30H33N3O5S,0.3388,0.3582,0.4171,0.4864,0.409,-0.34,0.4019,0
Quizartinib,0.3379,0.4161,0.5489,0.4967,0.4556,-0.3296,0.45104,0
AZ628,0.3334,0.3614,0.6001,0.5233,0.3993,-0.3412,0.4435,0
Nefazodone,0.3289,0.3651,0.3742,0.4774,0.4366,-0.3267,0.39644,0
PF 3845,0.3267,0.4614,NA,0.4894,0.4548,-0.3306,0.433075,1
Staurosporine,0.3247,NA,NA,0.4265,NA,-0.3321,0.3756,3
Glyburide,0.3231,NA,0.5776,0.4449,0.4553,-0.3577,0.450225,1
Nordihydroguaiaretic acid,0.3225,NA,NA,0.4361,NA,-0.3615,0.37929999999999997,3
Amitriptyline,0.3218,NA,0.3661,0.4065,0.3521,-0.3711,0.361625,1
Ricolinostat,0.3215,0.4923,NA,0.4953,0.4166,-0.4198,0.431425,1
PIK 75,NA,0.4378,NA,0.4551,NA,-0.3575,0.44645,3
Cabozantinib,NA,0.4256,0.3587,0.6386,0.4939,-0.3231,0.47919999999999996,1
Chelerythrine,NA,0.4186,NA,0.4584,0.5068,-0.3347,0.46126666666666666,2
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,NA,0.41,0.3776,0.3493,0.4024,-0.3267,0.384825,1
BRD-K81921806,NA,0.3915,NA,NA,0.3438,-0.3923,0.36765000000000003,3
Cyclacillin,NA,0.3784,0.4446,0.5024,0.5444,-0.3591,0.46745,1
Vandetanib,NA,0.3746,0.4213,0.4733,0.3629,-0.3331,0.40802499999999997,1
CHEMBL3188661,NA,0.3711,0.3879,0.4718,NA,-0.4149,0.41026666666666667,2
Bisoprolol,NA,0.3653,NA,0.4479,0.3739,-0.3459,0.3957,2
BRD-K55077180,NA,0.3578,0.3377,NA,NA,-0.3621,0.34775,3
AZD 1480,NA,0.3469,0.3392,0.5089,0.4198,-0.4406,0.4037,1
AB00540134,NA,0.3461,NA,0.3713,NA,-0.3546,0.3587,3
AC1MJ3VH,NA,0.3387,0.3441,0.8532,0.4798,-0.3504,0.50395,1
Indomethacin,NA,0.3379,0.4036,0.3439,0.4245,-0.3307,0.377475,1
Dilazep,NA,0.3331,NA,0.3533,0.3415,-0.341,0.34263333333333335,2
Daminozide,NA,0.3316,NA,NA,0.3867,-0.3265,0.35914999999999997,3
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",NA,0.3858,0.4872,0.888,0.4631,-0.3269,0.556025,1
ST014366,NA,0.3845,0.3737,0.343,NA,-0.3515,0.36706666666666665,2
Telatinib,NA,0.3672,NA,0.478,NA,-0.3273,0.4226,3
Falnidamol,NA,0.3651,NA,0.5967,NA,-0.3284,0.4809,3
Apigenin,NA,0.3617,0.4056,0.3492,0.7201,-0.3515,0.45915,1
Levetiracetam,NA,0.3518,NA,0.3727,0.3712,-0.3863,0.3652333333333333,2
Maprotiline,NA,0.3383,NA,0.4546,NA,-0.356,0.39644999999999997,3
PG 490,NA,0.3247,NA,0.4792,0.4794,-0.3306,0.4277666666666667,2
Avicin-G,NA,NA,0.7021,0.5155,0.3887,-0.3672,0.5354333333333333,2
Alprostadil,NA,NA,0.6968,0.4111,NA,-0.3432,0.5539499999999999,3
Narciclasine,NA,NA,0.4904,0.5428,0.3363,-0.3352,0.45649999999999996,2
STK249718,NA,NA,0.4708,0.5488,NA,-0.3361,0.5098,3
CHEMBL2361177,NA,NA,0.4635,NA,0.7565,-0.3312,0.61,3
SR-2640,NA,NA,0.4395,0.4175,NA,-0.3958,0.4285,3
Gly-Gly-Palo,NA,NA,0.4339,0.4021,NA,-0.3358,0.41800000000000004,3
SU-11652,NA,NA,0.3852,0.6049,NA,-0.3509,0.49505,3
LCQ-908,NA,NA,0.3809,0.4446,NA,-0.3284,0.41275,3
NCGC00011767,NA,NA,0.3706,0.3733,NA,-0.3646,0.37195,3
BRD32048,NA,NA,0.3653,NA,0.3661,-0.3379,0.3657,3
Pimobendan,NA,NA,0.3498,0.7677,0.3301,-0.3876,0.48253333333333337,2
NU-7026,NA,NA,0.3493,0.5337,NA,-0.3426,0.4415,3
GAP-134 (Hydrochloride),NA,NA,0.3325,NA,0.3222,-0.3285,0.32735000000000003,3
BRD-K30934140,NA,NA,0.3225,NA,0.3853,-0.3543,0.3539,3
BRD-K01497355,NA,NA,0.4674,0.3867,0.3289,-0.3663,0.3943333333333333,2
Meptazinol,NA,NA,0.4433,0.372,0.3784,-0.3401,0.39790000000000003,2
Lonafarnib,NA,NA,0.366,0.5427,NA,-0.3411,0.45435,3
Hoechst 33258,NA,NA,0.3521,0.5196,NA,-0.3507,0.43584999999999996,3
Patupilone,NA,NA,0.3483,0.4452,0.3883,-0.329,0.3939333333333333,2
Hydroxyprogesterone Caproate,NA,NA,0.342,0.3928,0.4846,-0.3766,0.40646666666666664,2
Norfloxacin,NA,NA,0.3375,NA,0.3475,-0.4594,0.3425,3
Ticlopidine,NA,NA,0.3364,0.4098,0.4411,-0.34,0.39576666666666666,2
Aliskiren,NA,NA,0.3213,0.3732,NA,-0.3653,0.34724999999999995,3
MLS003179190,NA,NA,0.3213,NA,0.3475,-0.4098,0.3344,3
"Triazolothiadiazine, 35",NA,NA,NA,0.615,0.3426,-0.3632,0.4788,3
EDOXUDINE,NA,NA,NA,0.4549,0.3531,-0.4223,0.404,3
Diflunisal,NA,NA,NA,0.5274,0.3729,-0.326,0.45015,3
MLS002222336,NA,NA,NA,0.4648,0.3568,-0.4799,0.4108,3
Macitentan,NA,NA,NA,0.4582,0.3701,-0.3845,0.41415,3
Refametinib,NA,NA,NA,0.4473,0.4007,-0.3521,0.424,3
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,NA,NA,NA,0.4408,0.3818,-0.3849,0.4113,3
PS-1145,NA,NA,NA,0.4362,0.406,-0.4433,0.42110000000000003,3
Lestaurtinib,NA,NA,NA,0.4284,0.3623,-0.3383,0.39535,3
501919-59-1,NA,NA,NA,0.4279,0.5231,-0.3896,0.47550000000000003,3
"Pfmrk inhibitor, wr 216174",NA,NA,NA,0.4278,0.4596,-0.3325,0.4437,3
Aggc,NA,NA,NA,0.419,0.3576,-0.4337,0.3883,3
BRD-K13468108,NA,NA,NA,0.4114,0.3691,-0.3479,0.39025,3
CHEMBL1270912,NA,NA,NA,0.4075,0.3572,-0.3479,0.38234999999999997,3
Emapunil,NA,NA,NA,0.4065,0.3231,-0.3713,0.3648,3
U-0126,NA,NA,NA,0.3853,0.5518,-0.3417,0.46854999999999997,3
6-Aminoindazole,NA,NA,NA,0.3793,0.4291,-0.3408,0.4042,3
BRD-K33936059,NA,NA,NA,0.3705,0.412,-0.4404,0.39125,3
2-Fluoropalmitic acid,NA,NA,NA,0.3436,0.4655,-0.3435,0.40455,3
Methysergide,NA,NA,NA,0.3321,0.4225,-0.3323,0.37729999999999997,3
