compound,a5491,a5492,ha1e2,ht29,mcf72,pc3,vcap1,vcap2
Telmisartan,0.5888333333333333,0.3665,0.5223599999999999,0.501625,0.4807,0.542675,0.543925,0.44032
PF-04217903,0.54564,0.45842,0.529,0.551975,0.49483333333333335,0.559,0.53926,0.50126
N6022,0.5669333333333333,0.3845,0.510225,0.4468,0.44739999999999996,0.5244500000000001,0.4476,0.5127666666666667
Artesunate,0.449925,0.41605000000000003,0.3863,0.4577333333333333,0.42865,0.466425,0.552675,0.496
Selumetinib,0.54384,0.50546,0.53172,0.550875,0.612,0.571575,0.5881799999999999,0.4905
ESTRAMUSTINE,0.46840000000000004,0.511,0.4451,0.41325,0.4161666666666667,0.6578,0.48802,0.39266666666666666
BRD-K41087962,0.49162,0.5381333333333334,0.4922,0.5252333333333333,0.3892,0.53695,0.48868,0.5017666666666667
R547,0.502675,0.42210000000000003,0.45045999999999997,0.6402,0.3693666666666667,0.4730666666666667,0.511025,0.415625
L-690330,0.4807,0.406825,0.49610000000000004,0.5503333333333333,0.42993333333333333,0.5815,0.50694,0.461175
SJ 172550,0.45716666666666667,0.5011666666666666,0.4371,0.3744,0.47705,0.50415,0.6361333333333333,0.4264
Nilotinib,0.53746,0.40342500000000003,0.5553,0.5069,0.4718,0.6379,0.6102,0.45758
3-Aminobenzamide,0.5156000000000001,0.44916666666666666,0.51068,0.46395,0.45593333333333336,0.5217333333333334,0.628575,0.5268
NSC23766,0.46345000000000003,0.412475,0.47914999999999996,0.5474666666666667,0.45826666666666666,0.463275,0.560875,0.46132
AZD-8055,0.59758,0.45826,0.52096,0.613075,0.5618333333333333,0.6307,0.53588,0.4457
Metformin,0.44258,0.359,0.481175,0.4816,0.45699999999999996,0.48345,0.49813999999999997,0.44765
PI-103,0.63934,0.4841,0.48716,0.5834,0.5375666666666666,0.581525,0.5898,0.541425
Falnidamol,0.565775,0.4809,0.44533999999999996,0.58375,0.48155000000000003,0.53005,0.59216,0.5552333333333334
CHEMBL2141330,0.480325,0.4186,0.3844666666666667,0.4554,0.38843333333333335,0.4847,0.560875,0.4816
CL-976,0.47050000000000003,0.37715,0.448675,0.4748,0.39495,0.5332333333333333,0.46736,0.483275
TAK-715,0.4793,0.4631,0.55718,0.531175,0.5482666666666667,0.513,0.531775,0.4590333333333333
Duloxetine,0.52594,0.42110000000000003,0.48704,0.588375,0.43183333333333335,0.46463333333333334,0.54366,0.55325
Maxacalcitol-D6,0.56095,0.42005,0.48854000000000003,0.49873333333333336,0.4484666666666667,0.5441333333333334,0.52178,0.39154
LY2157299,0.46,0.4282666666666667,0.49496,0.47387500000000005,0.44166666666666665,0.4095,0.480925,0.3797666666666667
Atenolol,0.55975,0.37424999999999997,0.4936333333333333,0.5236,0.39680000000000004,0.42195,0.48455,0.3977
"ICI 192,605",0.47595,0.46593333333333337,0.49398,0.5147,0.37015,0.5359333333333334,0.44172,0.4278666666666667
ICG-001,0.5018,0.416375,0.4397,0.49085,0.3776,0.4874,0.62278,0.49955000000000005
Gliquidone,0.453725,0.362425,0.442125,0.5179333333333334,0.43983333333333335,0.442625,0.40855,0.48260000000000003
COT-10B,0.60292,0.46868,0.62785,0.631,0.4569666666666667,0.596525,0.63694,0.4734
Honokiol,0.5706,0.4162,0.43733333333333335,0.5634333333333333,0.41276666666666667,0.42335,0.47852,0.459375
Dabrafenib,0.48608,0.45484,0.56374,0.479975,0.4868,0.63925,0.62446,0.5143666666666666
Dabigatran Etexilate,0.5587,0.40725,0.53482,0.508475,0.38616666666666666,0.41815,0.52672,0.51535
Chaetocin,0.56545,0.44125,0.56216,0.547275,0.5310333333333334,0.53555,0.50336,0.54386
Tamoxifen,0.58184,0.52146,0.58092,0.61165,0.5687333333333333,0.5545249999999999,0.62218,0.46477500000000005
VX-11E,0.454275,0.43405,0.4573333333333333,0.44606666666666667,0.47633333333333333,0.5020333333333333,0.48100000000000004,0.43465
Nefazodone,0.42574999999999996,0.39644,0.48593333333333333,0.4548,0.44145,0.54245,0.51494,0.39836666666666665
Evodiamine,0.45384,0.408775,0.456225,0.41113333333333335,0.3603,0.47215,0.46099999999999997,0.449225
CHEMBL585951,0.50782,0.4407,0.478025,0.5891,0.5098666666666667,0.5621,0.55046,0.500125
Dasatinib,0.56054,0.5417,0.61656,0.551075,0.5916333333333333,0.569125,0.63092,0.52794
AZD3514,0.43685999999999997,0.3613,0.458925,0.4734333333333333,0.4064,0.490925,0.47596666666666665,0.441125
Purmorphamine,0.46353333333333335,0.527825,0.4673,0.4013333333333333,0.38383333333333336,0.5385333333333333,0.47442,0.4398666666666667
Nemonapride,0.5064,0.4956666666666667,0.442125,0.5469333333333333,0.49146666666666666,0.5196333333333334,0.43944,0.48855000000000004
Elesclomol,0.47144,0.422775,0.57086,0.5091,0.5128333333333334,0.545425,0.56168,0.5246999999999999
OSI-906 (Linsitinib),0.4378666666666667,0.4729,0.48572499999999996,0.5224,0.36406666666666665,0.47765,0.5469666666666666,0.44186666666666663
CAY10618,0.57675,0.441075,0.4413,0.453925,0.39793333333333336,0.528375,0.47476,0.51275
AGK 2,0.46396,0.43002,0.47058,0.5215333333333334,0.44970000000000004,0.5495,0.5597,0.42535
FK888,0.50292,0.4107,0.4338,0.55105,0.5028,0.55835,0.54698,0.5068
Pindolol,0.4119,0.3542,0.49573333333333336,0.5550333333333334,0.40476666666666666,0.56515,0.5191600000000001,0.56875
SCHEMBL16980224,0.5605,0.52345,0.55136,0.5473,0.543,0.6182,0.5771000000000001,0.567075
Decitabine,0.47104,0.45167999999999997,0.5729,0.467925,0.5295333333333333,0.557425,0.5771,0.45542499999999997
Palmidrol,0.44984999999999997,0.3651333333333333,0.44556666666666667,0.42245,0.42695,0.5448999999999999,0.52965,0.4377
Pifithrin MU,0.4212,0.45955999999999997,0.45596000000000003,0.5295,0.5031666666666667,0.535075,0.57164,0.65895
Gefitinib,0.56996,0.4353,0.56226,0.582375,0.5628333333333333,0.648475,0.6261599999999999,0.52484
PHA-665752,0.545725,0.4137,0.51356,0.508275,0.6452,0.5378,0.62656,0.46718
Quizartinib,0.51834,0.45104,0.54556,0.557975,0.5999,0.59465,0.54348,0.49156666666666665
GSK 1059615,0.54818,0.46664,0.57666,0.55425,0.6472,0.6651,0.61282,0.56785
Regorafenib,0.49024,0.369,0.48475,0.48886666666666667,0.50875,0.53095,0.5219,0.50296
GSK-461364,0.51984,0.43822,0.5623,0.5748,0.5966666666666667,0.621175,0.6381,0.53528
KW-2449,0.50986,0.47644,0.51866,0.522875,0.4948,0.57385,0.5566,0.48968
Thioridazine,0.52666,0.469325,0.503,0.574,0.5034000000000001,0.57995,0.67662,0.507525
TWS 119,0.51464,0.44918,0.4905,0.49665,0.46776666666666666,0.5741,0.48896,0.5267999999999999
Azacitidine,0.49246,0.45288,0.52954,0.585175,0.5307666666666666,0.629325,0.6236,0.4742
Ethacrynic acid,0.46643999999999997,0.3981,0.4969,0.526075,0.42823333333333335,0.54565,0.49572,0.39165
AO-081/15245014,0.5468,0.38155,0.370325,0.448,0.42669999999999997,0.507125,0.45383333333333337,0.52495
Menadione,0.48094,0.436525,0.5162,0.518975,0.49193333333333333,0.542625,0.59438,0.5662
Infigratinib,0.51226,0.3879,0.5578000000000001,0.5337666666666667,0.46166666666666667,0.538525,0.56566,0.5617
Nimodipine,0.559575,0.37453333333333333,0.5023666666666666,0.47716666666666663,0.4146666666666667,0.6073,0.5352666666666667,0.5005000000000001
CEPHARANTHINE,0.5704,0.36355,0.515675,0.542725,0.46365,0.45753333333333335,0.536825,0.47575
3-(4-Pyridyl)indole,0.40606,0.506275,0.6314,0.475725,0.5347,0.6290333333333333,0.53698,0.493
Novobiocin,0.5811,0.3557666666666667,0.50345,0.5488333333333333,0.3738666666666667,0.4199333333333333,0.42260000000000003,0.4276
AT-9283,0.45754,0.5266500000000001,0.55532,0.47025,0.49346666666666666,0.573825,0.52288,0.4682
Orphenadrine,0.456175,0.38184,0.42488,0.47290000000000004,0.57945,0.5877,0.5882,0.434
Dorsomorphin,0.52006,0.414125,0.6086666666666667,0.49017499999999997,0.46476666666666666,0.504575,0.53088,0.47197500000000003
Lexibulin,0.43496,0.44116666666666665,0.45044,0.4986,0.4292666666666667,0.5824,0.4947,0.518
SCHEMBL17497626,0.5019,0.39896666666666664,0.42296,0.480275,0.4232666666666667,0.4677,0.51888,0.53335
Quisinostat,0.513675,0.4407,0.410025,0.4329,0.3924666666666667,0.451025,0.51445,0.46713333333333334
Erlotinib,0.5111600000000001,0.46455,0.5664,0.5492750000000001,0.49956666666666666,0.6054999999999999,0.54926,0.62595
Tyrphostin 1,0.452075,0.434075,0.45345,0.5684666666666667,0.4019,0.4893,0.42504000000000003,0.480425
Pinacidil,0.449025,0.40555,0.42665,0.5169333333333334,0.421,0.5690999999999999,0.47631999999999997,0.4048
AZ20,0.46255999999999997,0.534025,0.534875,0.5232333333333333,0.4251333333333333,0.452425,0.5476,0.44945
Dovitinib,0.55208,0.50392,0.51608,0.55435,0.47386666666666666,0.60635,0.5521,0.449
Mebendazole,0.50124,0.49435,0.49862,0.51885,0.38813333333333333,0.563475,0.57058,0.46126
Carbamazepine,0.4846,0.38295,0.465575,0.5418000000000001,0.3987,0.492425,0.57536,0.4386
Ricolinostat,0.45675,0.431425,0.47866,0.464775,0.5093333333333333,0.525225,0.57414,0.581825
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.43193333333333334,0.3645,0.5101333333333333,0.5006333333333334,0.406,0.4801333333333333,0.37415,0.49743333333333334
BSPBIO_001592,0.43296666666666667,0.433525,0.39655,0.51925,0.4697,0.546325,0.51816,0.5590999999999999
PD-0325901,0.5346,0.46376,0.5527,0.5517,0.5634666666666667,0.659925,0.64374,0.5646
Gemcitabine,0.5163800000000001,0.54038,0.52654,0.542775,0.5405666666666666,0.64695,0.59704,0.4747
SCHEMBL16226502,0.4918,0.480825,0.52244,0.5108,0.4858,0.532925,0.5537,0.56258
Pralatrexate,0.48183333333333334,0.54835,0.47624999999999995,0.495775,0.36556666666666665,0.47206666666666663,0.52265,0.44604999999999995
SU14813,0.3779,0.39625,0.46384,0.46485,0.4103,0.5836749999999999,0.5195,0.45865
Pimobendan,0.4014,0.48253333333333337,0.3881,0.5572,0.3702,0.4983333333333333,0.45977500000000004,0.3836333333333333
Pracinostat,0.516725,0.3872,0.46338,0.52885,0.4659666666666667,0.600125,0.49452,0.54990000000000006
PSI-7977,0.42293333333333333,0.3652,0.42125,0.52015,0.5281499999999999,0.5191333333333333,0.5753666666666667,0.53705
sn-Glycero-3-phosphocholine,0.40335,0.38160000000000005,0.4951,0.4251333333333333,0.4084,0.4973666666666666,0.5163,0.4478333333333333
Podofilox,0.4399,0.3727,0.45246,0.464025,0.46345000000000003,0.52055,0.46482,0.4667
Cytarabine,0.502275,0.48160000000000003,0.40942500000000004,0.473,0.4779,0.4965,0.561875,0.44315000000000004
Tizanidine,0.4178,0.3644,0.4077,0.4936666666666667,0.4911,0.64255,0.585675,0.5258499999999999
IN1541,0.5001666666666666,0.53898,0.43312,0.4173,0.44203333333333333,0.5672333333333334,0.502975,0.5369
GSK1292263,0.49643333333333334,0.35225,0.3553,0.4768,0.36785,0.571,0.4759,0.37783333333333335
761437-28-9,0.46272,0.47248,0.49934,0.47655000000000003,0.49803333333333333,0.51185,0.5262,0.5624666666666667
AC1NXRFO,0.46334000000000003,0.4547,0.44845,0.45805,0.3951,0.47372499999999995,0.472975,0.6127666666666667
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.48610000000000003,0.41474,0.5186,0.6181,0.5142,0.530125,0.57922,0.4291333333333333
BRD-A69951442-001-01-3,0.43224,0.424325,0.43164,0.4499,0.5587500000000001,0.5253333333333333,0.51448,0.472225
Oligomycin A,0.449975,0.377475,0.481,0.5065,0.4222666666666667,0.4137,0.545775,0.42236666666666667
Raltitrexed,0.41335,0.5057666666666667,0.46465,0.42819999999999997,0.35765,0.43995,0.48988,0.33745000000000003
Felbamate,0.4707,0.3884,0.46950000000000003,0.4237,0.49449999999999994,0.5942999999999999,0.48654,0.4063
AC1MSUFC,0.5538666666666666,0.40650000000000003,0.4809,0.517825,0.43923333333333336,0.468125,0.61158,0.46202499999999996
Enzalutamide,0.464975,0.4145,0.4113,0.4892,0.4270333333333333,0.5368666666666666,0.552825,0.5068333333333332
Olaparib,0.4636,0.54546,0.50066,0.5181,0.5286666666666666,0.5247499999999999,0.53898,0.50036
331771-20-1,0.50614,0.47972,0.44022,0.515475,0.4916333333333333,0.5886,0.57094,0.50095
CX-5461,0.44098,0.50878,0.42904,0.43627499999999997,0.519,0.6552,0.5884,0.50035
apigenin,0.40599999999999997,0.47802,0.4822,0.4677,0.5106999999999999,0.5217,0.56408,0.49429999999999996
AZD-1775,0.53774,0.52778,0.5819,0.5559000000000001,0.5117333333333334,0.6566,0.6737,0.59012
Saracatinib,0.52964,0.45530000000000004,0.53964,0.52935,0.5514666666666667,0.622075,0.5978,0.549525
vincristine,0.40518,0.3693,0.45562,0.428,0.5105999999999999,0.5529666666666666,0.46971999999999997,0.3983
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.45461999999999997,0.556025,0.50335,0.4969,0.5067333333333334,0.5307999999999999,0.6091,0.4323
Medroxyprogesterone,0.401275,0.38105,0.3733,0.49670000000000003,0.4325,0.5185000000000001,0.5033,0.47285
Diclofensine (hydrochloride),0.5728500000000001,0.3526,0.4494,0.5064500000000001,0.54985,0.44525,0.50115,0.48575
Mocetinostat,0.48218,0.42913999999999997,0.47082,0.49775,0.4033333333333333,0.58255,0.5688,0.46206
CHEMBL179288,0.46108,0.52328,0.51132,0.48405,0.5200666666666667,0.52945,0.65484,0.49966666666666665
1268524-70-4,0.43898,0.49024999999999996,0.48825999999999997,0.5307,0.49343333333333333,0.5278,0.49246,0.607525
BIO2_000029,0.48224999999999996,0.44265,0.4308666666666667,0.46865,0.4558,0.51725,0.48794,0.44093333333333334
BRD-K94544211,0.3856,0.42765,0.411025,0.4554666666666667,0.44830000000000003,0.44384999999999997,0.5144,0.5203666666666666
CP466722,0.47556,0.50956,0.5018400000000001,0.5529333333333333,0.4967,0.553025,0.5958,0.51295
Alvocidib,0.50206,0.50775,0.442,0.563925,0.5701666666666667,0.548125,0.52782,0.4631
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.493625,0.3749,0.49182,0.489875,0.3624,0.5486,0.5713,0.4721
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.3964,0.384825,0.45146000000000003,0.47035,0.45885,0.47345000000000004,0.53026,0.4099666666666667
SPECTRUM_000224,0.4584,0.36719999999999997,0.500775,0.4675,0.42355,0.4393666666666667,0.547075,0.46313333333333334
SU-11652,0.5135,0.49505,0.472725,0.516025,0.45180000000000003,0.633575,0.5515,0.49223333333333336
Pelitinib,0.47026,0.43604000000000004,0.48325999999999997,0.482325,0.5246,0.563375,0.50514,0.552375
CHEMBL1242477,0.48624,0.43955,0.42057500000000003,0.5001,0.4986333333333333,0.610775,0.5481,0.6329
Vandetanib,0.52854,0.40802499999999997,0.43004,0.542375,0.4437333333333333,0.5121749999999999,0.60928,0.608025
Primaquine,0.37738,0.4655,0.50576,0.5683,0.3977333333333333,0.524975,0.52662,0.44705
AT 7867,0.4828,0.43262,0.5384599999999999,0.49885,0.5442,0.49312500000000004,0.55,0.6053
Prosteride,0.41456666666666664,0.434,0.43837499999999996,0.5371333333333334,0.39135,0.4827,0.4840666666666667,0.441
MLS002699913,0.3889,0.3883333333333333,0.5119666666666667,0.4763,0.35455000000000003,0.48505,0.48007500000000003,0.55145
SU 11274,0.53402,0.42456,0.52164,0.4709333333333333,0.4794333333333333,0.5377,0.57066,0.479975
SCHEMBL15556278,0.40346,0.34906,0.48265,0.5528666666666666,0.4487333333333334,0.506775,0.49842,0.469475
Olmesartan Medoxomil,0.49905,0.4793,0.39902499999999996,0.43935,0.46785,0.511625,0.49406,0.41995
YM 201636,0.5021,0.410225,0.51404,0.515175,0.5047,0.5153,0.60376,0.5257666666666667
Lisinopril,0.4644333333333333,0.4306,0.4643333333333333,0.5464,0.44835,0.5136666666666666,0.5099,0.6768000000000001
852475-26-4,0.409975,0.394225,0.46456000000000003,0.471725,0.5259333333333334,0.5256333333333334,0.44214,0.477425
SCHEMBL17378613,0.49813999999999997,0.41624,0.492925,0.4969,0.46553333333333335,0.583825,0.51176,0.47914
Enalapril,0.4996333333333334,0.38546,0.43145,0.4630666666666667,0.37270000000000003,0.63425,0.4394,0.5653
Palbociclib,0.57674,0.45682,0.55486,0.4827,0.5098333333333334,0.6704,0.56746,0.5200750000000001
Econazole,0.486,0.3877,0.46095,0.4133,0.37024999999999997,0.4870333333333333,0.5032,0.48610000000000003
Fluphenazine,0.49365,0.35275,0.4553,0.5246,0.5587,0.54855,0.5859800000000001,0.45685
PFI-1,0.56886,0.41915,0.47776,0.49317500000000003,0.5569666666666666,0.51225,0.53554,0.53515
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.49076,0.45453333333333334,0.59755,0.463075,0.5172333333333333,0.477725,0.56936,0.47535
CHEMBL1083527,0.56128,0.41384,0.48658,0.559925,0.5312,0.580175,0.61196,0.489675
TGX-115,0.4395,0.4748,0.44293333333333335,0.5145,0.44730000000000003,0.5187333333333333,0.58958,0.535
Amuvatinib,0.52588,0.42024,0.48032,0.5479,0.5445,0.5586,0.57268,0.505
Neratinib,0.53332,0.46934,0.58008,0.581275,0.5143,0.574425,0.72792,0.5573250000000001
PHA-793887,0.5236,0.436,0.50344,0.534875,0.48073333333333335,0.5731499999999999,0.57506,0.534575
Dilazep,0.48774,0.34263333333333335,0.4489,0.49577499999999997,0.4750666666666667,0.559075,0.5319200000000001,0.471125
triptolide,0.40195,0.41716000000000003,0.436175,0.5016666666666667,0.39563333333333334,0.459625,0.43334,0.5329
CHEMBL2360506,0.407575,0.3631666666666667,0.3751,0.4171,0.4209,0.5134,0.5384249999999999,0.46845
TAE-684,0.48466,0.47972,0.51374,0.544975,0.5730666666666666,0.5312,0.55374,0.51584
altrenogest,0.42010000000000003,0.4023,0.40706,0.4068333333333333,0.44783333333333336,0.5242,0.50675,0.41273333333333334
Toremifene,0.5907,0.41582,0.49746,0.5493,0.49346666666666666,0.568625,0.59574,0.5669
Thiothixene,0.50115,0.38215,0.46052,0.54435,0.5776666666666667,0.5262,0.64222,0.4286
Diclofenac,0.39032500000000003,0.34703333333333336,0.4957,0.47683333333333333,0.3597,0.4449,0.44148,0.42943333333333333
SPECTRUM_000897,0.40850000000000003,0.42710000000000004,0.51315,0.45086666666666664,0.52115,0.481125,0.53316,0.410575
BRD-K00199686,0.39405,0.37623333333333336,0.44956,0.4881333333333333,0.398,0.4624333333333333,0.3905,0.49845
TPCA-1,0.46956000000000003,0.5381199999999999,0.528225,0.502175,0.5407666666666666,0.546675,0.6386999999999999,0.5079750000000001
CHEMBL1950303,0.44554,0.41608,0.48488,0.4674666666666667,0.49616666666666664,0.69225,0.46506,0.471375
PG 490,0.47996,0.4277666666666667,0.4013,0.51095,0.49346666666666666,0.53,0.54844,0.5374
BRD-K57064803,0.42056,0.38403333333333334,0.4112,0.43105000000000004,0.42784999999999995,0.5857,0.524725,0.47324999999999995
Oxybenzone,0.4078,0.36943333333333334,0.6014,0.4549333333333333,0.4073,0.44355,0.44614,0.43420000000000003
PIK 75,0.49308,0.44645,0.4161,0.5630333333333334,0.4447333333333333,0.589525,0.47624,0.5322666666666667
Rebastinib,0.4644,0.39774,0.45152000000000003,0.5863666666666667,0.5324,0.60565,0.5905400000000001,0.5513
SGI-1776,0.50374,0.42538,0.5073799999999999,0.504,0.49760000000000004,0.5495333333333333,0.56116,0.547925
CHEMBL1222381,0.41908,0.417,0.4628333333333334,0.5524249999999999,0.41873333333333335,0.6121,0.49462,0.4253
Rigosertib,0.42804,0.455925,0.47314,0.48485,0.47953333333333337,0.53395,0.58436,0.477125
AC1NWALX,0.4703333333333333,0.4624,0.43543333333333334,0.37305,0.419,0.39316666666666666,0.36105,0.44284999999999997
TORIN-2,0.53352,0.38585,0.5157,0.526175,0.4763,0.55435,0.5349,0.5375
Aminolevulinic acid,0.40073333333333333,0.3957333333333333,0.48396,0.43805,0.49856666666666666,0.5977,0.536575,0.478675
RG7388,0.42632499999999995,0.5344333333333333,0.4441,0.49625,0.42385,0.5276666666666666,0.5559000000000001,0.365
Phenoxazine,0.38454,0.483175,0.45106666666666667,0.4896,0.4596,0.6627333333333333,0.476425,0.50596
Floxuridine,0.46178,0.524725,0.51245,0.53165,0.44816666666666666,0.4959,0.58756,0.477625
CHEMBL3183436,0.43272,0.51225,0.44472,0.555775,0.5175000000000001,0.58545,0.47666,0.497625
Alisertib,0.46916,0.53835,0.46235,0.46385,0.47045000000000003,0.56385,0.57955,0.40082
PNU-74654,0.433925,0.43135,0.493675,0.47886666666666666,0.5480666666666667,0.55355,0.5798,0.6279
Dinoprost,0.43146666666666667,0.56355,0.471825,0.4451,0.4051,0.44995,0.5135666666666666,0.42674999999999996
Ketorolac,0.41798,0.40755,0.614625,0.498525,0.47723333333333334,0.43420000000000003,0.606375,0.42765000000000003
Celecoxib,0.43905,0.39735,0.5307000000000001,0.49960000000000004,0.43696666666666667,0.6238250000000001,0.63794,0.369675
Disulfiram,0.4062,0.4574,0.396,0.4403333333333333,0.46904999999999997,0.4740666666666667,0.51884,0.558475
936890-98-1,0.49548000000000003,0.43288,0.51984,0.50615,0.42746666666666666,0.537625,0.47006000000000003,0.4728
Pimasertib,0.5038333333333334,0.51575,0.42394,0.451,0.4921666666666667,0.543725,0.5044,0.431525
CI-1040,0.44834,0.48160000000000003,0.50002,0.496525,0.5322666666666667,0.625725,0.58396,0.485775
XMD 8-92,0.45118,0.4304,0.51632,0.488025,0.5286,0.51315,0.59034,0.52955
JZL-184,0.4503666666666667,0.5277333333333334,0.5475,0.5614,0.44179999999999997,0.4809333333333333,0.5231,0.569775
Kenpaullone,0.4644,0.44725,0.373575,0.4626,0.4546,0.502725,0.5472666666666667,0.4214
GSK 525762A,0.50708,0.40243999999999996,0.47858,0.6382,0.5766666666666667,0.5835,0.49544,0.53344
Zaprinast,0.3913,0.3721,0.4997,0.432,0.4538,0.6355999999999999,0.5464666666666667,0.39540000000000003
Urapidil,0.371675,0.36205,0.420675,0.42796666666666666,0.4120333333333333,0.4681,0.49232000000000004,0.48695
pyrvinium-pamoate,0.54132,0.5114,0.47618,0.5490333333333333,0.43176666666666663,0.65455,0.6199,0.508725
Lonafarnib,0.39705,0.45435,0.4535,0.5186666666666667,0.421,0.48095,0.511225,0.4405
Sorafenib,0.45158,0.474,0.54292,0.5485249999999999,0.49916666666666665,0.58545,0.5962000000000001,0.51108
Acyclovir,0.37756666666666666,0.39940000000000003,0.3736333333333333,0.5283333333333333,0.5355,0.483525,0.4952,0.4085
Mitoxantrone,0.5412,0.5623,0.51588,0.60265,0.5869666666666666,0.668775,0.64586,0.4662
ABT-199 (GDC-0199),0.41955,0.4216333333333333,0.4766666666666667,0.4651,0.3537,0.6007,0.448175,0.5223
TAK-733,0.475275,0.42415,0.42825,0.5204,0.49615,0.48965000000000003,0.50188,0.4640666666666667
Broad-Sai-424,0.4111,0.3887333333333333,0.46240000000000003,0.4817666666666667,0.4219333333333333,0.48372499999999996,0.51,0.43315000000000003
GF-109203,0.49628,0.46782,0.51635,0.67545,0.5223,0.55365,0.57414,0.5165
Pyrazolanthrone,0.40052,0.4084,0.51385,0.47715,0.48250000000000004,0.45782500000000004,0.641275,0.5118666666666667
Clozapine,0.44735,0.4080333333333333,0.504025,0.53295,0.4048,0.6071249999999999,0.49314,0.4664
PKC Beta Inhibitor,0.455,0.3757666666666667,0.45913333333333334,0.39263333333333333,0.5392,0.4593333333333333,0.642525,0.43772
Afatinib,0.5184333333333333,0.4097,0.4279,0.47535,0.44409999999999994,0.5234,0.55226,0.507025
AC1MJ3VH,0.45115,0.50395,0.41333333333333333,0.553275,0.4414666666666667,0.5321,0.5251,0.4775666666666667
PIK-93,0.39795,0.55845,0.46936,0.4708,0.4529666666666667,0.565925,0.46168,0.449325
Pilaralisib,0.43124,0.403075,0.41852500000000004,0.46652499999999997,0.54355,0.573225,0.51068,0.45885
AG 14361,0.47616000000000003,0.45284,0.4012,0.6456333333333333,0.5012666666666666,0.5669,0.55374,0.45468000000000003
naftidrofuryl,0.34614999999999996,0.36673333333333336,0.4608,0.644,0.3602,0.6591666666666667,0.46298,0.5906
