compound,azt,los,nib,quine,vir,similarity,meansim,nas
CHEMBL399379,0.5012,NA,0.3365,0.5875,0.5388,-0.4756,0.491,1
Erlotinib,0.5005,NA,0.5429,0.4186,0.3962,-0.4817,0.46455,1
Decitabine,0.4991,0.3616,0.5032,0.4957,0.3988,-0.4847,0.45167999999999997,0
BRN 1087718,0.4988,NA,0.3949,0.5371,NA,-0.5207,0.4769333333333333,2
Linifanib,0.4984,0.4421,0.4371,0.5251,0.4174,-0.4843,0.46402,0
MLS000709026,0.4964,0.5075,0.509,0.5062,NA,-0.4809,0.504775,1
Neratinib,0.4953,0.4114,0.3544,0.4821,0.6035,-0.4824,0.46934,0
SCHEMBL3958507,0.4946,0.3787,0.3772,0.3818,0.5406,-0.4808,0.43457999999999997,0
KUC104255,0.4946,NA,NA,0.4649,NA,-0.4812,0.47975,3
AS601245,0.4926,NA,0.475,0.4313,0.4738,-0.4873,0.468175,1
GW620972X,0.4922,0.4346,0.4599,0.6134,0.4413,-0.483,0.48828,0
LRRK2-IN-1,0.4877,0.3367,0.3958,0.486,0.5952,-0.4893,0.46027999999999997,0
AZD-6482,0.487,0.375,0.5049,0.3914,0.3804,-0.624,0.42774,0
Foretinib,0.485,NA,0.4305,0.7438,0.6077,-0.487,0.56675,1
MLS002264451,0.4849,0.3769,NA,0.4218,NA,-0.6071,0.4278666666666667,2
AZ20,0.4842,NA,0.3929,0.7117,0.5473,-0.5001,0.534025,1
Nelfinavir,0.4838,NA,NA,0.3483,NA,-0.6143,0.41605000000000003,3
MLS002264461,0.4805,NA,0.3505,0.3436,0.5054,-0.5674,0.42,1
CHEMBL2356733,0.4797,NA,NA,0.5017,NA,-0.7625,0.4907,3
NU-7441,0.4789,NA,0.3563,0.4383,0.449,-0.4762,0.43062500000000004,1
IN1541,0.4783,0.3661,0.4025,0.6665,0.7815,-0.6231,0.53898,0
WH-4-025,0.478,NA,0.4743,0.4016,0.4743,-0.6045,0.45705,1
BRD-A24396574-001-01-5,0.4779,0.4806,0.4167,0.625,0.47,-0.4877,0.49404,0
SCHEMBL16980224,0.4776,NA,0.4892,0.7233,0.4037,-0.4785,0.52345,1
BRD-K54247306,0.4774,NA,NA,0.4726,NA,-0.8571,0.475,3
Parthenolide,0.4774,0.4543,0.388,0.556,0.6559,-0.5283,0.50632,0
Tacalcitol,0.4768,NA,0.3992,0.457,NA,-0.5116,0.44433333333333336,2
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.4766,NA,0.3776,0.4867,0.3959,-0.4795,0.43420000000000003,1
PLX-4720,0.476,0.4188,0.4945,0.6905,0.6178,-0.519,0.53952,0
CCG-214295,0.4752,0.4158,NA,0.3616,0.3296,-0.645,0.39555,1
Tivantinib,0.4749,0.3714,0.5112,0.8015,0.4504,-0.4973,0.52188,0
UNC 669,0.474,0.3581,0.4703,0.3387,0.3504,-0.5201,0.3983,0
Buparlisib,0.4739,NA,0.3993,0.463,0.4067,-0.4787,0.43572500000000003,1
SMR000082310,0.4728,NA,0.3662,0.3809,0.3322,-0.4859,0.388025,1
CGS-15943,0.4727,0.4131,0.6039,0.506,NA,-0.4766,0.498925,1
AZD-8055,0.4725,0.328,0.5038,0.5175,0.4695,-0.5081,0.45826,0
Quiflapon,0.4723,0.3863,0.3249,0.432,0.4804,-0.5846,0.41918,0
Buspirone,0.4714,NA,NA,NA,0.5444,-0.6601,0.5079,3
MLS002264409,0.4708,NA,NA,0.3807,NA,-0.6688,0.42574999999999996,3
179324-69-7,0.4703,NA,0.4377,0.4749,0.4357,-0.4747,0.45465,1
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",0.4694,NA,NA,0.4229,NA,-0.6115,0.44615,3
Sorafenib,0.4688,NA,0.4528,0.4724,0.502,-0.485,0.474,1
TL Aurora 09,0.4687,NA,0.405,NA,NA,-0.7658,0.43685,3
GSK-J2,0.4683,0.3954,NA,0.3376,NA,-0.5609,0.4004333333333333,2
Fluspirilene,0.4679,0.4459,NA,0.4186,0.4713,-0.4781,0.450925,1
Puromycin Hydrochloride,0.4668,0.3238,NA,NA,0.4749,-0.5785,0.42183333333333334,2
PCL2_000074,0.4666,0.3778,NA,NA,NA,-0.6941,0.4222,3
Pazopanib,0.4658,0.4247,0.3398,0.5878,0.4704,-0.5472,0.4577,0
Azaperone,0.4639,NA,NA,0.444,NA,-0.7691,0.45394999999999996,3
Moxisylyte,0.4638,NA,NA,NA,0.3934,-0.6209,0.4286,3
Devazepide,0.4636,0.321,0.4415,0.5885,NA,-0.5348,0.45365,1
BIIB 021,0.4634,0.3325,0.394,0.5884,0.418,-0.4941,0.43926,0
Apatinib Hydrochloride,0.4629,0.3692,NA,0.5066,NA,-0.5039,0.4462333333333333,2
Chlorthalidone,0.4627,0.3329,NA,0.4056,0.339,-0.7072,0.38505,1
Tozasertib,0.4607,0.5886,0.3956,0.7866,0.6715,-0.4851,0.5806,0
Vemurafenib,0.4607,0.3833,0.455,0.4979,0.6274,-0.481,0.48486,0
Fedratinib,0.4607,0.4989,0.5227,0.5083,0.5249,-0.4751,0.5031,0
PHA-665752,0.4607,0.4108,0.3589,0.4643,0.3738,-0.5022,0.4137,0
AEE788 (NVP-AEE788),0.4603,0.3869,0.3426,0.4953,NA,-0.4778,0.421275,1
TGX-115,0.4601,0.4204,0.3612,0.6575,NA,-0.4778,0.4748,1
BX 912,0.4598,0.4376,0.3268,0.7404,0.4237,-0.4915,0.47766,0
Dienestrol,0.4593,NA,0.3398,0.3785,0.376,-0.6677,0.38839999999999997,1
Disulfiram,0.4584,NA,NA,0.4564,NA,-0.5117,0.4574,3
Perampanel,0.4566,NA,0.3883,0.4487,NA,-0.5098,0.43119999999999997,2
Arachidonyl Trifluoromethylketone,0.4566,0.3718,0.3681,0.5869,0.4629,-0.4791,0.44926,0
4L7B,0.4564,0.3304,NA,0.3556,NA,-0.6295,0.3808,2
Genistein,0.4564,0.3324,0.3854,0.7832,0.4715,-0.4942,0.48578,0
MLS003126519,0.4564,NA,NA,0.3841,NA,-0.8206,0.42025,3
16Beta-bromoandrosterone,0.4559,NA,NA,0.4851,0.7545,-0.521,0.5651666666666666,2
BRN 1088757,0.4555,NA,NA,0.5969,NA,-0.6399,0.5262,3
SGI-1776,0.4555,0.4103,0.3695,0.4804,0.4112,-0.5434,0.42538,0
Olaparib,0.455,0.3645,0.5407,0.8408,0.5263,-0.4828,0.54546,0
Dexrazoxane,0.4544,NA,NA,0.7962,NA,-0.6596,0.6253,3
Indolophenanthridine,0.4543,0.4797,0.3813,0.7632,0.4916,-0.6247,0.51402,0
Pifithrin MU,0.4542,0.3963,0.4684,0.5286,0.4503,-0.4799,0.45955999999999997,0
LDN 193189,0.4541,0.4455,0.4823,0.4763,0.4727,-0.4822,0.46618,0
SPOX1_002925,0.4537,NA,0.3388,0.4112,NA,-0.6405,0.40123333333333333,2
GR 113808,0.4524,NA,0.4384,0.413,NA,-0.6555,0.4346,2
GW441756X,0.4522,NA,NA,0.3789,0.3593,-0.4769,0.3968,2
ST056792,0.4521,NA,0.459,0.4516,0.5645,-0.5205,0.4818,1
Skiii,0.4521,NA,0.3831,0.4443,0.7272,-0.4812,0.501675,1
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.4514,0.3322,0.3478,0.5011,0.4167,-0.4833,0.40984,0
Formoterol,0.4509,0.445,NA,0.3896,0.3532,-0.5106,0.409675,1
RO-281675,0.4503,0.3297,0.4604,0.4758,0.6768,-0.4776,0.47859999999999997,0
MLS003587251,0.4501,0.3317,0.3624,0.3487,NA,-0.7174,0.37322500000000003,1
PF-562271,0.4495,0.3709,0.6643,0.6786,0.5067,-0.5128,0.534,0
Lapatinib,0.4495,0.3947,0.517,0.7758,0.6042,-0.4988,0.5482400000000001,0
MLS000038113,0.449,0.3422,0.326,0.4981,0.3843,-0.505,0.39992,0
Pentobarbital,0.449,NA,0.3639,0.4612,NA,-0.4997,0.4247,2
Kinetin Riboside,0.4489,0.3281,0.3765,0.4108,0.5692,-0.5504,0.4267,0
GSK 1059615,0.4483,0.4129,0.4768,0.5015,0.49370000000000003,-0.4964,0.46664,0
MG-132,0.4478,0.3249,0.3901,0.496,0.3857,-0.4742,0.4089,0
Brazilin,0.4475,NA,NA,0.4324,0.335,-0.504,0.4049666666666667,2
Tanespimycin,0.4458,NA,0.434,0.431,0.5548,-0.773,0.4664,1
3-Chloro-l-alanine,0.4458,0.4483,0.4596,0.5292,0.5402,-0.6183,0.48462,0
Morin,0.4454,NA,0.4072,0.4128,0.3334,-0.5112,0.3997,1
WYE 125132,0.4449,0.4691,0.3814,0.5495,0.69,-0.4834,0.50698,0
MLS-0258268.0001,0.4439,NA,NA,NA,0.6209,-0.7627,0.5324,3
MK-2206,0.4427,0.4033,0.4595,0.473,0.5657,-0.486,0.46884,0
Nitrendipine,0.4419,NA,0.3616,0.3833,0.4711,-0.7042,0.414475,1
761437-28-9,0.4417,0.494,0.4904,0.6003,0.336,-0.6299,0.47248,0
Etravirine (TMC125),0.4417,NA,0.4026,0.4638,0.4518,-0.5495,0.439975,1
Puromycin,0.4409,0.4164,NA,NA,0.4406,-0.5513,0.4326333333333333,2
CX-5461,0.4408,0.4045,0.4101,0.8282,0.4603,-0.5637,0.50878,0
Rilmenidine,0.4407,0.3265,0.4257,0.4332,0.4726,-0.6788,0.41974,0
Ercalcitriol,0.4406,NA,NA,0.4288,0.364,-0.4848,0.41113333333333335,2
Amiloride,0.4405,NA,NA,0.3292,0.5851,-0.6493,0.4516,2
Quinacrine,0.4401,0.3302,0.4161,0.6965,0.3418,-0.5052,0.44494,0
"2-[(Dimethylamino)methyl]-2,3-dihydro-1H-inden-1-one",0.4391,0.3269,NA,0.4427,0.4805,-0.7029,0.4223,1
XAV 939,0.4388,NA,0.379,0.5488,0.4969,-0.5933,0.465875,1
Linsitinib,0.4384,0.3425,0.3468,0.5341,0.4703,-0.4895,0.42642,0
BRD-K30126976,0.4384,NA,NA,NA,0.5151,-0.8253,0.47675,3
Trifluoperazine,0.4381,0.4004,0.4374,0.5417,0.669,-0.5009,0.49732,0
apigenin,0.438,0.3561,0.4695,0.69,0.4365,-0.4797,0.47802,0
MLS002264454,0.4377,NA,NA,0.3996,NA,-0.5352,0.41864999999999997,3
GW-5074,0.4376,0.3918,0.4138,0.6125,0.399,-0.5852,0.45094,0
Trametinib,0.4373,0.353,0.3336,0.5187,0.4376,-0.6076,0.41604,0
Pyrrolidine Dithiocarbamate,0.437,NA,NA,NA,0.4264,-0.5837,0.4317,3
CHEMBL2355513,0.4364,NA,NA,0.3842,0.3253,-0.5856,0.3819666666666667,2
MLS000583956,0.4364,NA,0.5778,0.4475,NA,-0.4814,0.48723333333333335,2
GW9508,0.4361,0.4155,NA,0.3615,0.3695,-0.6803,0.39565,1
BRD-K42694358,0.436,NA,NA,0.3868,0.4077,-0.6523,0.4101666666666667,2
MLS000583957,0.4358,NA,0.3252,0.4105,0.3584,-0.5327,0.382475,1
BRD-K88488723,0.4353,NA,NA,0.3657,NA,-0.6408,0.4005,3
Metronidazole,0.4353,NA,0.3505,0.4402,NA,-0.4862,0.4086666666666667,2
ST50764508,0.4352,NA,NA,0.4862,0.3677,-0.611,0.4297,2
SMR001317659,0.434,0.3683,0.4094,0.4798,0.3527,-0.4906,0.40884,0
SB225002,0.433,0.3314,NA,0.4579,0.6337,-0.5442,0.46399999999999997,1
Enzastaurin,0.4329,0.3565,0.4694,0.492,0.4952,-0.519,0.4492,0
MLS002703099,0.4327,0.3245,NA,0.3248,NA,-0.6446,0.36066666666666664,2
AC1O9CBL,0.4324,0.4127,0.3224,0.3638,NA,-0.5918,0.382825,1
"16,16-Dimethyl prostaglandin e2",0.4319,0.342,0.4176,0.3641,0.4834,-0.5085,0.4078,0
Triacsin C,0.4318,0.3983,0.5358,0.5833,0.5414,-0.4844,0.49812,0
sn-Glycero-3-phosphocholine,0.4302,NA,NA,0.333,NA,-0.6212,0.38160000000000005,3
CHEMBL1474387,0.4301,0.4429,NA,0.3932,NA,-0.5861,0.42206666666666665,2
AC1O9EM7,0.4299,NA,NA,0.3447,0.3961,-0.5157,0.3902333333333333,2
SA-1921617,0.4295,NA,NA,NA,0.5343,-0.505,0.4819,3
CHEMBL585951,0.4293,NA,0.3665,0.5263,NA,-0.5254,0.4407,2
Anastrozole,0.429,0.5645,0.3704,0.4411,NA,-0.4847,0.45125,1
BX-795,0.4284,0.4187,0.5041,0.555,0.6194,-0.4756,0.50512,0
MLS003179191,0.4281,0.3406,0.3681,0.363,NA,-0.5122,0.37495,1
Mibefradil,0.4277,NA,0.3755,0.5464,NA,-0.6085,0.4498666666666667,2
JW 55,0.4272,0.4723,0.4458,0.3382,0.3695,-0.6084,0.4106,0
MLS002576689,0.4272,NA,NA,0.3807,NA,-0.7879,0.40395000000000003,3
ZINC101150009,0.427,NA,NA,0.3491,0.4935,-0.4844,0.4232,2
HG-14-10-04,0.4269,0.4655,0.377,0.4741,0.334,-0.4762,0.41550000000000004,0
Everolimus,0.4267,NA,0.4205,0.5247,NA,-0.6892,0.45730000000000004,2
YM 201636,0.4258,0.3893,NA,0.4296,0.3962,-0.5256,0.410225,1
BRD-K65971331,0.425,NA,NA,0.4416,0.3279,-0.5244,0.39816666666666667,2
AC1NUE3V,0.425,0.3623,NA,0.4014,0.3419,-0.49,0.38265,1
MLS002607703,0.4247,NA,NA,0.4511,NA,-0.4909,0.4379,3
KUC103424N,0.4244,NA,NA,0.6547,0.4102,-0.6491,0.49643333333333334,2
QL47,0.4242,0.3864,0.3992,0.4715,0.3858,-0.477,0.41342,0
Cucurbitacin-I,0.4242,0.3512,0.3995,0.4709,0.5144,-0.4891,0.43204,0
Seocalcitol,0.4232,0.4169,0.3503,0.4257,NA,-0.6248,0.404025,1
"N-(4-Bromophenyl)-2-{[5-(2-chlorophenyl)-4-phenyl-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",0.4232,NA,NA,NA,0.5268,-0.5143,0.47500000000000003,3
9-Cis retinol,0.423,0.3456,NA,0.4095,0.4728,-0.4828,0.412725,1
Alectinib,0.4226,0.3724,0.3418,0.3545,0.4035,-0.5006,0.37896,0
MGCD-265,0.4224,0.3982,0.3818,0.3659,0.4208,-0.5408,0.39782,0
2-(Ethylmercuriothio)benzoic acid,0.4224,NA,NA,0.4415,0.6798,-0.5354,0.5145666666666666,2
SCHEMBL17052537,0.4221,0.4106,0.3524,0.5003,0.3573,-0.4933,0.40854,0
Momelotinib,0.4214,0.4673,0.3585,0.508,0.4721,-0.4791,0.44546,0
HSCI1_000314,0.4207,NA,0.3357,0.3589,0.3455,-0.646,0.36519999999999997,1
Ivacaftor (VX-770),0.4205,NA,0.3952,0.5401,NA,-0.596,0.45193333333333335,2
Lacidipine,0.4204,NA,0.3275,0.3881,0.6959,-0.4888,0.457975,1
PKC Beta Inhibitor,0.4203,NA,NA,0.3443,0.3627,-0.487,0.3757666666666667,2
Heat,0.4202,NA,NA,NA,0.3228,-0.5468,0.3715,3
Pilaralisib,0.4198,NA,0.3911,0.4353,0.3661,-0.5663,0.403075,1
sorafenib,0.4192,0.3792,NA,0.4258,NA,-0.5444,0.4080666666666667,2
Talibegron,0.4191,0.347,NA,0.4816,0.3689,-0.4762,0.40415,1
D-64131,0.4191,0.3957,0.4635,0.4642,0.3533,-0.4754,0.41916,0
20554-84-1,0.4187,NA,NA,0.487,0.3261,-0.6879,0.4106,2
CHEMBL1673039,0.4185,0.3753,0.3681,0.4486,0.3406,-0.5002,0.39022,0
Benzbromarone,0.4183,NA,0.3274,0.3585,0.388,-0.4948,0.37305,1
CHEMBL2354516,0.4182,NA,NA,NA,0.4032,-0.6225,0.4107,3
BRD-K42573370-001-01-1,0.418,NA,NA,0.4173,0.4713,-0.8432,0.43553333333333333,2
SCHEMBL3954849,0.4171,NA,0.5297,0.5242,0.5713,-0.4781,0.510575,1
Maxacalcitol-D6,0.4165,NA,NA,0.4236,NA,-0.5058,0.42005,3
MLS003370624,0.4164,NA,NA,0.4928,NA,-0.6432,0.4546,3
ML162,0.4162,0.3823,0.4104,0.4842,0.3808,-0.5993,0.41478,0
PF477736,0.4158,0.359,0.4094,0.7603,0.487,-0.516,0.4863,0
Evodiamine,0.4155,0.3323,NA,0.4892,0.3981,-0.804,0.408775,1
BRD-K01621458,0.4152,0.343,NA,0.5123,0.4408,-0.5445,0.427825,1
Promazine,0.415,NA,NA,0.4306,0.371,-0.5221,0.4055333333333333,2
SB-216763,0.4147,0.397,0.6215,0.4386,0.6973,-0.4755,0.51382,0
JNJ-38877605,0.4136,0.3917,NA,0.5022,0.3221,-0.6156,0.4074,1
ALDA 1,0.4134,NA,0.3342,NA,0.4344,-0.6302,0.394,2
MLS001065872,0.4134,NA,NA,0.3506,NA,-0.5364,0.382,3
SCHEMBL15422032,0.4127,NA,NA,0.392,NA,-0.5382,0.40235,3
Albendazole,0.4125,0.459,0.4223,0.6552,0.4365,-0.4931,0.4771,0
STK064652,0.4118,NA,NA,0.4547,NA,-0.6306,0.43325,3
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.4115,0.4396,NA,0.378,0.327,-0.6295,0.389025,1
ASN 05257430,0.4115,0.3789,0.334,0.388,0.5379,-0.6498,0.41006000000000004,0
C21H27N7O3,0.4114,NA,0.467,0.4198,0.4682,-0.4798,0.4416,1
LY2874455,0.4114,NA,0.3214,0.8995,0.3851,-0.5404,0.50435,1
Gallocatechin Gallate,0.4112,NA,0.3737,0.6742,0.4586,-0.5548,0.479425,1
STK151112,0.4109,NA,NA,NA,0.3474,-0.909,0.37915,3
ST021200,0.4108,0.3674,NA,0.5971,NA,-0.5304,0.4584333333333333,2
KW-2449,0.4108,0.3378,0.3503,0.8219,0.4614,-0.4784,0.47644,0
MLN-8054,0.4103,0.3418,0.4275,0.8263,0.6573,-0.4907,0.53264,0
Cidoxepin,0.41,NA,NA,0.4106,0.456,-0.4927,0.4255333333333333,2
Piribedil,0.41,0.3433,NA,NA,NA,-0.6589,0.37665,3
KI8751,0.41,NA,NA,0.6536,0.3624,-0.5277,0.47533333333333333,2
848193-68-0,0.4098,0.5174,0.3897,0.3866,0.5165,-0.5144,0.444,0
Nilotinib,0.4096,NA,0.3684,0.4381,0.3976,-0.4812,0.40342500000000003,1
Temozolomide,0.4093,0.3493,NA,0.4809,0.3959,-0.5585,0.40885,1
